ea_id,com_cf01,com_cf02,com_cf03,com_cf04,com_cf05,com_cf06,com_cf07,com_cf08a,com_cf08b,com_cf09,com_cf10,com_cf11,com_cf12,com_cf13,com_cf14a,com_cf14b,com_cf14c,com_cf14d,com_cf14e,com_cf15a,com_cf15b,com_cf15c,com_cf15d,com_cf15e,com_cf16a,com_cf16b,com_cf16c,com_cf16d,com_cf16e,com_cf16f,com_cf16g,com_cf16h,com_cf16i,com_cf17a,com_cf17b,com_cf17c
20201206,yes,1ST HALF DEC,2ND HALF JUN,THE RIGHT AMOUNT,AT THE RIGHT TIME,TOO EARLY,no,28,km,no,,0,0,no,NOT APPLICABLE,NOT APPLICABLE,less,NOT APPLICABLE,NOT APPLICABLE,worse,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,worse,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,worse,worse,worse,no,no,no
20201264,yes,1ST HALF DEC,2ND HALF APR,TOO MUCH,TOO EARLY,TOO EARLY,no,6,meter,no,,0,0,no,NOT APPLICABLE,NOT APPLICABLE,less,less,less,worse,worse,worse,worse,worse,better,worse,NOT APPLICABLE,ABOUT THE SAME,better,worse,better,worse,better,no,no,yes
20201269,yes,2ND HALF DEC,2ND HALF MAY,TOO MUCH,AT THE RIGHT TIME,TOO EARLY,no,11,km,no,,0,1,no,NOT APPLICABLE,more,less,ABOUT THE SAME NUMBER,NOT APPLICABLE,worse,worse,worse,worse,worse,worse,ABOUT THE SAME,NOT APPLICABLE,NOT APPLICABLE,ABOUT THE SAME,worse,worse,MUCH WORSE,worse,no,no,no
20201354,yes,1ST HALF DEC,1ST HALF APR,THE RIGHT AMOUNT,TOO LATE,AT THE RIGHT TIME,no,7,km,no,,0,0,no,ABOUT THE SAME NUMBER,ABOUT THE SAME NUMBER,more,NOT APPLICABLE,NOT APPLICABLE,better,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,better,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,worse,ABOUT THE SAME,worse,no,no,no
20201450,yes,2ND HALF NOV,2ND HALF MAY,TOO LITTLE,TOO LATE,TOO EARLY,yes,,,no,,0,0,no,more,less,ABOUT THE SAME NUMBER,ABOUT THE SAME NUMBER,NOT APPLICABLE,better,ABOUT THE SAME,ABOUT THE SAME,ABOUT THE SAME,NOT APPLICABLE,better,better,ABOUT THE SAME,worse,better,ABOUT THE SAME,better,better,better,no,no,no
20201646,yes,1ST HALF DEC,2ND HALF APR,THE RIGHT AMOUNT,AT THE RIGHT TIME,AT THE RIGHT TIME,yes,,,no,,1,1,no,more,more,less,less,NOT APPLICABLE,better,better,better,NOT APPLICABLE,better,better,better,NOT APPLICABLE,NOT APPLICABLE,better,NOT APPLICABLE,worse,worse,better,"YES, BUT NOT IF HH IS IN NEED","YES, BUT NOT IF HH IS IN NEED",no
20202343,yes,2ND HALF NOV,2ND HALF MAR,TOO LITTLE,TOO LATE,TOO LATE,yes,,,no,,0,0,no,NOT APPLICABLE,NOT APPLICABLE,less,NOT APPLICABLE,NOT APPLICABLE,worse,worse,worse,worse,worse,better,worse,worse,NOT APPLICABLE,better,worse,better,worse,better,yes,yes,yes
20203135,yes,2ND HALF DEC,2ND HALF APR,TOO LITTLE,TOO EARLY,TOO EARLY,no,3,km,no,,0,0,no,NOT APPLICABLE,NOT APPLICABLE,less,NOT APPLICABLE,NOT APPLICABLE,worse,NOT APPLICABLE,worse,NOT APPLICABLE,worse,better,worse,NOT APPLICABLE,NOT APPLICABLE,better,worse,better,worse,worse,no,no,yes
20203494,yes,1ST HALF DEC,2ND HALF MAR,TOO MUCH,TOO EARLY,AT THE RIGHT TIME,no,8,km,no,,0,0,no,ABOUT THE SAME NUMBER,ABOUT THE SAME NUMBER,more,more,NOT APPLICABLE,MUCH WORSE,worse,NOT APPLICABLE,worse,better,better,better,worse,better,better,worse,better,worse,worse,yes,yes,yes
20203656,yes,2ND HALF NOV,2ND HALF APR,TOO MUCH,TOO EARLY,TOO LATE,no,4,km,no,,0,0,no,NOT APPLICABLE,NOT APPLICABLE,more,more,NOT APPLICABLE,better,better,NOT APPLICABLE,NOT APPLICABLE,better,better,better,NOT APPLICABLE,NOT APPLICABLE,better,MUCH WORSE,better,MUCH WORSE,better,no,no,yes
20203694,yes,1ST HALF DEC,2ND HALF APR,TOO LITTLE,TOO LATE,AT THE RIGHT TIME,yes,,,yes,700,0,0,no,NOT APPLICABLE,NOT APPLICABLE,less,less,less,better,worse,worse,worse,worse,better,worse,worse,worse,better,worse,worse,worse,worse,no,no,yes
20204124,yes,1ST HALF NOV,1ST HALF MAY,TOO MUCH,TOO EARLY,TOO EARLY,yes,,,yes,400,0,0,no,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,better,NOT APPLICABLE,better,worse,better,better,better,NOT APPLICABLE,NOT APPLICABLE,better,worse,better,better,better,no,no,no
20204712,yes,2ND HALF DEC,2ND HALF APR,TOO MUCH,TOO LATE,TOO EARLY,no,14,km,no,,0,0,no,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,better,NOT APPLICABLE,better,worse,better,better,worse,worse,better,worse,worse,worse,worse,worse,no,no,yes
20205207,yes,2ND HALF NOV,2ND HALF APR,TOO MUCH,TOO LATE,AT THE RIGHT TIME,no,5,km,no,,0,0,no,less,more,more,less,less,MUCH WORSE,worse,worse,worse,worse,worse,worse,worse,NOT APPLICABLE,worse,worse,better,worse,better,no,yes,yes
20205484,yes,1ST HALF DEC,1ST HALF MAY,THE RIGHT AMOUNT,TOO EARLY,TOO EARLY,no,4,km,no,,0,0,no,less,less,less,NOT APPLICABLE,less,better,NOT APPLICABLE,NOT APPLICABLE,worse,worse,worse,worse,worse,NOT APPLICABLE,better,worse,worse,worse,worse,no,no,yes
20205525,yes,1ST HALF DEC,2ND HALF APR,TOO MUCH,TOO LATE,TOO EARLY,no,20,km,no,,0,2,no,NOT APPLICABLE,NOT APPLICABLE,less,NOT APPLICABLE,NOT APPLICABLE,better,NOT APPLICABLE,NOT APPLICABLE,worse,better,better,better,NOT APPLICABLE,NOT APPLICABLE,better,worse,better,worse,ABOUT THE SAME,no,no,yes
20205634,yes,2ND HALF NOV,1ST HALF MAY,TOO MUCH,TOO LATE,TOO EARLY,no,3,km,no,,0,0,no,ABOUT THE SAME NUMBER,ABOUT THE SAME NUMBER,less,more,more,better,better,better,worse,worse,worse,better,worse,NOT APPLICABLE,better,worse,worse,worse,worse,"YES, BUT NOT IF HH IS IN NEED",yes,yes
20205700,yes,2ND HALF DEC,2ND HALF MAR,TOO LITTLE,TOO EARLY,TOO EARLY,no,5,km,no,,4,4,no,ABOUT THE SAME NUMBER,ABOUT THE SAME NUMBER,less,less,less,better,better,worse,NOT APPLICABLE,worse,MUCH BETTER,better,NOT APPLICABLE,NOT APPLICABLE,better,worse,better,worse,worse,no,no,yes
20205721,yes,1ST HALF DEC,2ND HALF APR,TOO MUCH,TOO EARLY,TOO EARLY,no,3,km,no,,0,0,no,NOT APPLICABLE,NOT APPLICABLE,more,NOT APPLICABLE,NOT APPLICABLE,better,NOT APPLICABLE,better,MUCH WORSE,worse,better,better,NOT APPLICABLE,NOT APPLICABLE,better,worse,MUCH WORSE,MUCH WORSE,worse,yes,yes,yes
20206243,yes,2ND HALF NOV,2ND HALF APR,TOO LITTLE,TOO LATE,AT THE RIGHT TIME,yes,,,no,,1,2,no,ABOUT THE SAME NUMBER,ABOUT THE SAME NUMBER,less,less,more,worse,worse,better,worse,worse,better,worse,worse,worse,better,worse,better,worse,better,no,no,yes
20206362,yes,2ND HALF NOV,2ND HALF MAY,THE RIGHT AMOUNT,AT THE RIGHT TIME,AT THE RIGHT TIME,yes,,,no,,0,0,no,less,less,less,more,NOT APPLICABLE,better,better,better,NOT APPLICABLE,MUCH WORSE,better,better,MUCH WORSE,NOT APPLICABLE,better,worse,better,MUCH WORSE,better,yes,yes,yes
20220038,yes,2ND HALF NOV,2ND HALF APR,THE RIGHT AMOUNT,TOO LATE,TOO LATE,yes,,,no,,5,5,no,ABOUT THE SAME NUMBER,ABOUT THE SAME NUMBER,less,NOT APPLICABLE,NOT APPLICABLE,better,NOT APPLICABLE,NOT APPLICABLE,worse,worse,better,worse,worse,worse,better,worse,ABOUT THE SAME,better,worse,no,no,yes
20220153,yes,1ST HALF DEC,2ND HALF APR,THE RIGHT AMOUNT,TOO LATE,TOO LATE,no,1,km,no,,4,10,no,more,more,less,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,better,better,NOT APPLICABLE,NOT APPLICABLE,better,worse,better,worse,better,yes,yes,yes
20301075,yes,2ND HALF DEC,1ST HALF JUN,THE RIGHT AMOUNT,AT THE RIGHT TIME,AT THE RIGHT TIME,no,15,km,no,,0,0,no,NOT APPLICABLE,NOT APPLICABLE,more,less,more,worse,worse,worse,worse,worse,worse,better,NOT APPLICABLE,NOT APPLICABLE,better,worse,better,worse,worse,no,no,yes
20302432,yes,1ST HALF DEC,1ST HALF MAY,THE RIGHT AMOUNT,AT THE RIGHT TIME,TOO EARLY,no,7,km,no,,0,0,no,NOT APPLICABLE,NOT APPLICABLE,less,less,NOT APPLICABLE,worse,worse,worse,worse,worse,better,worse,MUCH WORSE,worse,worse,MUCH WORSE,better,worse,worse,no,no,yes
20302539,yes,1ST HALF DEC,2ND HALF JUN,TOO LITTLE,TOO EARLY,TOO EARLY,yes,,,no,,0,0,no,ABOUT THE SAME NUMBER,ABOUT THE SAME NUMBER,more,more,more,worse,NOT APPLICABLE,worse,NOT APPLICABLE,MUCH BETTER,worse,better,NOT APPLICABLE,NOT APPLICABLE,better,worse,better,worse,better,no,no,no
20302592,yes,2ND HALF NOV,2ND HALF JUN,THE RIGHT AMOUNT,TOO EARLY,AT THE RIGHT TIME,no,7,km,no,,0,0,no,NOT APPLICABLE,NOT APPLICABLE,less,more,less,worse,worse,worse,worse,worse,better,worse,worse,NOT APPLICABLE,better,worse,better,worse,worse,yes,"YES, BUT NOT IF HH IS IN NEED",yes
20303065,yes,1ST HALF DEC,1ST HALF JUN,THE RIGHT AMOUNT,TOO LATE,TOO EARLY,no,16,km,yes,150,0,0,yes,NOT APPLICABLE,NOT APPLICABLE,more,more,more,better,better,better,better,better,better,worse,better,worse,better,worse,better,better,better,yes,yes,yes
20303447,yes,2ND HALF NOV,2ND HALF APR,TOO LITTLE,TOO LATE,TOO EARLY,no,5,km,no,,1,0,no,more,NOT APPLICABLE,more,less,ABOUT THE SAME NUMBER,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,MUCH WORSE,better,worse,worse,better,better,worse,better,worse,better,no,no,yes
20303654,yes,1ST HALF DEC,1ST HALF MAY,THE RIGHT AMOUNT,AT THE RIGHT TIME,AT THE RIGHT TIME,yes,,,no,,0,0,no,NOT APPLICABLE,NOT APPLICABLE,less,less,less,worse,worse,worse,worse,worse,better,worse,worse,worse,better,worse,better,worse,better,no,no,yes
20304084,yes,2ND HALF NOV,1ST HALF MAY,TOO MUCH,AT THE RIGHT TIME,AT THE RIGHT TIME,no,5,km,no,,0,0,no,NOT APPLICABLE,NOT APPLICABLE,more,more,more,better,better,ABOUT THE SAME,NOT APPLICABLE,better,better,worse,NOT APPLICABLE,NOT APPLICABLE,better,worse,better,worse,better,no,yes,no
20304164,yes,2ND HALF NOV,2ND HALF APR,THE RIGHT AMOUNT,AT THE RIGHT TIME,AT THE RIGHT TIME,no,15,km,no,,0,0,no,more,more,more,more,ABOUT THE SAME NUMBER,MUCH WORSE,MUCH WORSE,MUCH WORSE,MUCH WORSE,MUCH WORSE,worse,worse,worse,NOT APPLICABLE,better,worse,MUCH WORSE,worse,ABOUT THE SAME,no,no,yes
20304285,yes,1ST HALF NOV,1ST HALF JUN,THE RIGHT AMOUNT,TOO EARLY,AT THE RIGHT TIME,no,8,km,no,,0,0,no,NOT APPLICABLE,NOT APPLICABLE,less,more,more,worse,worse,worse,worse,worse,better,worse,worse,better,better,worse,better,worse,worse,no,no,yes
20304314,yes,1ST HALF DEC,2ND HALF MAY,THE RIGHT AMOUNT,AT THE RIGHT TIME,AT THE RIGHT TIME,no,2,km,no,,0,0,no,more,more,more,more,more,worse,worse,worse,worse,worse,better,better,worse,better,better,worse,MUCH WORSE,MUCH WORSE,better,no,no,no
20304662,yes,1ST HALF DEC,2ND HALF APR,TOO MUCH,AT THE RIGHT TIME,AT THE RIGHT TIME,yes,,,no,,2,2,no,less,less,less,less,less,worse,worse,worse,worse,worse,better,worse,MUCH WORSE,NOT APPLICABLE,better,worse,MUCH WORSE,worse,worse,no,no,yes
20304680,yes,2ND HALF NOV,2ND HALF JUN,TOO LITTLE,TOO EARLY,TOO EARLY,no,3,km,no,,1,2,no,ABOUT THE SAME NUMBER,ABOUT THE SAME NUMBER,more,more,more,worse,worse,worse,worse,worse,better,worse,worse,NOT APPLICABLE,better,worse,worse,worse,worse,no,no,yes
20305023,yes,1ST HALF DEC,2ND HALF MAY,TOO MUCH,AT THE RIGHT TIME,AT THE RIGHT TIME,no,5,km,no,,0,0,no,NOT APPLICABLE,NOT APPLICABLE,ABOUT THE SAME NUMBER,more,more,worse,worse,worse,worse,worse,worse,worse,worse,NOT APPLICABLE,better,worse,better,worse,better,no,no,yes
20305172,yes,2ND HALF DEC,1ST HALF MAY,TOO LITTLE,TOO LATE,TOO LATE,no,4,km,no,,6,5,no,more,more,more,more,more,worse,worse,worse,worse,worse,better,worse,NOT APPLICABLE,NOT APPLICABLE,better,worse,better,worse,better,no,no,no
20305301,yes,1ST HALF DEC,1ST HALF JUN,TOO LITTLE,TOO LATE,AT THE RIGHT TIME,yes,,,no,,0,0,no,NOT APPLICABLE,NOT APPLICABLE,less,less,less,better,better,better,NOT APPLICABLE,worse,better,worse,worse,NOT APPLICABLE,better,worse,better,worse,better,no,no,yes
20305340,yes,2ND HALF NOV,2ND HALF APR,TOO MUCH,TOO EARLY,TOO EARLY,no,6,km,no,,0,0,no,NOT APPLICABLE,NOT APPLICABLE,more,more,more,worse,worse,worse,worse,worse,better,better,NOT APPLICABLE,NOT APPLICABLE,better,worse,better,ABOUT THE SAME,better,"YES, BUT NOT IF HH IS IN NEED",yes,yes
20305382,yes,2ND HALF NOV,2ND HALF MAY,TOO LITTLE,TOO EARLY,TOO EARLY,no,4,km,no,,0,0,no,NOT APPLICABLE,NOT APPLICABLE,more,more,more,worse,worse,worse,worse,worse,worse,worse,worse,NOT APPLICABLE,worse,worse,better,worse,worse,no,no,yes
20305717,yes,2ND HALF NOV,1ST HALF MAY,THE RIGHT AMOUNT,TOO LATE,AT THE RIGHT TIME,yes,,,no,,0,0,no,NOT APPLICABLE,less,NOT APPLICABLE,more,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,better,ABOUT THE SAME,NOT APPLICABLE,NOT APPLICABLE,better,worse,NOT APPLICABLE,MUCH WORSE,better,no,yes,yes
20306272,yes,1ST HALF NOV,2ND HALF MAY,THE RIGHT AMOUNT,TOO EARLY,AT THE RIGHT TIME,no,7,km,no,,0,0,no,more,more,more,more,more,better,worse,worse,worse,worse,better,worse,worse,worse,worse,worse,better,worse,worse,no,no,yes
20306296,yes,2ND HALF DEC,2ND HALF MAY,TOO LITTLE,TOO LATE,TOO EARLY,no,4,km,no,,0,0,no,NOT APPLICABLE,NOT APPLICABLE,more,more,more,worse,worse,worse,worse,worse,better,better,worse,NOT APPLICABLE,better,worse,worse,worse,better,no,no,no
20306433,yes,2ND HALF OCT,2ND HALF MAY,TOO MUCH,TOO LATE,TOO EARLY,no,10,km,no,,0,0,no,NOT APPLICABLE,NOT APPLICABLE,more,more,less,better,better,better,worse,worse,better,worse,worse,worse,better,worse,better,worse,better,no,no,yes
20306557,yes,1ST HALF DEC,2ND HALF MAY,TOO MUCH,TOO EARLY,TOO EARLY,no,4,km,no,,0,0,no,NOT APPLICABLE,NOT APPLICABLE,more,more,more,better,worse,worse,worse,worse,worse,better,worse,NOT APPLICABLE,better,worse,worse,worse,better,no,no,yes
20320675,yes,2ND HALF DEC,2ND HALF MAY,THE RIGHT AMOUNT,TOO EARLY,AT THE RIGHT TIME,yes,,,no,,10,10,no,more,more,ABOUT THE SAME NUMBER,more,less,worse,worse,worse,worse,worse,better,worse,worse,NOT APPLICABLE,better,worse,better,better,worse,no,no,no
20401171,yes,1ST HALF NOV,1ST HALF MAY,TOO LITTLE,TOO EARLY,AT THE RIGHT TIME,no,200,meter,no,,0,0,yes,more,more,more,more,more,worse,ABOUT THE SAME,worse,worse,worse,ABOUT THE SAME,ABOUT THE SAME,worse,ABOUT THE SAME,better,worse,better,better,better,no,no,no
20401627,yes,2ND HALF NOV,1ST HALF APR,TOO LITTLE,TOO LATE,AT THE RIGHT TIME,no,7,km,no,,0,0,no,more,more,more,more,more,worse,worse,worse,MUCH WORSE,MUCH WORSE,better,better,MUCH WORSE,NOT APPLICABLE,ABOUT THE SAME,worse,better,worse,ABOUT THE SAME,no,no,no
20401737,yes,1ST HALF NOV,1ST HALF APR,THE RIGHT AMOUNT,TOO EARLY,AT THE RIGHT TIME,no,7,km,no,,0,0,no,ABOUT THE SAME NUMBER,ABOUT THE SAME NUMBER,less,ABOUT THE SAME NUMBER,less,worse,worse,worse,worse,worse,better,worse,better,better,better,worse,better,worse,worse,yes,no,no
20402045,yes,1ST HALF DEC,2ND HALF MAY,TOO LITTLE,TOO EARLY,TOO LATE,yes,,,no,,0,0,no,more,more,more,more,more,ABOUT THE SAME,ABOUT THE SAME,ABOUT THE SAME,ABOUT THE SAME,ABOUT THE SAME,better,worse,ABOUT THE SAME,better,better,worse,ABOUT THE SAME,ABOUT THE SAME,better,no,no,no
20402072,yes,1ST HALF DEC,1ST HALF MAY,THE RIGHT AMOUNT,AT THE RIGHT TIME,AT THE RIGHT TIME,yes,,,no,,8,8,no,more,more,more,ABOUT THE SAME NUMBER,more,worse,worse,worse,worse,worse,better,better,worse,better,ABOUT THE SAME,ABOUT THE SAME,better,better,ABOUT THE SAME,no,no,no
20402198,yes,2ND HALF NOV,1ST HALF MAY,THE RIGHT AMOUNT,TOO EARLY,AT THE RIGHT TIME,yes,,,no,,0,0,no,ABOUT THE SAME NUMBER,ABOUT THE SAME NUMBER,less,ABOUT THE SAME NUMBER,less,worse,worse,worse,worse,worse,worse,worse,worse,better,worse,ABOUT THE SAME,worse,ABOUT THE SAME,worse,no,no,no
20402201,yes,2ND HALF NOV,1ST HALF MAY,THE RIGHT AMOUNT,AT THE RIGHT TIME,AT THE RIGHT TIME,no,5,km,no,,0,0,no,ABOUT THE SAME NUMBER,ABOUT THE SAME NUMBER,ABOUT THE SAME NUMBER,ABOUT THE SAME NUMBER,ABOUT THE SAME NUMBER,worse,worse,worse,worse,worse,better,ABOUT THE SAME,worse,better,better,worse,better,worse,ABOUT THE SAME,no,no,no
20402298,yes,2ND HALF DEC,1ST HALF MAY,TOO MUCH,AT THE RIGHT TIME,TOO LATE,yes,,,no,,1,1,no,more,more,more,more,more,ABOUT THE SAME,ABOUT THE SAME,ABOUT THE SAME,ABOUT THE SAME,ABOUT THE SAME,ABOUT THE SAME,worse,worse,ABOUT THE SAME,worse,worse,better,better,worse,no,no,no
20403049,yes,1ST HALF NOV,2ND HALF MAY,THE RIGHT AMOUNT,AT THE RIGHT TIME,TOO LATE,no,11,km,no,,0,0,no,more,more,more,more,more,worse,ABOUT THE SAME,MUCH WORSE,MUCH WORSE,MUCH WORSE,better,worse,worse,ABOUT THE SAME,better,worse,better,ABOUT THE SAME,better,no,no,no
20403668,yes,2ND HALF OCT,1ST HALF MAY,THE RIGHT AMOUNT,AT THE RIGHT TIME,AT THE RIGHT TIME,yes,,,no,,0,0,no,ABOUT THE SAME NUMBER,ABOUT THE SAME NUMBER,less,ABOUT THE SAME NUMBER,ABOUT THE SAME NUMBER,MUCH WORSE,MUCH WORSE,MUCH WORSE,MUCH WORSE,MUCH WORSE,better,worse,worse,better,better,better,better,worse,MUCH WORSE,yes,yes,no
20403697,yes,2ND HALF NOV,1ST HALF APR,TOO MUCH,TOO LATE,TOO LATE,no,4,km,no,,0,0,no,more,more,more,more,more,worse,worse,worse,MUCH WORSE,worse,better,better,worse,NOT APPLICABLE,better,worse,MUCH BETTER,worse,better,no,no,no
20404032,yes,1ST HALF DEC,1ST HALF MAY,THE RIGHT AMOUNT,AT THE RIGHT TIME,AT THE RIGHT TIME,yes,,,no,,0,0,no,ABOUT THE SAME NUMBER,ABOUT THE SAME NUMBER,less,ABOUT THE SAME NUMBER,less,MUCH WORSE,MUCH WORSE,MUCH WORSE,MUCH WORSE,MUCH WORSE,better,worse,MUCH WORSE,better,better,ABOUT THE SAME,better,MUCH WORSE,ABOUT THE SAME,yes,yes,"YES, BUT NOT IF HH IS IN NEED"
20404509,yes,1ST HALF DEC,2ND HALF MAY,THE RIGHT AMOUNT,TOO LATE,AT THE RIGHT TIME,no,2,km,yes,123,0,0,no,more,more,more,more,more,better,better,better,better,better,better,better,better,better,better,worse,better,worse,NOT APPLICABLE,no,no,no
20404575,yes,1ST HALF DEC,1ST HALF MAY,THE RIGHT AMOUNT,AT THE RIGHT TIME,AT THE RIGHT TIME,yes,,,no,,0,0,no,ABOUT THE SAME NUMBER,ABOUT THE SAME NUMBER,ABOUT THE SAME NUMBER,ABOUT THE SAME NUMBER,less,worse,worse,worse,worse,worse,better,worse,worse,better,better,ABOUT THE SAME,worse,worse,worse,no,no,no
20404660,yes,2ND HALF NOV,2ND HALF JUN,TOO MUCH,AT THE RIGHT TIME,TOO LATE,no,6,km,no,,5,0,yes,more,more,more,more,more,ABOUT THE SAME,ABOUT THE SAME,ABOUT THE SAME,worse,worse,better,ABOUT THE SAME,worse,ABOUT THE SAME,ABOUT THE SAME,worse,better,worse,worse,no,no,no
20405132,yes,1ST HALF DEC,2ND HALF MAY,TOO LITTLE,TOO EARLY,TOO EARLY,no,8,km,no,,7,7,no,more,more,more,more,more,worse,worse,worse,MUCH WORSE,worse,better,ABOUT THE SAME,MUCH WORSE,NOT APPLICABLE,worse,worse,worse,better,ABOUT THE SAME,no,no,no
20405366,yes,1ST HALF DEC,2ND HALF MAY,THE RIGHT AMOUNT,TOO LATE,TOO LATE,yes,,,yes,30,0,0,no,ABOUT THE SAME NUMBER,ABOUT THE SAME NUMBER,ABOUT THE SAME NUMBER,ABOUT THE SAME NUMBER,ABOUT THE SAME NUMBER,worse,worse,worse,worse,worse,better,better,worse,better,better,worse,better,worse,worse,no,no,no
20405704,yes,2ND HALF NOV,1ST HALF MAY,THE RIGHT AMOUNT,TOO EARLY,AT THE RIGHT TIME,yes,,,no,,0,0,no,more,more,more,more,more,worse,worse,worse,worse,worse,better,better,worse,better,better,ABOUT THE SAME,better,ABOUT THE SAME,worse,no,no,no
20406177,yes,1ST HALF DEC,1ST HALF MAY,TOO LITTLE,TOO EARLY,TOO EARLY,yes,,,no,,0,0,no,more,more,more,ABOUT THE SAME NUMBER,more,worse,better,worse,worse,worse,better,better,worse,better,worse,worse,better,ABOUT THE SAME,worse,no,no,no
20406348,yes,2ND HALF NOV,2ND HALF MAY,TOO LITTLE,AT THE RIGHT TIME,TOO LATE,no,3,km,no,,0,0,yes,more,more,more,more,more,better,better,better,worse,ABOUT THE SAME,better,better,MUCH WORSE,ABOUT THE SAME,better,worse,better,better,worse,no,no,no
20406598,yes,1ST HALF DEC,1ST HALF MAY,THE RIGHT AMOUNT,TOO LATE,AT THE RIGHT TIME,yes,,,no,,0,0,no,ABOUT THE SAME NUMBER,ABOUT THE SAME NUMBER,ABOUT THE SAME NUMBER,ABOUT THE SAME NUMBER,ABOUT THE SAME NUMBER,worse,worse,worse,worse,worse,better,worse,worse,better,better,worse,better,better,worse,no,no,no
20407398,yes,1ST HALF DEC,1ST HALF MAY,THE RIGHT AMOUNT,AT THE RIGHT TIME,AT THE RIGHT TIME,no,5,km,no,,0,0,no,ABOUT THE SAME NUMBER,ABOUT THE SAME NUMBER,less,ABOUT THE SAME NUMBER,less,worse,worse,worse,worse,worse,better,worse,worse,ABOUT THE SAME,better,worse,better,better,MUCH WORSE,no,no,no
20407481,yes,2ND HALF NOV,2ND HALF MAY,TOO MUCH,TOO LATE,TOO EARLY,yes,,,no,,10,10,no,more,more,less,ABOUT THE SAME NUMBER,less,better,better,better,worse,better,worse,MUCH WORSE,MUCH WORSE,better,better,ABOUT THE SAME,MUCH WORSE,worse,ABOUT THE SAME,no,yes,no
20421229,yes,2ND HALF OCT,1ST HALF APR,THE RIGHT AMOUNT,TOO EARLY,AT THE RIGHT TIME,yes,,,no,,15,15,no,more,more,more,ABOUT THE SAME NUMBER,more,worse,worse,worse,worse,worse,MUCH WORSE,worse,ABOUT THE SAME,better,better,ABOUT THE SAME,worse,worse,better,"YES, BUT NOT IF HH IS IN NEED","YES, BUT NOT IF HH IS IN NEED","YES, BUT NOT IF HH IS IN NEED"
20501111,yes,1ST HALF DEC,1ST HALF MAY,THE RIGHT AMOUNT,AT THE RIGHT TIME,AT THE RIGHT TIME,no,12,km,no,,0,0,no,ABOUT THE SAME NUMBER,ABOUT THE SAME NUMBER,more,NOT APPLICABLE,more,better,NOT APPLICABLE,better,better,better,MUCH BETTER,MUCH BETTER,better,better,better,better,better,better,better,"YES, BUT NOT IF HH IS IN NEED",yes,"YES, BUT NOT IF HH IS IN NEED"
20501330,yes,2ND HALF DEC,1ST HALF MAY,THE RIGHT AMOUNT,AT THE RIGHT TIME,TOO LATE,yes,,,no,,2,2,no,more,more,more,NOT APPLICABLE,more,better,NOT APPLICABLE,better,better,better,better,better,better,better,better,better,better,better,better,yes,yes,yes
20501664,yes,1ST HALF DEC,2ND HALF APR,THE RIGHT AMOUNT,AT THE RIGHT TIME,AT THE RIGHT TIME,no,5,km,no,,0,0,no,less,less,more,NOT APPLICABLE,more,better,NOT APPLICABLE,better,better,better,MUCH BETTER,MUCH BETTER,better,better,better,better,better,better,better,yes,yes,yes
20502159,yes,2ND HALF NOV,2ND HALF APR,THE RIGHT AMOUNT,AT THE RIGHT TIME,AT THE RIGHT TIME,no,3,km,yes,30,2,2,yes,more,more,more,ABOUT THE SAME NUMBER,more,MUCH BETTER,MUCH BETTER,MUCH BETTER,better,MUCH BETTER,better,better,better,ABOUT THE SAME,better,better,better,better,better,yes,yes,yes
20502240,yes,1ST HALF DEC,2ND HALF APR,THE RIGHT AMOUNT,TOO EARLY,TOO EARLY,no,14,km,no,,0,0,no,ABOUT THE SAME NUMBER,ABOUT THE SAME NUMBER,ABOUT THE SAME NUMBER,less,more,worse,ABOUT THE SAME,ABOUT THE SAME,ABOUT THE SAME,better,better,ABOUT THE SAME,worse,NOT APPLICABLE,ABOUT THE SAME,better,MUCH BETTER,MUCH WORSE,ABOUT THE SAME,"YES, BUT NOT IF HH IS IN NEED","YES, BUT NOT IF HH IS IN NEED",no
20502740,yes,1ST HALF DEC,2ND HALF APR,TOO LITTLE,TOO EARLY,TOO LATE,no,10,km,no,,0,0,no,more,more,more,more,NOT APPLICABLE,MUCH BETTER,MUCH BETTER,MUCH BETTER,better,MUCH BETTER,worse,better,worse,NOT APPLICABLE,better,better,better,MUCH BETTER,better,no,no,no
