case_id,visit,ea_id,hh_n0a,hh_n0b,hh_n01,hh_n02,hh_n03,hh_n04,hh_n05,hh_n06,hh_n07,hh_n08
201010140186,1,20101014,no,no,no,no,no,no,no,no,no,no
201010140194,1,20101014,yes,yes,no,yes,no,no,no,no,no,no
201010140196,1,20101014,no,no,no,no,no,no,no,no,no,no
201013870015,1,20101387,yes,yes,no,no,no,no,no,no,no,yes
201013870023,1,20101387,no,no,no,no,no,no,no,no,no,no
201013870032,1,20101387,no,no,no,no,no,no,no,no,no,no
201013870040,1,20101387,no,no,no,no,no,no,no,no,no,no
201013870057,1,20101387,no,no,no,no,no,no,no,no,no,no
201013870065,1,20101387,no,no,no,no,no,no,no,no,no,no
201013870074,1,20101387,yes,yes,no,no,no,yes,no,no,no,no
201013870082,1,20101387,no,no,no,no,no,no,no,no,no,no
201013870099,1,20101387,yes,yes,no,yes,no,no,no,no,no,no
201013870108,1,20101387,no,no,no,no,no,no,no,no,no,no
201013870116,1,20101387,no,no,no,no,no,no,no,no,no,no
201013870124,1,20101387,no,no,no,no,no,no,no,no,no,no
201013870141,1,20101387,no,no,no,no,no,no,no,no,no,no
201013870150,1,20101387,no,no,no,no,no,no,no,no,no,no
201013870158,1,20101387,yes,yes,no,no,no,no,no,no,no,yes
201013870175,1,20101387,no,no,no,no,no,no,no,no,no,no
201023110016,1,20102311,no,no,no,no,no,no,no,no,no,no
201023110020,1,20102311,no,no,no,no,no,no,no,no,no,no
201023110031,1,20102311,no,no,no,no,no,no,no,no,no,no
201023110041,1,20102311,no,no,no,no,no,no,no,no,no,no
201023110061,1,20102311,yes,yes,no,no,no,yes,no,no,no,no
201023110072,1,20102311,yes,yes,no,no,yes,no,no,no,no,no
201023110082,1,20102311,yes,yes,yes,no,no,no,no,no,no,no
201023110092,1,20102311,yes,yes,yes,no,yes,no,no,no,no,no
201023110113,1,20102311,no,no,no,no,no,no,no,no,no,no
201023110123,1,20102311,no,no,no,no,no,no,no,no,no,no
201023110133,1,20102311,yes,yes,no,no,no,no,no,no,yes,no
201023110143,1,20102311,no,no,no,no,no,no,no,no,no,no
201023110164,1,20102311,yes,yes,no,yes,no,no,no,no,no,no
201023110174,1,20102311,no,no,no,no,no,no,no,no,no,no
201023110184,1,20102311,no,no,no,no,no,no,no,no,no,no
201023110205,1,20102311,yes,yes,yes,no,no,no,no,no,no,no
201033650006,1,20103365,no,no,no,no,no,no,no,no,no,no
201033650013,1,20103365,no,no,no,no,no,no,no,no,no,no
201033650026,1,20103365,no,no,no,no,no,no,no,no,no,no
201033650033,1,20103365,no,no,no,no,no,no,no,no,no,no
201033650047,1,20103365,no,no,no,no,no,no,no,no,no,no
201033650054,1,20103365,no,no,no,no,no,no,no,no,no,no
201033650061,1,20103365,no,no,no,no,no,no,no,no,no,no
201033650068,1,20103365,no,no,no,no,no,no,no,no,no,no
201033650082,1,20103365,no,no,no,no,no,no,no,no,no,no
201033650089,1,20103365,yes,yes,yes,no,no,no,no,no,no,no
201033650096,1,20103365,no,no,no,no,no,no,no,no,no,no
201033650103,1,20103365,no,no,no,no,no,no,no,no,no,no
201033650117,1,20103365,no,no,no,no,no,no,no,no,no,no
201033650124,1,20103365,no,no,no,no,no,no,no,no,no,no
201033650131,1,20103365,no,no,no,no,no,no,no,no,no,no
201033650145,1,20103365,no,no,no,no,no,no,no,no,no,no
201050730012,1,20105073,no,no,no,no,no,no,no,no,no,no
201050730019,1,20105073,no,no,no,no,no,no,no,no,no,no
201050730026,1,20105073,no,no,no,no,no,no,no,no,no,no
201050730033,1,20105073,yes,yes,no,no,no,no,no,no,no,yes
201050730047,1,20105073,no,no,no,no,no,no,no,no,no,no
201050730054,1,20105073,no,no,no,no,no,no,no,no,no,no
201050730061,1,20105073,no,no,no,no,no,no,no,no,no,no
201050730068,1,20105073,no,no,no,no,no,no,no,no,no,no
201050730082,1,20105073,no,no,no,no,no,no,no,no,no,no
201050730089,1,20105073,no,no,no,no,no,no,no,no,no,no
201050730096,1,20105073,no,no,no,no,no,no,no,no,no,no
201050730103,1,20105073,no,no,no,no,no,no,no,no,no,no
201050730117,1,20105073,no,no,no,no,no,no,no,no,no,no
201050730123,1,20105073,no,no,no,no,no,no,no,no,no,no
201050730130,1,20105073,no,no,no,no,no,no,no,no,no,no
201050730144,1,20105073,no,no,no,no,no,no,no,no,no,no
201051810031,1,20105181,no,no,no,no,no,no,no,no,no,no
201051810048,1,20105181,yes,yes,no,yes,yes,no,no,no,no,no
201051810052,1,20105181,yes,yes,yes,no,no,no,no,no,no,no
201051810072,1,20105181,no,no,no,no,no,no,no,no,no,no
201051810084,1,20105181,no,no,no,no,no,no,no,no,no,no
201051810100,1,20105181,yes,yes,no,yes,no,yes,no,no,no,no
201051810103,1,20105181,no,no,no,no,no,no,no,no,no,no
201051810117,1,20105181,no,no,no,no,no,no,no,no,no,no
201051810138,1,20105181,yes,yes,no,yes,yes,no,no,no,no,no
201051810205,1,20105181,yes,yes,no,no,yes,no,no,no,no,yes
201051810208,1,20105181,no,no,no,no,no,no,no,no,no,no
201051810222,1,20105181,no,no,no,no,no,no,no,no,no,no
201051810227,1,20105181,no,no,no,no,no,no,no,no,no,no
201051810235,1,20105181,no,no,no,no,no,no,no,no,no,no
201051810239,1,20105181,no,no,no,no,no,no,no,no,no,no
201051810242,1,20105181,yes,yes,no,no,no,no,no,no,no,yes
201060420011,2,20106042,no,no,no,no,no,no,no,no,no,no
201060420020,2,20106042,no,no,no,no,no,no,no,no,no,no
201060420028,2,20106042,no,no,no,no,no,no,no,no,no,no
201060420037,2,20106042,yes,yes,yes,no,no,no,no,no,no,no
201060420054,2,20106042,no,no,no,no,no,no,no,no,no,no
201060420063,2,20106042,yes,yes,yes,no,no,no,no,no,no,yes
201060420071,2,20106042,no,no,no,no,no,no,no,no,no,no
201060420074,2,20106042,no,no,no,no,no,no,no,no,no,no
201060420080,2,20106042,no,no,no,no,no,no,no,no,no,no
201060420097,2,20106042,no,no,no,no,no,no,no,no,no,no
201060420105,2,20106042,no,no,no,no,no,no,no,no,no,no
201060420114,2,20106042,no,no,no,no,no,no,no,no,no,no
201060420123,2,20106042,no,no,no,no,no,no,no,no,no,no
201060420140,2,20106042,no,no,no,no,no,no,no,no,no,no
201060420148,2,20106042,no,no,no,no,no,no,no,no,no,no
201060420157,2,20106042,no,no,no,no,no,no,no,no,no,no
201074900001,1,20107490,no,no,no,no,no,no,no,no,no,no
201074900008,1,20107490,no,no,no,no,no,no,no,no,no,no
201074900017,1,20107490,no,no,no,no,no,no,no,no,no,no
201074900025,1,20107490,no,no,no,no,no,no,no,no,no,no
201074900033,1,20107490,no,no,no,no,no,no,no,no,no,no
201074900041,1,20107490,no,no,no,no,no,no,no,no,no,no
201074900049,1,20107490,yes,yes,no,no,no,no,no,no,no,yes
201074900058,1,20107490,no,no,no,no,no,no,no,no,no,no
201074900074,1,20107490,no,no,no,no,no,no,no,no,no,no
201074900090,1,20107490,no,no,no,no,no,no,no,no,no,no
201074900099,1,20107490,no,no,no,no,no,no,no,no,no,no
201074900115,1,20107490,no,no,no,no,no,no,no,no,no,no
201074900123,1,20107490,no,no,no,no,no,no,no,no,no,no
201074900140,1,20107490,no,no,no,no,no,no,no,no,no,no
201074900148,1,20107490,no,no,no,no,no,no,no,no,no,no
201074900164,1,20107490,no,no,no,no,no,no,no,no,no,no
201076150020,1,20107615,yes,yes,yes,no,no,no,no,no,no,no
201076150031,1,20107615,yes,yes,yes,no,no,no,no,no,no,no
201076150041,1,20107615,yes,yes,no,no,yes,no,no,no,no,no
201076150051,1,20107615,yes,yes,no,no,yes,no,no,yes,no,no
201076150072,1,20107615,no,no,no,no,no,no,no,no,no,no
201076150082,1,20107615,no,no,no,no,no,no,no,no,no,no
201076150093,1,20107615,yes,yes,no,yes,no,no,no,no,no,yes
201076150103,1,20107615,yes,yes,yes,no,no,no,no,no,no,no
201076150124,1,20107615,no,no,no,no,no,no,no,no,no,no
201076150134,1,20107615,no,no,no,no,no,no,no,no,no,no
201076150144,1,20107615,no,no,no,no,no,no,no,no,no,no
201076150155,1,20107615,no,no,no,no,no,no,no,no,no,no
201076150175,1,20107615,no,no,no,no,no,no,no,no,no,no
201076150186,1,20107615,no,no,no,no,no,no,no,no,no,no
201076150196,1,20107615,no,no,no,no,no,no,no,no,no,no
201076150270,1,20107615,no,no,no,no,no,no,no,no,no,no
201087390002,1,20108739,no,no,no,no,no,no,no,no,no,no
201087390007,1,20108739,no,no,no,no,no,no,no,no,no,no
201087390034,1,20108739,no,no,no,no,no,no,no,no,no,no
201087390040,1,20108739,no,no,no,no,no,no,no,no,no,no
201087390048,1,20108739,yes,yes,no,no,no,no,no,no,no,yes
201087390061,1,20108739,yes,yes,no,yes,no,no,no,no,no,no
201087390074,1,20108739,no,no,no,no,no,no,no,no,no,no
201087390084,1,20108739,yes,yes,no,no,no,yes,no,no,no,no
201087390090,1,20108739,no,no,no,no,no,no,no,no,no,no
201087390101,1,20108739,no,no,no,no,no,no,no,no,no,no
201087390109,1,20108739,no,no,no,no,no,no,no,no,no,no
201087390129,1,20108739,no,no,no,no,no,no,no,no,no,no
201087390136,1,20108739,yes,yes,yes,yes,yes,no,no,no,no,yes
201087390148,1,20108739,no,no,no,no,no,no,no,no,no,no
201087390166,1,20108739,no,no,no,no,no,no,no,no,no,no
201087390185,1,20108739,no,no,no,no,no,no,no,no,no,no
201094860010,1,20109486,no,no,no,no,no,no,no,no,no,no
201094860020,1,20109486,no,no,no,no,no,no,no,no,no,no
201094860030,1,20109486,no,no,no,no,no,no,no,no,no,no
201094860040,1,20109486,yes,yes,no,yes,no,no,no,no,no,no
201094860050,1,20109486,no,no,no,no,no,no,no,no,no,no
201094860070,1,20109486,yes,yes,no,no,no,no,no,no,no,yes
201094860080,1,20109486,no,no,no,no,no,no,no,no,no,no
201094860090,1,20109486,no,no,no,no,no,no,no,no,no,no
201094860100,1,20109486,no,no,no,no,no,no,no,no,no,no
201094860120,1,20109486,no,no,no,no,no,no,no,no,no,no
201094860130,1,20109486,no,no,no,no,no,no,no,no,no,no
201094860140,1,20109486,yes,yes,no,no,yes,no,no,no,no,no
201094860150,1,20109486,no,no,no,no,no,no,no,no,no,no
201094860170,1,20109486,no,no,no,no,no,no,no,no,no,no
201094860191,1,20109486,yes,yes,no,yes,no,no,no,no,no,no
201094860211,1,20109486,no,no,no,no,no,no,no,no,no,no
201096530004,1,20109653,no,no,no,no,no,no,no,no,no,no
201096530015,1,20109653,no,no,no,no,no,no,no,no,no,no
201096530022,1,20109653,no,no,no,no,no,no,no,no,no,no
201096530029,1,20109653,yes,yes,yes,no,no,no,no,no,no,no
201096530036,1,20109653,no,no,no,no,no,no,no,no,no,no
201096530051,1,20109653,no,no,no,no,no,no,no,no,no,no
201096530058,1,20109653,no,no,no,no,no,no,no,no,no,no
201096530073,1,20109653,yes,yes,yes,no,no,no,no,no,no,no
201096530080,1,20109653,no,no,no,no,no,no,no,no,no,no
201096530087,1,20109653,yes,yes,no,yes,no,no,no,no,no,no
201096530095,1,20109653,no,no,no,no,no,no,no,no,no,no
201096530102,1,20109653,no,no,no,no,no,no,no,no,no,no
201096530109,1,20109653,no,no,no,no,no,no,no,no,no,no
201096530117,1,20109653,no,no,no,no,no,no,no,no,no,no
201096530124,1,20109653,no,no,no,no,no,no,no,no,no,no
201096530131,1,20109653,yes,yes,no,no,no,no,no,no,yes,no
201101700003,1,20110170,no,no,no,no,no,no,no,no,no,no
201101700011,1,20110170,no,no,no,no,no,no,no,no,no,no
201101700020,1,20110170,no,no,no,no,no,no,no,no,no,no
201101700029,1,20110170,no,no,no,no,no,no,no,no,no,no
201101700047,1,20110170,no,no,no,no,no,no,no,no,no,no
201101700055,1,20110170,yes,yes,no,no,no,no,no,no,no,yes
201101700056,1,20110170,no,no,no,no,no,no,no,no,no,no
201101700073,1,20110170,no,no,no,no,no,no,no,no,no,no
201101700082,1,20110170,no,no,no,no,no,no,no,no,no,no
201101700091,1,20110170,yes,yes,no,no,no,yes,no,no,no,no
201101700100,1,20110170,no,no,no,no,no,no,no,no,no,no
201101700118,1,20110170,no,no,no,no,no,no,no,no,no,no
201101700127,1,20110170,no,no,no,no,no,no,no,no,no,no
201101700135,1,20110170,no,no,no,no,no,no,no,no,no,no
201101700153,1,20110170,yes,yes,yes,no,no,no,no,no,no,no
201101700180,1,20110170,yes,yes,yes,yes,no,no,no,no,no,no
201106200004,1,20110620,no,no,no,no,no,no,no,no,no,no
201106200018,1,20110620,no,no,no,no,no,no,no,no,no,no
201106200021,1,20110620,no,no,no,no,no,no,no,no,no,no
201106200034,1,20110620,yes,yes,yes,no,no,no,no,no,no,no
201106200058,1,20110620,no,no,no,no,no,no,no,no,no,no
201106200060,1,20110620,no,no,no,no,no,no,no,no,no,no
201106200074,1,20110620,no,no,no,no,no,no,no,no,no,no
201106200094,1,20110620,no,no,no,no,no,no,no,no,no,no
201106200112,1,20110620,no,no,no,no,no,no,no,no,no,no
201106200118,1,20110620,no,no,no,no,no,no,no,no,no,no
201106200175,1,20110620,no,no,no,no,no,no,no,no,no,no
201106200190,1,20110620,yes,yes,no,yes,no,no,no,no,no,no
201106200196,1,20110620,no,no,no,no,no,no,no,no,no,no
201106200215,1,20110620,yes,yes,yes,yes,no,no,no,no,no,no
201106200266,1,20110620,no,no,no,no,no,no,no,no,no,no
201106200267,1,20110620,yes,yes,no,yes,yes,no,no,no,no,no
201111070001,1,20111107,yes,yes,no,no,no,no,no,no,no,yes
201111070008,1,20111107,no,no,no,no,no,no,no,no,no,no
201111070015,1,20111107,no,no,no,no,no,no,no,no,no,no
201111070022,1,20111107,no,no,no,no,no,no,no,no,no,no
201111070043,1,20111107,no,no,no,no,no,no,no,no,no,no
201111070050,1,20111107,yes,yes,no,no,no,no,no,no,no,yes
201111070051,1,20111107,no,no,no,no,no,no,no,no,no,no
201111070064,1,20111107,no,no,no,no,no,no,no,no,no,no
201111070078,1,20111107,no,no,no,no,no,no,no,no,no,no
201111070085,1,20111107,no,no,no,no,no,no,no,no,no,no
201111070092,1,20111107,no,no,no,no,no,no,no,no,no,no
201111070099,1,20111107,no,no,no,no,no,no,no,no,no,no
201111070120,1,20111107,yes,yes,no,yes,no,no,no,no,no,no
201111070127,1,20111107,no,no,no,no,no,no,no,no,no,no
201111070141,1,20111107,no,no,no,no,no,no,no,no,no,no
201111070299,1,20111107,no,no,no,no,no,no,no,no,no,no
201115300010,1,20111530,no,no,no,no,no,no,no,no,no,no
201115300019,1,20111530,no,no,no,no,no,no,no,no,no,no
201115300029,1,20111530,no,no,no,no,no,no,no,no,no,no
201115300038,1,20111530,no,no,no,no,no,no,no,no,no,no
201115300047,1,20111530,no,no,no,no,no,no,no,no,no,no
201115300056,1,20111530,yes,yes,no,no,no,yes,no,no,no,no
201115300066,1,20111530,no,no,no,no,no,no,no,no,no,no
201115300075,1,20111530,no,no,no,no,no,no,no,no,no,no
201115300084,1,20111530,yes,yes,no,no,no,no,no,no,no,yes
201115300103,1,20111530,no,no,no,no,no,no,no,no,no,no
201115300112,1,20111530,no,no,no,no,no,no,no,no,no,no
201115300121,1,20111530,no,no,no,no,no,no,no,no,no,no
201115300130,1,20111530,no,no,no,no,no,no,no,no,no,no
201115300158,1,20111530,no,no,no,no,no,no,no,no,no,no
201115300167,1,20111530,no,no,no,no,no,no,no,no,no,no
201115300186,1,20111530,no,no,no,no,no,no,no,no,no,no
201117180005,2,20111718,no,no,no,no,no,no,no,no,no,no
201117180015,2,20111718,no,no,no,no,no,no,no,no,no,no
201117180024,2,20111718,no,no,no,no,no,no,no,no,no,no
201117180032,2,20111718,no,no,no,no,no,no,no,no,no,no
201117180043,2,20111718,yes,yes,no,yes,no,no,no,no,no,no
201117180052,2,20111718,no,no,no,no,no,no,no,no,no,no
201117180071,2,20111718,no,no,no,no,no,no,no,no,no,no
201117180080,2,20111718,no,no,no,no,no,no,no,no,no,no
201117180089,2,20111718,no,no,no,no,no,no,no,no,no,no
201117180108,2,20111718,yes,yes,no,no,yes,no,no,no,no,no
201117180117,2,20111718,yes,yes,no,no,yes,no,no,no,no,no
201117180127,2,20111718,yes,yes,no,yes,no,no,no,no,no,no
201117180145,2,20111718,no,no,no,no,no,no,no,no,no,no
201117180164,2,20111718,no,no,no,no,no,no,no,no,no,no
201117180183,2,20111718,no,no,no,no,no,no,no,no,no,no
201117180192,2,20111718,no,no,no,no,no,no,no,no,no,no
201122900001,1,20112290,no,no,no,no,no,no,no,no,no,no
201122900009,1,20112290,no,no,no,no,no,no,no,no,no,no
201122900017,1,20112290,no,no,no,no,no,no,no,no,no,no
201122900025,1,20112290,no,no,no,no,no,no,no,no,no,no
201122900034,1,20112290,no,no,no,no,no,no,no,no,no,no
201122900042,1,20112290,yes,yes,no,no,no,no,no,no,no,yes
201122900050,1,20112290,no,no,no,no,no,no,no,no,no,no
201122900059,1,20112290,no,no,no,no,no,no,no,no,no,no
201122900067,1,20112290,no,no,no,no,no,no,no,no,no,no
201122900075,1,20112290,no,no,no,no,no,no,no,no,no,no
201122900092,1,20112290,no,no,no,no,no,no,no,no,no,no
201122900101,1,20112290,no,no,no,no,no,no,no,no,no,no
201122900134,1,20112290,no,no,no,no,no,no,no,no,no,no
201122900142,1,20112290,no,no,no,no,no,no,no,no,no,no
201122900151,1,20112290,no,no,no,no,no,no,no,no,no,no
201122900168,1,20112290,no,no,no,no,no,no,no,no,no,no
201123340007,1,20112334,yes,yes,no,no,yes,no,no,no,no,no
201123340013,1,20112334,no,no,no,no,no,no,no,no,no,no
201123340018,1,20112334,yes,yes,yes,no,no,no,no,no,no,no
201123340024,1,20112334,no,no,no,no,no,no,no,no,no,no
201123340035,1,20112334,no,no,no,no,no,no,no,no,no,no
201123340040,1,20112334,no,no,no,no,no,no,no,no,no,no
201123340045,1,20112334,no,no,no,no,no,no,no,no,no,no
201123340051,1,20112334,no,no,no,no,no,no,no,no,no,no
201123340059,1,20112334,no,no,no,no,no,no,no,no,no,no
201123340062,1,20112334,no,no,no,no,no,no,no,no,no,no
201123340067,1,20112334,no,no,no,no,no,no,no,no,no,no
201123340073,1,20112334,no,no,no,no,no,no,no,no,no,no
201123340078,1,20112334,no,no,no,no,no,no,no,no,no,no
201123340094,1,20112334,no,no,no,no,no,no,no,no,no,no
201123340100,1,20112334,no,no,no,no,no,no,no,no,no,no
201123340111,1,20112334,no,no,no,no,no,no,no,no,no,no
201126610025,1,20112661,no,no,no,no,no,no,no,no,no,no
201126610037,1,20112661,no,no,no,no,no,no,no,no,no,no
201126610043,1,20112661,no,no,no,no,no,no,no,no,no,no
201126610046,1,20112661,no,no,no,no,no,no,no,no,no,no
201126610050,1,20112661,no,no,no,no,no,no,no,no,no,no
201126610060,1,20112661,no,no,no,no,no,no,no,no,no,no
201126610061,1,20112661,no,no,no,no,no,no,no,no,no,no
201126610067,1,20112661,yes,yes,no,no,no,yes,no,no,no,no
201126610075,1,20112661,no,no,no,no,no,no,no,no,no,no
201126610100,1,20112661,no,no,no,no,no,no,no,no,no,no
201126610106,1,20112661,no,no,no,no,no,no,no,no,no,no
201126610108,1,20112661,yes,yes,no,no,yes,no,no,no,no,no
201126610109,1,20112661,no,no,no,no,no,no,no,no,no,no
201126610115,1,20112661,no,no,no,no,no,no,no,no,no,no
201126610116,1,20112661,no,no,no,no,no,no,no,no,no,no
201126610117,1,20112661,no,no,no,no,no,no,no,no,no,no
201131120001,1,20113112,no,no,no,no,no,no,no,no,no,no
201131120024,1,20113112,no,no,no,no,no,no,no,no,no,no
201131120026,1,20113112,no,no,no,no,no,no,no,no,no,no
201131120029,1,20113112,no,no,no,no,no,no,no,no,no,no
201131120034,1,20113112,yes,yes,no,no,no,no,no,no,yes,no
201131120044,1,20113112,yes,yes,no,yes,no,no,no,no,no,no
201131120047,1,20113112,no,no,no,no,no,no,no,no,no,no
201131120061,1,20113112,no,no,no,no,no,no,no,no,no,no
201131120068,1,20113112,no,no,no,no,no,no,no,no,no,no
201131120071,1,20113112,no,no,no,no,no,no,no,no,no,no
201131120075,1,20113112,no,no,no,no,no,no,no,no,no,no
201131120081,1,20113112,yes,yes,no,no,no,yes,no,no,no,no
201131120092,1,20113112,yes,yes,no,no,yes,no,no,no,no,no
201131120102,1,20113112,no,no,no,no,no,no,no,no,no,no
201131120106,1,20113112,no,no,no,no,no,no,no,no,no,no
201131120126,1,20113112,yes,yes,no,no,no,yes,no,no,no,no
201135290005,1,20113529,no,no,no,no,no,no,no,no,no,no
201135290013,1,20113529,no,no,no,no,no,no,no,no,no,no
201135290020,1,20113529,no,no,no,no,no,no,no,no,no,no
201135290028,1,20113529,no,no,no,no,no,no,no,no,no,no
201135290035,1,20113529,no,no,no,no,no,no,no,no,no,no
201135290050,1,20113529,yes,yes,no,no,no,no,no,no,no,yes
201135290058,1,20113529,no,no,no,no,no,no,no,no,no,no
201135290065,1,20113529,no,no,no,no,no,no,no,no,no,no
201135290073,1,20113529,yes,yes,yes,no,no,no,no,no,no,no
201135290095,1,20113529,no,no,no,no,no,no,no,no,no,no
201135290103,1,20113529,no,no,no,no,no,no,no,no,no,no
201135290110,1,20113529,no,no,no,no,no,no,no,no,no,no
201135290125,1,20113529,yes,yes,no,no,yes,no,no,no,no,no
201135290133,1,20113529,yes,yes,no,no,no,no,no,yes,no,no
201135290140,1,20113529,yes,yes,yes,no,no,no,no,no,no,no
201135290155,1,20113529,no,no,no,no,no,no,no,no,no,no
201154340005,2,20115434,no,no,no,no,no,no,no,no,no,no
201154340012,2,20115434,no,no,no,no,no,no,no,no,no,no
201154340018,2,20115434,no,no,no,no,no,no,no,no,no,no
201154340031,2,20115434,no,no,no,no,no,no,no,no,no,no
201154340038,2,20115434,no,no,no,no,no,no,no,no,no,no
201154340044,2,20115434,no,no,no,no,no,no,no,no,no,no
201154340058,2,20115434,no,no,no,no,no,no,no,no,no,no
201154340064,2,20115434,no,no,no,no,no,no,no,no,no,no
201154340071,2,20115434,no,no,no,no,no,no,no,no,no,no
201154340084,2,20115434,no,no,no,no,no,no,no,no,no,no
201154340090,2,20115434,no,no,no,no,no,no,no,no,no,no
201154340097,2,20115434,no,no,no,no,no,no,no,no,no,no
201154340110,2,20115434,no,no,no,no,no,no,no,no,no,no
201154340116,2,20115434,yes,yes,no,no,no,no,no,no,no,yes
201154340123,2,20115434,no,no,no,no,no,no,no,no,no,no
201154340136,2,20115434,no,no,no,no,no,no,no,no,no,no
201200810024,1,20120081,no,no,no,no,no,no,no,no,no,no
201200810054,1,20120081,yes,yes,no,yes,no,yes,no,no,no,no
201200810084,1,20120081,yes,yes,yes,no,no,no,no,no,no,no
201200810113,1,20120081,no,no,no,no,no,no,no,no,no,no
201200810143,1,20120081,yes,yes,yes,no,no,no,no,yes,no,no
201200810173,1,20120081,no,no,no,no,no,no,no,no,no,no
201200810202,1,20120081,no,no,no,no,no,no,no,no,no,no
201200810262,1,20120081,yes,yes,no,yes,no,no,no,no,no,no
201200810291,1,20120081,no,no,no,no,no,no,no,no,no,no
201200810351,1,20120081,yes,yes,yes,no,no,no,no,no,no,no
201200810380,1,20120081,yes,yes,yes,no,no,no,no,no,no,no
201200810410,1,20120081,yes,yes,no,no,yes,no,no,no,no,no
201200810440,1,20120081,no,no,no,no,no,no,no,no,no,no
201200810449,1,20120081,yes,yes,no,no,yes,no,no,no,no,no
201200810529,1,20120081,yes,yes,yes,no,no,no,no,no,no,no
201200810618,1,20120081,yes,yes,no,no,yes,no,no,no,no,no
202011090012,1,20201109,no,no,no,no,no,no,no,no,no,no
202011090017,1,20201109,no,no,no,no,no,no,no,no,no,no
202011090026,1,20201109,no,no,no,no,no,no,no,no,no,no
202011090034,1,20201109,no,no,no,no,no,no,no,no,no,no
202011090051,1,20201109,no,no,no,no,no,no,no,no,no,no
202011090060,1,20201109,no,no,no,no,no,no,no,no,no,no
202011090069,1,20201109,no,no,no,no,no,no,no,no,no,no
202011090077,1,20201109,no,no,no,no,no,no,no,no,no,no
202011090094,1,20201109,no,no,no,no,no,no,no,no,no,no
202011090103,1,20201109,no,no,no,no,no,no,no,no,no,no
202011090111,1,20201109,no,no,no,no,no,no,no,no,no,no
202011090120,1,20201109,no,no,no,no,no,no,no,no,no,no
202011090137,1,20201109,no,no,no,no,no,no,no,no,no,no
202011090146,1,20201109,no,no,no,no,no,no,no,no,no,no
202011090154,1,20201109,no,no,no,no,no,no,no,no,no,no
202011090171,1,20201109,no,no,no,no,no,no,no,no,no,no
202012060011,1,20201206,no,no,no,no,no,no,no,no,no,no
202012060019,1,20201206,no,no,no,no,no,no,no,no,no,no
202012060028,1,20201206,no,no,no,no,no,no,no,no,no,no
202012060036,1,20201206,no,no,no,no,no,no,no,no,no,no
202012060053,1,20201206,no,no,no,no,no,no,no,no,no,no
202012060062,1,20201206,no,no,no,no,no,no,no,no,no,no
202012060070,1,20201206,no,no,no,no,no,no,no,no,no,no
202012060078,1,20201206,no,no,no,no,no,no,no,no,no,no
202012060095,1,20201206,no,no,no,no,no,no,no,no,no,no
202012060104,1,20201206,no,no,no,no,no,no,no,no,no,no
202012060112,1,20201206,no,no,no,no,no,no,no,no,no,no
202012060121,1,20201206,no,no,no,no,no,no,no,no,no,no
202012060137,1,20201206,no,no,no,no,no,no,no,no,no,no
202012060146,1,20201206,no,no,no,no,no,no,no,no,no,no
202012060154,1,20201206,no,no,no,no,no,no,no,no,no,no
202012060171,1,20201206,no,no,no,no,no,no,no,no,no,no
202012640017,1,20201264,yes,yes,no,yes,yes,yes,no,no,no,yes
202012640023,1,20201264,no,no,no,no,no,no,no,no,no,no
202012640035,1,20201264,no,no,no,no,no,no,no,no,no,no
202012640046,1,20201264,no,no,no,no,no,no,no,no,no,no
202012640058,1,20201264,no,no,no,no,no,no,no,no,no,no
202012640069,1,20201264,yes,yes,yes,no,no,no,no,no,no,yes
202012640081,1,20201264,no,no,no,no,no,no,no,no,no,no
202012640093,1,20201264,no,no,no,no,no,no,no,no,no,no
202012640104,1,20201264,no,no,no,no,no,no,no,no,no,no
202012640127,1,20201264,no,no,no,no,no,no,no,no,no,no
202012640139,1,20201264,no,no,no,no,no,no,no,no,no,no
202012640150,1,20201264,no,no,no,no,no,no,no,no,no,no
202012640162,1,20201264,no,no,no,no,no,no,no,no,no,no
202012640185,1,20201264,no,no,no,no,no,no,no,no,no,no
202012640197,1,20201264,no,no,no,no,no,no,no,no,no,no
202012640231,1,20201264,no,no,no,no,no,no,no,no,no,no
202012690019,1,20201269,no,no,no,no,no,no,no,no,no,no
202012690024,1,20201269,no,no,no,no,no,no,no,no,no,no
202012690027,1,20201269,no,no,no,no,no,no,no,no,no,no
202012690055,1,20201269,no,no,no,no,no,no,no,no,no,no
202012690065,1,20201269,no,no,no,no,no,no,no,no,no,no
202012690072,1,20201269,no,no,no,no,no,no,no,no,no,no
202012690083,1,20201269,no,no,no,no,no,no,no,no,no,no
202012690094,1,20201269,no,no,no,no,no,no,no,no,no,no
202012690112,1,20201269,no,no,no,no,no,no,no,no,no,no
202012690138,1,20201269,no,no,no,no,no,no,no,no,no,no
202012690140,1,20201269,no,no,no,no,no,no,no,no,no,no
202012690164,1,20201269,no,no,no,no,no,no,no,no,no,no
202012690169,1,20201269,yes,yes,no,no,no,no,no,no,no,yes
202012690170,1,20201269,no,no,no,no,no,no,no,no,no,no
202012690195,1,20201269,no,no,no,no,no,no,no,no,no,no
202012690203,1,20201269,no,no,no,no,no,no,no,no,no,no
202013540023,1,20201354,no,no,no,no,no,no,no,no,no,no
202013540038,1,20201354,no,no,no,no,no,no,no,no,no,no
202013540052,1,20201354,no,no,no,no,no,no,no,no,no,no
202013540067,1,20201354,no,no,no,no,no,no,no,no,no,no
202013540097,1,20201354,yes,yes,yes,no,no,no,no,no,no,no
