ea_id,com_cj0b,com_cj0b_os,com_cj01,com_cj02,com_cj03,com_cj03_os,com_cj04,com_cj05,com_cj06
20108739,ngo,,No,,,,,,
20108739,Health Committee,,Yes,1,Monthly,,900,500,650
20108739,Cultural Group,,Yes,1,Monthly,,300,30,100
20108739,Religious Group,,Yes,3,Weekly,,110,50,30
20108739,Savings & Credit Coop,,No,,,,,,
20108739,Women's Group,,No,,,,,,
20108739,Parent-Teacher Assoc.,,No,,,,,,
20108739,School Committee,,No,,,,,,
20108739,Village Development Committee,,Yes,1,Monthly,,600,400,350
20108739,Youth Group,,No,,,,,,
20108739,Farmers' Group,,No,,,,,,
20108739,Community Police/Watch Group,,Yes,1,Weekly,,10,2,0
20109486,Political Group,,Yes,3,Other (Specify),AS NEEDED,219,119,126
20109486,Religious Group,,Yes,10,Weekly,,296,193,116
20109486,Health Committee,,Yes,26,Weekly,,310,146,114
20109486,ngo,,Yes,2,Weekly,,145,62,118
20109486,School Committee,,Yes,1,Weekly,,310,213,110
20109486,Parent-Teacher Assoc.,,Yes,1,Weekly,,219,114,106
20109486,Savings & Credit Coop,,No,,,,,,
20109486,Agricultural Coop,,No,,,,,,
20109486,Sports Group,,Yes,6,Weekly,,50,0,27
20109486,Farmers' Group,,Yes,4,Monthly,,15,5,2
20109486,Youth Group,,Yes,2,Weekly,,30,10,30
20109486,Women's Group,,Yes,3,Weekly,,15,15,0
20109486,Cultural Group,,Yes,1,Weekly,,30,18,27
20109486,Community Police/Watch Group,,Yes,1,Other (Specify),AS NEEDED,126,43,39
20109486,Business Assoc.,,No,,,,,,
20109486,Disabled Assoc.,,No,,,,,,
20109486,Village Development Committee,,Yes,3,Other (Specify),FORTNIGHT,496,261,198
20109486,Other (Specify),SAVINGS & CREDIT GROUP,Yes,1,Monthly,,17,7,5
20109653,Health Committee,,Yes,4,Other (Specify),AS NEEDED,10,4,1
20109653,Cultural Group,,Yes,3,Other (Specify),AS NEEDED,15,4,6
20109653,ngo,,Yes,1,Other (Specify),AS NEEDED,32,21,0
20109653,Women's Group,,Yes,6,Weekly,,12,12,4
20109653,Political Group,,Yes,3,Other (Specify),AS NEEDED,46,33,10
20109653,School Committee,,Yes,1,Other (Specify),AS NEEDED,10,4,0
20109653,Religious Group,,Yes,12,Weekly,,105,69,36
20109653,Parent-Teacher Assoc.,,Yes,1,Other (Specify),AS NEEDED,10,3,0
20109653,Sports Group,,Yes,3,Weekly,,33,0,33
20109653,Youth Group,,Yes,1,Other (Specify),AS NEEDED,10,4,10
20109653,Community Police/Watch Group,,Yes,3,Other (Specify),AS NEEDED,10,0,1
20109653,Agricultural Coop,,No,,,,,,
20109653,Other (Specify),,No,,,,,,
20109653,Farmers' Group,,No,,,,,,
20109653,Disabled Assoc.,,No,,,,,,
20109653,Savings & Credit Coop,,No,,,,,,
20109653,Business Assoc.,,No,,,,,,
20109653,Village Development Committee,,Yes,6,Other (Specify),AS NEEDED,97,48,20
20110170,ngo,,Yes,1,Weekly,,129,43,83
20110170,Health Committee,,Yes,6,Other (Specify),AS NEEDED,110,67,32
20110170,Parent-Teacher Assoc.,,Yes,1,Weekly,,316,163,112
20110170,Sports Group,,Yes,20,Other (Specify),AS NEEDED,40,12,29
20110170,Women's Group,,Yes,6,Weekly,,25,25,15
20110170,Cultural Group,,Yes,1,Other (Specify),AS NEEDED,59,18,30
20110170,Religious Group,,Yes,14,Weekly,,123,71,62
20110170,Political Group,,Yes,3,Other (Specify),AS NEEDED,219,83,43
20110170,Village Development Committee,,Yes,3,Other (Specify),AS NEEDED,483,309,89
20110170,Farmers' Group,,Yes,3,Weekly,,20,5,4
20110170,Youth Group,,No,,,,,,
20110170,School Committee,,Yes,1,Weekly,,316,163,112
20110170,Agricultural Coop,,No,,,,,,
20110170,Other (Specify),,No,,,,,,
20110170,Disabled Assoc.,,No,,,,,,
20110170,Business Assoc.,,No,,,,,,
20110170,Savings & Credit Coop,,No,,,,,,
20110170,Community Police/Watch Group,,Yes,3,Other (Specify),AS NEEDED,119,69,28
20110620,Farmers' Group,,No,,,,,,
20110620,Parent-Teacher Assoc.,,Yes,1,Monthly,,450,250,300
20110620,Health Committee,,Yes,15,Quartery,,500,350,400
20110620,Women's Group,,No,,,,,,
20110620,Political Group,,Yes,2,Monthly,,300,250,250
20110620,Community Police/Watch Group,,Yes,1,Monthly,,500,350,400
20110620,ngo,,No,,,,,,
20110620,Village Development Committee,,Yes,15,Weekly,,600,350,400
20110620,Religious Group,,Yes,18,Weekly,,400,200,200
20110620,Disabled Assoc.,,No,,,,,,
20110620,School Committee,,Yes,1,Monthly,,450,250,300
20110620,Business Assoc.,,No,,,,,,
20110620,Other (Specify),,No,,,,,,
20110620,Cultural Group,,Yes,1,Quartery,,100,20,50
20110620,Agricultural Coop,,No,,,,,,
20110620,Savings & Credit Coop,,No,,,,,,
20110620,Sports Group,,No,,,,,,
20110620,Youth Group,,No,,,,,,
20111107,Political Group,,Yes,3,Other (Specify),AS NEEDED,570,301,83
20111107,Disabled Assoc.,,No,,,,,,
20111107,Youth Group,,Yes,8,Monthly,,31,17,31
20111107,Agricultural Coop,,No,,,,,,
20111107,Sports Group,,Yes,4,Weekly,,38,0,14
20111107,Cultural Group,,Yes,4,Other (Specify),AS NEEDED,20,20,12
20111107,Parent-Teacher Assoc.,,Yes,2,Weekly,,218,143,60
20111107,Savings & Credit Coop,,No,,,,,,
20111107,School Committee,,Yes,2,Weekly,,218,143,60
20111107,Farmers' Group,,Yes,18,Weekly,,25,15,0
20111107,Women's Group,,Yes,5,Weekly,,0,15,0
20111107,Village Development Committee,,Yes,6,Monthly,,65,43,15
20111107,Other (Specify),,No,,,,,,
20111107,Religious Group,,Yes,8,Weekly,,698,437,211
20111107,Community Police/Watch Group,,Yes,4,Weekly,,65,10,26
20111107,Business Assoc.,,No,,,,,,
20111107,ngo,,Yes,4,Weekly,,500,500,490
20111107,Health Committee,,Yes,6,Weekly,,263,135,35
20111530,Parent-Teacher Assoc.,,Yes,1,Other (Specify),AS NEEDED,94,52,69
20111530,Youth Group,,No,,,,,,
20111530,Business Assoc.,,No,,,,,,
20111530,Health Committee,,Yes,1,Other (Specify),AS NEEDED,94,52,69
20111530,Village Development Committee,,Yes,4,Other (Specify),AS NEEDED,214,100,127
20111530,Community Police/Watch Group,,Yes,2,Weekly,,116,68,36
20111530,Disabled Assoc.,,No,,,,,,
20111530,Farmers' Group,,Yes,15,Weekly,,25,13,16
20111530,School Committee,,Yes,1,Other (Specify),AS NEEDED,94,52,69
20111530,Cultural Group,,Yes,1,Other (Specify),AS NEEDED,36,9,18
20111530,Political Group,,Yes,2,Other (Specify),AS NEEDED,102,65,74
20111530,Savings & Credit Coop,,No,,,,,,
20111530,ngo,,Yes,1,Weekly,,136,74,25
20111530,Women's Group,,Yes,6,Weekly,,14,14,8
20111530,Religious Group,,Yes,8,Weekly,,209,140,89
20111530,Agricultural Coop,,No,,,,,,
20111530,Other (Specify),SAVINGS & CREDIT GROUP,Yes,11,Weekly,,25,10,18
20111530,Sports Group,,Yes,8,Weekly,,45,45,26
20111718,School Committee,,Yes,1,Quartery,,999,999,999
20111718,Agricultural Coop,,No,,,,,,
20111718,Women's Group,,Yes,1,Weekly,,10,10,10
20111718,Parent-Teacher Assoc.,,Yes,1,Quartery,,10,4,10
20111718,Health Committee,,Yes,1,Quartery,,50,30,40
20111718,Political Group,,Yes,3,Quartery,,999,999,999
20111718,ngo,,No,,,,,,
20111718,Savings & Credit Coop,,No,,,,,,
20111718,Religious Group,,Yes,14,Weekly,,999,999,999
20111718,Business Assoc.,,No,,,,,,
20111718,Farmers' Group,,No,,,,,,
20111718,Youth Group,,No,,,,,,
20111718,Community Police/Watch Group,,No,,,,,,
20111718,Cultural Group,,Yes,1,Quartery,,150,20,150
20111718,Other (Specify),,No,,,,,,
20111718,Village Development Committee,,Yes,3,Weekly,,6,4,10
20111718,Disabled Assoc.,,No,,,,,,
20111718,Sports Group,,No,,,,,,
20112290,Religious Group,,Yes,9,Weekly,,149,79,63
20112290,Cultural Group,,Yes,3,Other (Specify),AS NEEDED,53,18,33
20112290,Disabled Assoc.,,No,,,,,,
20112290,Farmers' Group,,No,,,,,,
20112290,Savings & Credit Coop,,No,,,,,,
20112290,Parent-Teacher Assoc.,,Yes,2,Other (Specify),AS NEEDED,167,99,43
20112290,Political Group,,Yes,2,Other (Specify),AS NEEDED,502,287,312
20112290,Business Assoc.,,No,,,,,,
20112290,ngo,,No,,,AS NEEDED,,,
20112290,Village Development Committee,,Yes,5,Other (Specify),AS NEEDED,362,210,98
20112290,Youth Group,,No,,,,,,
20112290,School Committee,,Yes,2,Other (Specify),AS NEEDED,167,99,43
20112290,Women's Group,,Yes,4,Weekly,,32,32,24
20112290,Community Police/Watch Group,,Yes,5,Other (Specify),AS NEEDED,89,36,39
20112290,Sports Group,,Yes,5,Weekly,AS NEEDED,28,0,22
20112290,Agricultural Coop,,No,,,,,,
20112290,Other (Specify),,No,,,,,,
20112290,Health Committee,,Yes,5,Other (Specify),AS NEEDED,210,115,77
20112334,Religious Group,,Yes,10,Weekly,,999,999,999
20112334,Parent-Teacher Assoc.,,No,,,,,,
20112334,Women's Group,,Yes,10,Weekly,,15,15,15
20112334,Agricultural Coop,,No,,,,,,
20112334,Business Assoc.,,No,,,,,,
20112334,Village Development Committee,,Yes,30,Weekly,,999,999,999
20112334,Farmers' Group,,No,,,,,,
20112334,Sports Group,,No,,,,,,
20112334,Disabled Assoc.,,No,,,,,,
20112334,Political Group,,Yes,2,Quartery,,999,999,999
20112334,Cultural Group,,No,,,,,,
20112334,Youth Group,,No,,,,,,
20112334,Community Police/Watch Group,,No,,,,,,
20112334,Savings & Credit Coop,,No,,,,,,
20112334,School Committee,,Yes,2,Monthly,,999,999,999
20112334,Health Committee,,Yes,25,Monthly,,999,700,990
20112334,Other (Specify),,No,,,,,,
20112334,ngo,,No,,,,,,
20112661,Business Assoc.,,No,,,,,,
20112661,Health Committee,,Yes,14,Weekly,,999,999,999
20112661,Religious Group,,Yes,6,Weekly,,999,999,999
20112661,Cultural Group,,No,,,,,,
20112661,Disabled Assoc.,,No,,,,,,
20112661,Farmers' Group,,No,,,,,,
20112661,Other (Specify),,No,,,,,,
20112661,Agricultural Coop,,No,,,,,,
20112661,Youth Group,,No,,,,,,
20112661,School Committee,,Yes,1,Monthly,,999,999,999
20112661,Savings & Credit Coop,,No,,,,,,
20112661,Women's Group,,No,,,,,,
20112661,Village Development Committee,,Yes,14,Monthly,,999,999,999
20112661,Political Group,,Yes,2,Monthly,,999,999,999
20112661,Community Police/Watch Group,,No,,,,,,
20112661,ngo,,No,,,,,,
20112661,Parent-Teacher Assoc.,,Yes,1,Weekly,,999,999,999
20112661,Sports Group,,No,,,,,,
20113112,Village Development Committee,,No,,,,,,
20113112,Business Assoc.,,No,,,,,,
20113112,Savings & Credit Coop,,No,,,,,,
20113112,Sports Group,,No,,,,,,
20113112,Agricultural Coop,,No,,,,,,
20113112,Political Group,,No,,,,,,
20113112,Religious Group,,No,,,,,,
20113112,Cultural Group,,No,,,,,,
20113112,School Committee,,Yes,2,Monthly,,20,5,7
20113112,Parent-Teacher Assoc.,,No,,,,,,
20113112,Community Police/Watch Group,,No,,,,,,
20113112,Farmers' Group,,No,,,,,,
20113112,Youth Group,,No,,,,,,
20113112,Women's Group,,No,,,,,,
20113112,ngo,,No,,,,,,
20113112,Other (Specify),,No,,,,,,
20113112,Disabled Assoc.,,No,,,,,,
20113112,Health Committee,,No,,,,,,
20113529,Cultural Group,,Yes,2,Other (Specify),AS NEEDED,34,8,26
20113529,Political Group,,Yes,2,Other (Specify),OCCASIONALLY,114,70,32
20113529,Youth Group,,Yes,2,Monthly,,25,8,25
20113529,Community Police/Watch Group,,Yes,2,Other (Specify),AS NEEDED,128,69,49
20113529,Disabled Assoc.,,No,,,,,,
20113529,Business Assoc.,,No,,,,,,
20113529,Sports Group,,Yes,2,Weekly,,26,0,22
20113529,School Committee,,Yes,1,Weekly,,112,78,43
20113529,Health Committee,,Yes,1,Monthly,,110,82,57
20113529,ngo,,Yes,3,Other (Specify),OCCASIONALLY,32,20,16
20113529,Agricultural Coop,,No,,,,,,
20113529,Savings & Credit Coop,,No,,,,,,
20113529,Religious Group,,Yes,12,Weekly,,147,89,46
20113529,Women's Group,,Yes,5,Weekly,,10,10,6
20113529,Parent-Teacher Assoc.,,Yes,1,Weekly,,122,78,43
20113529,Village Development Committee,,Yes,2,Other (Specify),AS NEEDED,112,65,32
20113529,Farmers' Group,,Yes,15,Weekly,,20,8,4
20113529,Other (Specify),,No,,,,,,
20115434,Village Development Committee,,No,,,,,,
20115434,ngo,,No,,,,,,
20115434,Youth Group,,No,,,,,,
20115434,Farmers' Group,,No,,,,,,
20115434,Cultural Group,,Yes,1,Monthly,,300,120,100
20115434,Disabled Assoc.,,No,,,,,,
20115434,Savings & Credit Coop,,Yes,1,Weekly,,17,16,8
20115434,Business Assoc.,,No,,,,,,
20115434,Political Group,,Yes,2,Quartery,,999,999,999
20115434,Religious Group,,No,,,,,,
20115434,Community Police/Watch Group,,Yes,1,Annually,,120,20,110
20115434,Parent-Teacher Assoc.,,Yes,1,Monthly,,999,999,999
20115434,Agricultural Coop,,No,,,,,,
20115434,Women's Group,,No,,,,,,
20115434,Sports Group,,Yes,2,Weekly,,999,850,999
20115434,Other (Specify),,No,,,,,,
20115434,School Committee,,Yes,1,Monthly,,999,999,999
20115434,Health Committee,,No,,,,,,
20120081,Disabled Assoc.,,No,,,,,,
20120081,Village Development Committee,,Yes,2,Other (Specify),AS NEEDED,214,136,79
20120081,ngo,,No,,,,,,
20120081,Farmers' Group,,No,,,,,,
20120081,Business Assoc.,,No,,,,,,
20120081,School Committee,,Yes,1,Other (Specify),AS NEEDED,263,159,139
20120081,Religious Group,,Yes,1,Weekly,,406,293,153
20120081,Other (Specify),,No,,,,,,
20120081,Sports Group,,No,,,,,,
20120081,Community Police/Watch Group,,Yes,1,Weekly,,220,111,60
20120081,Women's Group,,Yes,5,Other (Specify),FORTNIGHT,136,136,66
20120081,Agricultural Coop,,No,,,,,,
20120081,Savings & Credit Coop,,No,,,,,,
20120081,Political Group,,Yes,3,Other (Specify),AS NEEDED,319,191,151
20120081,Youth Group,,Yes,1,Weekly,,6,6,6
20120081,Parent-Teacher Assoc.,,Yes,1,Other (Specify),AS NEEDED,263,159,139
20120081,Health Committee,,Yes,1,Other (Specify),AS NEEDED,201,143,87
20120081,Cultural Group,,No,,,,,,
20201109,Disabled Assoc.,,No,,,,,,
20201109,Political Group,,Yes,3,Monthly,,210,105,54
20201109,Other (Specify),,No,,,,,,
20201109,Cultural Group,,Yes,2,Monthly,TWICE A MONTH,40,0,40
20201109,Women's Group,,No,,,,,,
20201109,Business Assoc.,,No,,,,,,
20201109,Sports Group,,Yes,2,Weekly,,47,0,21
20201109,Religious Group,,Yes,3,Weekly,,95,51,36
20201109,Agricultural Coop,,No,,,,,,
20201109,Village Development Committee,,Yes,1,Monthly,,30,9,7
20201109,Community Police/Watch Group,,Yes,1,Monthly,,10,0,0
20201109,Health Committee,,Yes,1,Other (Specify),TWICE A MONTH,10,6,5
20201109,Farmers' Group,,Yes,3,Monthly,,75,15,0
20201109,Parent-Teacher Assoc.,,Yes,1,Monthly,,10,1,0
20201109,ngo,,No,,,,,,
20201109,Savings & Credit Coop,,No,,,,,,
20201109,Youth Group,,Yes,1,Monthly,,10,0,4
20201109,School Committee,,Yes,1,Other (Specify),TWICE A MONTH,10,3,1
20201206,Women's Group,,No,,,,,,
20201206,Political Group,,Yes,3,Other (Specify),THRICE A MONTH,300,199,82
20201206,Cultural Group,,Yes,3,Other (Specify),EIGHT TIMES A MONTH,30,7,10
20201206,ngo,,No,,,,,,
20201206,Village Development Committee,,No,,,,,,
20201206,Religious Group,,Yes,4,Weekly,,120,80,90
20201206,Farmers' Group,,No,,,,,,
20201206,Savings & Credit Coop,,No,,,,,,
20201206,School Committee,,Yes,1,Other (Specify),TWICE A MONTH,10,4,6
20201206,Parent-Teacher Assoc.,,Yes,1,Other (Specify),TWICE A MONTH,12,6,7
20201206,Disabled Assoc.,,No,,,,,,
20201206,Other (Specify),,No,,,,,,
20201206,Health Committee,,No,,,,,,
20201206,Youth Group,,No,,,,,,
20201206,Community Police/Watch Group,,No,,,,,,
20201206,Sports Group,,Yes,2,Other (Specify),THRICE A MONTH,66,12,66
20201206,Business Assoc.,,No,,,,,,
20201206,Agricultural Coop,,No,,,,,,
20201264,Community Police/Watch Group,,Yes,8,Monthly,,10,4,10
20201264,Sports Group,,Yes,12,Weekly,,47,47,20
20201264,Health Committee,,Yes,2,Monthly,,10,5,9
20201264,ngo,,No,,,,,,
20201264,Disabled Assoc.,,Yes,4,Other (Specify),TWICE A MONTH,30,11,10
20201264,Other (Specify),,No,,,,,,
20201264,Cultural Group,,Yes,5,Monthly,,30,15,10
20201264,School Committee,,Yes,4,Monthly,,10,3,10
20201264,Farmers' Group,,Yes,3,Weekly,,20,12,20
20201264,Youth Group,,Yes,1,Monthly,,13,5,5
20201264,Savings & Credit Coop,,No,,,,,,
20201264,Women's Group,,Yes,4,Other (Specify),TWICE A MONTH,15,15,13
20201264,Political Group,,Yes,3,Weekly,,217,161,79
20201264,Village Development Committee,,Yes,4,Other (Specify),TWICE A MONTH,15,6,6
20201264,Business Assoc.,,No,,,,,,
20201264,Religious Group,,Yes,4,Weekly,,303,200,111
20201264,Parent-Teacher Assoc.,,Yes,4,Monthly,,10,6,6
20201264,Agricultural Coop,,No,,,,,,
20201269,Other (Specify),,No,,,,,,
20201269,Disabled Assoc.,,No,,,,,,
20201269,ngo,,No,,,,,,
20201269,Cultural Group,,No,,,,,,
20201269,Village Development Committee,,Yes,1,Weekly,,21,3,0
20201269,Business Assoc.,,No,,,,,,
20201269,Religious Group,,Yes,2,Weekly,,100,50,30
20201269,Youth Group,,No,,,,,,
20201269,Health Committee,,Yes,1,Other (Specify),TWICE A MONTH,10,5,0
20201269,Sports Group,,Yes,1,Weekly,,107,31,63
20201269,Parent-Teacher Assoc.,,Yes,1,Weekly,,10,3,0
20201269,Community Police/Watch Group,,Yes,2,Other (Specify),TWICE A MONTH,10,5,0
20201269,Farmers' Group,,Yes,1,Weekly,,30,10,0
20201269,Agricultural Coop,,No,,,,,,
20201269,School Committee,,Yes,1,Other (Specify),TWICE A MONTH,10,4,0
20201269,Savings & Credit Coop,,No,,,,,,
20201269,Political Group,,Yes,3,Other (Specify),TWICE A MONTH,63,23,30
20201269,Women's Group,,Yes,1,Other (Specify),THRICE A MONTH,30,30,0
20201354,Sports Group,,No,,,,,,
20201354,Other (Specify),,No,,,,,,
20201354,Youth Group,,No,,,,,,
20201354,Health Committee,,Yes,1,Monthly,,7,5,0
20201354,Disabled Assoc.,,No,,,,,,
20201354,Cultural Group,,No,,,,,,
20201354,School Committee,,Yes,1,Monthly,,9,3,0
20201354,Community Police/Watch Group,,Yes,1,Monthly,,9,4,0
20201354,Savings & Credit Coop,,No,,,,,,
20201354,ngo,,No,,,,,,
20201354,Business Assoc.,,No,,,,,,
20201354,Religious Group,,Yes,4,Weekly,,241,104,132
20201354,Farmers' Group,,No,,,,,,
20201354,Parent-Teacher Assoc.,,No,,,,,,
20201354,Political Group,,Yes,4,Monthly,,,,510
20201354,Village Development Committee,,No,,,,,,
20201354,Women's Group,,Yes,2,Monthly,,10,10,0
20201354,Agricultural Coop,,No,,,,,,
20201450,Political Group,,Yes,3,Weekly,,170,85,30
20201450,Farmers' Group,,Yes,1,Weekly,,30,10,1
20201450,Youth Group,,No,,,,,,
20201450,Other (Specify),,No,,,,,,
20201450,Disabled Assoc.,,No,,,,,,
20201450,Parent-Teacher Assoc.,,Yes,2,Weekly,,20,8,7
20201450,Sports Group,,Yes,3,Weekly,,35,10,15
20201450,Savings & Credit Coop,,No,,,,,,
20201450,Business Assoc.,,No,,,,,,
20201450,Community Police/Watch Group,,Yes,5,Weekly,,15,5,4
20201450,ngo,,Yes,2,Weekly,,50,15,25
20201450,Religious Group,,Yes,3,Weekly,,42,10,4
20201450,Women's Group,,Yes,2,Weekly,,19,19,5
20201450,Agricultural Coop,,No,,,,,,
20201450,Village Development Committee,,Yes,1,Monthly,,10,5,1
20201450,Health Committee,,No,,,,,,
20201450,School Committee,,Yes,2,Weekly,,10,3,4
20201450,Cultural Group,,No,,,,,,
20201646,ngo,,Yes,1,Weekly,,10,6,0
20201646,Village Development Committee,,Yes,1,Monthly,,30,5,7
20201646,Parent-Teacher Assoc.,,Yes,2,Monthly,,10,3,0
20201646,Savings & Credit Coop,,No,,,,,,
20201646,Political Group,,Yes,2,Weekly,,500,350,100
20201646,Community Police/Watch Group,,Yes,1,Weekly,,10,2,0
20201646,Religious Group,,Yes,2,Weekly,,900,540,300
20201646,Health Committee,,Yes,3,Weekly,,10,4,0
20201646,Sports Group,,Yes,3,Weekly,,120,40,0
20201646,Farmers' Group,,No,,,,,,
20201646,Other (Specify),,No,,,,,,
20201646,Youth Group,,Yes,1,Weekly,,30,12,0
20201646,School Committee,,Yes,2,Monthly,,10,4,0
20201646,Cultural Group,,Yes,1,Weekly,,210,80,30
20201646,Business Assoc.,,No,,,,,,
20201646,Disabled Assoc.,,No,,,,,,
20201646,Women's Group,,Yes,1,Other (Specify),FORTNIGHT,15,15,10
20201646,Agricultural Coop,,No,,,,,,
20202343,Farmers' Group,,Yes,5,Other (Specify),TWICE A MONTH,10,4,0
20202343,School Committee,,Yes,2,Monthly,,15,5,0
20202343,Village Development Committee,,Yes,4,Monthly,,15,4,1
20202343,Cultural Group,,Yes,1,Other (Specify),EIGHT TIMES A MONTH,30,22,22
20202343,Women's Group,,Yes,1,Other (Specify),TWICE A MONTH,10,0,0
20202343,Business Assoc.,,No,,,,,,
20202343,Political Group,,Yes,3,Monthly,,300,190,63
20202343,Other (Specify),,No,,,,,,
20202343,Savings & Credit Coop,,No,,,,,,
20202343,Disabled Assoc.,,No,,,,,,
20202343,Religious Group,,Yes,2,Weekly,,60,33,29
20202343,ngo,,No,,,,,,
20202343,Parent-Teacher Assoc.,,Yes,2,Monthly,,10,3,0
20202343,Sports Group,,Yes,4,Weekly,,100,62,52
20202343,Youth Group,,Yes,6,Weekly,,15,6,5
20202343,Community Police/Watch Group,,Yes,1,Monthly,,15,4,0
20202343,Health Committee,,Yes,7,Monthly,,10,6,3
20202343,Agricultural Coop,,No,,,,,,
20203135,Agricultural Coop,,No,,,,,,
20203135,Disabled Assoc.,,No,,,,,,
20203135,Religious Group,,Yes,3,Weekly,,,,800
20203135,Business Assoc.,,No,,,,,,
20203135,Youth Group,,No,,,,,,
20203135,Farmers' Group,,No,,,,,,
20203135,Cultural Group,,Yes,3,Monthly,,50,30,25
20203135,Health Committee,,Yes,3,Other (Specify),TWICE A MONTH,10,6,4
20203135,Parent-Teacher Assoc.,,Yes,1,Other (Specify),TWICE A MONTH,9,4,0
20203135,School Committee,,Yes,1,Other (Specify),TWICE A MONTH,10,5,3
20203135,Community Police/Watch Group,,Yes,1,Other (Specify),TWICE A MONTH,10,0,3
20203135,Political Group,,Yes,3,Weekly,,72,52,44
20203135,ngo,,Yes,2,Other (Specify),TWICE A MONTH,20,12,9
20203135,Other (Specify),,No,,,,,,
20203135,Sports Group,,Yes,2,Weekly,,64,20,21
20203135,Women's Group,,No,,,,,,
20203135,Village Development Committee,,Yes,1,Other (Specify),TWICE A MONTH,17,8,4
20203135,Savings & Credit Coop,,No,,,,,,
20203494,Farmers' Group,,No,,,,,,
20203494,Religious Group,,Yes,2,Weekly,,40,40,15
20203494,Cultural Group,,No,,,,,,
20203494,Parent-Teacher Assoc.,,Yes,2,Weekly,,10,5,4
20203494,Savings & Credit Coop,,Yes,1,Weekly,,20,20,15
20203494,Village Development Committee,,Yes,2,Weekly,,10,5,2
20203494,Business Assoc.,,No,,,,,,
20203494,Women's Group,,No,,,,,,
20203494,Political Group,,Yes,3,Weekly,,30,10,10
20203494,School Committee,,Yes,2,Weekly,,20,10,10
20203494,Agricultural Coop,,No,,,,,,
20203494,Sports Group,,Yes,5,Other (Specify),THRICE A WEEK,40,15,7
20203494,ngo,,Yes,1,Weekly,,36,20,10
20203494,Other (Specify),,No,,,,,,
20203494,Disabled Assoc.,,Yes,1,Weekly,,25,7,4
20203494,Community Police/Watch Group,,Yes,1,Weekly,,32,8,3
20203494,Health Committee,,Yes,1,Monthly,,10,5,3
20203494,Youth Group,,Yes,1,Weekly,,15,7,4
20203656,Youth Group,,No,,,,,,
20203656,Parent-Teacher Assoc.,,Yes,1,Other (Specify),THRICE A MONTH,10,4,0
20203656,Sports Group,,Yes,4,Weekly,,55,10,30
20203656,ngo,,Yes,3,Other (Specify),THRICE A MONTH,10,5,4
20203656,Other (Specify),,No,,,,,,
20203656,Women's Group,,Yes,1,Other (Specify),THRICE A MONTH,10,10,5
20203656,Health Committee,,Yes,1,Other (Specify),THRICE A MONTH,10,5,4
20203656,Savings & Credit Coop,,No,,,,,,
20203656,Village Development Committee,,Yes,1,Other (Specify),THRICE A MONTH,16,6,4
20203656,Community Police/Watch Group,,Yes,2,Other (Specify),THRICE A MONTH,10,3,10
20203656,Political Group,,Yes,3,Other (Specify),TWICE A MONTH,,,641
20203656,Disabled Assoc.,,No,,,,,,
20203656,School Committee,,Yes,1,Other (Specify),THRICE A MONTH,10,5,4
20203656,Agricultural Coop,,No,,,,,,
20203656,Farmers' Group,,No,,,,,,
20203656,Business Assoc.,,No,,,,,,
20203656,Religious Group,,Yes,4,Weekly,,345,187,89
20203656,Cultural Group,,Yes,1,Weekly,,10,3,0
20203694,ngo,,Yes,3,Other (Specify),TWICE A MONTH,10,4,10
20203694,Cultural Group,,No,,,,,,
20203694,Religious Group,,Yes,3,Weekly,,,800,600
20203694,Savings & Credit Coop,,No,,,,,,
20203694,Community Police/Watch Group,,Yes,3,Other (Specify),TWICE A MONTH,10,0,1
20203694,Business Assoc.,,No,,,,,,
20203694,Farmers' Group,,Yes,1,Monthly,,43,15,3
20203694,Women's Group,,No,,,,,,
20203694,Youth Group,,Yes,3,Other (Specify),TWICE A MONTH,25,10,0
20203694,Agricultural Coop,,No,,,,,,
20203694,School Committee,,Yes,2,Other (Specify),TWICE A MONTH,10,4,0
20203694,Health Committee,,Yes,12,Other (Specify),TWICE A MONTH,10,4,4
20203694,Sports Group,,Yes,5,Weekly,,250,120,90
20203694,Parent-Teacher Assoc.,,Yes,2,Other (Specify),TWICE A MONTH,10,4,0
20203694,Disabled Assoc.,,No,,,,,,
20203694,Village Development Committee,,Yes,2,Other (Specify),TWICE A MONTH,15,4,2
20203694,Political Group,,Yes,3,Weekly,,,800,300
20203694,Other (Specify),,No,,,,,,
20204124,Health Committee,,Yes,2,Monthly,,10,3,4
20204124,Sports Group,,Yes,3,Weekly,,40,0,30
20204124,Community Police/Watch Group,,Yes,1,Weekly,,16,6,14
20204124,School Committee,,Yes,2,Monthly,,17,4,0
20204124,ngo,,Yes,2,Weekly,,20,15,20
20204124,Political Group,,Yes,3,Monthly,,230,72,106
20204124,Religious Group,,Yes,2,Weekly,,160,60,120
20204124,Other (Specify),,No,,,,,,
20204124,Disabled Assoc.,,No,,,,,,
20204124,Parent-Teacher Assoc.,,Yes,2,Monthly,,9,4,1
20204124,Savings & Credit Coop,,No,,,,,,
20204124,Agricultural Coop,,No,,,,,,
20204124,Village Development Committee,,Yes,1,Monthly,,18,8,0
20204124,Youth Group,,Yes,1,Monthly,,12,6,10
20204124,Cultural Group,,No,,,,,,
20204124,Farmers' Group,,No,,,,,,
20204124,Women's Group,,No,,,,,,
20204124,Business Assoc.,,No,,,,,,
20204712,Farmers' Group,,Yes,2,Other (Specify),THRICE A MONTH,40,22,0
