ea_id,com_ce01a,com_ce01a_os,com_ce01b,com_ce01b_os,com_ce01c,com_ce01c_os,com_ce02,com_ce03,com_ce04,com_ce05a,com_ce05a_os,com_ce05b,com_ce05b_os,com_ce06,com_ce07,com_ce08a,com_ce08a_os,com_ce08b,com_ce08b_os,com_ce09,com_ce10,com_ce11a,com_ce11b,com_ce12,com_ce13,com_ce14a,com_ce14b,com_ce15
10735130,CIVIL SERVICE,,"FIREWOOD, CHARCOAL SELLING",,SMALL-SCALE TRADE & SERVICE PROVISION,,yes,1/4,URBAN CENTRES,OTHER (SPECIFY),DRIVERS,,,yes,RURAL AREAS,OTHER (SPECIFY),HOUSEBOYS,,,yes,200,1,day,1/4,200,1,day,1/4
10735173,"HANDICRAFT PRODUCTION,SMALL SCALE-INDUSTRY",,CIVIL SERVICE,,,,yes,ALMOST NONE,OUTSIDE MALAWI,OTHER (SPECIFY),GARDEN BOY,,,no,,,,,,no,,,,,,,,
10736053,farming,,"FIREWOOD, CHARCOAL SELLING",,,,yes,1/4,OUTSIDE MALAWI,OTHER (SPECIFY),GARDEN BOYS,,,yes,RURAL AREAS,OTHER (SPECIFY),HOUSEMAIDS,,,no,,,,,,,,
10736174,PROFFESSIONAL OCCUPATIONS,,,,,,no,,,,,,,no,,,,,,no,,,,,,,,
10736377,OTHER (SPECIFY),COMPANY WORKS,SMALL-SCALE TRADE & SERVICE PROVISION,,farming,,no,,,,,,,yes,RURAL AREAS,OTHER (SPECIFY),UNSKILLED LABOR,,,yes,200,1,day,1/4,200,1,day,1/4
10736466,"FIREWOOD, CHARCOAL SELLING",,,,,,yes,1/4,OUTSIDE MALAWI,OTHER (SPECIFY),HOUSEBOY,,,no,,,,,,no,,,,,,,,
10736596,"HANDICRAFT PRODUCTION,SMALL SCALE-INDUSTRY",,OTHER (SPECIFY),EMPLOYMENT,farming,,yes,ALMOST NONE,URBAN CENTRES,OTHER (SPECIFY),BUSINESS,,,yes,RURAL AREAS,OTHER (SPECIFY),WATCHMAN,,,no,,,,,,,,
10737199,SMALL-SCALE TRADE & SERVICE PROVISION,,,,,,yes,1/4,OUTSIDE MALAWI,OTHER (SPECIFY),COOKING,,,yes,RURAL AREAS,farming,,,,no,,,,,,,,
10739309,PROFFESSIONAL OCCUPATIONS,,CIVIL SERVICE,,,,yes,1/2,URBAN CENTRES,PROFFESSIONAL OCCUPATIONS,,CIVIL SERVICE,,yes,RURAL AREAS,"FIREWOOD, CHARCOAL SELLING",,,,no,,,,,,,,
10741504,SMALL-SCALE TRADE & SERVICE PROVISION,,"HANDICRAFT PRODUCTION,SMALL SCALE-INDUSTRY",,farming,,no,,,,,,,no,,,,,,yes,200,12,day,1/4,200,12,day,3/4
10744039,"FIREWOOD, CHARCOAL SELLING",,,,,,yes,1/4,OUTSIDE MALAWI,OTHER (SPECIFY),GARDEN BOY,,,no,,,,,,no,,,,,,,,
10744154,"FIREWOOD, CHARCOAL SELLING",,,,,,yes,1/4,OUTSIDE MALAWI,OTHER (SPECIFY),GARDEN BOYS,,,yes,URBAN CENTRES,"FIREWOOD, CHARCOAL SELLING",,,,no,,,,,,,,
10744649,SMALL-SCALE TRADE & SERVICE PROVISION,,farming,,,,yes,ALMOST NONE,URBAN CENTRES,CIVIL SERVICE,,,,yes,RURAL AREAS,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,no,,,,,,,,
10746033,"HANDICRAFT PRODUCTION,SMALL SCALE-INDUSTRY",,farming,,,,no,,,,,,,no,,,,,,no,,,,,,,,
10746244,SMALL-SCALE TRADE & SERVICE PROVISION,,farming,,,,no,,,,,,,yes,RURAL AREAS,OTHER (SPECIFY),WATCHMAN/LABOURER,,,no,,,,,,,,
20101014,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,,,no,,,,,,,no,,,,,,yes,200,1,day,1/4,200,1,day,1/4
20101387,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,"BEER BREWING, KACHASU",,yes,ALMOST NONE,URBAN CENTRES,OTHER (SPECIFY),GENERAL WORK,farming,,yes,RURAL AREAS,farming,,,,yes,200,1,day,ALMOST NONE,200,1,day,ALMOST NONE
20102311,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,"BEER BREWING, KACHASU",,yes,ALMOST NONE,RURAL AREAS,farming,,OTHER (SPECIFY),CASUAL WORK,yes,RURAL AREAS,farming,,,,yes,200,1,day,1/4,200,1,day,ALMOST NONE
20103365,farming,,,,,,yes,ALMOST NONE,RURAL AREAS,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,no,,,,,,no,,,,,,,,
20105073,farming,,,,,,yes,ALMOST NONE,RURAL AREAS,OTHER (SPECIFY),SAWING TIMBER AT CHIKANGA,,,yes,RURAL AREAS,farming,,,,yes,2400,12,day,ALMOST NONE,2400,12,day,ALMOST NONE
20105181,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,"BEER BREWING, KACHASU",,no,,,,,,,no,,,,,,no,,,,,,,,
20106042,farming,,"BEER BREWING, KACHASU",,"HANDICRAFT PRODUCTION,SMALL SCALE-INDUSTRY",,yes,1/4,RURAL AREAS,farming,,,,yes,RURAL AREAS,farming,,"BEER BREWING, KACHASU",,no,,,,,,,,
20107490,farming,,,,,,yes,ALMOST NONE,RURAL AREAS,farming,,,,yes,RURAL AREAS,farming,,,,no,,,,,,,,
20107615,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,"BEER BREWING, KACHASU",,yes,ALMOST NONE,RURAL AREAS,farming,,,,yes,RURAL AREAS,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,yes,200,1,day,ALMOST NONE,200,1,day,ALMOST NONE
20108739,farming,,"BEER BREWING, KACHASU",,transport,,no,,,,,,,no,,,,,,no,,,,,,,,
20109486,farming,,"FIREWOOD, CHARCOAL SELLING",,"BEER BREWING, KACHASU",,yes,ALMOST NONE,RURAL AREAS,farming,,,,yes,RURAL AREAS,farming,,,,yes,200,1,day,ALMOST NONE,200,1,day,ALMOST NONE
20109653,farming,,,,,,yes,1/4,RURAL AREAS,farming,,OTHER (SPECIFY),RAIPLY I MZIMBA,yes,RURAL AREAS,farming,,,,no,,,,,,,,
20110170,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,"BEER BREWING, KACHASU",,yes,ALMOST NONE,RURAL AREAS,SMALL-SCALE TRADE & SERVICE PROVISION,,farming,,yes,RURAL AREAS,farming,,,,yes,2400,12,day,ALMOST NONE,2400,12,day,ALMOST NONE
20110620,farming,,"BEER BREWING, KACHASU",,SMALL-SCALE TRADE & SERVICE PROVISION,,no,,,,,,,no,,,,,,no,,,,,,,,
20111107,farming,,"BEER BREWING, KACHASU",,SMALL-SCALE TRADE & SERVICE PROVISION,,no,,,,,,,yes,RURAL AREAS,farming,,,,yes,2400,12,day,ALMOST NONE,2400,12,day,ALMOST NONE
20111530,farming,,OTHER (SPECIFY),CASUAL WORK,"BEER BREWING, KACHASU",,yes,ALMOST NONE,RURAL AREAS,farming,,OTHER (SPECIFY),CASUAL WORK,yes,RURAL AREAS,farming,,,,no,,,,,,,,
20111718,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,"BEER BREWING, KACHASU",,no,,,,,,,no,,,,,,no,,,,,,,,
20112290,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,"BEER BREWING, KACHASU",,yes,ALMOST NONE,RURAL AREAS,farming,,,,no,,,,,,no,,,,,,,,
20112334,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,"BEER BREWING, KACHASU",,no,,,,,,,no,,,,,,no,,,,,,,,
20112661,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,"BEER BREWING, KACHASU",,no,,,,,,,no,,,,,,no,,,,,,,,
20113112,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,"BEER BREWING, KACHASU",,no,,,,,,,no,,,,,,no,,,,,,,,
20113529,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,"BEER BREWING, KACHASU",,yes,ALMOST NONE,URBAN CENTRES,OTHER (SPECIFY),ANY WORK,CIVIL SERVICE,,yes,RURAL AREAS,farming,,,,no,,,,,,,,
20115434,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,"BEER BREWING, KACHASU",,no,,,,,,,no,,,,,,no,,,,,,,,
20120081,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,OTHER (SPECIFY),GENERAL WORKERS,no,,,,,,,yes,RURAL AREAS,SMALL-SCALE TRADE & SERVICE PROVISION,,OTHER (SPECIFY),GENERAL WORK,yes,200,1,day,ALMOST NONE,200,1,day,ALMOST NONE
20201109,farming,,,,,,yes,ALMOST NONE,RURAL AREAS,farming,,,,yes,RURAL AREAS,farming,,,,no,,,,,,,,
20201206,farming,,,,,,no,,,,,,,no,,,,,,no,,,,,,,,
20201264,farming,,,,,,yes,1/4,URBAN CENTRES,OTHER (SPECIFY),SEWING,,,yes,RURAL AREAS,farming,,,,no,,,,,,,,
20201269,farming,,,,,,yes,1/4,RURAL AREAS,farming,,,,yes,RURAL AREAS,farming,,,,no,,,,,,,,
20201354,LARGE SCALE-SCALE COMMERCIAL INDUSTRY,,,,,,no,,,,,,,yes,RURAL AREAS,LARGE SCALE-SCALE COMMERCIAL INDUSTRY,,,,no,,,,,,,,
20201450,farming,,,,,,yes,1/4,URBAN CENTRES,OTHER (SPECIFY),CLEANERS,,,yes,RURAL AREAS,farming,,,,no,,,,,,,,
20201646,farming,,,,,,yes,1/4,URBAN CENTRES,OTHER (SPECIFY),CLEANERS/COOKS,,,no,,,,,,no,,,,,,,,
20202343,farming,,,,,,yes,1/4,RURAL AREAS,farming,,OTHER (SPECIFY),SECURITY GUARD,yes,RURAL AREAS,farming,,,,yes,200,1,day,1/2,200,1,day,1/4
20203135,farming,,fishing,,,,yes,ALMOST NONE,RURAL AREAS,OTHER (SPECIFY),GENERAL LABOR,,,yes,RURAL AREAS,farming,,,,no,,,,,,,,
20203494,farming,,,,,,yes,1/4,URBAN CENTRES,OTHER (SPECIFY),TAILORING,,,yes,RURAL AREAS,farming,,,,yes,2400,12,day,1/4,2400,12,day,1/4
20203656,farming,,fishing,,,,yes,ALMOST NONE,OUTSIDE MALAWI,OTHER (SPECIFY),HOUSEBOY/GARDEN BOY,,,yes,RURAL AREAS,farming,,,,no,,,,,,,,
20203694,farming,,,,,,yes,ALMOST NONE,URBAN CENTRES,farming,,,,yes,URBAN CENTRES,farming,,,,no,,,,,,,,
20204124,farming,,,,,,no,,,,,,,yes,RURAL AREAS,farming,,,,yes,200,1,day,ALMOST NONE,200,1,day,1/4
20204712,farming,,,,,,yes,ALMOST NONE,URBAN CENTRES,OTHER (SPECIFY),SEWING,,,yes,RURAL AREAS,farming,,,,no,,,,,,,,
20205207,farming,,,,,,yes,1/4,URBAN CENTRES,OTHER (SPECIFY),GARDEN BOY,,,yes,RURAL AREAS,farming,,,,no,,,,,,,,
20205484,farming,,,,,,yes,1/4,RURAL AREAS,farming,,,,no,,,,,,no,,,,,,,,
20205525,farming,,,,,,yes,1/4,URBAN CENTRES,OTHER (SPECIFY),SHOP ATTENDANT,,,no,,,,,,no,,,,,,,,
20205634,farming,,,,,,yes,ALMOST NONE,RURAL AREAS,farming,,,,yes,RURAL AREAS,farming,,,,no,,,,,,,,
20205700,farming,,fishing,,,,no,,,,,,,no,,,,,,no,,,,,,,,
20205721,farming,,,,,,yes,1/4,URBAN CENTRES,OTHER (SPECIFY),WATCHMAN,,,no,,,,,,no,,,,,,,,
20206243,farming,,,,,,yes,ALMOST NONE,RURAL AREAS,farming,,,,yes,RURAL AREAS,farming,,,,no,,,,,,,,
20206362,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,,,yes,ALMOST NONE,RURAL AREAS,farming,,,,yes,RURAL AREAS,farming,,,,no,,,,,,,,
20220038,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,,,yes,ALMOST NONE,URBAN CENTRES,PROFFESSIONAL OCCUPATIONS,,,,yes,RURAL AREAS,farming,,,,no,,,,,,,,
20220153,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,,,yes,ALMOST NONE,URBAN CENTRES,OTHER (SPECIFY),SHOP ASSISTANT,,,yes,RURAL AREAS,farming,,,,no,,,,,,,,
20301075,farming,,,,,,no,,,,,,,no,,,,,,no,,,,,,,,
20302432,farming,,,,,,no,,,,,,,yes,RURAL AREAS,farming,,,,no,,,,,,,,
20302539,farming,,,,,,no,,,,,,,no,,,,,,no,,,,,,,,
20302592,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,,,yes,1/4,RURAL AREAS,farming,,,,yes,RURAL AREAS,farming,,,,yes,200,1,day,1/4,200,1,day,1/4
20303065,farming,,,,,,yes,1/4,RURAL AREAS,farming,,,,yes,RURAL AREAS,farming,,,,no,,,,,,,,
20303447,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,,,yes,ALMOST NONE,RURAL AREAS,farming,,,,no,,,,,,no,,,,,,,,
20303654,farming,,,,,,yes,1/4,RURAL AREAS,farming,,,,yes,RURAL AREAS,farming,,,,yes,200,1,day,ALMOST NONE,200,1,day,ALMOST NONE
20304084,farming,,,,,,yes,1/4,RURAL AREAS,farming,,,,yes,RURAL AREAS,farming,,,,no,,,,,,,,
20304164,farming,,,,,,yes,1/4,RURAL AREAS,farming,,,,yes,RURAL AREAS,farming,,,,no,,,,,,,,
20304285,farming,,,,,,yes,ALMOST NONE,URBAN CENTRES,OTHER (SPECIFY),WATCHMAN,OTHER (SPECIFY),BRICK MOULDING,yes,RURAL AREAS,farming,,,,no,,,,,,,,
20304314,farming,,,,,,yes,1/4,RURAL AREAS,farming,,,,yes,RURAL AREAS,farming,,,,yes,2400,12,day,1/4,2400,12,day,1/4
20304662,farming,,,,,,yes,ALMOST NONE,RURAL AREAS,farming,,,,yes,RURAL AREAS,farming,,,,no,,,,,,,,
20304680,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,,,no,,,,,,,yes,RURAL AREAS,farming,,,,no,,,,,,,,
20305023,farming,,,,,,no,,,,,,,yes,RURAL AREAS,farming,,,,no,,,,,,,,
20305172,farming,,,,,,yes,1/4,RURAL AREAS,farming,,,,yes,RURAL AREAS,farming,,,,no,,,,,,,,
20305301,farming,,,,,,yes,1/4,RURAL AREAS,farming,,,,yes,RURAL AREAS,farming,,,,no,,,,,,,,
20305340,farming,,,,,,yes,1/4,RURAL AREAS,farming,,,,yes,RURAL AREAS,farming,,,,no,,,,,,,,
20305382,farming,,,,,,yes,ALMOST NONE,RURAL AREAS,farming,,,,yes,RURAL AREAS,farming,,,,no,,,,,,,,
20305717,farming,,,,,,yes,ALMOST NONE,RURAL AREAS,farming,,,,yes,RURAL AREAS,farming,,,,no,,,,,,,,
20306272,farming,,,,,,yes,1/4,RURAL AREAS,farming,,,,yes,RURAL AREAS,farming,,,,no,,,,,,,,
20306296,farming,,,,,,yes,1/4,RURAL AREAS,farming,,,,yes,RURAL AREAS,farming,,,,no,,,,,,,,
20306433,farming,,,,,,yes,1/4,RURAL AREAS,farming,,,,yes,RURAL AREAS,farming,,,,no,,,,,,,,
20306557,farming,,,,,,yes,1/4,RURAL AREAS,farming,,,,no,,,,,,no,,,,,,,,
20320675,farming,,,,,,yes,ALMOST NONE,RURAL AREAS,farming,,,,yes,RURAL AREAS,farming,,,,yes,200,1,day,1/4,200,1,day,1/4
20401171,farming,,"BEER BREWING, KACHASU",,SMALL-SCALE TRADE & SERVICE PROVISION,,yes,ALMOST NONE,RURAL AREAS,farming,,OTHER (SPECIFY),TENANCY,no,,,,,,no,,,,,,,,
20401627,farming,,OTHER (SPECIFY),CASUAL LABOUR,,,yes,ALMOST NONE,RURAL AREAS,farming,,OTHER (SPECIFY),CASUAL LABOR,no,,,,,,no,,,,,,,,
20401737,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,"BEER BREWING, KACHASU",,no,,,,,,,no,,,,,,no,,,,,,,,
20402045,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,"BEER BREWING, KACHASU",,yes,ALMOST NONE,RURAL AREAS,OTHER (SPECIFY),TENANCY FARMING,farming,,yes,RURAL AREAS,farming,,,,yes,2400,12,day,ALMOST NONE,2400,12,day,ALMOST NONE
20402072,SMALL-SCALE TRADE & SERVICE PROVISION,,"BEER BREWING, KACHASU",,farming,,no,,,,,,,yes,RURAL AREAS,OTHER (SPECIFY),LABOR,"BEER BREWING, KACHASU",,no,,,,,,,,
20402198,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,"BEER BREWING, KACHASU",,no,,,,,,,no,,,,,,no,,,,,,,,
20402201,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,"BEER BREWING, KACHASU",,no,,,,,,,no,,,,,,no,,,,,,,,
20402298,farming,,,,,,yes,ALMOST NONE,RURAL AREAS,farming,,,,yes,RURAL AREAS,farming,,,,yes,200,1,day,1/4,200,1,day,1/4
20403049,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,"BEER BREWING, KACHASU",,yes,ALMOST NONE,RURAL AREAS,farming,,,,no,,,,,,no,,,,,,,,
20403668,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,"BEER BREWING, KACHASU",,no,,,,,,,no,,,,,,no,,,,,,,,
20403697,farming,,,,,,yes,1/4,RURAL AREAS,farming,,,,yes,RURAL AREAS,farming,,,,no,,,,,,,,
20404032,farming,,"FIREWOOD, CHARCOAL SELLING",,"BEER BREWING, KACHASU",,no,,,,,,,no,,,,,,no,,,,,,,,
20404509,farming,,"BEER BREWING, KACHASU",,,,yes,ALMOST NONE,RURAL AREAS,farming,,,,no,,,,,,no,,,,,,,,
20404575,farming,,"HANDICRAFT PRODUCTION,SMALL SCALE-INDUSTRY",,"BEER BREWING, KACHASU",,no,,,,,,,no,,,,,,no,,,,,,,,
20404660,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,"HANDICRAFT PRODUCTION,SMALL SCALE-INDUSTRY",,yes,ALMOST NONE,RURAL AREAS,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,no,,,,,,yes,200,1,day,ALMOST NONE,200,1,day,ALMOST NONE
20405132,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,,,no,,,,,,,yes,RURAL AREAS,farming,,OTHER (SPECIFY),REFUGEE,no,,,,,,,,
20405366,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,"BEER BREWING, KACHASU",,no,,,,,,,no,,,,,,no,,,,,,,,
20405704,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,"BEER BREWING, KACHASU",,yes,ALMOST NONE,RURAL AREAS,farming,,OTHER (SPECIFY),TENANT FARMING,yes,RURAL AREAS,farming,,,,yes,2400,12,day,ALMOST NONE,2400,12,day,ALMOST NONE
20406177,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,"BEER BREWING, KACHASU",,yes,ALMOST NONE,RURAL AREAS,farming,,,,yes,RURAL AREAS,farming,,,,no,,,,,,,,
20406348,farming,,"BEER BREWING, KACHASU",,,,no,,,,,,,no,,,,,,yes,200,1,day,ALMOST NONE,200,1,day,ALMOST NONE
20406598,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,"BEER BREWING, KACHASU",,no,,,,,,,no,,,,,,no,,,,,,,,
20407398,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,,,yes,1/4,RURAL AREAS,OTHER (SPECIFY),TENANT TOBACCO GROWING,,,no,,,,,,no,,,,,,,,
20407481,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,"BEER BREWING, KACHASU",,no,,,,,,,no,,,,,,no,,,,,,,,
20421229,LARGE SCALE-SCALE COMMERCIAL INDUSTRY,,SMALL-SCALE TRADE & SERVICE PROVISION,,farming,,no,,,,,,,yes,RURAL AREAS,PROFFESSIONAL OCCUPATIONS,,"FIREWOOD, CHARCOAL SELLING",,no,,,,,,,,
20501111,farming,,fishing,,"HANDICRAFT PRODUCTION,SMALL SCALE-INDUSTRY",,yes,1/4,OUTSIDE MALAWI,SMALL-SCALE TRADE & SERVICE PROVISION,,farming,,yes,RURAL AREAS,fishing,,farming,,no,,,,,,,,
20501330,fishing,,farming,,CIVIL SERVICE,,no,,,,,,,yes,RURAL AREAS,fishing,,farming,,no,,,,,,,,
20501664,farming,,fishing,,SMALL-SCALE TRADE & SERVICE PROVISION,,yes,1/4,OUTSIDE MALAWI,SMALL-SCALE TRADE & SERVICE PROVISION,,farming,,yes,RURAL AREAS,farming,,"FIREWOOD, CHARCOAL SELLING",,no,,,,,,,,
20502159,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,"BEER BREWING, KACHASU",,yes,1/4,RURAL AREAS,"BEER BREWING, KACHASU",,OTHER (SPECIFY),STAYING WITH THEIR RELATI,yes,URBAN CENTRES,CIVIL SERVICE,,,,yes,200,14,day,1/2,200,14,day,1/2
20502240,farming,,transport,,,,no,,,,,,,no,,,,,,no,,,,,,,,
20502740,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,,,yes,ALMOST NONE,URBAN CENTRES,SMALL-SCALE TRADE & SERVICE PROVISION,,PROFFESSIONAL OCCUPATIONS,,yes,URBAN CENTRES,CIVIL SERVICE,,,,no,,,,,,,,
20502758,farming,,"FIREWOOD, CHARCOAL SELLING",,"BEER BREWING, KACHASU",,yes,1/4,URBAN CENTRES,SMALL-SCALE TRADE & SERVICE PROVISION,,farming,,yes,RURAL AREAS,"FIREWOOD, CHARCOAL SELLING",,SMALL-SCALE TRADE & SERVICE PROVISION,,no,,,,,,,,
20503239,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,"BEER BREWING, KACHASU",,yes,1/4,RURAL AREAS,farming,,,,yes,RURAL AREAS,SMALL-SCALE TRADE & SERVICE PROVISION,,,,no,,,,,,,,
20503476,farming,,"HANDICRAFT PRODUCTION,SMALL SCALE-INDUSTRY",,SMALL-SCALE TRADE & SERVICE PROVISION,,yes,1/4,OUTSIDE MALAWI,OTHER (SPECIFY),SHOP ASSISTANT,SMALL-SCALE TRADE & SERVICE PROVISION,,yes,RURAL AREAS,SMALL-SCALE TRADE & SERVICE PROVISION,,OTHER (SPECIFY),LOOKING FOR LAND,no,,,,,,,,
20504373,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,"FIREWOOD, CHARCOAL SELLING",,yes,1/4,URBAN CENTRES,LARGE SCALE-SCALE COMMERCIAL INDUSTRY,,SMALL-SCALE TRADE & SERVICE PROVISION,,yes,RURAL AREAS,"FIREWOOD, CHARCOAL SELLING",,,,no,,,,,,,,
20504729,farming,,fishing,,SMALL-SCALE TRADE & SERVICE PROVISION,,yes,1/4,URBAN CENTRES,SMALL-SCALE TRADE & SERVICE PROVISION,,fishing,,no,,,,,,no,,,,,,,,
20505317,farming,,fishing,,"BEER BREWING, KACHASU",,no,,,,,,,yes,RURAL AREAS,fishing,,"FIREWOOD, CHARCOAL SELLING",,no,,,,,,,,
20505648,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,fishing,,yes,1/4,OUTSIDE MALAWI,OTHER (SPECIFY),SHOP ASSISTANT,,,yes,RURAL AREAS,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,no,,,,,,,,
20506412,farming,,fishing,,"HANDICRAFT PRODUCTION,SMALL SCALE-INDUSTRY",,yes,1/4,RURAL AREAS,farming,,fishing,,yes,RURAL AREAS,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,no,,,,,,,,
20507089,farming,,fishing,,SMALL-SCALE TRADE & SERVICE PROVISION,,yes,1/4,OUTSIDE MALAWI,SMALL-SCALE TRADE & SERVICE PROVISION,,,,yes,RURAL AREAS,farming,,fishing,,yes,200,1,day,3/4,200,1,day,1/4
20507371,farming,,fishing,,SMALL-SCALE TRADE & SERVICE PROVISION,,yes,1/4,RURAL AREAS,farming,,fishing,,yes,URBAN CENTRES,SMALL-SCALE TRADE & SERVICE PROVISION,,fishing,,no,,,,,,,,
20507422,farming,,"BEER BREWING, KACHASU",,CIVIL SERVICE,,yes,1/4,OUTSIDE MALAWI,LARGE SCALE-SCALE COMMERCIAL INDUSTRY,,SMALL-SCALE TRADE & SERVICE PROVISION,,yes,URBAN CENTRES,SMALL-SCALE TRADE & SERVICE PROVISION,,farming,,no,,,,,,,,
20507459,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,"FIREWOOD, CHARCOAL SELLING",,yes,1/4,RURAL AREAS,farming,,fishing,,yes,RURAL AREAS,"BEER BREWING, KACHASU",,farming,,no,,,,,,,,
20507571,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,transport,,no,,,,,,,yes,RURAL AREAS,farming,,"HANDICRAFT PRODUCTION,SMALL SCALE-INDUSTRY",,yes,200,1,month,3/4,200,1,month,1/4
20508349,farming,,"BEER BREWING, KACHASU",,"FIREWOOD, CHARCOAL SELLING",,no,,,,,,,no,,,,,,no,,,,,,,,
20508547,farming,,"FIREWOOD, CHARCOAL SELLING",,SMALL-SCALE TRADE & SERVICE PROVISION,,yes,1/4,URBAN CENTRES,SMALL-SCALE TRADE & SERVICE PROVISION,,farming,,yes,URBAN CENTRES,"FIREWOOD, CHARCOAL SELLING",,SMALL-SCALE TRADE & SERVICE PROVISION,,no,,,,,,,,
20510584,farming,,fishing,,SMALL-SCALE TRADE & SERVICE PROVISION,,yes,1/4,OUTSIDE MALAWI,SMALL-SCALE TRADE & SERVICE PROVISION,,"HANDICRAFT PRODUCTION,SMALL SCALE-INDUSTRY",,yes,RURAL AREAS,fishing,,farming,,no,,,,,,,,
20520255,farming,,"FIREWOOD, CHARCOAL SELLING",,SMALL-SCALE TRADE & SERVICE PROVISION,,yes,1/4,URBAN CENTRES,SMALL-SCALE TRADE & SERVICE PROVISION,,farming,,yes,URBAN CENTRES,"FIREWOOD, CHARCOAL SELLING",,SMALL-SCALE TRADE & SERVICE PROVISION,,no,,,,,,,,
20520582,farming,,CIVIL SERVICE,,SMALL-SCALE TRADE & SERVICE PROVISION,,yes,1/4,URBAN CENTRES,CIVIL SERVICE,,SMALL-SCALE TRADE & SERVICE PROVISION,,yes,URBAN CENTRES,SMALL-SCALE TRADE & SERVICE PROVISION,,farming,,no,,,,,,,,
20601141,farming,,,,,,yes,1/4,RURAL AREAS,farming,,,,no,,,,,,no,,,,,,,,
20601626,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,,,no,,,,,,,yes,RURAL AREAS,farming,,,,no,,,,,,,,
20601658,farming,,,,,,no,,,,,,,yes,RURAL AREAS,farming,,farming,,yes,200,1,day,1/4,200,20,day,1/4
20601701,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,farming,,yes,ALMOST NONE,RURAL AREAS,farming,,,,no,,,,,,no,,,,,,,,
20602363,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,,,yes,1/4,RURAL AREAS,farming,,,,yes,RURAL AREAS,farming,,,,no,,,,,,,,
20602479,farming,,,,,,yes,1/4,RURAL AREAS,farming,,,,yes,RURAL AREAS,farming,,,,no,,,,,,,,
20602607,farming,,,,,,yes,ALMOST NONE,RURAL AREAS,farming,,,,no,,,,,,no,,,,,,,,
20602617,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,,,yes,1/4,RURAL AREAS,farming,,,,yes,RURAL AREAS,farming,,,,no,,,,,,,,
20603090,farming,,,,,,yes,1/4,RURAL AREAS,farming,,,,no,,,,,,no,,,,,,,,
20603121,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,,,yes,1/4,RURAL AREAS,farming,,,,no,,,,,,no,,,,,,,,
20603133,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,,,yes,1/4,RURAL AREAS,farming,,,,no,,,,,,no,,,,,,,,
