case_id,visit,ea_id,hh_f01,hh_f02,hh_f03a,hh_f03b,hh_f04a,hh_f04b,hh_f05,hh_f06,hh_f07,hh_f07_os,hh_f08,hh_f08_os,hh_f09,hh_f09_os,hh_f10,hh_f11,hh_f11_os,hh_f12,hh_f12_os,hh_f13,hh_f14,hh_f15,hh_f15_os,hh_f16a,hh_f16b,hh_f17,hh_f18,hh_f19,hh_f20a,hh_f20a_os,hh_f20b,hh_f20b_os,hh_f21,hh_f22,hh_f23,hh_f24,hh_f25,hh_f26a,hh_f26b,hh_f27,hh_f28,hh_f29,hh_f30,hh_f31,hh_f32,hh_f33a,hh_f33b,hh_f34,hh_f35,hh_f36,hh_f36_os,hh_f37,hh_f38a,hh_f38b,hh_f39,hh_f40,hh_f41,hh_f41_os,hh_f42,hh_f43,hh_f43_os,hh_f44,hh_f45,hh_f46,hh_f47
102012470038,1,10201247,Owned,100000,3000,Month,,,8,Permanent,Burnt bricks,,Iron sheets,,Smoothed mud,,3,Parrafin,,Collected firewood,,,,Unfarmed areas of community,,15,Minute,None,100,No,,,,,,,,,,,,No,,,,No,,,,0,,River/stream,,0,2,Minute,All year around,,Traditional latrine with roof,,Other households also,None,,Yes,Yes,No,
102012470043,1,10201247,Owned,120000,2000,Month,,,7,Permanent,Burnt bricks,,Iron sheets,,Smoothed mud,,4,Battery/dry cell,,Collected firewood,,,,Unfarmed areas of community,,20,Minute,None,120,No,,,,,,,,,,,,No,,,,No,,,,0,,River/stream,,0,5,Minute,All year around,,Traditional latrine with roof,,Other households also,None,,Yes,No,No,
102012470049,1,10201247,Owned,100000,500,Month,,,16,Permanent,Burnt bricks,,Iron sheets,,Smoothed mud,,3,Battery/dry cell,,Collected firewood,,,,Unfarmed areas of community,,15,Minute,None,120,No,,,,,,,,,,,,No,,,,No,,,,0,,Piped into yard/plot,,0,5,Minute,All year around,,Traditional latrine with roof,,Household members only,None,,Yes,No,Yes,"Yes, for all children under five"
102012470059,1,10201247,Owned,85000,3000,Month,,,15,Permanent,Burnt bricks,,Iron sheets,,Smoothed mud,,3,Battery/dry cell,,Collected firewood,,,,Unfarmed areas of community,,15,Minute,None,100,No,,,,,,,,,,,,No,,,,No,,,,0,,Protected public well,,0,15,Minute,All year around,,Traditional latrine with roof,,Other households also,None,,Yes,No,No,
102012470064,1,10201247,Owned,22000,300,Month,,,1,Traditional,Mud,,Grass,,Smoothed mud,,2,Battery/dry cell,,Collected firewood,,,,Forest reserve,,3,Hour,None,100,No,,,,,,,,,,,,No,,,,No,,,,0,,Borehole,,0,10,Minute,All year around,,Traditional latrine with roof,,Other households also,None,,Yes,Yes,Yes,"Yes, for all children under five"
102012470070,1,10201247,Owned,75000,2000,Month,,,4,Semi-Permanent,Burnt bricks,,Grass,,Smoothed mud,,4,Battery/dry cell,,Collected firewood,,,,Forest reserve,,3,Hour,None,100,No,,,,,,,,,,,,No,,,,No,,,,0,,Communal standpipe,,0,10,Minute,All year around,,Traditional latrine with roof,,Other households also,None,,Yes,Yes,Yes,"Yes, for all children under five"
102012470075,1,10201247,Owned,100000,1500,Month,,,6,Traditional,Mud,,Grass,,Smoothed mud,,2,Parrafin,,Collected firewood,,,,Unfarmed areas of community,,30,Minute,None,100,No,,,,,,,,,,,,No,,,,No,,,,0,,Protected public well,,0,15,Minute,All year around,,Traditional latrine with roof,,Household members only,None,,Yes,No,Yes,"Yes, for all children under five"
102012470086,1,10201247,Owned,2000,500,Month,,,1,Traditional,Other (specify),TENT,Other (specify),TENT,Other (Specify),TENT,2,Parrafin,,Collected firewood,,,,Forest reserve,,90,Minute,None,350,No,,,,,,,,,,,,No,,,,No,,,,0,,Borehole,,0,5,Minute,All year around,,None,,,Other (specify),BUSH,Yes,No,Yes,"Yes, for all children under five"
102012470091,1,10201247,Owned,10000,100,Month,,,1,Traditional,Mud,,Grass,,Smoothed mud,,2,Parrafin,,Collected firewood,,,,Unfarmed areas of community,,5,Minute,None,100,No,,,,,,,,,,,,No,,,,No,,,,0,,Other (specify),SHALLOW WELL,0,3,Minute,All year around,,Traditional latrine with roof,,Household members only,Other (specify),BUSH,Yes,No,No,
102012470096,1,10201247,Owned,40000,100,Month,,,0,Traditional,Compacted earth,,Grass,,Smoothed mud,,2,Parrafin,,Collected firewood,,,,Unfarmed areas of community,,10,Minute,None,150,No,,,,,,,,,,,,No,,,,No,,,,0,,Other (specify),SHALLOW WELL,0,1,Minute,All year around,,None,,,Other (specify),BUSH,Yes,Yes,Yes,"Yes, for all children under five"
102012470107,1,10201247,Owned,80000,500,Month,,,1,Traditional,Wood,,Plastic sheeting,,Smoothed mud,,1,Parrafin,,Collected firewood,,,,Unfarmed areas of community,,10,Minute,None,400,No,,,,,,,,,,,,No,,,,No,,,,0,,Borehole,,0,3,Minute,All year around,,None,,,Other (specify),BUSH,Yes,No,Yes,"Yes, for all children under five"
102014420002,1,10201442,Owned,150000,4000,Month,,,15,Permanent,Burnt bricks,,Iron sheets,,Smooth cement,,4,Parrafin,,Collected firewood,,,,Other (specify),ALONG THE LAKE,5,Minute,None,400,No,,,,,,,,,,,,No,,,,No,,,,0,,Borehole,,0,15,Minute,All year around,,Traditional latrine with roof,,Household members only,Rubbish pit,,Yes,Yes,Yes,"Yes, for all children under five"
102014420010,1,10201442,Owned,40000,800,Month,,,4,Semi-Permanent,Burnt bricks,,Grass,,Smoothed mud,,3,Parrafin,,Collected firewood,,,,Unfarmed areas of community,,15,Minute,None,200,No,,,,,,,,,,,,No,,,,No,,,,0,,Protected public well,,0,6,Minute,All year around,,Traditional latrine with roof,,Other households also,None,,Yes,Yes,No,
102014420019,1,10201442,Owned,50000,800,Month,,,3,Semi-Permanent,Burnt bricks,,Grass,,Smoothed mud,,4,Parrafin,,Collected firewood,,,,Unfarmed areas of community,,12,Minute,None,200,No,,,,,,,,,,,,No,,,,No,,,,0,,Protected public well,,0,7,Minute,All year around,,Traditional latrine with roof,,Household members only,None,,Yes,No,No,
102014420027,1,10201442,Owned,100000,1000,Month,,,10,Permanent,Burnt bricks,,Iron sheets,,Smoothed mud,,4,Parrafin,,Collected firewood,,,,Unfarmed areas of community,,30,Minute,None,200,No,,,,,,,,,,,,No,,,,No,,,,0,,Protected public well,,0,3,Minute,All year around,,Traditional latrine with roof,,Household members only,Rubbish bin,,Yes,Yes,Yes,"Yes, for all children under five"
102014420036,1,10201442,Owned,100000,3000,Month,,,2,Permanent,Burnt bricks,,Iron sheets,,Smoothed mud,,3,Parrafin,,Collected firewood,,,,Unfarmed areas of community,,20,Minute,None,300,No,,,,,,,,,,,,No,,,,No,,,,0,,Other (specify),SHALLOW WELL,0,3,Minute,All year around,,Traditional latrine with roof,,Household members only,Rubbish pit,,Yes,Yes,No,
102014420052,1,10201442,Owned,38000,400,Month,,,7,Traditional,Mud,,Grass,,Smoothed mud,,2,Battery/dry cell,,Collected firewood,,,,Unfarmed areas of community,,20,Minute,None,150,No,,,,,,,,,,,,No,,,,No,,,,0,,Pond/lake,,0,15,Minute,All year around,,Traditional latrine with roof,,Household members only,None,,Yes,No,Yes,"Yes, for all children under five"
102014420061,1,10201442,Owned,50000,500,Month,,,6,Traditional,Mud,,Grass,,Smoothed mud,,2,Battery/dry cell,,Collected firewood,,,,Unfarmed areas of community,,20,Minute,None,150,No,,,,,,,,,,,,No,,,,No,,,,0,,Protected public well,,0,15,Minute,All year around,,None,,,None,,Yes,No,Yes,"Yes, for all children under five"
102014420069,1,10201442,Owned,58000,1400,Month,,,5,Permanent,Burnt bricks,,Iron sheets,,Smoothed mud,,5,Parrafin,,Collected firewood,,,,Unfarmed areas of community,,35,Minute,None,80,No,,,,,,,,,,,,No,,,,No,,,,0,,River/stream,,0,5,Minute,Only dry season,Protected public well,Traditional latrine with roof,,Household members only,Public rubbish heap,,Yes,No,Yes,"Yes, for all children under five"
102014420078,1,10201442,Owned,48000,700,Month,,,7,Semi-Permanent,Burnt bricks,,Grass,,Smoothed mud,,3,Battery/dry cell,,Collected firewood,,,,Unfarmed areas of community,,50,Minute,None,150,No,,,,,,,,,,,,No,,,,No,,,,0,,Protected public well,,0,15,Minute,All year around,,Traditional latrine with roof,,Household members only,Public rubbish heap,,Yes,Yes,Yes,"Yes, for all children under five"
102014420094,1,10201442,Owned,30000,200,Month,,,5,Traditional,Mud,,Grass,,Smoothed mud,,2,Parrafin,,Collected firewood,,,,Unfarmed areas of community,,10,Minute,None,500,No,,,,,,,,,,,,No,,,,No,,,,0,,Borehole,,0,5,Minute,All year around,,Latrine without roof,,Household members only,Other (specify),BUSH,Yes,No,Yes,"Yes, for all children under five"
102014420111,1,10201442,Owned,45000,300,Month,,,3,Traditional,Mud,,Grass,,Smoothed mud,,2,Parrafin,,Collected firewood,,,,Unfarmed areas of community,,5,Minute,None,300,No,,,,,,,,,,,,No,,,,No,,,,0,,Open public well,,0,10,Minute,All year around,,Latrine without roof,,Household members only,Other (specify),BUSH,No,,,
102014420119,1,10201442,Owned,15000,200,Month,,,2,Traditional,Mud,,Grass,,Smoothed mud,,2,Parrafin,,Collected firewood,,,,Unfarmed areas of community,,10,Minute,None,300,No,,,,,,,,,,,,No,,,,No,,,,0,,Open public well,,0,5,Minute,All year around,,Traditional latrine with roof,,Household members only,Other (specify),BUSH,Yes,Yes,No,
102014420136,1,10201442,Owned,16000,600,Month,,,5,Semi-Permanent,Burnt bricks,,Grass,,Smoothed mud,,3,Parrafin,,Collected firewood,,,,Unfarmed areas of community,,4,Minute,None,200,No,,,,,,,,,,,,No,,,,No,,,,0,,Protected public well,,0,4,Minute,All year around,,None,,,Public rubbish heap,,No,,,
102014420145,1,10201442,Owned,6000,500,Month,,,1,Traditional,Wood,,Grass,,Smoothed mud,,2,Parrafin,,Collected firewood,,,,Unfarmed areas of community,,8,Minute,None,500,No,,,,,,,,,,,,No,,,,No,,,,0,,Protected public well,,0,7,Minute,All year around,,Traditional latrine with roof,,Other households also,Public rubbish heap,,Yes,All nets treated & less than 6 months old,Yes,"Yes, for all children under five"
102014420153,1,10201442,Owned,2000,200,Month,,,2,Traditional,Wood,,Grass,,Smoothed mud,,2,Parrafin,,Collected firewood,,,,Unfarmed areas of community,,15,Minute,None,200,No,,,,,,,,,,,,No,,,,No,,,,0,,Protected public well,,0,3,Minute,All year around,,Traditional latrine with roof,,Household members only,Public rubbish heap,,Yes,All nets treated & less than 6 months old,No,
102014420170,1,10201442,Owned,22000,600,Month,,,0,Semi-Permanent,Burnt bricks,,Grass,,Smoothed mud,,3,Parrafin,,Collected firewood,,,,Unfarmed areas of community,,10,Minute,None,500,No,,,,,,,,,,,,No,,,,No,,,,0,,Protected public well,,0,10,Minute,All year around,,Traditional latrine with roof,,Household members only,Public rubbish heap,,Yes,All nets treated & less than 6 months old,No,
102016880002,2,10201688,"Free, authorised",,300,Month,,,1,Permanent,Burnt bricks,,Iron sheets,,Smoothed mud,,3,Battery/dry cell,,Puchased firewood,,,No,,,,,,100,No,,,,,,,,,,,,No,,,,No,,,,2,1500,Borehole,,0,1,Minute,All year around,,None,,,None,,Yes,Yes,Yes,"Yes, for all children under five"
102016880010,2,10201688,Owned,80000,2000,Month,,,7,Semi-Permanent,Burnt bricks,,Grass,,Smoothed mud,,4,Parrafin,,Collected firewood,,,,Unfarmed areas of community,,1.5,Hour,None,150,No,,,,,,,,,,,,No,,,,No,,,,1,900,Borehole,,0,5,Minute,All year around,,Traditional latrine with roof,,Household members only,Rubbish pit,,Yes,Yes,Yes,"Yes, for all children under five"
102016880018,2,10201688,Owned,20000,400,Month,,,0,Semi-Permanent,Burnt bricks,,Grass,,Smoothed mud,,3,Battery/dry cell,,Collected firewood,,,,Unfarmed areas of community,,5,Minute,None,100,No,,,,,,,,,,,,No,,,,No,,,,0,,Other (specify),SHALLOW WELL,0,30,Minute,All year around,,Traditional latrine with roof,,Household members only,None,,Yes,Yes,Yes,"Yes, for all children under five"
102016880033,2,10201688,Owned,30000,300,Month,,,6,Semi-Permanent,Burnt bricks,,Grass,,Smoothed mud,,3,Parrafin,,Collected firewood,,,,Unfarmed areas of community,,90,Minute,None,50,No,,,,,,,,,,,,No,,,,No,,,,0,,Borehole,,0,20,Minute,All year around,,None,,,None,,Yes,No,Yes,"Yes, for all children under five"
102016880041,2,10201688,Owned,60000,800,Month,,,2,Semi-Permanent,Burnt bricks,,Grass,,Smoothed mud,,4,Battery/dry cell,,Collected firewood,,,,Unfarmed areas of community,,30,Minute,None,250,No,,,,,,,,,,,,No,,,,No,,,,0,,Borehole,,0,8,Minute,All year around,,Traditional latrine with roof,,Other households also,Public rubbish heap,,Yes,No,No,
102016880049,2,10201688,Owned,37000,400,Month,,,5,Traditional,Mud,,Grass,,Smoothed mud,,2,Battery/dry cell,,Animal waste,,Yes,Yes,Community woodlot,,4,Hour,None,200,No,,,,,,,,,,,,No,,,,No,,,,0,,Borehole,,0,18,Minute,All year around,,None,,,None,,Yes,No,Yes,"Yes, for all children under five"
102016880064,2,10201688,Owned,52000,1000,Month,,,5,Semi-Permanent,Burnt bricks,,Grass,,Smoothed mud,,4,Battery/dry cell,,Collected firewood,,,,Unfarmed areas of community,,5,Hour,None,200,No,,,,,,,,,,,,No,,,,No,,,,0,,Borehole,,0,20,Minute,All year around,,Traditional latrine with roof,,Other households also,Public rubbish heap,,Yes,No,Yes,"Yes, for all children under five"
102016880072,2,10201688,Owned,80000,2000,Month,,,8,Permanent,Burnt bricks,,Iron sheets,,Smoothed mud,,4,Battery/dry cell,,Collected firewood,,,,Forest reserve,,5,Hour,None,200,No,,,,,,,,,,,,No,,,,No,,,,0,,Borehole,,0,15,Minute,All year around,,None,,,Public rubbish heap,,Yes,Yes,Yes,"Yes, for all children under five"
102016880080,2,10201688,Owned,58000,5000,Month,,,3,Permanent,Burnt bricks,,Iron sheets,,Smoothed mud,,4,Battery/dry cell,,Collected firewood,,,,Community woodlot,,5,Minute,None,200,No,,,,,,,,,,,,No,,,,No,,,,0,,Borehole,,0,4,Minute,All year around,,Traditional latrine with roof,,Household members only,Rubbish pit,,Yes,Yes,No,
102016880095,2,10201688,Owned,80000,3000,Month,,,1,Permanent,Burnt bricks,,Iron sheets,,Smoothed mud,,5,Battery/dry cell,,Collected firewood,,,,Community woodlot,,30,Minute,None,300,No,,,,,,,,,,,,No,,,,No,,,,0,,Borehole,,300,5,Minute,All year around,,Traditional latrine with roof,,Other households also,Rubbish pit,,Yes,Yes,Yes,"Yes, for all children under five"
102016880103,2,10201688,Owned,30000,200,Month,,,25,Semi-Permanent,Burnt bricks,,Grass,,Smoothed mud,,3,Parrafin,,Collected firewood,,,,Community woodlot,,15,Minute,None,300,No,,,,,,,,,,,,No,,,,No,,,,0,,Communal standpipe,,200,On Permises,,All year around,,Traditional latrine with roof,,Household members only,Rubbish pit,,Yes,No,No,
102016880111,2,10201688,Owned,150000,3000,Month,,,4,Permanent,Burnt bricks,,Iron sheets,,Smoothed mud,,5,Battery/dry cell,,Collected firewood,,,,Community woodlot,,20,Minute,None,500,No,,,,,,,,,,,,No,,,,No,,,,0,,Borehole,,0,3,Minute,All year around,,Traditional latrine with roof,,Household members only,Rubbish pit,,Yes,Yes,Yes,"Yes, for all children under five"
102016880126,2,10201688,Owned,5000,500,Month,,,1,Traditional,Compacted earth,,Grass,,Smoothed mud,,2,Candles,,Collected firewood,,,,Unfarmed areas of community,,1,Hour,None,300,No,,,,,,,,,,,,No,,,,No,,,,0,,Borehole,,0,2,Minute,All year around,,Latrine without roof,,Household members only,Public rubbish heap,,Yes,All nets treated & less than 6 months old,Yes,"Yes, for all children under five"
102016880134,2,10201688,"Free, authorised",,3000,Month,,,Don't Know,Permanent,Burnt bricks,,Iron sheets,,Smooth cement,,2,Parrafin,,Puchased firewood,,,No,,,,,,500,No,,,,,,,,,,,,No,,,,No,,,,1,1200,Borehole,,0,2,Minute,All year around,,Traditional latrine with roof,,Household members only,Public rubbish heap,,Yes,All nets treated & less than 6 months old,Yes,"Yes, for all children under five"
102016880142,2,10201688,Owned,15000,500,Month,,,Don't Know,Traditional,Mud brick,,Grass,,Smoothed mud,,2,Parrafin,,Collected firewood,,,,Unfarmed areas of community,,2,Hour,A little,500,No,,,,,,,,,,,,No,,,,No,,,,1,750,Borehole,,0,3,Minute,All year around,,Traditional latrine with roof,,Other households also,Public rubbish heap,,Yes,All nets treated & less than 6 months old,Yes,"Yes, for all children under five"
102016880157,2,10201688,Owned,9000,200,Month,,,2,Traditional,Compacted earth,,Grass,,Smoothed mud,,1,Parrafin,,Collected firewood,,,,Unfarmed areas of community,,1,Hour,None,200,No,,,,,,,,,,,,No,,,,No,,,,0,,Borehole,,0,3,Minute,All year around,,None,,,Public rubbish heap,,Yes,All nets treated & less than 6 months old,No,
102021950007,1,10202195,"Free, authorised",,3000,Month,,,Don't Know,Permanent,Burnt bricks,,Iron sheets,,Smoothed mud,,4,Battery/dry cell,,Collected firewood,,,,Unfarmed areas of community,,15,Minute,None,50,No,,,,,,,,,,,,No,,,,No,,,,1,1300,River/stream,,0,20,Minute,All year around,,Traditional latrine with roof,,Household members only,Rubbish pit,,Yes,No,No,
102021950014,1,10202195,Owned,34000,400,Month,,,3,Traditional,Mud,,Grass,,Smoothed mud,,2,Parrafin,,Collected firewood,,,,Unfarmed areas of community,,20,Minute,None,40,No,,,,,,,,,,,,No,,,,No,,,,0,,River/stream,,0,15,Minute,All year around,,Traditional latrine with roof,,Household members only,Rubbish pit,,Yes,No,Yes,"Yes, for all children under five"
102021950022,1,10202195,Owned,150000,1000,Month,,,0,Permanent,Burnt bricks,,Iron sheets,,Smoothed mud,,4,Battery/dry cell,,Collected firewood,,,,Unfarmed areas of community,,10,Minute,None,50,No,,,,,,,,,,,,No,,,,No,,,,0,,River/stream,,0,15,Minute,All year around,,Traditional latrine with roof,,Other households also,Rubbish pit,,Yes,No,Yes,"Yes, for all children under five"
102021950029,1,10202195,Owned,35000,350,Month,,,3,Traditional,Compacted earth,,Grass,,Smoothed mud,,2,Parrafin,,Collected firewood,,,,Unfarmed areas of community,,20,Minute,None,50,No,,,,,,,,,,,,No,,,,No,,,,0,,River/stream,,0,10,Minute,All year around,,Traditional latrine with roof,,Other households also,Public rubbish heap,,Yes,No,Yes,"Yes, for all children under five"
102021950043,1,10202195,Owned,6000,300,Month,,,3,Traditional,Compacted earth,,Grass,,Smoothed mud,,2,Battery/dry cell,,Collected firewood,,,,Unfarmed areas of community,,12,Minute,None,80,No,,,,,,,,,,,,No,,,,No,,,,0,,River/stream,,0,5,Minute,All year around,,None,,,None,,Yes,Yes,Yes,"Yes, for all children under five"
102021950050,1,10202195,Owned,5000,100,Month,,,16,Traditional,Compacted earth,,Grass,,Smoothed mud,,2,Battery/dry cell,,Collected firewood,,,,Unfarmed areas of community,,10,Minute,None,80,No,,,,,,,,,,,,No,,,,No,,,,0,,River/stream,,0,10,Minute,All year around,,Traditional latrine with roof,,Other households also,None,,No,,,
102021950058,1,10202195,Owned,5000,250,Month,,,2,Traditional,Compacted earth,,Grass,,Smoothed mud,,2,Battery/dry cell,,Collected firewood,,,,Unfarmed areas of community,,10,Minute,None,100,No,,,,,,,,,,,,No,,,,No,,,,0,,River/stream,,0,15,Minute,All year around,,None,,,None,,Yes,No,Yes,"Yes, for all children under five"
102021950065,1,10202195,Owned,6000,300,Month,,,8,Traditional,Compacted earth,,Grass,,Smoothed mud,,2,Battery/dry cell,,Collected firewood,,,,Unfarmed areas of community,,10,Minute,None,60,No,,,,,,,,,,,,No,,,,No,,,,0,,River/stream,,0,18,Minute,All year around,,None,,,None,,No,,,
102021950079,1,10202195,Owned,50000,500,Month,,,1,Semi-Permanent,Burnt bricks,,Grass,,Smoothed mud,,3,Battery/dry cell,,Collected firewood,,,,Unfarmed areas of community,,5,Minute,None,200,No,,,,,,,,,,,,No,,,,No,,,,0,,River/stream,,0,10,Minute,All year around,,Traditional latrine with roof,,Household members only,Rubbish pit,,Yes,No,No,
102021950086,1,10202195,Owned,40000,600,Month,,,7,Semi-Permanent,Burnt bricks,,Grass,,Smoothed mud,,4,Battery/dry cell,,Collected firewood,,,,Unfarmed areas of community,,10,Minute,None,100,No,,,,,,,,,,,,No,,,,No,,,,0,,Open public well,,0,7,Minute,All year around,,Traditional latrine with roof,,Other households also,Other (specify),BUSH,No,,,
102021950094,1,10202195,Owned,25000,500,Month,,,2,Semi-Permanent,Burnt bricks,,Grass,,Sand,,4,Battery/dry cell,,Collected firewood,,,,Unfarmed areas of community,,10,Minute,None,100,No,,,,,,,,,,,,No,,,,No,,,,0,,River/stream,,0,5,Minute,All year around,,Traditional latrine with roof,,Household members only,Rubbish pit,,Yes,No,No,
102021950101,1,10202195,Owned,10000,200,Month,,,5,Traditional,Compacted earth,,Grass,,Smoothed mud,,2,Battery/dry cell,,Collected firewood,,,,Unfarmed areas of community,,5,Minute,None,100,No,,,,,,,,,,,,No,,,,No,,,,0,,Open public well,,0,10,Minute,All year around,,Traditional latrine with roof,,Household members only,Other (specify),BUSH,Yes,No,Yes,"Yes, for all children under five"
102021950115,1,10202195,Owned,4500,100,Month,,,1,Traditional,Compacted earth,,Grass,,Smoothed mud,,2,Parrafin,,Collected firewood,,,,Unfarmed areas of community,,15,Minute,None,200,No,,,,,,,,,,,,No,,,,No,,,,0,,Borehole,,0,20,Minute,All year around,,None,,,Other (specify),BUSH,No,,,
102021950122,1,10202195,Owned,45000,500,Month,,,11,Permanent,Burnt bricks,,Iron sheets,,Smooth cement,,4,Parrafin,,Collected firewood,,,,Own woodlot,,3,Minute,None,200,No,,,,,,,,,,,,No,,,,No,,,,0,,Borehole,,0,5,Minute,All year around,,Traditional latrine with roof,,Household members only,Other (specify),BUSH,No,,,
102021950130,1,10202195,Owned,20000,100,Month,,,2,Traditional,Mud,,Grass,,Smoothed mud,,2,Battery/dry cell,,Collected firewood,,,,Unfarmed areas of community,,10,Minute,None,100,No,,,,,,,,,,,,No,,,,No,,,,0,,River/stream,,0,10,Minute,All year around,,None,,,Other (specify),BUSH,No,,,
102021950144,1,10202195,Owned,55000,500,Month,,,6,Permanent,Burnt bricks,,Iron sheets,,Smoothed mud,,4,Parrafin,,Collected firewood,,,,Unfarmed areas of community,,10,Minute,None,300,No,,,,,,,,,,,,No,,,,No,,,,0,,River/stream,,0,15,Minute,All year around,,Traditional latrine with roof,,Household members only,Other (specify),BUSH,No,,,
102025140004,1,10202514,Owned,17000,250,Month,,,4,Traditional,Mud,,Grass,,Smoothed mud,,2,Battery/dry cell,,Collected firewood,,,,Unfarmed areas of community,,2,Hour,None,50,No,,,,,,,,,,,,No,,,,No,,,,1,240,Borehole,,0,5,Minute,All year around,,Traditional latrine with roof,,Other households also,Public rubbish heap,,Yes,Yes,Yes,"Yes, for all children under five"
102025140019,1,10202514,Owned,20000,500,Month,,,3,Traditional,Wood,,Grass,,Smoothed mud,,4,Parrafin,,Collected firewood,,,,Unfarmed areas of community,,1,Hour,Half,500,No,,,,,,,,,,,,No,,,,No,,,,1,500,Borehole,,500,30,Minute,All year around,,Traditional latrine with roof,,Other households also,Rubbish pit,,Yes,All nets treated & less than 6 months old,No,
102025140060,1,10202514,Owned,200000,3000,Month,,,1,Permanent,Burnt bricks,,Iron sheets,,Smoothed mud,,8,Parrafin,,Collected firewood,,,,Unfarmed areas of community,,26,Minute,None,500,No,,,,,,,,,,,,No,,,,No,,,,1,2400,Borehole,,0,1,Minute,All year around,,Traditional latrine with roof,,Household members only,Rubbish pit,,Yes,Yes,Yes,"Yes, for all children under five"
102025140064,1,10202514,Owned,10000,200,Month,,,1,Traditional,Wood,,Grass,,Sand,,2,Parrafin,,Collected firewood,,,,Unfarmed areas of community,,1,Hour,None,200,No,,,,,,,,,,,,No,,,,No,,,,0,,Protected public well,,0,20,Minute,All year around,,None,,,Public rubbish heap,,No,,,
102025140068,1,10202514,Owned,15000,2000,Month,,,3,Traditional,Wood,,Grass,,Smoothed mud,,2,Parrafin,,Collected firewood,,,,Unfarmed areas of community,,1,Hour,None,300,No,,,,,,,,,,,,No,,,,No,,,,0,,Protected public well,,0,30,Minute,All year around,,None,,,Public rubbish heap,,Yes,No,Yes,"Yes, for all children under five"
102025140087,1,10202514,Owned,100000,5000,Month,,,4,Permanent,Burnt bricks,,Iron sheets,,Smooth cement,,5,Parrafin,,Collected firewood,,,,Unfarmed areas of community,,20,Minute,None,100,No,,,,,,,,,,,,No,,,,No,,,,0,,Borehole,,0,5,Minute,All year around,,Traditional latrine with roof,,Household members only,None,,Yes,Yes,Yes,"Yes, for all children under five"
102025140089,1,10202514,Owned,70000,1500,Month,,,2,Permanent,Burnt bricks,,Iron sheets,,Smoothed mud,,6,Parrafin,,Collected firewood,,,,Unfarmed areas of community,,20,Minute,None,500,No,,,,,,,,,,,,No,,,,No,,,,0,,Borehole,,0,5,Minute,All year around,,Latrine without roof,,Household members only,Rubbish pit,,Yes,Yes,Yes,"Yes, for all children under five"
102025140104,1,10202514,Owned,30000,200,Month,,,2,Traditional,Mud,,Grass,,Smoothed mud,,2,Collected firewood,,Collected firewood,,,,Unfarmed areas of community,,1,Hour,None,100,No,,,,,,,,,,,,No,,,,No,,,,0,,Borehole,,0,30,Minute,All year around,,Traditional latrine with roof,,Other households also,Rubbish pit,,Yes,Yes,No,
102025140122,1,10202514,Owned,100000,1200,Month,,,1,Semi-Permanent,Burnt bricks,,Grass,,Smoothed mud,,4,Parrafin,,Collected firewood,,,,Unfarmed areas of community,,30,Minute,None,100,No,,,,,,,,,,,,Yes,No,,,No,,,,0,,Borehole,,0,30,Minute,All year around,,Traditional latrine with roof,,Household members only,Rubbish pit,,Yes,Yes,Yes,"Yes, for all children under five"
102025140144,1,10202514,Owned,10000,500,Month,,,3,Traditional,Mud,,Grass,,Smoothed mud,,2,Parrafin,,Collected firewood,,,,Unfarmed areas of community,,2,Hour,None,20,No,,,,,,,,,,,,No,,,,No,,,,0,,Borehole,,0,30,Minute,All year around,,Latrine without roof,,Other households also,Rubbish pit,,Yes,Yes,No,
102025140145,1,10202514,Owned,9500,200,Month,,,0,Traditional,Mud,,Grass,,Smoothed mud,,2,Parrafin,,Collected firewood,,,,Unfarmed areas of community,,2,Hour,None,30,No,,,,,,,,,,,,No,,,,No,,,,0,,Borehole,,0,10,Minute,All year around,,Traditional latrine with roof,,Other households also,Public rubbish heap,,Yes,Yes,Yes,"Yes, for all children under five"
102025140149,1,10202514,Owned,40000,1000,Month,,,1,Traditional,Mud,,Grass,,Smoothed mud,,2,Parrafin,,Collected firewood,,,,Unfarmed areas of community,,12,Minute,None,500,No,,,,,,,,,,,,No,,,,No,,,,1,500,Borehole,,0,5,Minute,All year around,,Latrine without roof,,Household members only,None,,No,,,
102025140151,1,10202514,Owned,90000,2000,Month,,,11,Permanent,Burnt bricks,,Iron sheets,,Smoothed mud,,5,Parrafin,,Collected firewood,,,,Forest reserve,,2,Hour,None,1000,No,,,,,,,,,,,,No,,,,No,,,,0,,Borehole,,0,1,Hour,Only rainy season,River/stream,Latrine without roof,,Household members only,Rubbish pit,,Yes,No,Yes,"No, none of the children under five"
102025140160,1,10202514,Owned,20000,500,Month,,,1,Traditional,Mud,,Grass,,Smoothed mud,,2,Parrafin,,Collected firewood,,,,Other (specify),ALONG RIVER,2,Hour,None,30,No,,,,,,,,,,,,No,,,,No,,,,0,,Borehole,,200,On Permises,,All year around,,Traditional latrine with roof,,Household members only,Rubbish pit,,Yes,Yes,Yes,"Yes, for all children under five"
102025140161,1,10202514,Owned,30000,500,Month,,,3,Traditional,Mud,,Grass,,Smoothed mud,,2,Parrafin,,Collected firewood,,,,Unfarmed areas of community,,2,Hour,None,500,No,,,,,,,,,,,,No,,,,No,,,,0,,Borehole,,0,15,Minute,All year around,,Traditional latrine with roof,,Household members only,Public rubbish heap,,Yes,Yes,No,
