case_id,visit,ea_id,hh_g09,hh_g10a,hh_g10b,hh_g10c,hh_g11
105083690203,1,10508369,Yes,B,Children 6-15 years,0,0
105083690203,1,10508369,Yes,C,Adults 16-65 years,1,1
105083690203,1,10508369,Yes,D,People over 66 years old,0,0
105093190002,1,10509319,Yes,A,Children 0-5 years,0,0
105093190002,1,10509319,Yes,B,Children 6-15 years,0,0
105093190002,1,10509319,Yes,C,Adults 16-65 years,1,1
105093190002,1,10509319,Yes,D,People over 66 years old,0,0
105093190013,1,10509319,No,,,,
105093190021,1,10509319,Yes,A,Children 0-5 years,7,1
105093190021,1,10509319,Yes,B,Children 6-15 years,2,1
105093190021,1,10509319,Yes,C,Adults 16-65 years,0,0
105093190021,1,10509319,Yes,D,People over 66 years old,0,0
105093190045,1,10509319,No,,,,
105093190056,1,10509319,No,,,,
105093190058,1,10509319,No,,,,
105093190062,1,10509319,No,,,,
105093190116,1,10509319,Yes,A,Children 0-5 years,,
105093190116,1,10509319,Yes,B,Children 6-15 years,,
105093190116,1,10509319,Yes,C,Adults 16-65 years,3,6
105093190116,1,10509319,Yes,D,People over 66 years old,,
105093190129,1,10509319,No,,,,
105093190148,1,10509319,Yes,A,Children 0-5 years,3,1
105093190148,1,10509319,Yes,B,Children 6-15 years,1,2
105093190148,1,10509319,Yes,C,Adults 16-65 years,0,0
105093190148,1,10509319,Yes,D,People over 66 years old,0,0
105093190150,1,10509319,No,,,,
105093190189,1,10509319,Yes,A,Children 0-5 years,0,0
105093190189,1,10509319,Yes,B,Children 6-15 years,0,0
105093190189,1,10509319,Yes,C,Adults 16-65 years,2,3
105093190189,1,10509319,Yes,D,People over 66 years old,0,0
105093190205,1,10509319,No,,,,
105093190214,1,10509319,No,,,,
105093190217,1,10509319,Yes,A,Children 0-5 years,,
105093190217,1,10509319,Yes,B,Children 6-15 years,,
105093190217,1,10509319,Yes,C,Adults 16-65 years,1,1
105093190217,1,10509319,Yes,D,People over 66 years old,,
105093190245,1,10509319,No,,,,
105094740012,1,10509474,No,,,,
105094740019,1,10509474,No,,,,
105094740026,1,10509474,No,,,,
105094740033,1,10509474,No,,,,
105094740047,1,10509474,No,,,,
105094740054,1,10509474,No,,,,
105094740061,1,10509474,No,,,,
105094740068,1,10509474,No,,,,
105094740082,1,10509474,No,,,,
105094740089,1,10509474,No,,,,
105094740096,1,10509474,No,,,,
105094740103,1,10509474,No,,,,
105094740117,1,10509474,No,,,,
105094740124,1,10509474,No,,,,
105094740131,1,10509474,No,,,,
105094740146,1,10509474,No,,,,
105103880009,2,10510388,No,,,,
105103880018,2,10510388,Yes,A,Children 0-5 years,2,3
105103880018,2,10510388,Yes,B,Children 6-15 years,0,0
105103880018,2,10510388,Yes,C,Adults 16-65 years,0,0
105103880018,2,10510388,Yes,D,People over 66 years old,0,0
105103880027,2,10510388,Yes,A,Children 0-5 years,2,2
105103880027,2,10510388,Yes,B,Children 6-15 years,1,1
105103880027,2,10510388,Yes,C,Adults 16-65 years,3,1
105103880027,2,10510388,Yes,D,People over 66 years old,0,0
105103880036,2,10510388,No,,,,
105103880054,2,10510388,No,,,,
105103880062,2,10510388,No,,,,
105103880071,2,10510388,No,,,,
105103880080,2,10510388,No,,,,
105103880098,2,10510388,No,,,,
105103880107,2,10510388,No,,,,
105103880116,2,10510388,Yes,A,Children 0-5 years,0,0
105103880116,2,10510388,Yes,B,Children 6-15 years,3,1
105103880116,2,10510388,Yes,C,Adults 16-65 years,0,0
105103880116,2,10510388,Yes,D,People over 66 years old,0,0
105103880124,2,10510388,Yes,A,Children 0-5 years,1,1
105103880124,2,10510388,Yes,B,Children 6-15 years,2,1
105103880124,2,10510388,Yes,C,Adults 16-65 years,0,0
105103880124,2,10510388,Yes,D,People over 66 years old,0,0
105103880142,2,10510388,No,,,,
105103880151,2,10510388,No,,,,
105103880160,2,10510388,No,,,,
105103880178,2,10510388,No,,,,
107320470015,1,10732047,No,,,,
107320470025,1,10732047,No,,,,
107320470034,1,10732047,No,,,,
107320470043,1,10732047,No,,,,
107320470062,1,10732047,Yes,A,Children 0-5 years,0,0
107320470062,1,10732047,Yes,B,Children 6-15 years,1,1
107320470062,1,10732047,Yes,C,Adults 16-65 years,0,0
107320470062,1,10732047,Yes,D,People over 66 years old,1,1
107320470072,1,10732047,No,,,,
107320470081,1,10732047,No,,,,
107320470090,1,10732047,No,,,,
107320470109,1,10732047,No,,,,
107320470118,1,10732047,No,,,,
107320470128,1,10732047,No,,,,
107320470137,1,10732047,Yes,A,Children 0-5 years,0,0
107320470137,1,10732047,Yes,B,Children 6-15 years,3,3
107320470137,1,10732047,Yes,C,Adults 16-65 years,1,1
107320470137,1,10732047,Yes,D,People over 66 years old,0,0
107320470156,1,10732047,No,,,,
107320470165,1,10732047,No,,,,
107320470175,1,10732047,No,,,,
107320470194,1,10732047,No,,,,
107320700012,1,10732070,No,,,,
107320700018,1,10732070,No,,,,
107320700023,1,10732070,No,,,,
107320700029,1,10732070,Yes,A,Children 0-5 years,0,0
107320700029,1,10732070,Yes,B,Children 6-15 years,0,0
107320700029,1,10732070,Yes,C,Adults 16-65 years,0,0
107320700029,1,10732070,Yes,D,People over 66 years old,3,1
107320700041,1,10732070,Yes,A,Children 0-5 years,1,1
107320700041,1,10732070,Yes,B,Children 6-15 years,3,1
107320700041,1,10732070,Yes,C,Adults 16-65 years,0,0
107320700041,1,10732070,Yes,D,People over 66 years old,0,0
107320700047,1,10732070,No,,,,
107320700053,1,10732070,No,,,,
107320700059,1,10732070,No,,,,
107320700071,1,10732070,No,,,,
107320700077,1,10732070,No,,,,
107320700083,1,10732070,No,,,,
107320700089,1,10732070,Yes,A,Children 0-5 years,0,0
107320700089,1,10732070,Yes,B,Children 6-15 years,0,0
107320700089,1,10732070,Yes,C,Adults 16-65 years,1,2
107320700089,1,10732070,Yes,D,People over 66 years old,0,0
107320700101,1,10732070,No,,,,
107320700107,1,10732070,No,,,,
107320700113,1,10732070,No,,,,
107320700125,1,10732070,No,,,,
107321920007,1,10732192,No,,,,
107321920048,1,10732192,No,,,,
107321920084,1,10732192,No,,,,
107321920111,1,10732192,No,,,,
107321920134,1,10732192,Yes,A,Children 0-5 years,0,0
107321920134,1,10732192,Yes,B,Children 6-15 years,0,0
107321920134,1,10732192,Yes,C,Adults 16-65 years,7,21
107321920134,1,10732192,Yes,D,People over 66 years old,0,0
107321920171,1,10732192,No,,,,
107321920194,1,10732192,Yes,A,Children 0-5 years,0,0
107321920194,1,10732192,Yes,B,Children 6-15 years,0,0
107321920194,1,10732192,Yes,C,Adults 16-65 years,7,14
107321920194,1,10732192,Yes,D,People over 66 years old,0,0
107321920240,1,10732192,Yes,A,Children 0-5 years,0,0
107321920240,1,10732192,Yes,B,Children 6-15 years,2,6
107321920240,1,10732192,Yes,C,Adults 16-65 years,2,6
107321920240,1,10732192,Yes,D,People over 66 years old,0,0
107321920241,1,10732192,No,,,,
107321920255,1,10732192,No,,,,
107321920258,1,10732192,No,,,,
107321920281,1,10732192,No,,,,
107321920285,1,10732192,No,,,,
107321920288,1,10732192,No,,,,
107321920320,1,10732192,No,,,,
107321920404,1,10732192,No,,,,
107334650013,1,10733465,No,,,,
107334650019,1,10733465,No,,,,
107334650026,1,10733465,Yes,A,Children 0-5 years,0,0
107334650026,1,10733465,Yes,B,Children 6-15 years,1,1
107334650026,1,10733465,Yes,C,Adults 16-65 years,1,1
107334650026,1,10733465,Yes,D,People over 66 years old,0,0
107334650033,1,10733465,No,,,,
107334650046,1,10733465,No,,,,
107334650053,1,10733465,No,,,,
107334650059,1,10733465,No,,,,
107334650066,1,10733465,No,,,,
107334650079,1,10733465,No,,,,
107334650086,1,10733465,No,,,,
107334650092,1,10733465,No,,,,
107334650100,1,10733465,No,,,,
107334650112,1,10733465,No,,,,
107334650119,1,10733465,No,,,,
107334650125,1,10733465,No,,,,
107334650138,1,10733465,No,,,,
107336400005,2,10733640,Yes,A,Children 0-5 years,0,0
107336400005,2,10733640,Yes,B,Children 6-15 years,0,0
107336400005,2,10733640,Yes,C,Adults 16-65 years,1,2
107336400005,2,10733640,Yes,D,People over 66 years old,0,0
107336400010,2,10733640,No,,,,
107336400015,2,10733640,No,,,,
107336400020,2,10733640,No,,,,
107336400031,2,10733640,No,,,,
107336400036,2,10733640,No,,,,
107336400041,2,10733640,Yes,A,Children 0-5 years,2,2
107336400041,2,10733640,Yes,B,Children 6-15 years,2,2
107336400041,2,10733640,Yes,C,Adults 16-65 years,0,0
107336400041,2,10733640,Yes,D,People over 66 years old,0,0
107336400047,2,10733640,No,,,,
107336400056,2,10733640,No,,,,
107336400067,2,10733640,No,,,,
107336400072,2,10733640,No,,,,
107336400077,2,10733640,No,,,,
107336400087,2,10733640,Yes,A,Children 0-5 years,2,6
107336400087,2,10733640,Yes,B,Children 6-15 years,0,0
107336400087,2,10733640,Yes,C,Adults 16-65 years,2,6
107336400087,2,10733640,Yes,D,People over 66 years old,0,0
107336400092,2,10733640,No,,,,
107336400097,2,10733640,No,,,,
107336400107,2,10733640,No,,,,
107343700017,2,10734370,No,,,,
107343700036,2,10734370,No,,,,
107343700075,2,10734370,No,,,,
107343700094,2,10734370,No,,,,
107343700114,2,10734370,No,,,,
107343700152,2,10734370,No,,,,
107343700172,2,10734370,No,,,,
107343700191,2,10734370,No,,,,
107343700230,2,10734370,No,,,,
107343700249,2,10734370,No,,,,
107343700269,2,10734370,Yes,A,Children 0-5 years,0,0
107343700269,2,10734370,Yes,B,Children 6-15 years,0,0
107343700269,2,10734370,Yes,C,Adults 16-65 years,2,1
107343700269,2,10734370,Yes,D,People over 66 years old,0,0
107343700307,2,10734370,No,,,,
107343700327,2,10734370,No,,,,
107343700346,2,10734370,No,,,,
107343700385,2,10734370,No,,,,
107343700404,2,10734370,No,,,,
107343930007,1,10734393,No,,,,
107343930016,1,10734393,No,,,,
107343930025,1,10734393,No,,,,
107343930033,1,10734393,No,,,,
107343930042,1,10734393,No,,,,
107343930060,1,10734393,No,,,,
107343930068,1,10734393,No,,,,
107343930077,1,10734393,No,,,,
107343930086,1,10734393,No,,,,
107343930103,1,10734393,No,,,,
107343930112,1,10734393,No,,,,
107343930117,1,10734393,No,,,,
107343930121,1,10734393,No,,,,
107343930129,1,10734393,No,,,,
107343930155,1,10734393,No,,,,
107343930182,1,10734393,No,,,,
107344070010,1,10734407,No,,,,
107344070017,1,10734407,No,,,,
107344070024,1,10734407,No,,,,
107344070031,1,10734407,Yes,A,Children 0-5 years,0,0
107344070031,1,10734407,Yes,B,Children 6-15 years,0,0
107344070031,1,10734407,Yes,C,Adults 16-65 years,2,6
107344070031,1,10734407,Yes,D,People over 66 years old,0,0
107344070044,1,10734407,No,,,,
107344070051,1,10734407,No,,,,
107344070058,1,10734407,No,,,,
107344070065,1,10734407,No,,,,
107344070078,1,10734407,Yes,A,Children 0-5 years,0,0
107344070078,1,10734407,Yes,B,Children 6-15 years,1,1
107344070078,1,10734407,Yes,C,Adults 16-65 years,0,0
107344070078,1,10734407,Yes,D,People over 66 years old,0,0
107344070085,1,10734407,No,,,,
107344070092,1,10734407,No,,,,
107344070099,1,10734407,No,,,,
107344070112,1,10734407,No,,,,
107344070119,1,10734407,No,,,,
107344070126,1,10734407,No,,,,
107344070140,1,10734407,No,,,,
107347620013,1,10734762,No,,,,
107347620016,1,10734762,No,,,,
107347620030,1,10734762,Yes,A,Children 0-5 years,0,0
107347620030,1,10734762,Yes,B,Children 6-15 years,1,3
107347620030,1,10734762,Yes,C,Adults 16-65 years,1,3
107347620030,1,10734762,Yes,D,People over 66 years old,0,0
107347620031,1,10734762,No,,,,
107347620049,1,10734762,No,,,,
107347620061,1,10734762,Yes,A,Children 0-5 years,0,0
107347620061,1,10734762,Yes,B,Children 6-15 years,0,0
107347620061,1,10734762,Yes,C,Adults 16-65 years,1,1
107347620061,1,10734762,Yes,D,People over 66 years old,0,0
107347620073,1,10734762,No,,,,
107347620104,1,10734762,No,,,,
107347620143,1,10734762,Yes,A,Children 0-5 years,0,0
107347620143,1,10734762,Yes,B,Children 6-15 years,0,0
107347620143,1,10734762,Yes,C,Adults 16-65 years,7,16
107347620143,1,10734762,Yes,D,People over 66 years old,0,0
107347620169,1,10734762,No,,,,
107347620222,1,10734762,No,,,,
107347620237,1,10734762,No,,,,
107347620278,1,10734762,No,,,,
107347620281,1,10734762,No,,,,
107347620318,1,10734762,Yes,A,Children 0-5 years,0,0
107347620318,1,10734762,Yes,B,Children 6-15 years,0,0
107347620318,1,10734762,Yes,C,Adults 16-65 years,1,2
107347620318,1,10734762,Yes,D,People over 66 years old,0,0
107347620346,1,10734762,No,,,,
107351300004,1,10735130,No,,,,
107351300011,1,10735130,No,,,,
107351300018,1,10735130,No,,,,
107351300026,1,10735130,No,,,,
107351300033,1,10735130,No,,,,
107351300040,1,10735130,No,,,,
107351300047,1,10735130,No,,,,
107351300055,1,10735130,No,,,,
107351300062,1,10735130,No,,,,
107351300084,1,10735130,No,,,,
107351300091,1,10735130,No,,,,
107351300098,1,10735130,No,,,,
107351300105,1,10735130,No,,,,
107351300127,1,10735130,No,,,,
107351300134,1,10735130,No,,,,
107351300149,1,10735130,No,,,,
107351730002,1,10735173,No,,,,
107351730020,1,10735173,Yes,A,Children 0-5 years,5,15
107351730020,1,10735173,Yes,B,Children 6-15 years,0,0
107351730020,1,10735173,Yes,C,Adults 16-65 years,5,15
107351730020,1,10735173,Yes,D,People over 66 years old,0,0
107351730052,1,10735173,No,,,,
107351730077,1,10735173,No,,,,
107351730088,1,10735173,Yes,A,Children 0-5 years,3,9
107351730088,1,10735173,Yes,B,Children 6-15 years,0,0
107351730088,1,10735173,Yes,C,Adults 16-65 years,0,0
107351730088,1,10735173,Yes,D,People over 66 years old,0,0
107351730095,1,10735173,No,,,,
107351730115,1,10735173,Yes,A,Children 0-5 years,0,0
107351730115,1,10735173,Yes,B,Children 6-15 years,0,0
107351730115,1,10735173,Yes,C,Adults 16-65 years,3,9
107351730115,1,10735173,Yes,D,People over 66 years old,0,0
107351730116,1,10735173,No,,,,
107351730125,1,10735173,No,,,,
107351730128,1,10735173,No,,,,
107351730133,1,10735173,No,,,,
107351730145,1,10735173,No,,,,
107351730156,1,10735173,No,,,,
107351730159,1,10735173,No,,,,
107351730166,1,10735173,No,,,,
107351730175,1,10735173,No,,,,
107360530002,1,10736053,No,,,,
107360530007,1,10736053,Yes,A,Children 0-5 years,1,1
107360530007,1,10736053,Yes,B,Children 6-15 years,1,1
107360530007,1,10736053,Yes,C,Adults 16-65 years,1,2
107360530007,1,10736053,Yes,D,People over 66 years old,0,0
107360530012,1,10736053,Yes,A,Children 0-5 years,0,0
107360530012,1,10736053,Yes,B,Children 6-15 years,2,2
107360530012,1,10736053,Yes,C,Adults 16-65 years,0,0
107360530012,1,10736053,Yes,D,People over 66 years old,0,0
107360530017,1,10736053,No,,,,
107360530023,1,10736053,No,,,,
107360530033,1,10736053,No,,,,
107360530038,1,10736053,No,,,,
107360530043,1,10736053,No,,,,
107360530048,1,10736053,Yes,A,Children 0-5 years,0,0
107360530048,1,10736053,Yes,B,Children 6-15 years,0,0
107360530048,1,10736053,Yes,C,Adults 16-65 years,1,1
107360530048,1,10736053,Yes,D,People over 66 years old,0,0
107360530059,1,10736053,No,,,,
107360530064,1,10736053,No,,,,
107360530069,1,10736053,No,,,,
107360530074,1,10736053,No,,,,
107360530084,1,10736053,No,,,,
107360530089,1,10736053,No,,,,
107360530095,1,10736053,No,,,,
107361740002,1,10736174,No,,,,
107361740003,1,10736174,No,,,,
107361740004,1,10736174,No,,,,
107361740005,1,10736174,No,,,,
107361740008,1,10736174,No,,,,
107361740009,1,10736174,No,,,,
107361740011,1,10736174,Yes,A,Children 0-5 years,0,0
107361740011,1,10736174,Yes,B,Children 6-15 years,0,0
107361740011,1,10736174,Yes,C,Adults 16-65 years,1,2
107361740011,1,10736174,Yes,D,People over 66 years old,0,0
107361740012,1,10736174,No,,,,
107361740015,1,10736174,No,,,,
107361740016,1,10736174,No,,,,
107361740017,1,10736174,No,,,,
107361740019,1,10736174,No,,,,
107361740021,1,10736174,No,,,,
107361740023,1,10736174,No,,,,
107361740024,1,10736174,No,,,,
107361740027,1,10736174,No,,,,
107363770001,1,10736377,No,,,,
107363770002,1,10736377,No,,,,
107363770003,1,10736377,No,,,,
107363770004,1,10736377,No,,,,
107363770005,1,10736377,No,,,,
107363770006,1,10736377,No,,,,
107363770008,1,10736377,No,,,,
107363770009,1,10736377,No,,,,
107363770010,1,10736377,No,,,,
107363770011,1,10736377,No,,,,
107363770012,1,10736377,Yes,A,Children 0-5 years,0,0
107363770012,1,10736377,Yes,B,Children 6-15 years,0,0
107363770012,1,10736377,Yes,C,Adults 16-65 years,3,3
107363770012,1,10736377,Yes,D,People over 66 years old,0,0
107363770013,1,10736377,No,,,,
107363770014,1,10736377,No,,,,
107363770015,1,10736377,Yes,A,Children 0-5 years,0,0
107363770015,1,10736377,Yes,B,Children 6-15 years,0,0
107363770015,1,10736377,Yes,C,Adults 16-65 years,1,1
107363770015,1,10736377,Yes,D,People over 66 years old,0,0
107363770016,1,10736377,No,,,,
107363770017,1,10736377,No,,,,
107364660001,1,10736466,No,,,,
107364660008,1,10736466,No,,,,
107364660015,1,10736466,No,,,,
107364660022,1,10736466,No,,,,
107364660028,1,10736466,No,,,,
107364660042,1,10736466,No,,,,
107364660055,1,10736466,No,,,,
107364660062,1,10736466,No,,,,
107364660076,1,10736466,No,,,,
107364660082,1,10736466,No,,,,
107364660089,1,10736466,No,,,,
107364660096,1,10736466,No,,,,
107364660110,1,10736466,No,,,,
107364660116,1,10736466,No,,,,
107364660123,1,10736466,Yes,A,Children 0-5 years,0,0
107364660123,1,10736466,Yes,B,Children 6-15 years,0,0
107364660123,1,10736466,Yes,C,Adults 16-65 years,1,2
107364660123,1,10736466,Yes,D,People over 66 years old,0,0
107364660137,1,10736466,No,,,,
107365960001,2,10736596,No,,,,
107365960002,2,10736596,No,,,,
107365960003,2,10736596,No,,,,
107365960004,2,10736596,No,,,,
107365960005,2,10736596,No,,,,
107365960006,2,10736596,No,,,,
107365960008,2,10736596,Yes,A,Children 0-5 years,0,0
107365960008,2,10736596,Yes,B,Children 6-15 years,0,0
107365960008,2,10736596,Yes,C,Adults 16-65 years,4,11
107365960008,2,10736596,Yes,D,People over 66 years old,0,0
107365960009,2,10736596,Yes,A,Children 0-5 years,0,0
107365960009,2,10736596,Yes,B,Children 6-15 years,2,1
107365960009,2,10736596,Yes,C,Adults 16-65 years,1,1
107365960009,2,10736596,Yes,D,People over 66 years old,0,0
107365960010,2,10736596,No,,,,
107365960011,2,10736596,No,,,,
107365960012,2,10736596,No,,,,
107365960013,2,10736596,Yes,A,Children 0-5 years,0,0
107365960013,2,10736596,Yes,B,Children 6-15 years,0,0
107365960013,2,10736596,Yes,C,Adults 16-65 years,7,7
107365960013,2,10736596,Yes,D,People over 66 years old,0,0
107365960014,2,10736596,No,,,,
107365960015,2,10736596,Yes,A,Children 0-5 years,0,0
107365960015,2,10736596,Yes,B,Children 6-15 years,1,2
107365960015,2,10736596,Yes,C,Adults 16-65 years,0,0
107365960015,2,10736596,Yes,D,People over 66 years old,0,0
107365960016,2,10736596,No,,,,
107365960017,2,10736596,No,,,,
107371990010,1,10737199,No,,,,
107371990017,1,10737199,No,,,,
107371990024,1,10737199,No,,,,
107371990030,1,10737199,No,,,,
107371990043,1,10737199,No,,,,
107371990050,1,10737199,No,,,,
107371990056,1,10737199,No,,,,
107371990063,1,10737199,No,,,,
107371990076,1,10737199,No,,,,
107371990083,1,10737199,No,,,,
107371990089,1,10737199,No,,,,
107371990096,1,10737199,No,,,,
107371990109,1,10737199,No,,,,
107371990116,1,10737199,No,,,,
107371990122,1,10737199,No,,,,
107371990135,1,10737199,No,,,,
107393090012,1,10739309,No,,,,
107393090020,1,10739309,No,,,,
107393090028,1,10739309,No,,,,
107393090036,1,10739309,No,,,,
107393090052,1,10739309,Yes,A,Children 0-5 years,0,0
107393090052,1,10739309,Yes,B,Children 6-15 years,2,2
107393090052,1,10739309,Yes,C,Adults 16-65 years,0,0
107393090052,1,10739309,Yes,D,People over 66 years old,0,0
107393090060,1,10739309,No,,,,
107393090068,1,10739309,No,,,,
107393090076,1,10739309,No,,,,
107393090092,1,10739309,No,,,,
107393090101,1,10739309,No,,,,
107393090109,1,10739309,No,,,,
107393090117,1,10739309,No,,,,
107393090133,1,10739309,No,,,,
107393090141,1,10739309,No,,,,
107393090149,1,10739309,No,,,,
107393090165,1,10739309,No,,,,
107415040001,1,10741504,No,,,,
107415040009,1,10741504,No,,,,
107415040010,1,10741504,Yes,A,Children 0-5 years,0,0
107415040010,1,10741504,Yes,B,Children 6-15 years,0,0
107415040010,1,10741504,Yes,C,Adults 16-65 years,7,7
107415040010,1,10741504,Yes,D,People over 66 years old,0,0
107415040027,1,10741504,No,,,,
107415040028,1,10741504,No,,,,
107415040048,1,10741504,No,,,,
107415040056,1,10741504,No,,,,
107415040057,1,10741504,No,,,,
107415040060,1,10741504,No,,,,
107415040063,1,10741504,No,,,,
107415040065,1,10741504,No,,,,
107415040085,1,10741504,No,,,,
107415040109,1,10741504,Yes,A,Children 0-5 years,0,0
107415040109,1,10741504,Yes,B,Children 6-15 years,4,12
107415040109,1,10741504,Yes,C,Adults 16-65 years,0,0
107415040109,1,10741504,Yes,D,People over 66 years old,4,12
107415040112,1,10741504,Yes,A,Children 0-5 years,0,0
107415040112,1,10741504,Yes,B,Children 6-15 years,0,0
107415040112,1,10741504,Yes,C,Adults 16-65 years,4,4
107415040112,1,10741504,Yes,D,People over 66 years old,0,0
107415040115,1,10741504,No,,,,
107415040123,1,10741504,No,,,,
107440390009,1,10744039,No,,,,
107440390014,1,10744039,No,,,,
107440390020,1,10744039,No,,,,
107440390026,1,10744039,No,,,,
107440390038,1,10744039,No,,,,
107440390044,1,10744039,Yes,A,Children 0-5 years,0,0
107440390044,1,10744039,Yes,B,Children 6-15 years,2,1
107440390044,1,10744039,Yes,C,Adults 16-65 years,2,2
107440390044,1,10744039,Yes,D,People over 66 years old,0,0
107440390050,1,10744039,No,,,,
107440390056,1,10744039,No,,,,
107440390068,1,10744039,No,,,,
107440390073,1,10744039,Yes,A,Children 0-5 years,0,0
107440390073,1,10744039,Yes,B,Children 6-15 years,1,2
107440390073,1,10744039,Yes,C,Adults 16-65 years,0,0
107440390073,1,10744039,Yes,D,People over 66 years old,0,0
107440390079,1,10744039,No,,,,
107440390085,1,10744039,Yes,A,Children 0-5 years,0,0
107440390085,1,10744039,Yes,B,Children 6-15 years,0,0
107440390085,1,10744039,Yes,C,Adults 16-65 years,2,2
107440390085,1,10744039,Yes,D,People over 66 years old,0,0
107440390097,1,10744039,No,,,,
107440390103,1,10744039,No,,,,
107440390109,1,10744039,No,,,,
107440390121,1,10744039,No,,,,
107441540013,1,10744154,No,,,,
107441540020,1,10744154,No,,,,
107441540022,1,10744154,No,,,,
107441540034,1,10744154,No,,,,
107441540049,1,10744154,No,,,,
107441540056,1,10744154,No,,,,
107441540064,1,10744154,No,,,,
107441540071,1,10744154,No,,,,
107441540085,1,10744154,No,,,,
107441540093,1,10744154,No,,,,
107441540100,1,10744154,No,,,,
107441540107,1,10744154,No,,,,
107441540122,1,10744154,Yes,A,Children 0-5 years,0,0
107441540122,1,10744154,Yes,B,Children 6-15 years,2,2
107441540122,1,10744154,Yes,C,Adults 16-65 years,0,0
107441540122,1,10744154,Yes,D,People over 66 years old,0,0
107441540129,1,10744154,No,,,,
107441540136,1,10744154,No,,,,
107441540151,1,10744154,No,,,,
107446490002,2,10744649,No,,,,
107446490017,2,10744649,No,,,,
107446490047,2,10744649,No,,,,
107446490062,2,10744649,Yes,A,Children 0-5 years,0,0
107446490062,2,10744649,Yes,B,Children 6-15 years,0,0
107446490062,2,10744649,Yes,C,Adults 16-65 years,2,5
107446490062,2,10744649,Yes,D,People over 66 years old,0,0
107446490077,2,10744649,No,,,,
107446490092,2,10744649,No,,,,
107446490107,2,10744649,No,,,,
107446490122,2,10744649,Yes,A,Children 0-5 years,0,0
107446490122,2,10744649,Yes,B,Children 6-15 years,0,0
107446490122,2,10744649,Yes,C,Adults 16-65 years,1,2
107446490122,2,10744649,Yes,D,People over 66 years old,0,0
107446490166,2,10744649,Yes,A,Children 0-5 years,0,0
107446490166,2,10744649,Yes,B,Children 6-15 years,2,2
107446490166,2,10744649,Yes,C,Adults 16-65 years,0,0
107446490166,2,10744649,Yes,D,People over 66 years old,0,0
107446490181,2,10744649,No,,,,
107446490196,2,10744649,No,,,,
107446490211,2,10744649,No,,,,
107446490241,2,10744649,No,,,,
107446490256,2,10744649,No,,,,
107446490271,2,10744649,No,,,,
107446490300,2,10744649,No,,,,
107460330015,1,10746033,No,,,,
107460330142,1,10746033,No,,,,
107460330205,1,10746033,No,,,,
107460330211,1,10746033,No,,,,
107460330216,1,10746033,No,,,,
107460330292,1,10746033,No,,,,
107460330338,1,10746033,Yes,A,Children 0-5 years,0,0
107460330338,1,10746033,Yes,B,Children 6-15 years,1,1
107460330338,1,10746033,Yes,C,Adults 16-65 years,3,5
107460330338,1,10746033,Yes,D,People over 66 years old,0,0
107460330444,1,10746033,No,,,,
107460330482,1,10746033,No,,,,
107460330525,1,10746033,No,,,,
107460330536,1,10746033,No,,,,
107460330553,1,10746033,No,,,,
107460330612,1,10746033,Yes,A,Children 0-5 years,0,0
107460330612,1,10746033,Yes,B,Children 6-15 years,0,0
107460330612,1,10746033,Yes,C,Adults 16-65 years,5,15
107460330612,1,10746033,Yes,D,People over 66 years old,0,0
107460330629,1,10746033,No,,,,
107460330631,1,10746033,No,,,,
107460330646,1,10746033,No,,,,
107462440014,2,10746244,No,,,,
107462440028,2,10746244,No,,,,
107462440042,2,10746244,No,,,,
107462440056,2,10746244,No,,,,
107462440085,2,10746244,No,,,,
107462440099,2,10746244,No,,,,
107462440113,2,10746244,Yes,A,Children 0-5 years,0,0
107462440113,2,10746244,Yes,B,Children 6-15 years,0,0
107462440113,2,10746244,Yes,C,Adults 16-65 years,2,6
107462440113,2,10746244,Yes,D,People over 66 years old,0,0
107462440127,2,10746244,No,,,,
107462440155,2,10746244,No,,,,
107462440169,2,10746244,No,,,,
107462440183,2,10746244,Yes,A,Children 0-5 years,0,0
107462440183,2,10746244,Yes,B,Children 6-15 years,0,0
107462440183,2,10746244,Yes,C,Adults 16-65 years,1,1
107462440183,2,10746244,Yes,D,People over 66 years old,0,0
107462440197,2,10746244,No,,,,
107462440226,2,10746244,No,,,,
107462440240,2,10746244,No,,,,
107462440254,2,10746244,Yes,A,Children 0-5 years,0,0
107462440254,2,10746244,Yes,B,Children 6-15 years,0,0
107462440254,2,10746244,Yes,C,Adults 16-65 years,2,5
107462440254,2,10746244,Yes,D,People over 66 years old,0,0
107462440282,2,10746244,Yes,A,Children 0-5 years,6,12
107462440282,2,10746244,Yes,B,Children 6-15 years,0,0
107462440282,2,10746244,Yes,C,Adults 16-65 years,6,12
107462440282,2,10746244,Yes,D,People over 66 years old,0,0
201010140007,1,20101014,No,,,,
201010140014,1,20101014,No,,,,
201010140017,1,20101014,No,,,,
201010140018,1,20101014,No,,,,
201010140020,1,20101014,No,,,,
201010140043,1,20101014,Yes,A,Children 0-5 years,0,0
201010140043,1,20101014,Yes,B,Children 6-15 years,2,14
201010140043,1,20101014,Yes,C,Adults 16-65 years,3,14
201010140043,1,20101014,Yes,D,People over 66 years old,0,0
201010140044,1,20101014,No,,,,
201010140051,1,20101014,Yes,A,Children 0-5 years,0,0
201010140051,1,20101014,Yes,B,Children 6-15 years,0,0
201010140051,1,20101014,Yes,C,Adults 16-65 years,7,7
201010140051,1,20101014,Yes,D,People over 66 years old,0,0
