case_id,ea_id,ag_nr00,ag_nr02,ag_nr02_os,ag_nr03
204036680095,20403668,N01,VILLAGE HEADMAN,,WITHIN THE VILLAGE
204036680095,20403668,N02,PARASTATAL ORGANIZATION,,NEAR THE VILLAGE
204036680096,20403668,N01,FRIEND/NEIGHBOR,,WITHIN THE VILLAGE
204036680096,20403668,N02,FRIEND/NEIGHBOR,,WITHIN THE VILLAGE
204036680096,20403668,N03,LOCAL MARKET,,WITHIN THE VILLAGE
204036680096,20403668,N04,MOBILE MARKET,,WITHIN THE VILLAGE
204036680108,20403668,N01,VILLAGE HEADMAN,,WITHIN THE VILLAGE
204036680108,20403668,N02,PARASTATAL ORGANIZATION,,NEAR THE VILLAGE
204036680108,20403668,N03,RELIGIOUS GROUP/INSTITUTION,,OUTSIDE THE DISTRICT
204036680108,20403668,N04,AUCTION IN MAIN MARKET,,OUTSIDE THE DISTRICT
204036680108,20403668,N05,FRIEND/NEIGHBOR,,WITHIN THE VILLAGE
204036680123,20403668,N01,PRIVATE TRADER IN LOCAL MARKET,,NEAR THE TOWN
204036680123,20403668,N02,PRIVATE COMPANY/BUSINESS PERSON,,OUTSIDE THE DISTRICT
204036680123,20403668,N03,relative,,NEAR THE VILLAGE
204036680123,20403668,N04,FRIEND/NEIGHBOR,,WITHIN THE VILLAGE
204036680123,20403668,N05,roadside,,OUTSIDE THE DISTRICT
204036680123,20403668,N06,PRIVATE TRADER IN MAIN MARKET,,NEAR THE TOWN
204036680123,20403668,N07,PRIVATE TRADER IN LOCAL MARKET,,OUTSIDE THE REGION
204036680138,20403668,N01,LOCAL MARKET,,NEAR THE VILLAGE
204036680138,20403668,N02,FRIEND/NEIGHBOR,,WITHIN THE VILLAGE
204036680145,20403668,N01,VILLAGE HEADMAN,,WITHIN THE VILLAGE
204036680145,20403668,N02,PARASTATAL ORGANIZATION,,WITHIN THE VILLAGE
204036680145,20403668,N03,LOCAL MARKET,,NEAR THE TOWN
204036680145,20403668,N04,AUCTION IN MAIN MARKET,,OUTSIDE THE DISTRICT
204036680145,20403668,N05,FRIEND/NEIGHBOR,,WITHIN THE VILLAGE
204036970046,20403697,N01,VILLAGE HEADMAN,,WITHIN THE VILLAGE
204036970046,20403697,N02,PARASTATAL ORGANIZATION,,NEAR THE VILLAGE
204036970046,20403697,N03,LOCAL MARKET,,NEAR THE VILLAGE
204036970046,20403697,N04,AUCTION IN MAIN MARKET,,OUTSIDE THE DISTRICT
204036970052,20403697,N01,PARASTATAL ORGANIZATION,,NEAR THE VILLAGE
204036970052,20403697,N02,AUCTION IN MAIN MARKET,,OUTSIDE THE DISTRICT
204036970052,20403697,N03,MOBILE MARKET,,WITHIN THE VILLAGE
204036970104,20403697,N01,,,
204036970130,20403697,N01,relative,,WITHIN THE VILLAGE
204036970130,20403697,N02,PRIVATE MICROFINANCE INSTITUTION,,OUTSIDE THE DISTRICT
204036970130,20403697,N03,relative,,WITHIN THE VILLAGE
204036970155,20403697,N01,relative,,WITHIN THE VILLAGE
204036970155,20403697,N02,relative,,WITHIN THE VILLAGE
204036970155,20403697,N03,relative,,WITHIN THE VILLAGE
204036970155,20403697,N04,PRIVATE COMPANY/BUSINESS PERSON,,NEAR THE VILLAGE
204036970155,20403697,N05,LOCAL MARKET,,NEAR THE VILLAGE
204036970155,20403697,N06,AUCTION IN MAIN MARKET,,OUTSIDE THE DISTRICT
204036970155,20403697,N07,LOCAL MARKET,,WITHIN THE VILLAGE
204036970207,20403697,N01,,,
204036970233,20403697,N01,GOVERNMENT AGENCY,,NEAR THE TOWN
204036970233,20403697,N02,PRIVATE COMPANY/BUSINESS PERSON,,NEAR THE VILLAGE
204036970285,20403697,N01,relative,,WITHIN THE VILLAGE
204036970337,20403697,N01,FRIEND/NEIGHBOR,,WITHIN THE VILLAGE
204036970337,20403697,N02,VILLAGE HEADMAN,,WITHIN THE VILLAGE
204036970337,20403697,N03,PARASTATAL ORGANIZATION,,NEAR THE VILLAGE
204036970337,20403697,N04,AUCTION IN MAIN MARKET,,NEAR THE TOWN
204036970337,20403697,N05,MOBILE MARKET,,WITHIN THE VILLAGE
204036970363,20403697,N01,FRIEND/NEIGHBOR,,WITHIN THE VILLAGE
204036970363,20403697,N02,MOBILE MARKET,,WITHIN THE VILLAGE
204036970414,20403697,N01,FRIEND/NEIGHBOR,,WITHIN THE VILLAGE
204036970414,20403697,N02,AGRICULTURAL COOPERATIVE,,NEAR THE VILLAGE
204036970414,20403697,N03,relative,,WITHIN THE VILLAGE
204036970414,20403697,N04,AUCTION IN MAIN MARKET,,NEAR THE TOWN
204036970414,20403697,N05,MOBILE MARKET,,WITHIN THE VILLAGE
204036970440,20403697,N01,GOVERNMENT AGENCY,,NEAR THE VILLAGE
204036970440,20403697,N02,PARASTATAL ORGANIZATION,,NEAR THE VILLAGE
204036970440,20403697,N03,PRIVATE COMPANY/BUSINESS PERSON,,NEAR THE DISTRICT/URBAN CENTER
204036970440,20403697,N04,PRIVATE COMPANY/BUSINESS PERSON,,NEAR THE DISTRICT/URBAN CENTER
204036970440,20403697,N05,AUCTION IN MAIN MARKET,,OUTSIDE THE DISTRICT
204036970440,20403697,N06,VDC MEMBER,,WITHIN THE VILLAGE
204036970440,20403697,N07,VDC MEMBER,,WITHIN THE VILLAGE
204036970466,20403697,N01,relative,,WITHIN THE VILLAGE
204036970518,20403697,N01,FRIEND/NEIGHBOR,,NEAR THE VILLAGE
204040320025,20404032,N01,VILLAGE HEADMAN,,WITHIN THE VILLAGE
204040320025,20404032,N02,PARASTATAL ORGANIZATION,,NEAR THE TOWN
204040320025,20404032,N03,MOBILE MARKET,,WITHIN THE VILLAGE
204040320028,20404032,N01,PRIVATE COMPANY/BUSINESS PERSON,,NEAR THE TOWN
204040320028,20404032,N02,PRIVATE COMPANY/BUSINESS PERSON,,NEAR THE TOWN
204040320028,20404032,N03,LOCAL MARKET,,NEAR THE VILLAGE
204040320028,20404032,N04,FRIEND/NEIGHBOR,,NEAR THE VILLAGE
204040320036,20404032,N01,LOCAL MARKET,,NEAR THE VILLAGE
204040320036,20404032,N02,PRIVATE TRADER IN MAIN MARKET,,NEAR THE VILLAGE
204040320036,20404032,N03,PRIVATE TRADER IN MAIN MARKET,,NEAR THE VILLAGE
204040320057,20404032,N01,relative,,WITHIN THE VILLAGE
204040320057,20404032,N02,FRIEND/NEIGHBOR,,NEAR THE VILLAGE
204040320057,20404032,N03,MOBILE MARKET,,WITHIN THE VILLAGE
204040320063,20404032,N01,MOBILE MARKET,,WITHIN THE VILLAGE
204040320063,20404032,N02,PRIVATE TRADER IN MAIN MARKET,,NEAR THE VILLAGE
204040320063,20404032,N03,FRIEND/NEIGHBOR,,NEAR THE VILLAGE
204040320072,20404032,N01,LOCAL MARKET,,NEAR THE VILLAGE
204040320075,20404032,N01,VDC MEMBER,,WITHIN THE VILLAGE
204040320075,20404032,N02,FRIEND/NEIGHBOR,,WITHIN THE VILLAGE
204040320075,20404032,N03,LOCAL MARKET,,NEAR THE VILLAGE
204040320083,20404032,N01,PARASTATAL ORGANIZATION,,NEAR THE TOWN
204040320083,20404032,N02,relative,,WITHIN THE VILLAGE
204040320083,20404032,N03,FRIEND/NEIGHBOR,,WITHIN THE VILLAGE
204040320096,20404032,N01,FRIEND/NEIGHBOR,,WITHIN THE VILLAGE
204040320096,20404032,N02,PARASTATAL ORGANIZATION,,NEAR THE TOWN
204040320096,20404032,N03,PRIVATE COMPANY/BUSINESS PERSON,,NEAR THE TOWN
204040320096,20404032,N04,roadside,,NEAR THE VILLAGE
204040320107,20404032,N01,VILLAGE HEADMAN,,WITHIN THE VILLAGE
204040320107,20404032,N02,PARASTATAL ORGANIZATION,,NEAR THE TOWN
204040320107,20404032,N03,MOBILE MARKET,,WITHIN THE VILLAGE
204040320114,20404032,N01,MOBILE MARKET,,WITHIN THE VILLAGE
204040320114,20404032,N02,relative,,WITHIN THE VILLAGE
204040320114,20404032,N03,FRIEND/NEIGHBOR,,WITHIN THE VILLAGE
204040320149,20404032,N01,FRIEND/NEIGHBOR,,NEAR THE TOWN
204040320149,20404032,N02,VILLAGE HEADMAN,,WITHIN THE VILLAGE
204040320149,20404032,N03,PARASTATAL ORGANIZATION,,NEAR THE TOWN
204040320149,20404032,N04,PRIVATE COMPANY/BUSINESS PERSON,,OUTSIDE THE DISTRICT
204040320149,20404032,N05,PRIVATE COMPANY/BUSINESS PERSON,,OUTSIDE THE DISTRICT
204040320149,20404032,N06,LOCAL MARKET,,NEAR THE VILLAGE
204040320149,20404032,N07,AUCTION IN MAIN MARKET,,OUTSIDE THE DISTRICT
204040320160,20404032,N01,FRIEND/NEIGHBOR,,WITHIN THE VILLAGE
204040320160,20404032,N02,GOVERNMENT AGENCY,,NEAR THE VILLAGE
204040320160,20404032,N03,PARASTATAL ORGANIZATION,,NEAR THE VILLAGE
204040320160,20404032,N04,MOBILE MARKET,,WITHIN THE VILLAGE
204040320160,20404032,N05,PRIVATE TRADER IN MAIN MARKET,,NEAR THE VILLAGE
204040320160,20404032,N06,ngo,,NEAR THE VILLAGE
204040320160,20404032,N07,FRIEND/NEIGHBOR,,WITHIN THE VILLAGE
204040320166,20404032,N01,FRIEND/NEIGHBOR,,NEAR THE VILLAGE
204040320166,20404032,N02,LOCAL MARKET,,NEAR THE VILLAGE
204040320180,20404032,N01,VILLAGE HEADMAN,,WITHIN THE VILLAGE
204040320180,20404032,N02,PARASTATAL ORGANIZATION,,WITHIN THE VILLAGE
204040320180,20404032,N03,LOCAL MARKET,,WITHIN THE VILLAGE
204040320184,20404032,N01,LOCAL MARKET,,NEAR THE VILLAGE
204045090015,20404509,N01,VILLAGE HEADMAN,,WITHIN THE VILLAGE
204045090015,20404509,N02,PARASTATAL ORGANIZATION,,NEAR THE VILLAGE
204045090015,20404509,N03,MOBILE MARKET,,WITHIN THE VILLAGE
204045090025,20404509,N01,relative,,NEAR THE VILLAGE
204045090025,20404509,N02,VILLAGE HEADMAN,,WITHIN THE VILLAGE
204045090034,20404509,N01,FRIEND/NEIGHBOR,,WITHIN THE VILLAGE
204045090044,20404509,N01,relative,,WITHIN THE VILLAGE
204045090044,20404509,N02,GOVERNMENT AGENCY,,NEAR THE TOWN
204045090044,20404509,N03,PARASTATAL ORGANIZATION,,NEAR THE VILLAGE
204045090044,20404509,N04,LOCAL MARKET,,NEAR THE TOWN
204045090044,20404509,N05,VDC MEMBER,,WITHIN THE VILLAGE
204045090063,20404509,N01,,,
204045090072,20404509,N01,PRIVATE COMPANY/BUSINESS PERSON,,NEAR THE TOWN
204045090082,20404509,N01,VILLAGE HEADMAN,,WITHIN THE VILLAGE
204045090082,20404509,N02,PARASTATAL ORGANIZATION,,NEAR THE VILLAGE
204045090082,20404509,N03,LOCAL MARKET,,NEAR THE VILLAGE
204045090091,20404509,N01,LOCAL MARKET,,NEAR THE VILLAGE
204045090091,20404509,N02,MOBILE MARKET,,WITHIN THE VILLAGE
204045090110,20404509,N01,,,
204045090119,20404509,N01,PRIVATE COMPANY/BUSINESS PERSON,,NEAR THE DISTRICT/URBAN CENTER
204045090119,20404509,N02,FRIEND/NEIGHBOR,,WITHIN THE VILLAGE
204045090119,20404509,N03,LOCAL MARKET,,WITHIN THE VILLAGE
204045090119,20404509,N04,LOCAL MARKET,,NEAR THE DISTRICT/URBAN CENTER
204045090119,20404509,N05,ngo,,WITHIN THE VILLAGE
204045090129,20404509,N01,FRIEND/NEIGHBOR,,NEAR THE VILLAGE
204045090138,20404509,N01,FRIEND/NEIGHBOR,,WITHIN THE VILLAGE
204045090138,20404509,N02,FRIEND/NEIGHBOR,,WITHIN THE VILLAGE
204045090157,20404509,N01,LOCAL MARKET,,NEAR THE VILLAGE
204045090157,20404509,N02,VDC MEMBER,,WITHIN THE VILLAGE
204045090167,20404509,N01,VILLAGE HEADMAN,,WITHIN THE VILLAGE
204045090167,20404509,N02,PARASTATAL ORGANIZATION,,NEAR THE VILLAGE
204045090176,20404509,N01,VILLAGE HEADMAN,,WITHIN THE VILLAGE
204045090176,20404509,N02,PARASTATAL ORGANIZATION,,NEAR THE VILLAGE
204045090176,20404509,N03,FRIEND/NEIGHBOR,,NEAR THE VILLAGE
204045090176,20404509,N04,MOBILE MARKET,,WITHIN THE VILLAGE
204045090176,20404509,N05,LOCAL MARKET,,NEAR THE VILLAGE
204045090195,20404509,N01,FRIEND/NEIGHBOR,,WITHIN THE VILLAGE
204045090195,20404509,N02,FRIEND/NEIGHBOR,,WITHIN THE VILLAGE
204045090195,20404509,N03,VILLAGE HEADMAN,,WITHIN THE VILLAGE
204045090195,20404509,N04,AGRICULTURAL COOPERATIVE,,NEAR THE TOWN
204045090195,20404509,N05,AGRICULTURAL COOPERATIVE,,NEAR THE TOWN
204045090195,20404509,N06,PARASTATAL ORGANIZATION,,NEAR THE TOWN
204045090195,20404509,N07,AUCTION IN MAIN MARKET,,NEAR THE TOWN
204045090195,20404509,N08,MOBILE MARKET,,WITHIN THE VILLAGE
204045750001,20404575,N01,VILLAGE HEADMAN,,WITHIN THE VILLAGE
204045750001,20404575,N02,PARASTATAL ORGANIZATION,,NEAR THE TOWN
204045750001,20404575,N03,PRIVATE COMPANY/BUSINESS PERSON,,NEAR THE TOWN
204045750001,20404575,N04,VDC MEMBER,,WITHIN THE VILLAGE
204045750001,20404575,N05,LOCAL MARKET,,NEAR THE TOWN
204045750014,20404575,N01,PRIVATE COMPANY/BUSINESS PERSON,,NEAR THE TOWN
204045750014,20404575,N02,VDC MEMBER,,NEAR THE VILLAGE
204045750014,20404575,N03,LOCAL MARKET,,NEAR THE TOWN
204045750042,20404575,N01,PRIVATE TRADER IN MAIN MARKET,,NEAR THE TOWN
204045750042,20404575,N02,TRADITIONAL AUTHORITY,,WITHIN THE VILLAGE
204045750056,20404575,N01,LOCAL MARKET,,NEAR THE VILLAGE
204045750056,20404575,N02,LOCAL MARKET,,NEAR THE VILLAGE
204045750070,20404575,N01,VDC MEMBER,,NEAR THE VILLAGE
204045750070,20404575,N02,PARASTATAL ORGANIZATION,,NEAR THE TOWN
204045750070,20404575,N03,PRIVATE COMPANY/BUSINESS PERSON,,OUTSIDE THE DISTRICT
204045750070,20404575,N04,LOCAL MARKET,,NEAR THE TOWN
204045750098,20404575,N01,MOBILE MARKET,,WITHIN THE VILLAGE
204045750098,20404575,N02,relative,,NEAR THE DISTRICT/URBAN CENTER
204045750098,20404575,N03,PRIVATE TRADER IN MAIN MARKET,,NEAR THE TOWN
204045750098,20404575,N04,LOCAL MARKET,,NEAR THE TOWN
204045750098,20404575,N05,MOBILE MARKET,,WITHIN THE VILLAGE
204045750111,20404575,N01,VILLAGE HEADMAN,,WITHIN THE VILLAGE
204045750111,20404575,N02,PARASTATAL ORGANIZATION,,NEAR THE TOWN
204045750111,20404575,N03,relative,,WITHIN THE VILLAGE
204045750111,20404575,N04,LOCAL MARKET,,NEAR THE TOWN
204045750125,20404575,N01,MAIN MARKET,,NEAR THE TOWN
204045750125,20404575,N02,MOBILE MARKET,,WITHIN THE VILLAGE
204045750153,20404575,N01,VILLAGE HEADMAN,,WITHIN THE VILLAGE
204045750153,20404575,N02,PARASTATAL ORGANIZATION,,NEAR THE VILLAGE
204045750153,20404575,N03,PRIVATE COMPANY/BUSINESS PERSON,,NEAR THE TOWN
204045750153,20404575,N04,OTHER (SPECIFY),ARLET,OUTSIDE THE DISTRICT
204045750153,20404575,N05,FRIEND/NEIGHBOR,,NEAR THE VILLAGE
204045750153,20404575,N06,MOBILE MARKET,,WITHIN THE VILLAGE
204045750153,20404575,N07,AUCTION IN MAIN MARKET,,NEAR THE TOWN
204045750167,20404575,N01,PRIVATE COMPANY/BUSINESS PERSON,,NEAR THE TOWN
204045750167,20404575,N02,FRIEND/NEIGHBOR,,WITHIN THE VILLAGE
204045750167,20404575,N03,MOBILE MARKET,,WITHIN THE VILLAGE
204045750167,20404575,N04,AUCTION IN MAIN MARKET,,NEAR THE TOWN
204045750181,20404575,N01,MOBILE MARKET,,WITHIN THE VILLAGE
204045750208,20404575,N01,LOCAL MARKET,,WITHIN THE VILLAGE
204045750208,20404575,N02,AUCTION IN MAIN MARKET,,NEAR THE TOWN
204045750208,20404575,N03,MOBILE MARKET,,WITHIN THE VILLAGE
204045750222,20404575,N01,FRIEND/NEIGHBOR,,WITHIN THE VILLAGE
204045750222,20404575,N02,LOCAL MARKET,,NEAR THE VILLAGE
204045750236,20404575,N01,VILLAGE HEADMAN,,WITHIN THE VILLAGE
204045750236,20404575,N02,PARASTATAL ORGANIZATION,,NEAR THE TOWN
204045750236,20404575,N03,FRIEND/NEIGHBOR,,WITHIN THE VILLAGE
204045750236,20404575,N04,MOBILE MARKET,,WITHIN THE VILLAGE
204045750264,20404575,N01,VILLAGE HEADMAN,,WITHIN THE VILLAGE
204045750264,20404575,N02,PARASTATAL ORGANIZATION,,NEAR THE TOWN
204045750264,20404575,N03,roadside,,NEAR THE TOWN
204045750264,20404575,N04,FRIEND/NEIGHBOR,,WITHIN THE VILLAGE
204045750278,20404575,N01,VILLAGE HEADMAN,,WITHIN THE VILLAGE
204045750278,20404575,N02,PARASTATAL ORGANIZATION,,NEAR THE TOWN
204045750278,20404575,N03,FRIEND/NEIGHBOR,,WITHIN THE VILLAGE
204045750278,20404575,N04,LOCAL MARKET,,NEAR THE VILLAGE
204045750278,20404575,N05,LOCAL MARKET,,WITHIN THE VILLAGE
204046600001,20404660,N01,,,
204046600009,20404660,N01,LOCAL MARKET,,NEAR THE VILLAGE
204046600016,20404660,N01,GOVERNMENT AGENCY,,NEAR THE VILLAGE
204046600016,20404660,N02,PARASTATAL ORGANIZATION,,NEAR THE VILLAGE
204046600016,20404660,N03,PRIVATE COMPANY/BUSINESS PERSON,,NEAR THE VILLAGE
204046600016,20404660,N04,FRIEND/NEIGHBOR,,WITHIN THE VILLAGE
204046600016,20404660,N05,PRIVATE COMPANY/BUSINESS PERSON,,OUTSIDE THE DISTRICT
204046600016,20404660,N06,LOCAL MARKET,,NEAR THE VILLAGE
204046600016,20404660,N07,FRIEND/NEIGHBOR,,WITHIN THE VILLAGE
204046600032,20404660,N01,PARASTATAL ORGANIZATION,,WITHIN THE VILLAGE
204046600032,20404660,N02,LOCAL MARKET,,NEAR THE VILLAGE
204046600047,20404660,N01,VILLAGE HEADMAN,,WITHIN THE VILLAGE
204046600047,20404660,N02,PARASTATAL ORGANIZATION,,WITHIN THE VILLAGE
204046600055,20404660,N01,PRIVATE COMPANY/BUSINESS PERSON,,NEAR THE TOWN
204046600055,20404660,N02,FRIEND/NEIGHBOR,,WITHIN THE VILLAGE
204046600055,20404660,N03,FRIEND/NEIGHBOR,,NEAR THE VILLAGE
204046600055,20404660,N04,FRIEND/NEIGHBOR,,NEAR THE VILLAGE
204046600055,20404660,N05,FRIEND/NEIGHBOR,,NEAR THE TOWN
204046600055,20404660,N06,FRIEND/NEIGHBOR,,NEAR THE VILLAGE
204046600063,20404660,N01,GOVERNMENT AGENCY,,NEAR THE TOWN
204046600063,20404660,N02,PARASTATAL ORGANIZATION,,WITHIN THE VILLAGE
204046600063,20404660,N03,PRIVATE COMPANY/BUSINESS PERSON,,NEAR THE VILLAGE
204046600063,20404660,N04,PRIVATE COMPANY/BUSINESS PERSON,,OUTSIDE THE DISTRICT
204046600063,20404660,N05,AUCTION IN MAIN MARKET,,OUTSIDE THE DISTRICT
204046600063,20404660,N06,LOCAL MARKET,,NEAR THE VILLAGE
204046600071,20404660,N01,,,
204046600086,20404660,N01,AGRICULTURAL COOPERATIVE,,NEAR THE TOWN
204046600086,20404660,N02,PARASTATAL ORGANIZATION,,NEAR THE TOWN
204046600086,20404660,N03,PRIVATE COMPANY/BUSINESS PERSON,,NEAR THE TOWN
204046600086,20404660,N04,MOBILE MARKET,,WITHIN THE VILLAGE
204046600094,20404660,N01,VILLAGE HEADMAN,,WITHIN THE VILLAGE
204046600094,20404660,N02,PARASTATAL ORGANIZATION,,NEAR THE VILLAGE
204046600094,20404660,N03,LOCAL MARKET,,NEAR THE VILLAGE
204046600094,20404660,N04,MOBILE MARKET,,WITHIN THE VILLAGE
204046600102,20404660,N01,GOVERNMENT AGENCY,,NEAR THE VILLAGE
204046600102,20404660,N02,PARASTATAL ORGANIZATION,,NEAR THE VILLAGE
204046600102,20404660,N03,PRIVATE COMPANY/BUSINESS PERSON,,NEAR THE DISTRICT/URBAN CENTER
204046600102,20404660,N04,FRIEND/NEIGHBOR,,WITHIN THE VILLAGE
204046600102,20404660,N05,LOCAL MERCHANT/GROCERY,,NEAR THE VILLAGE
204046600102,20404660,N06,MOBILE MARKET,,WITHIN THE VILLAGE
204046600102,20404660,N07,FRIEND/NEIGHBOR,,WITHIN THE VILLAGE
204046600102,20404660,N08,FRIEND/NEIGHBOR,,WITHIN THE VILLAGE
204046600110,20404660,N01,FRIEND/NEIGHBOR,,NEAR THE VILLAGE
204046600110,20404660,N02,FRIEND/NEIGHBOR,,WITHIN THE VILLAGE
204046600110,20404660,N03,AGRICULTURAL COOPERATIVE,,NEAR THE TOWN
204046600110,20404660,N04,PARASTATAL ORGANIZATION,,NEAR THE TOWN
204046600110,20404660,N05,AGRICULTURAL COOPERATIVE,,NEAR THE TOWN
204046600110,20404660,N06,MOBILE MARKET,,WITHIN THE VILLAGE
204046600125,20404660,N01,PARASTATAL ORGANIZATION,,WITHIN THE VILLAGE
204046600125,20404660,N02,PRIVATE COMPANY/BUSINESS PERSON,,OUTSIDE THE DISTRICT
204046600125,20404660,N03,LOCAL MARKET,,WITHIN THE VILLAGE
204046600125,20404660,N04,LOCAL MARKET,,NEAR THE VILLAGE
204046600133,20404660,N01,GOVERNMENT AGENCY,,NEAR THE VILLAGE
204046600133,20404660,N02,PARASTATAL ORGANIZATION,,NEAR THE VILLAGE
204046600133,20404660,N03,LOCAL MARKET,,NEAR THE VILLAGE
204046600133,20404660,N04,MOBILE MARKET,,WITHIN THE VILLAGE
204046600141,20404660,N01,GOVERNMENT AGENCY,,NEAR THE TOWN
204046600141,20404660,N02,AGRICULTURAL COOPERATIVE,,NEAR THE TOWN
204046600141,20404660,N03,LOCAL MARKET,,NEAR THE TOWN
204046600141,20404660,N04,FRIEND/NEIGHBOR,,NEAR THE VILLAGE
204046600141,20404660,N05,MOBILE MARKET,,WITHIN THE VILLAGE
204046600156,20404660,N01,VILLAGE HEADMAN,,WITHIN THE VILLAGE
204046600156,20404660,N02,PARASTATAL ORGANIZATION,,NEAR THE VILLAGE
204046600156,20404660,N03,PRIVATE COMPANY/BUSINESS PERSON,,NEAR THE TOWN
204046600156,20404660,N04,LOCAL MARKET,,NEAR THE VILLAGE
204051320005,20405132,N01,PRIVATE COMPANY/BUSINESS PERSON,,OUTSIDE THE DISTRICT
204051320005,20405132,N02,LOCAL MARKET,,NEAR THE VILLAGE
204051320005,20405132,N03,VDC MEMBER,,WITHIN THE VILLAGE
204051320005,20405132,N04,relative,,NEAR THE VILLAGE
204051320015,20405132,N01,GOVERNMENT AGENCY,,NEAR THE VILLAGE
204051320015,20405132,N02,PRIVATE COMPANY/BUSINESS PERSON,,NEAR THE TOWN
204051320015,20405132,N03,LOCAL MARKET,,NEAR THE VILLAGE
204051320015,20405132,N04,MOBILE MARKET,,NEAR THE VILLAGE
204051320015,20405132,N05,AUCTION IN MAIN MARKET,,OUTSIDE THE DISTRICT
204051320044,20405132,N01,PRIVATE COMPANY/BUSINESS PERSON,,NEAR THE TOWN
204051320044,20405132,N02,LOCAL MARKET,,NEAR THE VILLAGE
204051320044,20405132,N03,AUCTION IN MAIN MARKET,,OUTSIDE THE DISTRICT
204051320044,20405132,N04,MOBILE MARKET,,WITHIN THE VILLAGE
204051320053,20405132,N01,LOCAL MARKET,,NEAR THE VILLAGE
204051320053,20405132,N02,MOBILE MARKET,,WITHIN THE VILLAGE
204051320082,20405132,N01,relative,,WITHIN THE VILLAGE
204051320082,20405132,N02,VILLAGE HEADMAN,,WITHIN THE VILLAGE
204051320082,20405132,N03,LOCAL MARKET,,NEAR THE VILLAGE
204051320082,20405132,N04,FRIEND/NEIGHBOR,,NEAR THE VILLAGE
204051320092,20405132,N01,PARASTATAL ORGANIZATION,,NEAR THE TOWN
204051320101,20405132,N01,MOBILE MARKET,,NEAR THE VILLAGE
204051320101,20405132,N02,AUCTION IN MAIN MARKET,,NEAR THE TOWN
204051320101,20405132,N03,LOCAL MARKET,,WITHIN THE VILLAGE
204051320111,20405132,N01,relative,,NEAR THE VILLAGE
204051320111,20405132,N02,relative,,NEAR THE VILLAGE
204051320111,20405132,N03,VILLAGE HEADMAN,,WITHIN THE VILLAGE
204051320111,20405132,N04,PRIVATE COMPANY/BUSINESS PERSON,,NEAR THE TOWN
204051320111,20405132,N05,PRIVATE COMPANY/BUSINESS PERSON,,NEAR THE TOWN
204051320111,20405132,N06,LOCAL MARKET,,NEAR THE VILLAGE
204051320111,20405132,N07,LOCAL MARKET,,NEAR THE VILLAGE
204051320130,20405132,N01,OTHER (SPECIFY),RED CROSS,WITHIN THE VILLAGE
204051320130,20405132,N02,FRIEND/NEIGHBOR,,NEAR THE VILLAGE
204051320159,20405132,N01,LOCAL MARKET,,NEAR THE VILLAGE
204051320159,20405132,N02,LOCAL MARKET,,NEAR THE VILLAGE
204051320169,20405132,N01,PRIVATE COMPANY/BUSINESS PERSON,,NEAR THE VILLAGE
204051320169,20405132,N02,relative,,NEAR THE VILLAGE
204051320169,20405132,N03,relative,,NEAR THE VILLAGE
204051320178,20405132,N01,relative,,WITHIN THE VILLAGE
204051320178,20405132,N02,relative,,WITHIN THE VILLAGE
204051320178,20405132,N03,VILLAGE HEADMAN,,WITHIN THE VILLAGE
204051320178,20405132,N04,PRIVATE COMPANY/BUSINESS PERSON,,NEAR THE TOWN
204051320178,20405132,N05,LOCAL MARKET,,NEAR THE VILLAGE
204051320178,20405132,N06,AUCTION IN MAIN MARKET,,NEAR THE VILLAGE
204053660025,20405366,N01,relative,,WITHIN THE VILLAGE
204053660025,20405366,N02,LOCAL MARKET,,NEAR THE VILLAGE
204053660046,20405366,,,,
204053660046,20405366,N01,,,
204053660072,20405366,N01,FRIEND/NEIGHBOR,,NEAR THE VILLAGE
204053660072,20405366,N02,VILLAGE HEADMAN,,WITHIN THE VILLAGE
204053660072,20405366,N03,relative,,WITHIN THE VILLAGE
204053660072,20405366,N04,FRIEND/NEIGHBOR,,WITHIN THE VILLAGE
204053660072,20405366,N05,relative,,WITHIN THE VILLAGE
204053660072,20405366,N06,AUCTION IN MAIN MARKET,,NEAR THE DISTRICT/URBAN CENTER
204053660073,20405366,N01,PARASTATAL ORGANIZATION,,NEAR THE TOWN
204053660073,20405366,N02,MAIN MARKET,,WITHIN THE VILLAGE
204053660073,20405366,N03,FRIEND/NEIGHBOR,,WITHIN THE VILLAGE
204053660075,20405366,N01,VILLAGE HEADMAN,,WITHIN THE VILLAGE
204053660075,20405366,N02,FRIEND/NEIGHBOR,,NEAR THE VILLAGE
204053660075,20405366,N03,FRIEND/NEIGHBOR,,NEAR THE VILLAGE
204053660075,20405366,N04,FRIEND/NEIGHBOR,,NEAR THE VILLAGE
204053660075,20405366,N05,VILLAGE HEADMAN,,WITHIN THE VILLAGE
204053660075,20405366,N06,PARASTATAL ORGANIZATION,,NEAR THE TOWN
204053660075,20405366,N07,PRIVATE COMPANY/BUSINESS PERSON,,NEAR THE TOWN
204053660075,20405366,N08,LOCAL MARKET,,NEAR THE VILLAGE
204053660091,20405366,N01,VILLAGE HEADMAN,,WITHIN THE VILLAGE
204053660091,20405366,N02,PARASTATAL ORGANIZATION,,NEAR THE TOWN
204053660091,20405366,N03,MAIN MARKET,,NEAR THE TOWN
204053660091,20405366,N04,PRIVATE COMPANY/BUSINESS PERSON,,WITHIN THE VILLAGE
