case_id,visit,ea_id,ag_p0a,ag_p0b,ag_p0d,ag_p0d_os,ag_p01,ag_p02a,ag_p02b,ag_p02b_os,ag_p03,ag_p04,ag_p05,ag_p06a,ag_p06b,ag_p06c,ag_p06d,ag_p07,ag_p08a,ag_p08a_os,ag_p08b,ag_p08b_os,ag_p09a,ag_p09b,ag_p09b_os
104070680127,1,10407068,yes,R1,mango,,scattered,,,,5,2005,0,November,2009,March,2010,no,,,,,10,PAIL (LARGE),
104084410001,1,10408441,yes,R4,cassava,,scattered,,,,,,,December,2009,December,2010,no,,,,,0,,
104084410001,1,10408441,yes,R5,orange,,scattered,,,,4,2006,0,December,2009,March,2010,no,,,,,10,BASKET (DENGU),
104084410001,1,10408441,yes,R6,mango,,scattered,,,,30,1973,0,August,2009,January,2010,yes,Diseases,,Insects,,50,BASKET (DENGU),
104084410001,1,10408441,yes,R7,PAWPAW/PAPAYA,,scattered,,,,6,2009,0,March,2009,July,2009,no,,,,,0,,
104084410001,1,10408441,yes,R8,banana,,scattered,,,,100,1986,0,June,2009,July,2010,no,,,,,50,BASKET (DENGU),
104084410061,1,10408441,no,,,,,,,,,,,,,,,,,,,,,,
104084410065,1,10408441,yes,R3,cassava,,plantation,.25,acre,,,,,January,2009,March,2010,yes,Insects,,Rains,,5,50 KG BAG,
104084410066,1,10408441,yes,R1,cassava,,plantation,.5,acre,,,,,January,2009,December,2009,no,,,,,2,BASKET (DENGU),
104084410121,1,10408441,no,,,,,,,,,,,,,,,,,,,,,,
104084410173,1,10408441,no,,,,,,,,,,,,,,,,,,,,,,
104084410196,1,10408441,no,,,,,,,,,,,,,,,,,,,,,,
104084410228,1,10408441,no,,,,,,,,,,,,,,,,,,,,,,
104084410253,1,10408441,yes,R1,banana,,scattered,,,,14,2002,4,November,2009,February,2010,no,,,,,12,bunch,
104084410256,1,10408441,no,,,,,,,,,,,,,,,,,,,,,,
104084410262,1,10408441,no,,,,,,,,,,,,,,,,,,,,,,
104084410266,1,10408441,yes,R1,mango,,scattered,,,,3,1987,0,December,2009,February,2010,no,,,,,2,90 KG BAG,
104084410266,1,10408441,yes,R2,banana,,scattered,,,,2,1995,0,December,2009,March,2010,no,,,,,12,bunch,
104084410270,1,10408441,no,,,,,,,,,,,,,,,,,,,,,,
104084410273,1,10408441,yes,R1,orange,,scattered,,,,5,1964,0,March,2008,June,2008,no,,,,,5,BASKET (DENGU),
104084410273,1,10408441,yes,R1,PAWPAW/PAPAYA,,scattered,,,,2,1964,0,May,2008,August,2008,no,,,,,2,BASKET (DENGU),
104084410273,1,10408441,yes,R1,banana,,plantation,.75,acre,,999,1964,0,December,2008,March,2009,no,,,,,12,bunch,
104084410273,1,10408441,yes,R1,guava,,scattered,,,,8,1964,0,March,2008,June,2008,no,,,,,3,PAIL (SMALL),
104084410273,1,10408441,yes,R1,MEXICAN APPLE [MASUKU],,scattered,,,,4,1964,0,August,2008,November,2008,no,,,,,1,PAIL (LARGE),
104084410290,1,10408441,yes,R1,mango,,scattered,,,,1,1987,0,November,2009,February,2010,no,,,,,3,50 KG BAG,
104084410290,1,10408441,yes,R2,banana,,scattered,,,,3,2001,0,December,2009,March,2010,no,,,,,20,bunch,
104084410290,1,10408441,yes,R3,orange,,scattered,,,,1,1990,0,December,2009,March,2010,no,,,,,2,50 KG BAG,
104094680002,1,10409468,yes,T1,mango,,scattered,,,,7,9999,0,November,2009,January,2010,yes,Rains,,,,42,PAIL (SMALL),
104094680011,1,10409468,no,,,,,,,,,,,,,,,,,,,,,,
104094680018,1,10409468,yes,T1,mango,,scattered,,,,2,1997,0,October,2009,March,2010,yes,Insects,,Fire,,3,BASKET (DENGU),
104094680027,1,10409468,yes,T1,mango,,scattered,,,,4,2000,0,October,2009,January,2010,yes,Other (Specify),WIND,Rains,,7,BASKET (DENGU),
104094680037,1,10409468,no,,,,,,,,,,,,,,,,,,,,,,
104094680064,1,10409468,yes,T1,banana,,scattered,,,,999,2005,0,June,2010,August,2010,no,,,,,6,OTHER (SPECIFY),MKOKO
104094680073,1,10409468,no,,,,,,,,,,,,,,,,,,,,,,
104094680082,1,10409468,no,,,,,,,,,,,,,,,,,,,,,,
104094680101,1,10409468,no,,,,,,,,,,,,,,,,,,,,,,
104094680110,1,10409468,no,,,,,,,,,,,,,,,,,,,,,,
104094680119,1,10409468,no,,,,,,,,,,,,,,,,,,,,,,
104094680128,1,10409468,no,,,,,,,,,,,,,,,,,,,,,,
104094680146,1,10409468,no,,,,,,,,,,,,,,,,,,,,,,
104094680155,1,10409468,no,,,,,,,,,,,,,,,,,,,,,,
104094680165,1,10409468,no,,,,,,,,,,,,,,,,,,,,,,
104094680183,1,10409468,no,,,,,,,,,,,,,,,,,,,,,,
104200010015,1,10420001,no,,,,,,,,,,,,,,,,,,,,,,
104200010056,1,10420001,no,,,,,,,,,,,,,,,,,,,,,,
104200010065,1,10420001,no,,,,,,,,,,,,,,,,,,,,,,
104200010073,1,10420001,no,,,,,,,,,,,,,,,,,,,,,,
104200010081,1,10420001,no,,,,,,,,,,,,,,,,,,,,,,
104200010098,1,10420001,no,,,,,,,,,,,,,,,,,,,,,,
104200010106,1,10420001,no,,,,,,,,,,,,,,,,,,,,,,
104200010115,1,10420001,no,,,,,,,,,,,,,,,,,,,,,,
104200010123,1,10420001,no,,,,,,,,,,,,,,,,,,,,,,
104200010140,1,10420001,no,,,,,,,,,,,,,,,,,,,,,,
104200010173,1,10420001,no,,,,,,,,,,,,,,,,,,,,,,
104200800019,1,10420080,yes,T1,avocado,,scattered,,,,3,2004,0,April,2010,September,2010,no,,,,,2,BASKET (DENGU),
104200800019,1,10420080,yes,T2,mango,,scattered,,,,4,2001,0,November,2009,March,2010,no,,,,,4,BASKET (DENGU),
104200800024,1,10420080,yes,T1,avocado,,scattered,,,,2,2000,0,May,2010,September,2010,no,,,,,3,BASKET (DENGU),
104200800034,1,10420080,no,,,,,,,,,,,,,,,,,,,,,,
104200800039,1,10420080,no,,,,,,,,,,,,,,,,,,,,,,
104200800044,1,10420080,no,,,,,,,,,,,,,,,,,,,,,,
104200800075,1,10420080,no,,,,,,,,,,,,,,,,,,,,,,
104200800085,1,10420080,no,,,,,,,,,,,,,,,,,,,,,,
104200800090,1,10420080,no,,,,,,,,,,,,,,,,,,,,,,
104200800095,1,10420080,no,,,,,,,,,,,,,,,,,,,,,,
104200350080,1,10420035,no,,,,,,,,,,,,,,,,,,,,,,
104200350096,1,10420035,no,,,,,,,,,,,,,,,,,,,,,,
104200350153,1,10420035,no,,,,,,,,,,,,,,,,,,,,,,
104200350177,1,10420035,no,,,,,,,,,,,,,,,,,,,,,,
104200350219,1,10420035,no,,,,,,,,,,,,,,,,,,,,,,
104200350224,1,10420035,no,,,,,,,,,,,,,,,,,,,,,,
104200350229,1,10420035,no,,,,,,,,,,,,,,,,,,,,,,
104200350271,1,10420035,no,,,,,,,,,,,,,,,,,,,,,,
104200350272,1,10420035,no,,,,,,,,,,,,,,,,,,,,,,
105012160001,1,10501216,no,,,,,,,,,,,,,,,,,,,,,,
105012160005,1,10501216,no,,,,,,,,,,,,,,,,,,,,,,
105012160010,1,10501216,yes,T1,cassava,,scattered,,,,,,,January,2010,December,2010,no,,,,,1,90 KG BAG,
105012160010,1,10501216,yes,T2,banana,,scattered,,,,4,1989,0,January,2010,December,2010,no,,,,,14,bunch,
105012160010,1,10501216,yes,T3,mango,,scattered,,,,3,1986,0,October,2009,January,2010,no,,,,,2,90 KG BAG,
105012160010,1,10501216,yes,T4,orange,,scattered,,,,1,1990,0,October,2009,January,2010,no,,,,,1,90 KG BAG,
105012160018,1,10501216,no,,,,,,,,,,,,,,,,,,,,,,
105012160022,1,10501216,no,,,,,,,,,,,,,,,,,,,,,,
105012160026,1,10501216,no,,,,,,,,,,,,,,,,,,,,,,
105012160034,1,10501216,no,,,,,,,,,,,,,,,,,,,,,,
105012160039,1,10501216,yes,T1,cassava,,scattered,,,,,,,January,2010,December,2010,no,,,,,1,50 KG BAG,
105012160039,1,10501216,yes,T2,banana,,scattered,,,,6,2002,0,January,2010,December,2010,no,,,,,16,bunch,
105012160043,1,10501216,yes,T1,cassava,,plantation,,acre,,,,,January,2010,March,2010,no,,,,,2,50 KG BAG,
105012160043,1,10501216,yes,T2,mango,,scattered,,,,4,1985,0,December,2009,January,2010,no,,,,,5,50 KG BAG,
105012160051,1,10501216,no,,,,,,,,,,,,,,,,,,,,,,
105012160055,1,10501216,no,,,,,,,,,,,,,,,,,,,,,,
105012160059,1,10501216,yes,T1,banana,,scattered,,,,999,1970,0,June,2010,October,2010,no,,,,,40,bunch,
105012160068,1,10501216,no,,,,,,,,,,,,,,,,,,,,,,
105012160072,1,10501216,no,,,,,,,,,,,,,,,,,,,,,,
105012160084,1,10501216,no,,,,,,,,,,,,,,,,,,,,,,
105010550018,1,10501055,no,,,,,,,,,,,,,,,,,,,,,,
105010550029,1,10501055,no,,,,,,,,,,,,,,,,,,,,,,
105010550040,1,10501055,no,,,,,,,,,,,,,,,,,,,,,,
105010550050,1,10501055,no,,,,,,,,,,,,,,,,,,,,,,
105010550072,1,10501055,no,,,,,,,,,,,,,,,,,,,,,,
105010550083,1,10501055,no,,,,,,,,,,,,,,,,,,,,,,
105010550094,1,10501055,no,,,,,,,,,,,,,,,,,,,,,,
105010550104,1,10501055,no,,,,,,,,,,,,,,,,,,,,,,
105010550126,1,10501055,no,,,,,,,,,,,,,,,,,,,,,,
105010550137,1,10501055,no,,,,,,,,,,,,,,,,,,,,,,
105010550148,1,10501055,yes,T1,mango,,scattered,,,,3,1979,0,December,2010,February,2011,no,,,,,3,50 KG BAG,
105010550180,1,10501055,no,,,,,,,,,,,,,,,,,,,,,,
105010550191,1,10501055,yes,T1,mango,,scattered,,,,3,1999,0,December,2010,February,2011,no,,,,,2,50 KG BAG,
105010550202,1,10501055,yes,T1,cassava,,plantation,1,acre,,,,,October,2009,January,2010,no,,,,,20,50 KG BAG,
105010550223,1,10501055,no,,,,,,,,,,,,,,,,,,,,,,
105017090009,2,10501709,no,,,,,,,,,,,,,,,,,,,,,,
105017090026,2,10501709,yes,T1,mango,,scattered,,,,8,1970,0,December,2009,March,2010,yes,Crop theft,,,,15,50 KG BAG,
105017090049,2,10501709,no,,,,,,,,,,,,,,,,,,,,,,
105017090050,2,10501709,yes,T1,mango,,scattered,,,,1,1998,0,December,2009,January,2010,yes,Insects,,,,3,50 KG BAG,
105017090062,2,10501709,no,,,,,,,,,,,,,,,,,,,,,,
105017090064,2,10501709,no,,,,,,,,,,,,,,,,,,,,,,
105017090069,2,10501709,no,,,,,,,,,,,,,,,,,,,,,,
105017090077,2,10501709,no,,,,,,,,,,,,,,,,,,,,,,
105017090083,2,10501709,no,,,,,,,,,,,,,,,,,,,,,,
105017090086,2,10501709,yes,T1,mango,,scattered,,,,1,1990,0,December,2009,January,2010,yes,Insects,,,,3,50 KG BAG,
105017090091,2,10501709,yes,T1,cassava,,scattered,,,,,,,November,2009,October,2010,no,,,,,3,50 KG BAG,
105017090117,2,10501709,no,,,,,,,,,,,,,,,,,,,,,,
105017090120,2,10501709,yes,T1,mango,,scattered,,,,3,1980,0,December,2009,March,2010,yes,Other (Specify),EFFECTS OF WIND,,,15,50 KG BAG,
105017090122,2,10501709,no,,,,,,,,,,,,,,,,,,,,,,
105017090131,2,10501709,no,,,,,,,,,,,,,,,,,,,,,,
105017090142,2,10501709,yes,T1,banana,,scattered,,,,6,1980,0,January,2010,August,2010,no,,,,,2,50 KG BAG,
105015050001,2,10501505,no,,,,,,,,,,,,,,,,,,,,,,
105015050002,2,10501505,no,,,,,,,,,,,,,,,,,,,,,,
105015050004,2,10501505,no,,,,,,,,,,,,,,,,,,,,,,
105015050005,2,10501505,yes,T1,banana,,scattered,,,,13,1990,0,April,2010,August,2010,no,,,,,5,50 KG BAG,
105015050005,2,10501505,yes,T2,PAWPAW/PAPAYA,,scattered,,,,6,2007,0,July,2010,September,2010,no,,,,,1,50 KG BAG,
105015050006,2,10501505,yes,T1,mango,,scattered,,,,4,1990,0,January,2010,February,2010,yes,Animals,,Diseases,,10,BASKET (DENGU),
105015050007,2,10501505,no,,,,,,,,,,,,,,,,,,,,,,
105015050008,2,10501505,yes,T1,banana,,scattered,,,,6,1999,0,July,2010,September,2010,yes,Animals,,,,20,bunch,
105015050009,2,10501505,no,,,,,,,,,,,,,,,,,,,,,,
105015050010,2,10501505,no,,,,,,,,,,,,,,,,,,,,,,
105015050011,2,10501505,no,,,,,,,,,,,,,,,,,,,,,,
105015050012,2,10501505,no,,,,,,,,,,,,,,,,,,,,,,
105015050013,2,10501505,no,,,,,,,,,,,,,,,,,,,,,,
105015050014,2,10501505,no,,,,,,,,,,,,,,,,,,,,,,
105015050015,2,10501505,no,,,,,,,,,,,,,,,,,,,,,,
105015050016,2,10501505,yes,T1,cassava,,plantation,.1,acre,,,,,July,2010,August,2010,no,,,,,2,50 KG BAG,
105020430005,1,10502043,no,,,,,,,,,,,,,,,,,,,,,,
105020430012,1,10502043,yes,T1,PAWPAW/PAPAYA,,scattered,,,,1,2009,1,,,,,no,,,,,0,,
105020430012,1,10502043,yes,T2,banana,,scattered,,,,999,2008,0,December,2009,January,2010,no,,,,,10,bunch,
105020430012,1,10502043,yes,T3,MEXICAN APPLE [MASUKU],,scattered,,,,1,2009,1,,,,,no,,,,,0,,
105020430025,1,10502043,no,,,,,,,,,,,,,,,,,,,,,,
105020430032,1,10502043,no,,,,,,,,,,,,,,,,,,,,,,
105020430045,1,10502043,no,,,,,,,,,,,,,,,,,,,,,,
105020430059,1,10502043,yes,T1,mango,,scattered,,,,3,1978,0,December,2010,January,2011,no,,,,,50,50 KG BAG,
105020430066,1,10502043,no,,,,,,,,,,,,,,,,,,,,,,
105020430079,1,10502043,no,,,,,,,,,,,,,,,,,,,,,,
105020430086,1,10502043,yes,T1,mango,,scattered,,,,4,1974,1,December,2009,February,2010,yes,Animals,,Insects,,50,kilogram,
105020430086,1,10502043,yes,T2,guava,,scattered,,,,1,1980,0,June,2010,August,2010,yes,Animals,,Insects,,70,kilogram,
105020430093,1,10502043,no,,,,,,,,,,,,,,,,,,,,,,
105020430099,1,10502043,yes,T1,mango,,scattered,,,,3,1980,0,November,2009,January,2010,yes,Community problems,,Crop theft,,12,50 KG BAG,
105020430113,1,10502043,no,,,,,,,,,,,,,,,,,,,,,,
105020430120,1,10502043,no,,,,,,,,,,,,,,,,,,,,,,
105020430131,1,10502043,yes,T1,mango,,scattered,,,,2,1978,0,November,2009,February,2010,no,,,,,10,50 KG BAG,
105027300031,1,10502730,no,,,,,,,,,,,,,,,,,,,,,,
105027300039,1,10502730,no,,,,,,,,,,,,,,,,,,,,,,
105027300094,1,10502730,no,,,,,,,,,,,,,,,,,,,,,,
105027300166,1,10502730,no,,,,,,,,,,,,,,,,,,,,,,
105022680036,2,10502268,yes,T1,orange,,scattered,,,,2,1997,0,May,2010,July,2010,yes,Insects,,,,5,50 KG BAG,
105022680063,2,10502268,yes,T1,orange,,scattered,,,,4,1994,0,April,2010,May,2010,no,,,,,2,BASKET (DENGU),
105022680063,2,10502268,yes,T2,banana,,scattered,,,,999,1996,0,July,2010,September,2010,yes,Animals,,,,25,bunch,
105022680090,2,10502268,no,,,,,,,,,,,,,,,,,,,,,,
105022680170,2,10502268,yes,T1,orange,,scattered,,,,4,1995,0,May,2010,July,2010,yes,Crop theft,,,,10,50 KG BAG,
105022680216,2,10502268,yes,T1,banana,,scattered,,,,10,1992,1,February,2010,June,2010,no,,,,,1,50 KG BAG,
105022680216,2,10502268,yes,T2,orange,,scattered,,,,3,1959,1,May,2010,July,2010,no,,,,,5,50 KG BAG,
105022680242,2,10502268,yes,T1,cassava,,plantation,.15000001,acre,,,,,April,2010,September,2010,yes,Animals,,,,3,50 KG BAG,
105022680242,2,10502268,yes,T2,mango,,scattered,,,,16,1980,8,January,2010,February,2010,no,,,,,10,BASKET (DENGU),
105022680242,2,10502268,yes,T3,orange,,scattered,,,,4,1978,1,April,2010,May,2010,no,,,,,3,BASKET (DENGU),
105022680273,2,10502268,yes,T1,mango,,scattered,,,,10,1980,14,September,2009,January,2010,yes,Community problems,,,,15,50 KG BAG,
105022680301,2,10502268,yes,T1,mango,,scattered,,,,5,1995,8,September,2009,January,2010,yes,Crop theft,,,,10,50 KG BAG,
105022680301,2,10502268,yes,T2,orange,,scattered,,,,2,1988,4,October,2009,July,2010,no,,,,,4,50 KG BAG,
105022680323,2,10502268,yes,T1,orange,,scattered,,,,1,2000,0,August,2010,September,2010,no,,,,,1,BASKET (DENGU),
105022680323,2,10502268,yes,T2,MEXICAN APPLE [MASUKU],,scattered,,,,1,1998,0,September,2010,September,2010,no,,,,,1,BASKET (DENGU),
105022680324,2,10502268,no,,,,,,,,,,,,,,,,,,,,,,
105022680337,2,10502268,yes,T1,mango,,scattered,,,,5,1991,0,November,2009,January,2010,no,,,,,4,50 KG BAG,
105022680350,2,10502268,no,,,,,,,,,,,,,,,,,,,,,,
105022680375,2,10502268,no,,,,,,,,,,,,,,,,,,,,,,
105022680376,2,10502268,no,,,,,,,,,,,,,,,,,,,,,,
105022680391,2,10502268,yes,T1,orange,,scattered,,,,4,1999,1,May,2010,July,2010,no,,,,,7,50 KG BAG,
105022680391,2,10502268,yes,T2,avocado,,scattered,,,,1,1995,0,January,2010,February,2010,no,,,,,2,50 KG BAG,
105022680406,2,10502268,yes,T1,mango,,scattered,,,,6,1989,10,September,2009,January,2010,yes,Community problems,,,,4,90 KG BAG,
105025930009,2,10502593,no,,,,,,,,,,,,,,,,,,,,,,
105025930015,2,10502593,no,,,,,,,,,,,,,,,,,,,,,,
105025930020,2,10502593,no,,,,,,,,,,,,,,,,,,,,,,
105025930026,2,10502593,yes,T1,mango,,scattered,,,,16,1980,20,September,2009,January,2010,yes,Community problems,,,,22,BASKET (DENGU),
105025930037,2,10502593,no,,,,,,,,,,,,,,,,,,,,,,
105025930042,2,10502593,yes,T1,cassava,,plantation,.1,acre,,,,,July,2010,August,2010,no,,,,,1,50 KG BAG,
105025930042,2,10502593,yes,T2,OTHER (SPECIFY),,scattered,,,,1,2008,0,December,2009,December,2009,no,,,,,10,NO. 12 PLATE,
105025930047,2,10502593,no,,,,,,,,,,,,,,,,,,,,,,
105025930064,2,10502593,yes,T1,orange,,scattered,,,,1,1995,0,June,2010,August,2010,no,,,,,2,50 KG BAG,
105025930069,2,10502593,yes,T1,mango,,scattered,,,,3,1990,6,September,2009,January,2010,yes,Community problems,,,,8,50 KG BAG,
105025930075,2,10502593,no,,,,,,,,,,,,,,,,,,,,,,
105025930080,2,10502593,no,,,,,,,,,,,,,,,,,,,,,,
105025930091,2,10502593,no,,,,,,,,,,,,,,,,,,,,,,
105025930097,2,10502593,yes,T1,cassava,,plantation,.0099999998,acre,,,,,September,2010,October,2010,yes,Animals,,,,2,50 KG BAG,
105025930102,2,10502593,yes,T1,mango,,scattered,,,,4,1990,0,January,2010,February,2010,yes,Insects,,,,3,BASKET (DENGU),
105025930113,2,10502593,yes,T1,banana,,scattered,,,,7,1990,0,May,2010,August,2010,no,,,,,4,50 KG BAG,
105024390007,1,10502439,yes,T1,cassava,,scattered,,,,,,,June,2010,October,2010,no,,,,,3,50 KG BAG,
105024390053,1,10502439,no,,,,,,,,,,,,,,,,,,,,,,
105024390099,1,10502439,yes,T1,mango,,scattered,,,,2,1992,0,December,2009,February,2010,no,,,,,2,50 KG BAG,
105024390099,1,10502439,yes,T2,orange,,scattered,,,,2,1995,0,August,2010,August,2010,no,,,,,2,50 KG BAG,
105024390099,1,10502439,yes,T3,cassava,,plantation,.2,acre,,,,,July,2010,September,2010,no,,,,,2,50 KG BAG,
105024390121,1,10502439,yes,T1,mango,,scattered,,,,2,1998,0,November,2009,February,2010,no,,,,,2,BASKET (DENGU),
105024390144,1,10502439,yes,T1,cassava,,plantation,.20999999,acre,,,,,April,2010,September,2010,no,,,,,5,50 KG BAG,
105024390144,1,10502439,yes,T2,mango,,scattered,,,,4,1990,0,December,2009,February,2010,yes,Community problems,,Crop theft,,14,50 KG BAG,
105024390144,1,10502439,yes,T3,orange,,scattered,,,,2,1997,0,April,2010,July,2010,yes,Community problems,,Crop theft,,10,50 KG BAG,
105024390190,1,10502439,no,,,,,,,,,,,,,,,,,,,,,,
105024390213,1,10502439,yes,T1,mango,,scattered,,,,2,1998,0,October,2009,February,2010,yes,Community problems,,Diseases,,6,90 KG BAG,
105024390236,1,10502439,yes,T1,mango,,scattered,,,,10,1990,0,October,2009,January,2010,yes,Community problems,,,,10,50 KG BAG,
105024390236,1,10502439,yes,T2,PAWPAW/PAPAYA,,scattered,,,,2,2003,0,March,2009,August,2009,no,,,,,10,piece,
105024390282,1,10502439,yes,T1,mango,,scattered,,,,5,1966,0,November,,February,2010,yes,Animals,,Crop theft,,6,BASKET (DENGU),
105024390282,1,10502439,yes,T2,orange,,scattered,,,,9,1978,0,April,2010,May,2010,yes,Diseases,,Community problems,,4,BASKET (DENGU),
105024390282,1,10502439,yes,T3,banana,,scattered,,,,999,1993,0,July,2010,October,2010,yes,Animals,,Crop theft,,24,bunch,
105024390305,1,10502439,yes,T1,cassava,,plantation,.2,acre,,,,,September,2010,October,2010,yes,Animals,,Crop theft,,2,50 KG BAG,
105024390328,1,10502439,yes,T1,mango,,scattered,,,,1,2002,0,October,2009,February,2010,yes,Community problems,,Crop theft,,3,50 KG BAG,
105024390328,1,10502439,yes,T2,banana,,scattered,,,,6,2002,0,January,2009,December,2009,yes,Community problems,,Crop theft,,25,bunch,
105024390374,1,10502439,no,,,,,,,,,,,,,,,,,,,,,,
105024390397,1,10502439,yes,T1,mango,,scattered,,,,6,1997,0,November,2009,February,2010,yes,Community problems,,Crop theft,,8,50 KG BAG,
105024390397,1,10502439,yes,T2,orange,,scattered,,,,4,1997,0,May,2010,August,2010,yes,Community problems,,Crop theft,,10,50 KG BAG,
105024390397,1,10502439,yes,T3,PAWPAW/PAPAYA,,scattered,,,,2,2007,0,August,2010,November,2010,no,,,,,40,piece,
105024390420,1,10502439,yes,T1,mango,,scattered,,,,4,1980,0,November,2009,January,2010,yes,Animals,,Crop theft,,4,BASKET (DENGU),
105024390420,1,10502439,yes,T2,orange,,scattered,,,,15,1976,11,April,2010,May,2010,no,,,,,6,BASKET (DENGU),
105024390420,1,10502439,yes,T3,banana,,scattered,,,,999,1985,0,June,2010,September,2010,yes,Animals,,Crop theft,,20,bunch,
105024390420,1,10502439,yes,T4,guava,,scattered,,,,20,1995,8,June,2010,August,2010,no,,,,,10,BASKET (DENGU),
105024390466,1,10502439,no,,,,,,,,,,,,,,,,,,,,,,
105032110006,1,10503211,no,,,,,,,,,,,,,,,,,,,,,,
105032110010,1,10503211,no,,,,,,,,,,,,,,,,,,,,,,
105032110013,1,10503211,no,,,,,,,,,,,,,,,,,,,,,,
105032110017,1,10503211,no,,,,,,,,,,,,,,,,,,,,,,
105032110024,1,10503211,no,,,,,,,,,,,,,,,,,,,,,,
105032110027,1,10503211,no,,,,,,,,,,,,,,,,,,,,,,
105032110031,1,10503211,no,,,,,,,,,,,,,,,,,,,,,,
105032110035,1,10503211,no,,,,,,,,,,,,,,,,,,,,,,
105032110042,1,10503211,yes,T1,PAWPAW/PAPAYA,,scattered,,,,1,2006,0,September,2010,December,2010,yes,Diseases,,Rains,,20,bunch,
105032110045,1,10503211,no,,,,,,,,,,,,,,,,,,,,,,
105032110049,1,10503211,no,,,,,,,,,,,,,,,,,,,,,,
105032110052,1,10503211,no,,,,,,,,,,,,,,,,,,,,,,
105032110060,1,10503211,yes,T1,mango,,scattered,,,,1,1996,0,December,2010,January,2011,no,,,,,50,kilogram,
105032110060,1,10503211,yes,T2,PAWPAW/PAPAYA,,scattered,,,,1,2010,1,,,,,no,,,,,,,
105032110060,1,10503211,yes,T3,guava,,scattered,,,,1,1999,0,June,2010,August,2010,no,,,,,50,kilogram,
105032110067,1,10503211,no,,,,,,,,,,,,,,,,,,,,,,
105032110074,1,10503211,yes,T1,banana,,scattered,,,,6,1992,0,August,2010,January,2011,no,,,,,3,50 KG BAG,
105033670001,2,10503367,yes,T1,mango,,scattered,,,,11,2004,0,January,2010,February,2010,no,,,,,34,50 KG BAG,
105033670001,2,10503367,yes,T2,banana,,scattered,,,,8,2006,0,November,2009,March,2010,no,,,,,45,bunch,
105033670004,2,10503367,yes,T1,mango,,scattered,,,,3,1971,0,January,2010,February,2010,no,,,,,50,kilogram,
105033670004,2,10503367,yes,T2,cassava,,plantation,.23999999,acre,,,,,June,2010,July,2010,no,,,,,6,BASKET (DENGU),
105033670007,2,10503367,yes,T1,banana,,scattered,,,,3,2004,0,March,2010,June,2010,no,,,,,1,50 KG BAG,
105033670008,2,10503367,yes,T1,banana,,scattered,,,,5,2004,0,March,2010,July,2010,no,,,,,1,50 KG BAG,
105033670009,2,10503367,yes,T1,orange,,scattered,,,,2,1990,3,February,2010,June,2010,no,,,,,6,BASKET (DENGU),
105033670014,2,10503367,yes,T1,cassava,,plantation,.5,acre,,,,,January,2010,December,2010,no,,,,,2,50 KG BAG,
105033670017,2,10503367,no,,,,,,,,,,,,,,,,,,,,,,
105033670018,2,10503367,yes,T1,MEXICAN APPLE [MASUKU],,scattered,,,,1,2004,2,August,2009,December,2009,no,,,,,1,50 KG BAG,
105033670021,2,10503367,no,,,,,,,,,,,,,,,,,,,,,,
105033670024,2,10503367,yes,T1,banana,,scattered,,,,9,2006,0,December,2009,June,2010,no,,,,,3,50 KG BAG,
105033670028,2,10503367,yes,T1,banana,,scattered,,,,20,2000,0,November,2009,May,2010,no,,,,,3,50 KG BAG,
105033670030,2,10503367,yes,T1,mango,,scattered,,,,2,2004,0,November,2009,January,2010,yes,Other (Specify),CHILDREN PICKING BEFORE MANGOS READY,,,1,50 KG BAG,
105033670030,2,10503367,yes,T2,peach,,scattered,,,,5,2006,0,October,2009,December,2009,no,,,,,2,50 KG BAG,
105033670030,2,10503367,yes,T3,banana,,scattered,,,,4,2005,0,January,2010,April,2010,no,,,,,1,50 KG BAG,
105033670030,2,10503367,yes,T4,MEXICAN APPLE [MASUKU],,scattered,,,,4,2000,0,September,2009,December,2009,yes,Other (Specify),EFFECTS OF WIND,,,1,50 KG BAG,
105033670032,2,10503367,no,,,,,,,,,,,,,,,,,,,,,,
105033670035,2,10503367,yes,T1,cassava,,scattered,,,,,,,February,2010,December,2010,no,,,,,0,,
105033670040,2,10503367,no,,,,,,,,,,,,,,,,,,,,,,
105033670045,2,10503367,yes,T1,mango,,scattered,,,,10,2010,0,,,,,no,,,,,0,,
105053100003,2,10505310,no,,,,,,,,,,,,,,,,,,,,,,
105053100008,2,10505310,no,,,,,,,,,,,,,,,,,,,,,,
105053100020,2,10505310,no,,,,,,,,,,,,,,,,,,,,,,
105053100025,2,10505310,no,,,,,,,,,,,,,,,,,,,,,,
105053100031,2,10505310,yes,T1,mango,,scattered,,,,2,2000,0,September,2009,March,2010,no,,,,,4,BASKET (DENGU),
105053100031,2,10505310,yes,T2,OTHER (SPECIFY),,scattered,,,,5,2009,0,,,,,no,,,,,0,,
105053100042,2,10505310,yes,T1,mango,,scattered,,,,8,1981,14,July,2008,February,2009,yes,Community problems,,,,3,90 KG BAG,
105053100048,2,10505310,no,,,,,,,,,,,,,,,,,,,,,,
105053100054,2,10505310,no,,,,,,,,,,,,,,,,,,,,,,
105053100065,2,10505310,no,,,,,,,,,,,,,,,,,,,,,,
105053100071,2,10505310,yes,T1,banana,,scattered,,,,25,1985,0,October,2009,July,2010,no,,,,,15,bunch,
105053100076,2,10505310,yes,T1,guava,,scattered,,,,7,,0,May,2010,July,2010,yes,Insects,,,,10,BASKET (DENGU),
