case_id,visit,ea_id,ag_e0a,ag_e0c,ag_e0d,ag_e0d_os,ag_e01,ag_e02a,ag_e02b,ag_e03,ag_e04,ag_e05a,ag_e05b,ag_e06,ag_e07,ag_e07_os,ag_e08a,ag_e08b,ag_e08b_os,ag_e09,ag_e10a,ag_e10b,ag_e10b_os,ag_e10c,ag_e10c_os,ag_e10d,ag_e10e,ag_e10e_os,ag_e11,ag_e12a,ag_e12b,ag_e12b_os,ag_e13,ag_e13_os,ag_e14,ag_e15,ag_e16a,ag_e16b,ag_e17,ag_e18,ag_e19,ag_e20,ag_e21a,ag_e21b,ag_e22,ag_e23,ag_e24,ag_e25,ag_e26a,ag_e26b
104016350066,1,10401635,Yes,1,Urea,,1,N01,,No,,November,2009,1,Urea,,1,50 KG BAG,,No,,,,,,,,,No,,,,Truck / Bus / Minibus,,300,500,N02,,Yes,,,,,,,,,,,
104016350071,1,10401635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104016350077,1,10401635,Yes,2,23:21:0+4S/Chitowe,,1,N01,,No,,November,2009,1,23:21:0+4s/Chitowe,,1,50 KG BAG,,No,,,,,,,,,No,,,,Truck / Bus / Minibus,,400,500,N02,,Yes,,,,,,,,,,,
104016350077,1,10401635,Yes,2,Urea,,1,N01,,No,,November,2009,1,Urea,,1,50 KG BAG,,No,,,,,,,,,No,,,,Truck / Bus / Minibus,,400,500,N02,,Yes,,,,,,,,,,,
104016350077,1,10401635,Yes,2,Maize seed,,1,N01,,No,,November,2009,1,Maize seed,,1,5 KG BAG,,No,,,,,,,,,Yes,1,5 KG BAG,,Truck / Bus / Minibus,,200,100,N02,,Yes,,,,,,,,,,,
104016350083,1,10401635,Yes,1,23:21:0+4S/Chitowe,,1,N01,,No,,November,2009,1,23:21:0+4s/Chitowe,,1,50 KG BAG,,No,,,,,,,,,No,,,,Truck / Bus / Minibus,,300,500,N02,,Yes,,,,,,,,,,,
104016350083,1,10401635,Yes,1,Urea,,1,N01,,No,,November,2009,1,Urea,,1,50 KG BAG,,No,,,,,,,,,No,,,,Truck / Bus / Minibus,,300,500,N02,,Yes,,,,,,,,,,,
104016350083,1,10401635,Yes,1,Maize seed,,1,N01,,No,,November,2009,1,Maize seed,,1,5 KG BAG,,No,,,,,,,,,No,,,,Truck / Bus / Minibus,,200,100,N02,,Yes,,,,,,,,,,,
104016350095,1,10401635,Yes,1,23:21:0+4S/Chitowe,,1,N01,,No,,December,2009,1,23:21:0+4s/Chitowe,,1,50 KG BAG,,No,,,,,,,,,No,,,,Own Bicycle or Oxcart,,0,500,N02,,Yes,,,,,,,,,,,
104016350095,1,10401635,Yes,1,Urea,,1,N01,,No,,December,2009,1,Urea,,1,50 KG BAG,,No,,,,,,,,,No,,,,Own Bicycle or Oxcart,,0,500,N02,,Yes,,,,,,,,,,,
104016350095,1,10401635,Yes,1,Maize seed,,1,N01,,No,,December,2009,1,Maize seed,,1,2 KG BAG,,No,,,,,,,,,Yes,1,2 KG BAG,,Own Bicycle or Oxcart,,0,100,N02,,Yes,,,,,,,,,,,
104016350101,1,10401635,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104016350107,1,10401635,Yes,1,23:21:0+4S/Chitowe,,1,N01,,No,,December,2009,1,23:21:0+4s/Chitowe,,1,50 KG BAG,,No,,,,,,,,,No,,,,On Foot,,0,500,N02,,Yes,,,,,,,,,,,
104016350107,1,10401635,Yes,1,Urea,,1,N01,,No,,December,2009,1,Urea,,1,50 KG BAG,,No,,,,,,,,,No,,,,On Foot,,0,500,N02,,Yes,,,,,,,,,,,
104016350107,1,10401635,Yes,1,Maize seed,,1,N01,,No,,December,2009,1,Maize seed,,1,2 KG BAG,,No,,,,,,,,,No,,,,On Foot,,0,100,N03,,Yes,,,,,,,,,,,
104016350119,1,10401635,Yes,1,23:21:0+4S/Chitowe,,1,N01,,No,,December,2009,1,23:21:0+4s/Chitowe,,1,50 KG BAG,,No,,,,,,,,,No,,,,On Foot,,0,500,N02,,Yes,,,,,,,,,,,
104016350119,1,10401635,Yes,1,Urea,,1,N01,,No,,December,2009,1,Urea,,1,50 KG BAG,,No,,,,,,,,,No,,,,On Foot,,0,500,N02,,Yes,,,,,,,,,,,
104016350119,1,10401635,Yes,1,Maize seed,,1,N01,,No,,December,2009,1,Maize seed,,1,2 KG BAG,,No,,,,,,,,,No,,,,On Foot,,0,100,N02,,Yes,,,,,,,,,,,
104015020020,1,10401502,Yes,1,Maize seed,,2,N01,,No,,December,2009,2,Maize seed,,2,5 KG BAG,,No,,,,,,,,,No,,,,On Foot,,0,500,N01,,Yes,,,,,,,,,,,
104015020027,1,10401502,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104015020056,1,10401502,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104015020074,1,10401502,Yes,1,23:21:0+4S/Chitowe,,1,N01,,No,,November,2009,1,23:21:0+4s/Chitowe,,1,50 KG BAG,,No,,,,,,,,,No,,,,On Foot,,0,500,N01,,Yes,,,,,,,,,,,
104015020074,1,10401502,Yes,1,Urea,,1,N01,,No,,November,2009,1,Urea,,1,50 KG BAG,,No,,,,,,,,,No,,,,On Foot,,0,500,N01,,Yes,,,,,,,,,,,
104015020081,1,10401502,Yes,1,23:21:0+4S/Chitowe,,1,N01,,No,,November,2009,1,23:21:0+4s/Chitowe,,1,50 KG BAG,,No,,,,,,,,,No,,,,Bicycle Taxi,,0,850,N02,,Yes,,,,,,,,,,,
104015020081,1,10401502,Yes,1,Urea,,1,N01,,No,,November,2009,1,Urea,,1,50 KG BAG,,No,,,,,,,,,No,,,,Bicycle Taxi,,0,850,N02,,Yes,,,,,,,,,,,
104015020084,1,10401502,Yes,1,23:21:0+4S/Chitowe,,1,N01,,No,,November,2009,1,23:21:0+4s/Chitowe,,1,50 KG BAG,,No,,,,,,,,,No,,,,Truck / Bus / Minibus,,700,850,N02,,Yes,,,,,,,,,,,
104015020084,1,10401502,Yes,1,Urea,,1,N01,,No,,November,2009,1,Urea,,1,50 KG BAG,,No,,,,,,,,,No,,,,Truck / Bus / Minibus,,700,850,N02,,Yes,,,,,,,,,,,
104015020084,1,10401502,Yes,1,Maize seed,,1,N01,,No,,November,2009,1,Maize seed,,1,10 KG BAG,,No,,,,,,,,,No,,,,Truck / Bus / Minibus,,700,500,N02,,Yes,,,,,,,,,,,
104015020099,1,10401502,Yes,1,23:21:0+4S/Chitowe,,1,N01,,No,,November,2009,1,23:21:0+4s/Chitowe,,1,50 KG BAG,,No,,,,,,,,,No,,,,Own Bicycle or Oxcart,,500,850,N02,,Yes,,,,,,,,,,,
104015020099,1,10401502,Yes,1,Urea,,1,N01,,No,,November,2009,1,Urea,,1,50 KG BAG,,No,,,,,,,,,No,,,,Own Bicycle or Oxcart,,500,850,N02,,Yes,,,,,,,,,,,
104015020099,1,10401502,Yes,1,D Compound,,1,N01,,No,,November,2009,1,D compound,,1,50 KG BAG,,No,,,,,,,,,No,,,,Own Bicycle or Oxcart,,500,850,N02,,Yes,,,,,,,,,,,
104015020102,1,10401502,Yes,1,23:21:0+4S/Chitowe,,1,N01,,No,,November,2009,1,23:21:0+4s/Chitowe,,1,50 KG BAG,,No,,,,,,,,,No,,,,On Foot,,0,800,N02,,Yes,,,,,,,,,,,
104015020102,1,10401502,Yes,1,Urea,,1,N01,,No,,November,2009,1,Urea,,1,50 KG BAG,,No,,,,,,,,,No,,,,On Foot,,0,800,N02,,Yes,,,,,,,,,,,
104015020102,1,10401502,Yes,1,Maize seed,,1,N01,,No,,November,2009,1,Maize seed,,1,5 KG BAG,,No,,,,,,,,,No,,,,On Foot,,0,500,N02,,Yes,,,,,,,,,,,
104015020103,1,10401502,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104015020121,1,10401502,Yes,1,can,,1,N01,,No,,December,2009,1,Can,,1,50 KG BAG,,No,,,,,,,,,No,,,,Truck / Bus / Minibus,,150,500,N02,,Yes,,,,,,,,,,,
104015020121,1,10401502,Yes,1,Urea,,1,N01,,No,,December,2009,1,Urea,,50,kilogram,,No,,,,,,,,,No,,,,Truck / Bus / Minibus,,400,500,N02,,Yes,,,,,,,,,,,
104015020121,1,10401502,Yes,1,Maize seed,,1,N01,,No,,December,2009,1,Maize seed,,1,5 KG BAG,,No,,,,,,,,,No,,,,Truck / Bus / Minibus,,0,100,N02,,Yes,,,,,,,,,,,
104015020127,1,10401502,Yes,1,23:21:0+4S/Chitowe,,1,N01,,No,,November,2009,1,23:21:0+4s/Chitowe,,1,50 KG BAG,,No,,,,,,,,,No,,,,Own Bicycle or Oxcart,,0,500,N02,,Yes,,,,,,,,,,,
104015020127,1,10401502,Yes,1,Urea,,1,N01,,No,,November,2009,1,Urea,,1,50 KG BAG,,No,,,,,,,,,No,,,,Own Bicycle or Oxcart,,0,500,N02,,Yes,,,,,,,,,,,
104015020127,1,10401502,Yes,1,Maize seed,,1,N01,,No,,November,2009,1,Maize seed,,1,5 KG BAG,,No,,,,,,,,,No,,,,Own Bicycle or Oxcart,,0,100,N02,,Yes,,,,,,,,,,,
104015020133,1,10401502,Yes,2,23:21:0+4S/Chitowe,,1,N01,,No,,November,2009,1,23:21:0+4s/Chitowe,,1,50 KG BAG,,No,,,,,,,,,No,,,,On Foot,,0,500,N01,,Yes,,,,,,,,,,,
104015020133,1,10401502,Yes,2,Urea,,1,N01,,No,,November,2009,1,Urea,,1,50 KG BAG,,No,,,,,,,,,No,,,,On Foot,,0,500,N01,,Yes,,,,,,,,,,,
104015020133,1,10401502,Yes,2,Maize seed,,1,N01,,No,,November,2009,1,Maize seed,,2,2 KG BAG,,No,,,,,,,,,No,,,,On Foot,,0,100,N01,,Yes,,,,,,,,,,,
104015020133,1,10401502,Yes,2,Flexi voucher,,1,N01,,No,,November,2009,1,Other chemical (specify),GROUNDNUTS SEED,1,kilogram,,No,,,,,,,,,No,,,,On Foot,,0,100,N01,,Yes,,,,,,,,,,,
104015020173,1,10401502,Yes,1,23:21:0+4S/Chitowe,,1,N01,,No,,December,2009,1,23:21:0+4s/Chitowe,,1,50 KG BAG,,No,,,,,,,,,No,,,,Truck / Bus / Minibus,,100,500,N02,,Yes,,,,,,,,,,,
104015020173,1,10401502,Yes,1,Maize seed,,1,N01,,No,,December,2009,1,Maize seed,,1,2 KG BAG,,No,,,,,,,,,No,,,,Truck / Bus / Minibus,,0,100,N02,,Yes,,,,,,,,,,,
104011400028,1,10401140,Yes,2,Maize seed,,1,N01,,No,,December,2009,1,Maize seed,,1,5 KG BAG,,No,,,,,,,,,No,,,,On Foot,,0,100,N02,,Yes,,,,,,,,,,,
104011400045,1,10401140,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104011400079,1,10401140,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104011400112,1,10401140,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104011400129,1,10401140,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104011400146,1,10401140,Yes,1,23:21:0+4S/Chitowe,,1,N02,,No,,November,2009,1,23:21:0+4s/Chitowe,,1,50 KG BAG,,No,,,,,,,,,No,,,,Own Bicycle or Oxcart,,0,500,N03,,Yes,,,,,,,,,,,
104011400146,1,10401140,Yes,1,Urea,,1,N02,,No,,November,2009,1,Urea,,1,50 KG BAG,,No,,,,,,,,,No,,,,Own Bicycle or Oxcart,,0,500,N03,,Yes,,,,,,,,,,,
104011400196,1,10401140,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104011400213,1,10401140,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104011400229,1,10401140,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104011400263,1,10401140,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104011400280,1,10401140,Yes,1,23:21:0+4S/Chitowe,,1,N03,,No,,October,2009,1,23:21:0+4s/Chitowe,,1,50 KG BAG,,No,,,,,,,,,No,,,,On Foot,,0,500,N04,,Yes,,,,,,,,,,,
104011400280,1,10401140,Yes,1,Urea,,1,N03,,No,,October,2009,1,Urea,,1,50 KG BAG,,No,,,,,,,,,No,,,,On Foot,,0,500,N04,,Yes,,,,,,,,,,,
104011400280,1,10401140,Yes,1,Maize seed,,1,N03,,No,,October,2009,1,Maize seed,,1,2 KG BAG,,No,,,,,,,,,No,,,,On Foot,,0,100,N04,,Yes,,,,,,,,,,,
104011400296,1,10401140,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104011400330,1,10401140,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104011400347,1,10401140,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104025370013,1,10402537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104025370021,1,10402537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104025370029,1,10402537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104025370037,1,10402537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104025370054,1,10402537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104025370062,1,10402537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104025370070,1,10402537,Yes,1,23:21:0+4S/Chitowe,,1,N01,,No,,November,2009,1,23:21:0+4s/Chitowe,,1,50 KG BAG,,No,,,,,,,,,No,,,,On Foot,,0,500,N02,,Yes,,,,,,,,,,,
104025370070,1,10402537,Yes,1,Urea,,1,N01,,No,,November,2009,1,Urea,,1,50 KG BAG,,No,,,,,,,,,No,,,,On Foot,,0,500,N02,,Yes,,,,,,,,,,,
104025370070,1,10402537,Yes,1,Maize seed,,1,N01,,No,,November,2009,1,Maize seed,,1,10 KG BAG,,No,,,,,,,,,No,,,,On Foot,,0,100,N02,,Yes,,,,,,,,,,,
104025370095,1,10402537,Yes,1,23:21:0+4S/Chitowe,,1,N01,,No,,November,2009,1,23:21:0+4s/Chitowe,,1,50 KG BAG,,No,,,,,,,,,No,,,,On Foot,,0,500,N02,,Yes,,,,,,,,,,,
104025370095,1,10402537,Yes,1,Urea,,1,N01,,No,,November,2009,1,Urea,,1,50 KG BAG,,No,,,,,,,,,No,,,,On Foot,,0,500,N02,,Yes,,,,,,,,,,,
104025370095,1,10402537,Yes,1,Maize seed,,1,N01,,No,,November,2009,1,Maize seed,,1,5 KG BAG,,No,,,,,,,,,No,,,,On Foot,,0,100,N02,,Yes,,,,,,,,,,,
104025370103,1,10402537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104025370111,1,10402537,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104025370119,1,10402537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104025370136,1,10402537,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104025370144,1,10402537,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104025370152,1,10402537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104025370168,1,10402537,Yes,1,23:21:0+4S/Chitowe,,1,N01,,No,,December,2009,1,23:21:0+4s/Chitowe,,1,50 KG BAG,,No,,,,,,,,,No,,,,On Foot,,0,500,N02,,Yes,,,,,,,,,,,
104025370168,1,10402537,Yes,1,Urea,,1,N01,,No,,December,2009,1,Urea,,1,50 KG BAG,,No,,,,,,,,,No,,,,On Foot,,0,500,N02,,Yes,,,,,,,,,,,
104025370168,1,10402537,Yes,1,Maize seed,,1,N01,,No,,December,2009,1,Maize seed,,1,5 KG BAG,,No,,,,,,,,,No,,,,On Foot,,0,100,N02,,Yes,,,,,,,,,,,
104034880015,1,10403488,Yes,1,23:21:0+4S/Chitowe,,1,N01,,No,,November,2009,1,23:21:0+4s/Chitowe,,1,50 KG BAG,,No,,,,,,,,,No,,,,Truck / Bus / Minibus,,200,500,N02,,Yes,,,,,,,,,,,
104034880015,1,10403488,Yes,1,Urea,,1,N01,,No,,November,2009,1,Urea,,1,50 KG BAG,,No,,,,,,,,,No,,,,Truck / Bus / Minibus,,200,500,N02,,Yes,,,,,,,,,,,
104034880015,1,10403488,Yes,1,Maize seed,,1,N01,,No,,November,2009,1,Maize seed,,1,5 KG BAG,,No,,,,,,,,,No,,,,Bicycle Taxi,,150,100,N02,,Yes,,,,,,,,,,,
104034880018,1,10403488,Yes,1,23:21:0+4S/Chitowe,,1,N01,,No,,November,2009,1,23:21:0+4s/Chitowe,,1,50 KG BAG,,No,,,,,,,,,No,,,,On Foot,,0,500,N02,,Yes,,,,,,,,,,,
104034880018,1,10403488,Yes,1,Urea,,1,N01,,No,,November,2009,1,Urea,,1,50 KG BAG,,No,,,,,,,,,No,,,,On Foot,,0,500,N02,,Yes,,,,,,,,,,,
104034880018,1,10403488,Yes,1,Maize seed,,1,N01,,No,,November,2009,1,Maize seed,,1,2 KG BAG,,No,,,,,,,,,No,,,,On Foot,,0,100,N02,,Yes,,,,,,,,,,,
104034880023,1,10403488,Yes,1,23:21:0+4S/Chitowe,,1,N01,,No,,November,2009,1,23:21:0+4s/Chitowe,,1,50 KG BAG,,No,,,,,,,,,No,,,,Truck / Bus / Minibus,,250,500,N02,,Yes,,,,,,,,,,,
104034880023,1,10403488,Yes,1,Urea,,1,N01,,No,,November,2009,1,Urea,,1,50 KG BAG,,No,,,,,,,,,No,,,,Truck / Bus / Minibus,,250,500,N02,,Yes,,,,,,,,,,,
104034880023,1,10403488,Yes,1,Maize seed,,1,N01,,No,,November,2009,1,Maize seed,,1,5 KG BAG,,No,,,,,,,,,No,,,,Own Bicycle or Oxcart,,0,100,N23,,Yes,,,,,,,,,,,
104034880031,1,10403488,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104034880039,1,10403488,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104034880055,1,10403488,Yes,1,23:21:0+4S/Chitowe,,1,N01,,No,,October,2009,1,23:21:0+4s/Chitowe,,1,50 KG BAG,,No,,,,,,,,,No,,,,Own Bicycle or Oxcart,,0,500,N02,,Yes,,,,,,,,,,,
104034880055,1,10403488,Yes,1,Urea,,1,N01,,No,,October,2009,1,Urea,,1,50 KG BAG,,No,,,,,,,,,No,,,,Own Bicycle or Oxcart,,0,500,N02,,Yes,,,,,,,,,,,
104034880055,1,10403488,Yes,1,Maize seed,,1,N01,,No,,October,2009,1,Maize seed,,1,10 KG BAG,,No,,,,,,,,,No,,,,Own Bicycle or Oxcart,,0,100,N02,,Yes,,,,,,,,,,,
104034880063,1,10403488,Yes,1,23:21:0+4S/Chitowe,,1,N01,,No,,November,2009,1,23:21:0+4s/Chitowe,,1,50 KG BAG,,No,,,,,,,,,No,,,,Own Bicycle or Oxcart,,0,500,N02,,Yes,,,,,,,,,,,
104034880063,1,10403488,Yes,1,Urea,,1,N01,,No,,November,2009,1,Urea,,1,50 KG BAG,,No,,,,,,,,,No,,,,Own Bicycle or Oxcart,,0,500,N02,,Yes,,,,,,,,,,,
104034880063,1,10403488,Yes,1,Maize seed,,1,N01,,No,,November,2009,1,Maize seed,,1,5 KG BAG,,No,,,,,,,,,No,,,,Own Bicycle or Oxcart,,0,100,N02,,Yes,,,,,,,,,,,
104034880070,1,10403488,Yes,1,23:21:0+4S/Chitowe,,1,N01,,No,,November,2009,1,23:21:0+4s/Chitowe,,1,50 KG BAG,,No,,,,,,,,,No,,,,Own Bicycle or Oxcart,,0,500,N02,,Yes,,,,,,,,,,,
104034880070,1,10403488,Yes,1,Urea,,1,N01,,No,,November,2009,1,Urea,,1,50 KG BAG,,No,,,,,,,,,No,,,,Own Bicycle or Oxcart,,0,500,N02,,Yes,,,,,,,,,,,
104034880070,1,10403488,Yes,1,Maize seed,,1,N01,,No,,November,2009,1,Maize seed,,1,5 KG BAG,,No,,,,,,,,,No,,,,Own Bicycle or Oxcart,,0,100,N02,,Yes,,,,,,,,,,,
104034880078,1,10403488,Yes,1,23:21:0+4S/Chitowe,,1,N01,,No,,November,2009,1,23:21:0+4s/Chitowe,,1,50 KG BAG,,No,,,,,,,,,No,,,,Own Bicycle or Oxcart,,0,500,N02,,Yes,,,,,,,,,,,
104034880078,1,10403488,Yes,1,Urea,,1,N01,,No,,November,2009,1,Urea,,1,50 KG BAG,,No,,,,,,,,,No,,,,Own Bicycle or Oxcart,,0,500,N02,,Yes,,,,,,,,,,,
104034880078,1,10403488,Yes,1,Maize seed,,1,N01,,No,,November,2009,1,Maize seed,,1,10 KG BAG,,No,,,,,,,,,No,,,,Own Bicycle or Oxcart,,0,100,N02,,Yes,,,,,,,,,,,
104034880094,1,10403488,Yes,1,23:21:0+4S/Chitowe,,1,N01,,No,,November,2009,1,23:21:0+4s/Chitowe,,1,50 KG BAG,,No,,,,,,,,,No,,,,On Foot,,0,500,N02,,Yes,,,,,,,,,,,
104034880094,1,10403488,Yes,1,Urea,,1,N01,,No,,November,2009,1,Urea,,1,50 KG BAG,,No,,,,,,,,,No,,,,On Foot,,0,500,N02,,Yes,,,,,,,,,,,
104034880094,1,10403488,Yes,1,Maize seed,,1,N01,,No,,November,2009,1,Maize seed,,1,2 KG BAG,,No,,,,,,,,,No,,,,On Foot,,0,100,N02,,Yes,,,,,,,,,,,
104034880102,1,10403488,Yes,1,23:21:0+4S/Chitowe,,1,N01,,No,,November,2009,1,23:21:0+4s/Chitowe,,1,50 KG BAG,,No,,,,,,,,,No,,,,Truck / Bus / Minibus,,200,500,N02,,Yes,,,,,,,,,,,
104034880102,1,10403488,Yes,1,Urea,,1,N01,,No,,November,2009,1,Urea,,1,50 KG BAG,,No,,,,,,,,,No,,,,Truck / Bus / Minibus,,200,500,N02,,Yes,,,,,,,,,,,
104034880102,1,10403488,Yes,1,Maize seed,,1,N01,,No,,November,2009,0,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,No,,No,,Input supplier was too far / inaccessible,
104034880110,1,10403488,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104034880134,1,10403488,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104034880142,1,10403488,Yes,1,23:21:0+4S/Chitowe,,1,N01,,No,,November,2009,1,23:21:0+4s/Chitowe,,1,50 KG BAG,,No,,,,,,,,,No,,,,On Foot,,0,500,N02,,Yes,,,,,,,,,,,
104034880142,1,10403488,Yes,1,Urea,,1,N01,,No,,November,2009,1,Urea,,1,50 KG BAG,,No,,,,,,,,,No,,,,On Foot,,0,500,N02,,Yes,,,,,,,,,,,
104034880150,1,10403488,Yes,1,23:21:0+4S/Chitowe,,1,N01,,No,,November,2009,1,23:21:0+4s/Chitowe,,1,50 KG BAG,,No,,,,,,,,,No,,,,On Foot,,0,500,N04,,Yes,,,,,,,,,,,
104034880150,1,10403488,Yes,1,Urea,,1,N01,,No,,November,2009,1,Urea,,1,50 KG BAG,,No,,,,,,,,,No,,,,On Foot,,0,500,N04,,Yes,,,,,,,,,,,
104034880165,1,10403488,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104033320002,1,10403332,Yes,1,23:21:0+4S/Chitowe,,1,N01,,No,,September,2008,1,23:21:0+4s/Chitowe,,1,50 KG BAG,,No,,,,,,,,,No,,,,On Foot,,0,850,N02,,Yes,,,,,,,,,,,
104033320002,1,10403332,Yes,1,Urea,,1,N01,,No,,September,2008,1,Urea,,1,50 KG BAG,,No,,,,,,,,,No,,,,On Foot,,0,850,N02,,Yes,,,,,,,,,,,
104033320020,1,10403332,Yes,1,23:21:0+4S/Chitowe,,1,N03,,No,,November,2008,1,23:21:0+4s/Chitowe,,1,50 KG BAG,,No,,,,,,,,,No,,,,On Foot,,0,500,N04,,Yes,,,,,,,,,,,
104033320020,1,10403332,Yes,1,Urea,,1,N03,,No,,November,2008,1,Urea,,1,50 KG BAG,,No,,,,,,,,,No,,,,On Foot,,0,500,N04,,Yes,,,,,,,,,,,
104033320020,1,10403332,Yes,2,Maize seed,,1,N03,,No,,November,2008,1,Maize seed,,1,5 KG BAG,,No,,,,,,,,,No,,,,On Foot,,0,500,N04,,Yes,,,,,,,,,,,
104033320028,1,10403332,Yes,1,23:21:0+4S/Chitowe,,1,N01,,No,,November,2008,1,23:21:0+4s/Chitowe,,1,50 KG BAG,,No,,,,,,,,,No,,,,On Foot,,0,850,N02,,Yes,,,,,,,,,,,
104033320028,1,10403332,Yes,1,Urea,,1,N01,,No,,November,2008,1,Urea,,1,50 KG BAG,,No,,,,,,,,,No,,,,On Foot,,0,850,N02,,Yes,,,,,,,,,,,
104033320028,1,10403332,Yes,1,Maize seed,,1,N01,,No,,November,2008,1,Maize seed,,1,2 KG BAG,,No,,,,,,,,,No,,,,On Foot,,0,100,N02,,Yes,,,,,,,,,,,
104033320038,1,10403332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104033320039,1,10403332,Yes,1,23:21:0+4S/Chitowe,,1,N01,,No,,November,2008,1,23:21:0+4s/Chitowe,,1,50 KG BAG,,No,,,,,,,,,No,,,,On Foot,,0,900,N02,,Yes,,,,,,,,,,,
104033320039,1,10403332,Yes,1,Urea,,1,N01,,No,,November,2008,1,Urea,,1,50 KG BAG,,No,,,,,,,,,No,,,,On Foot,,0,900,N02,,Yes,,,,,,,,,,,
104033320039,1,10403332,Yes,1,Maize seed,,1,N01,,No,,November,2008,1,Maize seed,,1,5 KG BAG,,No,,,,,,,,,No,,,,On Foot,,0,100,N02,,Yes,,,,,,,,,,,
104033320039,1,10403332,Yes,1,Flexi voucher,,1,N01,,No,,November,2008,1,Maize seed,,1,5 KG BAG,,No,,,,,,,,,No,,,,On Foot,,0,200,N02,,Yes,,,,,,,,,,,
104033320061,1,10403332,Yes,1,23:21:0+4S/Chitowe,,1,N01,,No,,December,2009,1,23:21:0+4s/Chitowe,,1,50 KG BAG,,No,,,,,,,,,No,,,,On Foot,,0,900,N02,,Yes,,,,,,,,,,,
104033320061,1,10403332,Yes,1,Urea,,1,N01,,No,,December,2009,1,Urea,,1,50 KG BAG,,No,,,,,,,,,No,,,,On Foot,,0,900,N02,,Yes,,,,,,,,,,,
104033320076,1,10403332,Yes,2,23:21:0+4S/Chitowe,,1,N02,,No,,November,2008,1,23:21:0+4s/Chitowe,,1,50 KG BAG,,No,,,,,,,,,No,,,,On Foot,,0,800,N03,,Yes,,,,,,,,,,,
104033320076,1,10403332,Yes,2,Urea,,1,N02,,No,,November,2008,1,Urea,,1,50 KG BAG,,No,,,,,,,,,No,,,,On Foot,,0,800,N03,,Yes,,,,,,,,,,,
