ea_id,com_ci0b,com_ci0b_os,com_ci01,com_ci02,com_ci03,com_ci04,com_ci05,com_ci06,com_ci07a,com_ci07a_os,com_ci07b,com_ci07b_os,com_ci07c,com_ci07c_os,com_ci08a,com_ci08a_os,com_ci08b,com_ci08b_os,com_ci08c,com_ci08c_os,com_ci09a,com_ci09a_os,com_ci09b,com_ci09b_os,com_ci09c,com_ci09c_os,com_ci10,com_ci11,com_ci12,com_ci12_os,com_ci13,com_ci14
20303654,Unallocated Arable Land,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20303654,Other:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20304084,Unallocated Arable Land,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20304084,Pasture,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20304084,Forest,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20304084,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20304084,Water Body:,KAOMBE RIVER,yes,yes,yes,no,no,yes,USE THE THREAT OF FINE,,,,,,Limitations of number of users at a given time,,,,,,Use threat of fine,,,,,,Somewhat Effective,no,,,no,
20304164,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20304164,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20304164,Unallocated Arable Land,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20304164,Water Body:,CHILIWA RIVER,yes,yes,yes,no,no,yes,OTHER (SPECIFY),ANYONE TO FARM AT HIS/HER,,,,,Other (Specify),ANYONE CAN USE HIS/HER PLOT,,,,,Use threat of fine,,,,,,Fully Effective,no,,,no,
20304164,Forest,,yes,yes,yes,no,no,yes,USE THE THREAT OF FINE,,OTHER (SPECIFY),WITHDRAW POLES,,,Other (Specify),TO COLLECT DRY WOOD ONLY,,,,,Use threat of fine,,,,,,Fully Effective,no,,,no,
20304285,Water Body:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20304285,Pasture,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20304285,Forest,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20304285,Unallocated Arable Land,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20304285,Other:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20304314,Other:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20304314,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20304314,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20304314,Pasture,,yes,yes,no,no,no,yes,USE THE THREAT OF FINE,,,,,,Other (Specify),LAW ENFORCEMENT,,,,,Do nothing,,,,,,Fully Effective,no,,,no,
20304314,Unallocated Arable Land,,yes,yes,no,no,no,yes,USE THE THREAT OF FINE,,,,,,Other (Specify),LAW ENFORCEMENT,,,,,Confiscation of tools/products,,Use threat of fine,,,,Fully Effective,no,,,no,
20304662,Water Body:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20304662,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20304662,Unallocated Arable Land,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20304662,Forest,,yes,yes,no,no,no,yes,USE GUARDS,,USE THE THREAT OF FINE,,,,Other (Specify),MUST CONSULT AUTHORITIES,,,,,Use threat of fine,,Confiscation of tools/products,,,,Fully Effective,no,,,no,
20304662,Other:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20304680,Pasture,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20304680,Forest,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20304680,Water Body:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20304680,Other:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20304680,Unallocated Arable Land,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20305023,Pasture,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20305023,Other:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20305023,Forest,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20305023,Unallocated Arable Land,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20305023,Water Body:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20305172,Pasture,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20305172,Forest,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20305172,Other:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20305172,Water Body:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20305172,Unallocated Arable Land,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20305301,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20305301,Water Body:,BUA RIVER,yes,yes,yes,no,no,yes,USE THE THREAT OF FINE,,OTHER (SPECIFY),BOUNDARY,OTHER (SPECIFY),THREAT OF ARREST,No restrictions,,,,,,Taking away [resource] use rights,,,,,,Fully Effective,no,,,no,
20305301,Forest,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20305301,Pasture,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20305301,Unallocated Arable Land,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20305340,Other:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20305340,Water Body:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20305340,Unallocated Arable Land,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20305340,Pasture,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20305340,Forest,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20305382,Unallocated Arable Land,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20305382,Water Body:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20305382,Forest,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20305382,Other:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20305382,Pasture,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20305717,Pasture,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20305717,Water Body:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20305717,Forest,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20305717,Other:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20305717,Unallocated Arable Land,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20306272,Water Body:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20306272,Forest,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20306272,Pasture,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20306272,Unallocated Arable Land,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20306272,Other:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20306296,Forest,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20306296,Water Body:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20306296,Unallocated Arable Land,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20306296,Other:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20306296,Pasture,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20306433,Pasture,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20306433,Unallocated Arable Land,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20306433,Other:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20306433,Forest,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20306433,Water Body:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20306557,Water Body:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20306557,Unallocated Arable Land,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20306557,Forest,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20306557,Other:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20306557,Pasture,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20320675,Forest,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20320675,Unallocated Arable Land,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20320675,Other:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20320675,Pasture,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20320675,Water Body:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20401171,,,yes,yes,yes,no,yes,no,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Fully Effective,no,,,no,
20401171,Pasture,,yes,yes,yes,no,no,no,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Somewhat Effective,no,,,no,
20401171,Unallocated Arable Land,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20401171,Forest,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20401171,,,yes,yes,yes,no,no,yes,USE THE THREAT OF FINE,,,,,,No restrictions,,,,,,Use threat of fine,,Social sanctions,,,,Fully Effective,no,,,no,
20401627,Pasture,,yes,yes,yes,no,yes,no,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Somewhat Effective,no,,,no,
20401627,Unallocated Arable Land,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20401627,Forest,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20401627,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20401627,Other:,GRAVEYARD,yes,yes,yes,no,no,yes,OTHER (SPECIFY),ONLY VILLAGE HEAD AUTHORIZES USE,,,,,No restrictions,,,,,,Do nothing,,,,,,Fully Effective,no,,,no,
20401737,Other:,MANDA(GRAVE YARD),yes,yes,yes,no,yes,no,,,,,,,No restrictions,,,,,,Use threat of fine,,,,,,Somewhat Effective,no,,,no,
20401737,Pasture,,yes,no,yes,no,yes,no,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Somewhat Effective,no,,,no,
20401737,Forest,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20401737,Unallocated Arable Land,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20401737,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20402045,Unallocated Arable Land,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20402045,Forest,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20402045,,,yes,yes,yes,no,yes,no,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Somewhat Effective,no,,,no,
20402045,,,yes,yes,yes,no,no,yes,USE THE THREAT OF FINE,,,,,,No restrictions,,,,,,Use threat of fine,,,,,,Fully Effective,no,,,no,
20402045,Pasture,,yes,yes,yes,no,yes,no,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Somewhat Effective,no,,,no,
20402072,Other:,GRAVEYARD,yes,yes,yes,no,no,no,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Somewhat Effective,no,,,no,
20402072,Unallocated Arable Land,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20402072,Forest,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20402072,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20402072,Pasture,,yes,yes,yes,no,no,no,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Somewhat Effective,no,,,no,
20402198,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20402198,Forest,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20402198,Other:,GRAVE YARD,yes,yes,yes,no,no,no,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Fully Effective,no,,,no,
20402198,Unallocated Arable Land,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20402198,Pasture,,yes,yes,yes,no,no,no,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Fully Effective,no,,,no,
20402201,Water Body:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20402201,Unallocated Arable Land,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20402201,Forest,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20402201,Other:,GRAVE YARD,yes,yes,yes,no,no,no,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Fully Effective,no,,,no,
20402201,Pasture,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20402298,Other:,GRAVE YARD,yes,yes,yes,no,yes,yes,OTHER (SPECIFY),ONLY VILLAGE HEAD AUTHORIZES USE,,,,,No restrictions,MUST CONSULT VILLAGE HEAD,,,,,Social sanctions,,,,,,Fully Effective,no,,,no,
20402298,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20402298,,,yes,yes,yes,yes,yes,no,,,,,,,No restrictions,NONE,,,,,Do nothing,,,,,,Fully Effective,no,,,no,
20402298,Forest,,yes,yes,yes,no,no,yes,USE THE THREAT OF FINE,,,,,,Other (Specify),FINE,,,,,Use threat of fine,,Confiscation of tools/products,,,,Fully Effective,no,,,no,
20402298,Unallocated Arable Land,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20403049,,,yes,yes,yes,no,yes,no,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Somewhat Effective,no,,,no,
20403049,,,yes,yes,yes,no,yes,no,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Somewhat Effective,no,,,no,
20403049,Forest,,yes,yes,yes,no,no,yes,USE GUARDS,,,,,,Other (Specify),ACCESS TO THE SERVICE IS,,,,,Use threat of fine,,,,,,Somewhat Effective,no,,,no,
20403049,Unallocated Arable Land,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20403049,,,yes,yes,yes,no,no,yes,USE GUARDS,,,,,,Other (Specify),MUST CONSULT VILLAGE HEAD,,,,,Use threat of fine,,,,,,Fully Effective,no,,,no,
20403668,Pasture,,yes,yes,yes,no,no,yes,OTHER (SPECIFY),BY LAW THEY ARE NOT ALLOW,,,,,No restrictions,,,,,,Do nothing,,,,,,Somewhat Effective,no,,,no,
20403668,Unallocated Arable Land,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20403668,Forest,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20403668,Other:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20403668,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20403697,Other:,GRAVE YARD,yes,yes,yes,no,no,yes,USE THE THREAT OF FINE,,,,,,Other (Specify),MUST CONSULT VILLAGE HEAD,,,,,Social sanctions,,,,,,Fully Effective,no,,,no,
20403697,Forest,,yes,yes,yes,no,no,yes,USE THE THREAT OF FINE,,,,,,Other (Specify),FINE,,,,,Social sanctions,,,,,,Fully Effective,no,,,no,
20403697,Unallocated Arable Land,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20403697,,,yes,yes,yes,no,yes,no,,,,,,,No restrictions,,,,,,Other (Specify),NONE,,,,,Somewhat Effective,no,,,no,
20403697,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20404032,Unallocated Arable Land,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20404032,Other:,GRAVE YARD,yes,yes,yes,no,no,no,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Fully Effective,no,,,no,
20404032,Water Body:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20404032,Forest,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20404032,Pasture,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20404509,Forest,,yes,yes,no,no,no,no,,,,,,,Other (Specify),USED FOR COMMUNAL PURPOSE,,,,,Use threat of fine,,,,,,Fully Effective,no,,,no,
20404509,,,yes,no,yes,no,no,yes,USE THE THREAT OF FINE,,,,,,No restrictions,,,,,,Use threat of fine,,,,,,Fully Effective,no,,,no,
20404509,Unallocated Arable Land,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20404509,,,yes,yes,yes,no,yes,no,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Fully Effective,no,,,no,
20404509,,,yes,no,yes,no,yes,no,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Fully Effective,no,,,no,
20404575,Unallocated Arable Land,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20404575,Other:,GRAVE YARD,yes,yes,yes,no,no,no,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Somewhat Effective,no,,,no,
20404575,Forest,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20404575,Water Body:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20404575,Pasture,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20404660,,,yes,yes,yes,no,no,yes,OTHER (SPECIFY),THE USE OF THE RESOURCE I,,,,,Other (Specify),USING RESOURCE IS,,,,,Use threat of fine,,,,,,Fully Effective,no,,,no,
20404660,,,yes,yes,yes,no,yes,no,,,,,,,No restrictions,USING RESOURCE IS,,,,,Do nothing,,,,,,Somewhat Effective,no,,,no,
20404660,Pasture,,yes,yes,yes,no,yes,no,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Somewhat Effective,no,,,no,
20404660,Unallocated Arable Land,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20404660,Forest,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20405132,,,yes,yes,yes,no,yes,no,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Somewhat Effective,no,,,no,
20405132,,,yes,yes,yes,no,yes,no,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Not Effective,no,,,no,
20405132,,,yes,yes,yes,no,no,yes,OTHER (SPECIFY),AUTHORISATION IS BEING DO,,,,,No restrictions,,,,,,Use threat of fine,,,,,,Fully Effective,no,,,no,
20405132,Forest,,yes,yes,yes,no,no,yes,OTHER (SPECIFY),ONLY VILLAGE HEAD AUTHORIZES USE,,,,,Other (Specify),TO BE USED BY THE PURPOSE,,,,,Use threat of fine,,,,,,Somewhat Effective,no,,,no,
20405132,Unallocated Arable Land,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20405366,Forest,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20405366,Water Body:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20405366,Pasture,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20405366,Other:,GRAVE YARD,yes,yes,yes,no,no,no,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Fully Effective,no,,,no,
20405366,Unallocated Arable Land,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20405704,,,yes,yes,yes,no,no,yes,USE THE THREAT OF FINE,,,,,,Other (Specify),MUST CONSULT VILLAGE HEAD,,,,,Use threat of fine,,Social sanctions,,,,Fully Effective,no,,,no,
20405704,,,yes,yes,yes,no,yes,no,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Somewhat Effective,no,,,no,
20405704,Unallocated Arable Land,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20405704,Forest,,yes,yes,yes,no,no,yes,USE THE THREAT OF FINE,,,,,,Other (Specify),USED FOR COMMUNAL PURPOSE,,,,,Use threat of fine,,Confiscation of tools/products,,,,Fully Effective,no,,,no,
20405704,,,yes,yes,yes,no,yes,no,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Somewhat Effective,no,,,no,
20406177,Pasture,,yes,yes,yes,no,yes,no,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Somewhat Effective,no,,,no,
20406177,Unallocated Arable Land,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20406177,,,yes,yes,yes,no,yes,no,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Fully Effective,no,,,no,
20406177,,,yes,yes,yes,no,no,yes,OTHER (SPECIFY),NO EXCLUSION,,,,,Other (Specify),MUST CONSULT AUTHORITIES,,,,,Social sanctions,,,,,,Fully Effective,no,,,no,
20406177,Forest,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20406348,Water Body:,TATALONGA RIVER,yes,yes,yes,no,yes,no,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Somewhat Effective,no,,,no,
20406348,Unallocated Arable Land,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20406348,,,yes,yes,yes,no,no,yes,USE GUARDS,,,,,,Other (Specify),MUST CONSULT VILLAGE HEAD,,,,,Use threat of fine,,,,,,Fully Effective,no,,,no,
20406348,Pasture,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20406348,Forest,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20406598,Unallocated Arable Land,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20406598,Pasture,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20406598,Other:,GRAVE YARD,yes,yes,yes,no,no,no,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Somewhat Effective,yes,Construct public facilities,,no,
20406598,Forest,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20406598,Water Body:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20407398,Pasture,,yes,yes,yes,no,no,no,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Fully Effective,no,,,no,
20407398,Forest,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20407398,Unallocated Arable Land,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20407398,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20407398,Other:,GRAVE YARD,yes,yes,yes,no,no,no,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Fully Effective,no,,,no,
20407481,Other:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20407481,Forest,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20407481,Pasture,,yes,yes,yes,no,no,no,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Fully Effective,no,,,no,
20407481,Unallocated Arable Land,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20407481,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20421229,Water Body:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20421229,Pasture,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20421229,Other:,GRAVE YARD,yes,yes,yes,yes,yes,no,,,,,,,No restrictions,,,,,,Social sanctions,,,,,,Fully Effective,no,,,no,
20421229,Unallocated Arable Land,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20421229,Forest,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20501111,Unallocated Arable Land,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20501111,Other:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20501111,Water Body:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20501111,Forest,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20501111,Pasture,,yes,yes,yes,yes,yes,yes,USE THE THREAT OF FINE,,,,,,No restrictions,,,,,,Do nothing,,,,,,Not Effective,no,,,yes,yes
20501330,Pasture,,yes,no,yes,yes,yes,no,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Not Effective,yes,Initiate Agricultural Scheme,,yes,yes
20501330,Unallocated Arable Land,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20501330,Forest,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20501330,Other:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20501330,Water Body:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20501664,Forest,,yes,yes,yes,yes,yes,yes,USE GUARDS,,USE THE THREAT OF FINE,,USE THE THREAT OF PHYSICAL PUNISHMENT,,Time restrictions,,,,,,Use threat of fine,,,,,,Somewhat Effective,yes,Initiate Agricultural Scheme,,yes,yes
20501664,Pasture,,yes,yes,yes,yes,yes,yes,USE GUARDS,,USE THE THREAT OF FINE,,USE THE THREAT OF PHYSICAL PUNISHMENT,,Limitations of number of users at a given time,,,,,,Use threat of fine,,,,,,Somewhat Effective,no,,,no,
20501664,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20501664,Unallocated Arable Land,,yes,yes,yes,yes,yes,yes,USE GUARDS,,USE THE THREAT OF FINE,,,,Time restrictions,,Limitations of number of users at a given time,,Rotation among groups of families,,Use threat of fine,,,,,,Somewhat Effective,yes,Initiate Agricultural Scheme,,yes,yes
20501664,,,yes,yes,yes,yes,yes,yes,USE GUARDS,,USE THE THREAT OF FINE,,,,Rotation among groups of families,,,,,,Use threat of fine,,,,,,Somewhat Effective,no,,,no,
20502159,,,yes,yes,yes,no,no,yes,USE GUARDS,,USE THE THREAT OF PHYSICAL PUNISHMENT,,,,Rotation among groups of families,,,,,,Use threat of fine,,,,,,Fully Effective,no,,,no,
20502159,,,yes,yes,yes,no,yes,no,,,,,,,Time restrictions,,,,,,Use threat of fine,,,,,,Fully Effective,no,,,no,
20502159,Unallocated Arable Land,,yes,yes,yes,no,yes,no,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Not Effective,no,,,no,
20502159,,,yes,yes,yes,no,yes,no,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Not Effective,no,,,no,
20502159,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20502240,Unallocated Arable Land,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20502240,Other:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20502240,Forest,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20502240,Pasture,,yes,no,no,no,yes,no,,,,,,,Rotation among groups of families,,,,,,Do nothing,,,,,,Not Effective,no,,,no,
20502240,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20502740,Water Body:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20502740,Pasture,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20502740,Other:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20502740,Forest,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20502740,Unallocated Arable Land,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20502758,Unallocated Arable Land,,yes,yes,yes,yes,yes,no,,,,,,,Limitations of number of users at a given time,,,,,,Do nothing,,,,,,Not Effective,yes,Construct public facilities,,yes,yes
20502758,Other:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20502758,,,yes,yes,yes,yes,yes,no,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Not Effective,yes,Initiate Agricultural Scheme,,no,
20502758,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20502758,Forest,,yes,yes,yes,yes,yes,no,,,,,,,Time restrictions,,,,,,Use threat of fine,,,,,,Somewhat Effective,no,,,no,
20503239,,,yes,yes,yes,no,yes,no,,,,,,,Limitations of number of users at a given time,,,,,,Confiscation of tools/products,,,,,,Not Effective,no,,,no,
20503239,,,yes,yes,yes,no,yes,no,,,,,,,No restrictions,,,,,,Social sanctions,,,,,,Not Effective,no,,,no,
20503239,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20503239,Unallocated Arable Land,,yes,yes,yes,no,yes,no,,,,,,,No restrictions,,,,,,Use threat of fine,,,,,,Not Effective,no,,,no,
20503239,Other:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
