case_id,visit,ea_id,ag_b0a,ag_b0c,ag_b0c_os,ag_b01a,ag_b01b,ag_b02,ag_b03a,ag_b03a_os,ag_b03b,ag_b03b_os,ag_b04a,ag_b04b,ag_b04b_os,ag_b04c,ag_b05a,ag_b05b,ag_b06,ag_b07a,ag_b07b,ag_b07b_os,ag_b07c,ag_b08,ag_b09a,ag_b09b,ag_b10,ag_b11a,ag_b11b,ag_b11b_os,ag_b11c,ag_b12a,ag_b12b,ag_b12b_os,ag_b12c,ag_b13a,ag_b13b,ag_b13b_os,ag_b13c,ag_b14a,ag_b14b,ag_b14b_os,ag_b14c,ag_b15a,ag_b15b,ag_b15b_os,ag_b15c,ag_b16a,ag_b16b,ag_b16b_os,ag_b16c,ag_b16d,ag_b17a,ag_b17a_os,ag_b17b,ag_b17b_os,ag_b18,ag_b19,ag_b19_os,ag_b20a,ag_b20b,ag_b20b_os,ag_b20c,ag_b21a,ag_b21a_os,ag_b21b,ag_b21b_os,ag_b22a,ag_b22a_os,ag_b22b,ag_b22b_os,ag_b23,ag_b24a,ag_b24b,ag_b24b_os,ag_b24c,ag_b25a,ag_b25b,ag_b25b_os,ag_b25c,ag_b26,ag_b27a,ag_b27b,ag_b27b_os,ag_b27c,ag_b28a,ag_b28b,ag_b28b_os,ag_b28c,ag_b29a,ag_b29b,ag_b29b_os,ag_b29c
105071750022,1,10507175,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105071750033,1,10507175,Yes,MAIZE HYBRID RECYCLED,,2,Acre,No,,,,,22,50 kg bag,,Shelled,July,July,No,,,,,,,,,10,Kilogram,,S: Shelled,0,,,,0,,,,0,,,,1,Pail (large),,S: Shelled,0,,,,,,,,,No,,,,,,,,,,,Food for household,,Seed for planting,,Yes,0,,,,0,,,,No,,,,,0,,,,0,,,
105071750045,1,10507175,Yes,MAIZE LOCAL,,1,Acre,No,,,,,1.5,Ox-cart,,Unshelled,June,August,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,1,Pail (small),,S: Shelled,0,,,,,,,,,No,,,,,,,,,,,Food for household,,,,Yes,0,,,,6,Pail (small),,S: Shelled,No,,,,,0,,,,0,,,
105071750045,1,10507175,Yes,SWEET POTATO,,.2,Acre,No,,,,,1,50 kg bag,,Not applicable,July,July,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,No,,,,,,,,,,,Food for household,,,,No,,,,,,,,,,,,,,,,,,,,,
105071750045,1,10507175,Yes,soyabean,,.5,Acre,No,,,,,5,50 kg bag,,Shelled,June,June,Yes,120,Kilogram,,S: Shelled,3600,1,2,0,0,,,,0,,,,0,,,,0,,,,1,Pail (large),,S: Shelled,0,,,,,,,,,No,,,,,,,,,,,Food for household,,,,No,,,,,,,,,,,,,,,,,,,,,
105071750069,1,10507175,Yes,MAIZE LOCAL,,.5,Acre,No,,,,,1,Ox-cart,,Unshelled,April,April,Yes,5,Pail (small),,S: Shelled,2500,1,,0,0,,,,0,,,,0,,,,0,,,,1,Pail (small),,S: Shelled,0,,,,,,,,,No,,,,,,,,,,,Food for household,,,,Yes,0,,,,10,Pail (small),,S: Shelled,Yes,0,,,,,,,,,,,
105071750069,1,10507175,Yes,TOBACCO BURLEY,,.5,Acre,Yes,Other (Specify),WATER STAIN,,,80,Kilogram,,Not applicable,February,March,Yes,80,Kilogram,,Not Applicable,50000,1,2,500,0,,,,40,Kilogram,,Not Applicable,0,,,,0,,,,0,,,,10,Kilogram,,Not Applicable,,Lack of transportation,,,,No,,,,,,,,,,,Wait for the arrival of buyer,,,,No,,,,,,,,,,,,,,,,,,,,,
105071750069,1,10507175,Yes,beans,,.5,Acre,No,,,,,5,Pail (large),,Shelled,March,April,Yes,1,Pail (large),,S: Shelled,4000,1,,0,0,,,,0,,,,0,,,,0,,,,10,Kilogram,,S: Shelled,0,,,,,,,,,No,,,,,,,,,,,Food for household,,,,No,,,,,,,,,,,,,,,,,,,,,
105071750081,1,10507175,Yes,MAIZE LOCAL,,1,Acre,No,,,,,4,50 kg bag,,Shelled,May,June,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,No,,,,,,,,,,,Food for household,,,,Yes,0,,,,5,Pail (small),,S: Shelled,Yes,0,,,,,,,,,,,
105071750093,1,10507175,Yes,MAIZE LOCAL,,1.5,Acre,No,,,,,4,50 kg bag,,Shelled,June,July,No,,,,,,,,,5,Pail (small),,S: Shelled,0,,,,0,,,,0,,,,20,Kilogram,,S: Shelled,0,,,,,,,,,No,,,,,,,,,,,Food for household,,,,Yes,0,,,,0,,,,Yes,0,,,,,,,,,,,
105071750093,1,10507175,Yes,soyabean,,.5,Acre,Yes,Insects,,,,4,Pail (large),,Shelled,June,June,Yes,2,Pail (large),,S: Shelled,2500,1,2,0,0,,,,0,,,,0,,,,0,,,,5,Kilogram,,S: Shelled,1,50 kg Bag,,S: Shelled,,Rotting,,,,No,,,,,,,,,,,Food for household,,,,No,,,,,,,,,,,,,,,,,,,,,
105071750104,1,10507175,Yes,MAIZE HYBRID,,2,Acre,No,,,,,20,50 kg bag,,Shelled,July,July,Yes,7,50 kg Bag,,S: Shelled,5600,1,,0,3,Pail (large),,S: Shelled,0,,,,0,,,,0,,,,1,Pail (large),,S: Shelled,0,,,,,,,,,No,,,,,,,,,,,Food for household,,Seed for planting,,Yes,0,,,,0,,,,No,,,,,0,,,,0,,,
105071750104,1,10507175,Yes,TOBACCO BURLEY,,1,Acre,No,,,,,300,Kilogram,,Not applicable,February,March,Yes,300,Kilogram,,Not Applicable,60000,1,,5600,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,No,,,,,,,,,,,Wait for the arrival of buyer,,,,No,,,,,,,,,,,,,,,,,,,,,
105071750116,1,10507175,Yes,MAIZE HYBRID,,.5,Acre,No,,,,,7,50 kg bag,,Shelled,July,July,No,,,,,,,,,1,Pail (small),,S: Shelled,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,No,,,,,,,,,,,Food for household,,,,Yes,0,,,,4,50 kg Bag,,S: Shelled,Yes,0,,,,,,,,,,,
105071750116,1,10507175,Yes,GROUNDNUT CHALIMBANA,,.2,Acre,No,,,,,1,Pail (large),,Unshelled,July,July,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,No,,,,,,,,,,,Food for household,,,,No,,,,,,,,,,,,,,,,,,,,,
105071750128,1,10507175,Yes,MAIZE HYBRID,,1,Acre,Yes,Lack of hired labor,,,,2,Ox-cart,,Unshelled,July,July,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,2,50 kg Bag,,S: Shelled,,Insects,,,,No,,,,,,,,,,,Food for household,,,,Yes,0,,,,0,,,,No,,,,,0,,,,10,50 kg Bag,,S: Shelled
105071750152,1,10507175,Yes,MAIZE HYBRID RECYCLED,,1,Acre,No,,,,,3,50 kg bag,,Shelled,June,July,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,10,Kilogram,,S: Shelled,0,,,,,,,,,No,,,,,,,,,,,Food for household,,,,Yes,0,,,,0,,,,No,,,,,0,,,,0,,,
105071750152,1,10507175,Yes,FINGER MILLET(MAWERE),,.5,Acre,Yes,Animals,,,,3,50 kg bag,,Not applicable,September,September,Yes,1,50 kg Bag,,Not Applicable,4000,1,2,0,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,20,Rodents/Pests,,,,No,,,,,,,,,,,Food for household,,Wait for the arrival of buyer,,No,,,,,,,,,,,,,,,,,,,,,
105071750152,1,10507175,Yes,soyabean,,.5,Acre,No,,,,,1.5,50 kg bag,,Shelled,July,July,Yes,1,50 kg Bag,,S: Shelled,2000,1,,0,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,No,,,,,,,,,,,Food for household,,,,No,,,,,,,,,,,,,,,,,,,,,
105071750163,1,10507175,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105071750175,1,10507175,Yes,MAIZE LOCAL,,1,Acre,Yes,Other (Specify),LACK OF FERTILIZER,,,1,Basket (dengu),,Unshelled,July,July,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,No,,,,,,,,,,,Food for household,,,,Yes,0,,,,4,50 kg Bag,,S: Shelled,Yes,4,50 kg Bag,,S: Shelled,,,,,,,,
105071750199,1,10507175,Yes,MAIZE HYBRID,,1,Acre,No,,,,,6,50 kg bag,,Shelled,July,July,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,No,,,,,,,,,,,Food for household,,,,Yes,0,,,,0,,,,Yes,2,50 kg Bag,,S: Shelled,,,,,,,,
105071750211,1,10507175,Yes,MAIZE LOCAL,,2,Acre,Yes,Other (Specify),LACK OF FERTILIZER,,,10,50 kg bag,,Shelled,June,July,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,No,,,,,,,,,,,Food for household,,,,Yes,0,,,,0,,,,Yes,0,,,,,,,,,,,
105071750246,1,10507175,Yes,MAIZE HYBRID,,1,Acre,Yes,Other (Specify),LACK OF FERTILIZER,,,4,50 kg bag,,Shelled,May,May,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,No,,,,,,,,,,,Food for household,,,,Yes,0,,,,4,50 kg Bag,,S: Shelled,No,,,,,0,,,,0,,,
105071750246,1,10507175,Yes,TOBACCO BURLEY,,1.5,Acre,No,,,,,600,Kilogram,,Not applicable,January,March,Yes,600,Kilogram,,Not Applicable,33000,1,,3000,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,No,,,,,,,,,,,Wait for the arrival of buyer,,,,No,,,,,,,,,,,,,,,,,,,,,
105093190002,1,10509319,Yes,MAIZE LOCAL,,2,Acre,No,,,,,112,Basket (dengu),,Unshelled,May,June,Yes,6,50 kg Bag,,S: Shelled,9000,1,2,0,3,Pail (large),,S: Shelled,0,,,,0,,,,0,,,,1,Pail (large),,S: Shelled,15,Kilogram,,S: Shelled,,Rotting,,Rodents/Pests,,Yes,Traditional Nkhokwe,,2,50 kg Bag,,S: Shelled,Did Nothing,,,,Food for household,,To sell at a higher price,,Yes,0,,,,2,50 kg Bag,,S: Shelled,No,,,,,0,,,,0,,,
105093190002,1,10509319,Yes,GROUNDNUT CHALIMBANA,,.5,Acre,Yes,Rains,,,,5,50 kg bag,,Unshelled,June,June,Yes,14,Pail (large),,U: Unshelled,3500,1,2,0,6,Pail (large),,U: Unshelled,0,,,,0,,,,0,,,,1,Pail (large),,S: Shelled,2,Pail (large),,U: Unshelled,,Flood,,,,No,,,,,,,,,,,Food for household,,To sell at a higher price,,No,,,,,,,,,,,,,,,,,,,,,
105093190002,1,10509319,Yes,GROUNDNUT CG7,,.5,Acre,No,,,,,8,50 kg bag,,Unshelled,May,May,Yes,6,Pail (large),,U: Unshelled,3000,1,2,0,0,,,,0,,,,0,,,,0,,,,0,,,,1,Pail (large),,U: Unshelled,,Flood,,,,No,,,,,,,,,,,Food for household,,To sell at a higher price,,No,,,,,,,,,,,,,,,,,,,,,
105093190002,1,10509319,Yes,FINGER MILLET(MAWERE),,1,Acre,No,,,,,3,Pail (large),,Not applicable,July,July,Yes,3,Pail (large),,Not Applicable,2100,1,2,0,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,No,,,,,,,,,,,Food for household,,To sell at a higher price,,No,,,,,,,,,,,,,,,,,,,,,
105093190013,1,10509319,Yes,MAIZE LOCAL,,1,Acre,No,,,,,4,90 kg bag,,Shelled,May,May,Yes,2,90 kg Bag,,S: Shelled,8000,1,2,0,3,Pail (large),,S: Shelled,0,,,,0,,,,0,,,,1,Pail (large),,S: Shelled,0,,,,,,,,,No,,,,,,,,,,,Food for household,,To sell at a higher price,,Yes,0,,,,0,,,,No,,,,,0,,,,0,,,
105093190013,1,10509319,Yes,MAIZE HYBRID,,1,Acre,No,,,,,6,90 kg bag,,Shelled,May,May,Yes,3,90 kg Bag,,S: Shelled,12000,1,2,0,10,Pail (large),,S: Shelled,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,No,,,,,,,,,,,Food for household,,To sell at a higher price,,Yes,0,,,,40,Kilogram,,S: Shelled,No,,,,,0,,,,0,,,
105093190013,1,10509319,Yes,TOBACCO BURLEY,,1,Acre,No,,,,,5,Bale,,Not applicable,February,March,Yes,5,Bale,,Not Applicable,80000,1,2,12000,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,No,,,,,,,,,,,Wait for the arrival of buyer,,,,,,,,,,,,,,,,,,,,,,,,,
105093190021,1,10509319,Yes,MAIZE LOCAL,,1,Acre,Yes,Diseases,,,,20,Pail (small),,Shelled,June,July,Yes,8,Pail (small),,S: Shelled,4000,1,2,0,0,,,,0,,,,0,,,,0,,,,0,,,,1,No 10 Plate,,S: Shelled,,Rotting,,,,No,,,,,,,,,,,Food for household,,,,Yes,0,,,,3,Pail (small),,S: Shelled,No,,,,,0,,,,0,,,
105093190021,1,10509319,Yes,MAIZE HYBRID,,2.5,Acre,No,,,,,40,50 kg bag,,Shelled,June,July,Yes,50,Pail (small),,S: Shelled,25000,1,2,0,7,Pail (small),,S: Shelled,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,No,,,,,,,,,,,Food for household,,To sell at a higher price,,Yes,0,,,,0,,,,No,,,,,10,Pail (small),,S: Shelled,0,,,
105093190021,1,10509319,Yes,TOBACCO BURLEY,,1.5,Acre,No,,,,,340,Kilogram,,Not applicable,June,June,Yes,340,Kilogram,,Not Applicable,90000,1,2,1800,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,No,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,
105093190021,1,10509319,Yes,GROUNDNUT CHALIMBANA,,.039999999,Acre,No,,,,,3,Basket (dengu),,Unshelled,March,April,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,1,Basket (Dengu),,U: Unshelled,0,,,,,,,,,No,,,,,,,,,,,Food for household,,Seed for planting,,No,,,,,,,,,,,,,,,,,,,,,
105093190021,1,10509319,Yes,beans,,.039999999,Acre,No,,,,,1,Pail (small),,Shelled,April,May,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,1,No 10 Plate,,S: Shelled,0,,,,,,,,,No,,,,,,,,,,,Food for household,,Seed for planting,,No,,,,,,,,,,,,,,,,,,,,,
105093190045,1,10509319,Yes,MAIZE LOCAL,,1,Acre,Yes,Other (Specify),LACK OF FERTILIZER,,,4,50 kg bag,,Shelled,July,August,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,10,Kilogram,,S: Shelled,0,,,,,,,,,Yes,Traditional Nkhokwe,,1,50 kg Bag,,S: Shelled,Did Nothing,,,,Food for household,,,,Yes,0,,,,0,,,,No,,,,,0,,,,0,,,
105093190045,1,10509319,Yes,nkhwani,,1,Acre,No,,,,,2,Basket (dengu),,Not applicable,April,June,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,.5,Kilogram,,Not Applicable,0,,,,,,,,,No,,,,,,,,,,,Food for household,,,,No,,,,,,,,,,,,,,,,,,,,,
105093190056,1,10509319,Yes,MAIZE HYBRID,,1,Hectare,No,,,,,150,50 kg bag,,Shelled,June,June,Yes,25,50 kg Bag,,S: Shelled,21000,1,2,0,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,Yes,Bags in house,,2,50 kg Bag,,S: Shelled,Spraying,,,,Food for household,,,,Yes,0,,,,0,,,,No,,,,,0,,,,0,,,
105093190056,1,10509319,Yes,TOBACCO BURLEY,,.5,Hectare,No,,,,,8,Bale,,Not applicable,February,March,Yes,8,Bale,,Not Applicable,140000,1,2,4000,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,No,,,,,,,,,,,Wait for the arrival of buyer,,,,No,,,,,,,,,,,,,,,,,,,,,
105093190056,1,10509319,Yes,TOBACCO FLUE CURED,,.5,Hectare,No,,,,,21,Bale,,Not applicable,February,March,Yes,21,Bale,,Not Applicable,250000,1,2,10500,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,No,,,,,,,,,,,Wait for the arrival of buyer,,,,No,,,,,,,,,,,,,,,,,,,,,
105093190058,1,10509319,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105093190062,1,10509319,Yes,MAIZE LOCAL,,2,Acre,Yes,Drought,,,,30,50 kg bag,,Shelled,April,June,Yes,20,50 kg Bag,,S: Shelled,40000,1,2,6000,0,,,,0,,,,0,,,,0,,,,20,Kilogram,,S: Shelled,0,,,,,,,,,Yes,Bags in house,,1,50 kg Bag,,S: Shelled,Spraying,,,,Food for household,,,,Yes,0,,,,0,,,,No,,,,,0,,,,0,,,
105093190062,1,10509319,Yes,TOBACCO BURLEY,,2,Acre,No,,,,,1000,Kilogram,,Not applicable,January,March,Yes,1000,Kilogram,,Not Applicable,120000,1,,21000,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,No,,,,,,,,,,,To sell at a higher price,,Seed for planting,,No,,,,,,,,,,,,,,,,,,,,,
105093190062,1,10509319,Yes,GROUNDNUT CHALIMBANA,,1.5,Acre,No,,,,,10,50 kg bag,,Unshelled,May,June,Yes,250,Kilogram,,S: Shelled,33000,1,2,2000,0,,,,0,,,,0,,,,0,,,,50,Kilogram,,S: Shelled,0,,,,,,,,,No,,,,,,,,,,,Food for household,,Seed for planting,,No,,,,,,,,,,,,,,,,,,,,,
105093190062,1,10509319,Yes,beans,,.5,Acre,Yes,Diseases,,,,2,50 kg bag,,Shelled,June,June,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,20,Kilogram,,S: Shelled,30,Kilogram,,S: Shelled,,Insects,,,,No,,,,,,,,,,,Food for household,,,,No,,,,,,,,,,,,,,,,,,,,,
105093190062,1,10509319,Yes,soyabean,,.40000001,Acre,No,,,,,5,50 kg bag,,Shelled,June,June,Yes,50,Kilogram,,S: Shelled,3500,1,,0,0,,,,0,,,,0,,,,0,,,,20,Kilogram,,S: Shelled,0,,,,,,,,,No,,,,,,,,,,,Food for household,,Seed for planting,,No,,,,,,,,,,,,,,,,,,,,,
105093190116,1,10509319,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105093190129,1,10509319,Yes,MAIZE HYBRID,,1,Acre,No,,,,,27,90 kg bag,,Shelled,June,June,Yes,400,Kilogram,,S: Shelled,12600,1,2,0,80,Kilogram,,S: Shelled,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,Yes,Bags in house,,5,50 kg Bag,,S: Shelled,Spraying,,,,Food for household,,,,Yes,0,,,,0,,,,No,,,,,0,,,,0,,,
105093190129,1,10509319,Yes,beans,,1,Acre,No,,,,,20,Kilogram,,Shelled,March,March,No,,,,,,,,,4,Kilogram,,S: Shelled,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,No,,,,,,,,,,,Food for household,,To sell at a higher price,,No,,,,,,,,,,,,,,,,,,,,,
105093190129,1,10509319,Yes,soyabean,,1,Acre,No,,,,,50,Kilogram,,Shelled,May,May,Yes,50,Kilogram,,S: Shelled,3000,1,,0,0,,,,0,,,,0,,,,0,,,,3,Kilogram,,S: Shelled,0,,,,,,,,,No,,,,,,,,,,,Food for household,,,,No,,,,,,,,,,,,,,,,,,,,,
105093190148,1,10509319,Yes,MAIZE LOCAL,,2,Acre,No,,,,,35,50 kg bag,,Shelled,April,May,No,,,,,,,,,4,50 kg Bag,,S: Shelled,0,,,,0,,,,0,,,,25,Kilogram,,S: Shelled,0,,,,,,,,,No,,,,,,,,,,,Food for household,,Seed for planting,,Yes,0,,,,0,,,,No,,,,,0,,,,0,,,
105093190148,1,10509319,Yes,MAIZE HYBRID,,1,Acre,No,,,,,21,50 kg bag,,Shelled,April,May,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,Yes,Bags in house,,1,50 kg Bag,,S: Shelled,Spraying,,,,Food for household,,,,Yes,0,,,,0,,,,No,,,,,0,,,,0,,,
105093190148,1,10509319,Yes,TOBACCO BURLEY,,1,Acre,No,,,,,700,Kilogram,,Not applicable,February,April,Yes,700,Kilogram,,Not Applicable,150000,1,,3500,0,,,,0,,,,0,,,,0,,,,0,,,,300,Kilogram,,Not Applicable,,Lack of transportation,,,,No,,,,,,,,,,,Wait for the arrival of buyer,,,,No,,,,,,,,,,,,,,,,,,,,,
105093190148,1,10509319,Yes,TOBACCO FLUE CURED,,1,Acre,No,,,,,2100,Kilogram,,Not applicable,February,April,Yes,2100,Kilogram,,Not Applicable,21500,1,,10500,0,,,,0,,,,0,,,,0,,,,0,,,,150,Kilogram,,Not Applicable,,Theft,,,,No,,,,,,,,,,,Wait for the arrival of buyer,,,,No,,,,,,,,,,,,,,,,,,,,,
105093190148,1,10509319,Yes,GROUNDNUT CG7,,1,Acre,No,,,,,10,50 kg bag,,Unshelled,April,April,No,,,,,,,,,25,Kilogram,,S: Shelled,0,,,,0,,,,0,,,,15,Kilogram,,S: Shelled,0,,,,,,,,,No,,,,,,,,,,,Food for household,,,,No,,,,,,,,,,,,,,,,,,,,,
105093190148,1,10509319,Yes,GROUND BEAN(NZAMA),,.1,Hectare,No,,,,,4,50 kg bag,,Shelled,April,April,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,No,,,,,,,,,,,Food for household,,,,No,,,,,,,,,,,,,,,,,,,,,
105093190148,1,10509319,Yes,OTHER (SPECIFY),COWPEAS,1,Acre,Yes,Diseases,,,,25,Kilogram,,Shelled,April,April,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,75,Rodents/Pests,,,,No,,,,,,,,,,,Food for household,,,,No,,,,,,,,,,,,,,,,,,,,,
105093190150,1,10509319,Yes,MAIZE LOCAL,,.5,Acre,Yes,Other (Specify),NOT ENOUGH FERTILIZER,,,4,50 kg bag,,Shelled,June,June,Yes,20,Kilogram,,S: Shelled,500,2,,0,10,Kilogram,,S: Shelled,0,,,,0,,,,0,,,,10,Kilogram,,S: Shelled,0,,,,,,,,,No,,,,,,,,,,,Food for household,,Seed for planting,,Yes,0,,,,320,Kilogram,,S: Shelled,No,,,,,0,,,,0,,,
105093190150,1,10509319,Yes,GROUNDNUT CG7,,.5,Acre,No,,,,,2,50 kg bag,,Shelled,May,May,Yes,40,Kilogram,,S: Shelled,600,2,,0,20,Kilogram,,S: Shelled,0,,,,0,,,,0,,,,5,Kilogram,,S: Shelled,0,,,,,,,,,No,,,,,,,,,,,To sell at a higher price,,Seed for planting,,No,,,,,,,,,,,,,,,,,,,,,
105093190189,1,10509319,Yes,MAIZE LOCAL,,1,Acre,No,,,,,3,Ox-cart,,Unshelled,July,July,No,,,,,,,,,4,Pail (large),,S: Shelled,0,,,,0,,,,0,,,,1,Pail (large),,S: Shelled,0,,,,,,,,,Yes,Bags in house,,2,50 kg Bag,,S: Shelled,Spraying,,,,Food for household,,Seed for planting,,Yes,0,,,,0,,,,No,,,,,0,,,,0,,,
105093190189,1,10509319,Yes,GROUNDNUT CG7,,.5,Acre,Yes,Animals,,,,9,50 kg bag,,Unshelled,June,June,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,1,Pail (small),,S: Shelled,0,,,,,,,,,No,,,,,,,,,,,Food for household,,Seed for planting,,No,,,,,,,,,,,,,,,,,,,,,
105093190189,1,10509319,Yes,soyabean,,1,Acre,Yes,Other (Specify),POOR GERMINATION,,,2,Pail (large),,Shelled,June,June,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,1,Pail (small),,S: Shelled,0,,,,,,,,,No,,,,,,,,,,,Food for household,,Seed for planting,,No,,,,,,,,,,,,,,,,,,,,,
105093190205,1,10509319,Yes,MAIZE HYBRID,,.5,Acre,No,,,,,7,50 kg bag,,Shelled,July,July,Yes,2,50 kg Bag,,S: Shelled,2700,1,,0,0,,,,0,,,,0,,,,0,,,,3,Kilogram,,S: Shelled,0,,,,,,,,,No,,,,,,,,,,,Food for household,,Seed for planting,,Yes,0,,,,0,,,,No,,,,,0,,,,0,,,
105093190205,1,10509319,Yes,SWEET POTATO,,.0099999998,Acre,No,,,,,8,Basket (dengu),,Not applicable,April,July,Yes,2,Basket (Dengu),,Not Applicable,3000,1,,0,.5,Basket (Dengu),,Not Applicable,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,No,,,,,,,,,,,Food for household,,To sell at a higher price,,No,0,,,,0,,,,No,,,,,0,,,,0,,,
105093190205,1,10509319,Yes,soyabean,,.30000001,Acre,No,,,,,1,50 kg bag,,Shelled,July,July,No,,,,,,,,,5,Kilogram,,S: Shelled,0,,,,0,,,,0,,,,10,Kilogram,,S: Shelled,0,,,,,,,,,No,,,,,,,,,,,To sell at a higher price,,Seed for planting,,No,0,,,,0,,,,No,,,,,0,,,,0,,,
105093190214,1,10509319,Yes,MAIZE LOCAL,,1,Acre,No,,,,,80,Basket (dengu),,Unshelled,July,July,Yes,6,Pail (large),,S: Shelled,1800,2,,0,3,50 kg Bag,,S: Shelled,0,,,,0,,,,0,,,,10,Kilogram,,S: Shelled,1,Pail (large),,S: Shelled,1,Insects,,,,No,,,,,,,,,,,Food for household,,,,Yes,0,,,,0,,,,No,,,,,0,,,,0,,,
105093190214,1,10509319,Yes,TOBACCO FLUE CURED,,1,Acre,Yes,Lack of hired labor,,,,4,Bale,,Not applicable,March,May,Yes,4,Bale,,Not Applicable,1300,1,,0,0,,,,0,,,,0,,,,0,,,,0,,,,6,Bale,,Not Applicable,3,Rotting,,,,No,,,,,,,,,,,Wait for the arrival of buyer,,,,No,,,,,,,,,,,,,,,,,,,,,
105093190214,1,10509319,Yes,GROUNDNUT CHALIMBANA,,.5,Acre,No,,,,,6,50 kg bag,,Unshelled,June,June,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,14,Kilogram,,S: Shelled,11,,,,,,,,,,,,,,,,,,,,Food for household,,,,No,,,,,,,,,,,,,,,,,,,,,
105093190217,1,10509319,Yes,MAIZE LOCAL,,2.5,Acre,No,,,,,30,50 kg bag,,Shelled,August,August,Yes,10,50 kg Bag,,S: Shelled,8000,1,,0,0,,,,0,,,,0,,,,0,,,,10,Kilogram,,S: Shelled,0,,,,,,,,,No,,,,,,,,,,,Food for household,,,,Yes,0,,,,0,,,,No,,,,,8,50 kg Bag,,S: Shelled,0,,,
105093190217,1,10509319,Yes,TOBACCO BURLEY,,.5,Acre,No,,,,,200,Kilogram,,Not applicable,March,March,Yes,200,Kilogram,,Not Applicable,32000,1,,1000,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,No,,,,,,,,,,,Wait for the arrival of buyer,,,,No,,,,,,,,,,,,,,,,,,,,,
105093190217,1,10509319,Yes,GROUNDNUT CG7,,.40000001,Acre,No,,,,,2,50 kg bag,,Shelled,June,June,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,4,Kilogram,,S: Shelled,0,,,,,,,,,No,,,,,,,,,,,Food for household,,,,No,,,,,,,,,,,,,,,,,,,,,
