ea_id,com_cb01,com_cb03,com_cb04,com_cb05a,com_cb05a_os,com_cb06,com_cb07,com_cb08
20421229,6,male,24,RELIGIOUS LEADER,,24,jce,chewa
20501111,1,male,41,OTHER (SPECIFY),C MEMBER,38,jce,chewa
20501111,2,female,53,OTHER (SPECIFY),C MEMBER,50,none,chewa
20501111,3,male,30,BUSINESS MAN/WOMAN,,20,pslc,chewa
20501111,4,male,22,OTHER (SPECIFY),C MEMBER,3,jce,chewa
20501111,5,male,37,BUSINESS MAN/WOMAN,,5,jce,chewa
20501111,6,male,31,BUSINESS MAN/WOMAN,,6,jce,chewa
20501111,7,male,41,SCHOOL TEACHER,,4,msce,chewa
20501111,8,female,28,OTHER (SPECIFY),C MEMBER,28,pslc,chewa
20501111,9,female,36,OTHER (SPECIFY),C MEMBER,32,pslc,chewa
20501111,10,female,38,OTHER (SPECIFY),C MEMBER,29,jce,chewa
20501111,11,male,44,OTHER (SPECIFY),C MEMBER,4,pslc,chewa
20501111,12,male,35,BUSINESS MAN/WOMAN,,5,pslc,yao
20501330,1,male,32,BUSINESS MAN/WOMAN,,26,jce,yao
20501330,2,male,48,BUSINESS MAN/WOMAN,,39,pslc,yao
20501330,3,female,30,SPOUSE OF HEADMAN,,30,pslc,yao
20501330,4,male,39,OTHER (SPECIFY),C MEMBER,20,msce,chewa
20501330,5,female,28,SCHOOL TEACHER,C MEMBER,3,msce,yao
20501330,6,female,31,OTHER (SPECIFY),C MEMBER,24,pslc,chewa
20501330,7,female,43,OTHER (SPECIFY),C MEMBER,43,none,chewa
20501330,8,female,35,OTHER (SPECIFY),C MEMBER,11,pslc,chewa
20501330,9,male,18,OTHER (SPECIFY),STUDENT,18,jce,chewa
20501330,10,male,19,OTHER (SPECIFY),STUDENT,7,jce,chewa
20501330,11,female,26,OTHER (SPECIFY),C MEMBER,26,pslc,chewa
20501330,12,male,53,headman,,47,none,yao
20501664,1,male,49,RELIGIOUS LEADER,,43,pslc,chewa
20501664,2,male,44,BUSINESS MAN/WOMAN,,16,pslc,chewa
20501664,3,male,27,OTHER (SPECIFY),C MEMBER,23,jce,chewa
20501664,4,male,43,OTHER (SPECIFY),C MEMBER,21,pslc,chewa
20501664,5,female,32,OTHER (SPECIFY),C MEMBER,6,pslc,chewa
20501664,6,female,34,SPOUSE OF HEADMAN,,20,pslc,chewa
20501664,7,female,29,OTHER (SPECIFY),C MEMBER,29,pslc,chewa
20501664,8,female,36,SCHOOL TEACHER,,7,msce,chewa
20501664,9,male,41,HEALTH WORKER,,9,jce,lomwe
20501664,10,male,41,HEALTH WORKER,,9,jce,lomwe
20501664,11,male,29,OTHER (SPECIFY),C MEMBER,12,jce,chewa
20501664,12,male,38,OTHER (SPECIFY),C MEMBER,38,pslc,chewa
20502159,1,male,39,BUSINESS MAN/WOMAN,,20,jce,chewa
20502159,2,male,48,OTHER (SPECIFY),C MEMBER,8,pslc,chewa
20502159,3,male,29,BUSINESS MAN/WOMAN,,8,jce,chewa
20502159,4,male,43,BUSINESS MAN/WOMAN,,12,jce,chewa
20502159,5,male,36,OTHER (SPECIFY),C MEMBER,36,pslc,chewa
20502159,6,male,44,OTHER (SPECIFY),C MEMBER,40,pslc,chewa
20502159,7,male,27,BUSINESS MAN/WOMAN,,15,jce,chewa
20502159,8,male,38,SCHOOL TEACHER,,7,msce,chewa
20502159,9,male,49,OTHER (SPECIFY),C MEMBER,20,none,chewa
20502159,10,female,33,OTHER (SPECIFY),C MEMBER,33,pslc,chewa
20502159,11,female,37,OTHER (SPECIFY),C MEMBER,7,jce,yao
20502159,12,female,38,OTHER (SPECIFY),C MEMBER,12,pslc,chewa
20502240,1,male,52,COUNSELOR TO HEADMAN,,33,pslc,chewa
20502240,2,male,25,OTHER (SPECIFY),C MEMBER,25,pslc,chewa
20502240,3,male,24,OTHER (SPECIFY),C MEMBER,17,none,chewa
20502240,4,male,22,OTHER (SPECIFY),C MEMBER,21,pslc,chewa
20502240,5,male,35,OTHER (SPECIFY),C MEMBER,6,none,chewa
20502240,6,male,36,OTHER (SPECIFY),CHAIRPERSON,36,pslc,chewa
20502240,7,male,36,OTHER (SPECIFY),C MEMBER,8,none,chewa
20502240,8,male,56,headman,,56,pslc,chewa
20502240,9,female,40,OTHER (SPECIFY),C MEMBER,22,pslc,chewa
20502240,10,female,23,OTHER (SPECIFY),C MEMBER,3,msce,chewa
20502240,11,female,22,OTHER (SPECIFY),C MEMBER,22,pslc,chewa
20502240,12,male,40,COUNSELOR TO HEADMAN,,29,pslc,chewa
20502740,1,male,79,headman,,79,pslc,chewa
20502740,2,male,58,OTHER (SPECIFY),SCHOOL COMMITTEE CHAIR,58,pslc,chewa
20502740,3,female,37,OTHER (SPECIFY),FARMER,37,none,yao
20502740,4,female,35,SCHOOL TEACHER,,2,msce,chewa
20502740,5,female,27,SCHOOL TEACHER,,1,msce,chewa
20502740,6,female,39,OTHER (SPECIFY),FARMER,39,none,chewa
20502740,7,male,37,RELIGIOUS LEADER,,37,jce,chewa
20502758,1,male,48,SCHOOL HEADMASTER,,15,msce,chewa
20502758,2,female,31,SCHOOL TEACHER,,7,msce,chewa
20502758,3,male,54,headman,,54,pslc,chewa
20502758,4,male,43,headman,,30,jce,chewa
20502758,5,male,26,BUSINESS MAN/WOMAN,,10,pslc,chewa
20502758,6,female,25,OTHER (SPECIFY),COMMUNITY MEMBER,22,pslc,chewa
20502758,7,male,33,OTHER (SPECIFY),COMMUNITY MEMBER,33,pslc,chewa
20502758,8,male,29,BUSINESS MAN/WOMAN,,29,jce,chewa
20502758,9,female,22,OTHER (SPECIFY),COMMUNITY MEMBER,22,pslc,chewa
20502758,10,male,42,OTHER (SPECIFY),COMMUNITY MEMBER,42,none,chewa
20502758,11,male,21,OTHER (SPECIFY),COMMUNITY MEMBER,21,jce,chewa
20502758,12,female,39,OTHER (SPECIFY),COMMUNITY MEMBER,24,pslc,chewa
20503239,1,male,78,headman,,78,none,chewa
20503239,2,male,26,OTHER (SPECIFY),THEY ARE JUST VILLAGE MEMBER,26,none,chewa
20503239,3,male,24,OTHER (SPECIFY),THEY ARE JUST VILLAGE MEMBER,24,none,chewa
20503239,4,male,31,OTHER (SPECIFY),THEY ARE JUST VILLAGE MEMBER,31,none,chewa
20503239,5,male,46,OTHER (SPECIFY),THEY ARE JUST VILLAGE MEMBER,46,none,chewa
20503239,6,female,57,BUSINESS MAN/WOMAN,,57,none,chewa
20503239,7,female,33,RELIGIOUS LEADER,,33,none,chewa
20503239,8,female,20,OTHER (SPECIFY),THEY ARE JUST VILLAGE MEMBER,22,pslc,chewa
20503239,9,female,22,OTHER (SPECIFY),THEY ARE JUST VILLAGE MEMBER,22,pslc,chewa
20503239,10,female,22,OTHER (SPECIFY),THEY ARE JUST VILLAGE MEMBER,22,pslc,chewa
20503239,11,female,30,OTHER (SPECIFY),THEY ARE JUST VILLAGE MEMBER,30,pslc,chewa
20503239,12,female,42,BUSINESS MAN/WOMAN,,11,none,chewa
20503476,1,female,27,OTHER (SPECIFY),C MEMBER,27,pslc,chewa
20503476,2,female,39,BUSINESS MAN/WOMAN,,10,jce,chewa
20503476,3,female,41,OTHER (SPECIFY),C MEMBER,41,none,chewa
20503476,4,female,36,RELIGIOUS LEADER,,30,pslc,chewa
20503476,5,male,28,BUSINESS MAN/WOMAN,,28,jce,chewa
20503476,6,male,48,OTHER (SPECIFY),C MEMBER,37,pslc,chewa
20503476,7,male,37,SCHOOL TEACHER,,6,msce,chewa
20503476,8,male,23,OTHER (SPECIFY),C MEMBER,23,pslc,chewa
20503476,9,male,40,COUNSELOR TO HEADMAN,,32,pslc,chewa
20503476,10,male,35,OTHER (SPECIFY),C MEMBER,16,jce,chewa
20503476,11,male,56,COUNSELOR TO HEADMAN,,43,pslc,chewa
20503476,12,male,36,RELIGIOUS LEADER,,11,pslc,chewa
20504373,1,male,33,BUSINESS MAN/WOMAN,,30,pslc,yao
20504373,2,male,46,BUSINESS MAN/WOMAN,,42,pslc,yao
20504373,3,female,38,OTHER (SPECIFY),VILLAGE MEMBER,38,none,yao
20504373,4,male,41,OTHER (SPECIFY),VILLAGE MEMBER,37,pslc,yao
20504373,5,male,34,SCHOOL TEACHER,,5,jce,nyanja
20504373,6,female,29,OTHER (SPECIFY),VILLAGE MEMBER,28,pslc,chewa
20504373,7,male,46,RELIGIOUS LEADER,,10,none,chewa
20504373,8,female,32,SCHOOL TEACHER,,10,none,chewa
20504373,9,male,37,36,,36,pslc,yao
20504373,10,male,27,OTHER (SPECIFY),VILLAGE MEMBER,20,msce,chewa
20504373,11,male,38,RELIGIOUS LEADER,,5,jce,ngoni
20504373,12,male,37,RELIGIOUS LEADER,,5,jce,chewa
20504729,1,male,46,headman,,42,pslc,yao
20504729,2,female,35,BUSINESS MAN/WOMAN,,10,jce,chewa
20504729,3,female,31,BUSINESS MAN/WOMAN,,24,pslc,chewa
20504729,4,male,23,OTHER (SPECIFY),VILLAGE MEMBER,26,jce,chewa
20504729,5,male,26,OTHER (SPECIFY),VILLAGE MEMBER,26,jce,chewa
20504729,6,female,39,HEALTH WORKER,,4,jce,chewa
20504729,7,male,30,OTHER (SPECIFY),VILLAGE MEMBER,9,pslc,yao
20504729,8,male,44,BUSINESS MAN/WOMAN,,26,pslc,yao
20504729,9,male,28,headman,,8,jce,yao
20504729,10,female,43,OTHER (SPECIFY),VILLAGE MEMBER,37,none,chewa
20504729,11,male,49,OTHER (SPECIFY),VILLAGE MEMBER,49,none,yao
20504729,12,male,55,RELIGIOUS LEADER,,42,pslc,chewa
20505317,1,male,38,OTHER (SPECIFY),VILLAGE MEMBER,38,pslc,chewa
20505317,2,male,32,OTHER (SPECIFY),VILLAGE MEMBER,32,pslc,tumbuka
20505317,3,male,40,OTHER (SPECIFY),VILLAGE MEMBER,40,none,chewa
20505317,4,male,19,OTHER (SPECIFY),VILLAGE MEMBER,11,pslc,chewa
20505317,5,male,42,SCHOOL TEACHER,,40,msce,chewa
20505317,6,female,22,OTHER (SPECIFY),VILLAGE MEMBER,22,pslc,chewa
20505317,7,female,33,OTHER (SPECIFY),VILLAGE MEMBER,33,none,chewa
20505317,8,male,29,headman,,29,jce,chewa
20505317,9,female,25,OTHER (SPECIFY),VILLAGE MEMBER,25,pslc,chewa
20505317,10,male,43,ASSIST. AGRICULTURAL EXTENSION DEVELOPMENT OFFICER,VILLAGE MEMBER,43,msce,chewa
20505317,11,male,21,RELIGIOUS LEADER,,21,msce,chewa
20505317,12,male,37,OTHER (SPECIFY),VILLAGE MEMBER,37,pslc,chewa
20505648,1,male,40,OTHER (SPECIFY),CIVIL PROTECTION  COMMITTE,34,none,chewa
20505648,2,male,35,OTHER (SPECIFY),CBO DIRECTOR,30,pslc,chewa
20505648,3,male,38,OTHER (SPECIFY),SECRETORY  ENERGY,38,pslc,chewa
20505648,4,male,37,OTHER (SPECIFY),C MEMBER,33,none,chewa
20505648,5,female,29,police,,29,msce,chewa
20505648,6,female,32,OTHER (SPECIFY),C MEMBER,32,pslc,chewa
20505648,7,female,36,OTHER (SPECIFY),CHILD PROTECTION,12,UNIVER. DIPLOMA,chewa
20505648,8,female,25,SCHOOL TEACHER,,4,msce,chewa
20505648,9,male,36,OTHER (SPECIFY),VDC,28,pslc,chewa
20505648,10,male,68,headman,,15,pslc,chewa
20506412,1,male,46,BUSINESS MAN/WOMAN,,20,pslc,chewa
20506412,2,female,30,OTHER (SPECIFY),C MEMBER,30,jce,yao
20506412,3,female,52,OTHER (SPECIFY),C MEMBER,46,pslc,chewa
20506412,4,female,39,OTHER (SPECIFY),C MEMBER,27,pslc,yao
20506412,5,male,43,BUSINESS MAN/WOMAN,,28,jce,yao
20506412,6,female,28,OTHER (SPECIFY),C MEMBER,28,pslc,yao
20506412,7,female,32,BUSINESS MAN/WOMAN,,17,pslc,yao
20506412,8,male,49,OTHER (SPECIFY),C MEMBER,26,pslc,chewa
20506412,9,female,37,OTHER (SPECIFY),C MEMBER,30,none,yao
20506412,10,female,44,headman,,40,pslc,yao
20506412,11,male,35,OTHER (SPECIFY),C MEMBER,12,jce,chewa
20506412,12,male,55,OTHER (SPECIFY),C MEMBER,22,pslc,yao
20507089,1,female,51,OTHER (SPECIFY),C MEMBER,46,none,chewa
20507089,2,male,40,OTHER (SPECIFY),C MEMBER,33,pslc,chewa
20507089,3,male,48,OTHER (SPECIFY),C MEMBER,40,pslc,chewa
20507089,4,female,34,SPOUSE OF HEADMAN,,31,pslc,chewa
20507089,5,female,25,OTHER (SPECIFY),C MEMBER,25,pslc,chewa
20507089,6,female,27,OTHER (SPECIFY),C MEMBER,26,pslc,chewa
20507089,7,male,33,headman,,33,jce,chewa
20507089,8,female,41,OTHER (SPECIFY),C MEMBER,41,pslc,chewa
20507089,9,male,30,BUSINESS MAN/WOMAN,,23,jce,chewa
20507089,10,male,44,BUSINESS MAN/WOMAN,,40,pslc,chewa
20507089,11,male,21,OTHER (SPECIFY),STUDENT,17,jce,chewa
20507089,12,male,23,OTHER (SPECIFY),C MEMBER,20,jce,chewa
20507371,1,male,27,OTHER (SPECIFY),C MEMBER,27,jce,chewa
20507371,2,male,33,OTHER (SPECIFY),C MEMBER,16,pslc,chewa
20507371,3,female,24,BUSINESS MAN/WOMAN,,24,pslc,chewa
20507371,4,female,36,OTHER (SPECIFY),C MEMBER,14,pslc,chewa
20507371,5,male,48,COUNSELOR TO HEADMAN,,48,none,chewa
20507371,6,male,43,headman,,40,pslc,chewa
20507371,7,male,37,OTHER (SPECIFY),C MEMBER,9,pslc,chewa
20507371,8,male,46,COUNSELOR TO HEADMAN,,2,msce,chewa
20507371,9,female,35,SPOUSE OF HEADMAN,,28,pslc,chewa
20507371,10,female,45,headman,,40,pslc,chewa
20507371,11,female,24,BUSINESS MAN/WOMAN,,24,jce,chewa
20507371,12,female,31,OTHER (SPECIFY),C MEMBER,11,pslc,chewa
20507422,1,male,38,SCHOOL TEACHER,,8,msce,chewa
20507422,2,male,47,SCHOOL HEADMASTER,,14,msce,chewa
20507422,3,male,41,headman,,34,pslc,chewa
20507422,4,male,39,OTHER (SPECIFY),C MEMBER,9,jce,chewa
20507422,5,male,32,BUSINESS MAN/WOMAN,,11,pslc,chewa
20507422,6,male,28,OTHER (SPECIFY),C MEMBER,28,jce,chewa
20507422,7,male,39,headman,,30,pslc,chewa
20507422,8,female,33,OTHER (SPECIFY),C MEMBER,32,pslc,tumbuka
20507422,9,female,35,OTHER (SPECIFY),C MEMBER,20,jce,chewa
20507422,10,female,27,OTHER (SPECIFY),C MEMBER,20,jce,chewa
20507422,11,female,31,BUSINESS MAN/WOMAN,,26,pslc,chewa
20507422,12,male,40,HEALTH WORKER,,7,msce,chewa
20507459,1,male,59,headman,,47,pslc,chewa
20507459,2,male,41,COUNSELOR TO HEADMAN,,41,none,chewa
20507459,3,male,23,OTHER (SPECIFY),STUDENT,13,jce,chewa
20507459,4,male,35,SCHOOL HEADMASTER,,5,msce,ngoni
20507459,5,male,43,OTHER (SPECIFY),PEA,3,msce,ngoni
20507459,6,female,29,OTHER (SPECIFY),C MEMBER,29,msce,ngoni
20507459,7,female,40,SPOUSE OF HEADMAN,,40,none,chewa
20507459,8,female,33,OTHER (SPECIFY),C MEMBER,33,none,chewa
20507459,9,male,23,OTHER (SPECIFY),C MEMBER,32,pslc,chewa
20507459,10,male,32,OTHER (SPECIFY),C MEMBER,32,pslc,chewa
20507459,11,male,26,OTHER (SPECIFY),C MEMBER,26,pslc,chewa
20507459,12,female,19,OTHER (SPECIFY),C MEMBER,19,pslc,chewa
20507571,1,male,42,headman,,8,pslc,chewa
20507571,2,male,40,BUSINESS MAN/WOMAN,,40,pslc,chewa
20507571,3,female,35,BUSINESS MAN/WOMAN,,27,jce,chewa
20507571,4,male,23,OTHER (SPECIFY),COMMUNITY MEMBER,2,jce,chewa
20507571,5,female,21,OTHER (SPECIFY),COMMUNITY MEMBER,21,jce,chewa
20507571,6,female,36,OTHER (SPECIFY),COMMUNITY MEMBER,36,none,ngoni
20507571,7,female,49,OTHER (SPECIFY),COMMUNITY MEMBER,49,none,chewa
20507571,8,male,37,OTHER (SPECIFY),COMMUNITY MEMBER,7,msce,chewa
20507571,9,female,27,BUSINESS MAN/WOMAN,,12,pslc,chewa
20507571,10,male,35,OTHER (SPECIFY),COMMUNITY MEMBER,16,pslc,chewa
20507571,11,male,26,OTHER (SPECIFY),COMMUNITY MEMBER,44,pslc,chewa
20507571,12,female,44,OTHER (SPECIFY),COMMUNITY MEMBER,44,pslc,chewa
20508349,1,female,56,RELIGIOUS LEADER,,56,none,chewa
20508349,2,female,42,BUSINESS MAN/WOMAN,,42,pslc,chewa
20508349,3,female,33,OTHER (SPECIFY),VILLAGE/COMMUNITY MEMBER,33,pslc,chewa
20508349,4,female,26,OTHER (SPECIFY),VILLAGE COMMUNITY MEMBER,26,none,chewa
20508349,5,female,17,OTHER (SPECIFY),VILLAGE COMMUNITY MEMBER,17,none,chewa
20508349,6,male,20,OTHER (SPECIFY),VILLAGE COMMUNITY MEMBER,20,jce,chewa
20508349,7,male,18,OTHER (SPECIFY),VILLAGE COMMUNITY MEMBER,18,none,chewa
20508349,8,female,49,headman,,49,none,chewa
20508349,9,female,63,headman,,63,pslc,chewa
20508349,10,male,38,SCHOOL TEACHER,,3,msce,chewa
20508349,11,female,28,HEALTH WORKER,,5,msce,chewa
20508349,12,male,40,RELIGIOUS LEADER,,40,pslc,chewa
20508547,1,male,27,OTHER (SPECIFY),C MEMBER,27,jce,chewa
20508547,2,male,39,OTHER (SPECIFY),C MEMBER,16,pslc,chewa
20508547,3,male,44,BUSINESS MAN/WOMAN,,12,pslc,chewa
20508547,4,male,53,OTHER (SPECIFY),C MEMBER,27,none,chewa
20508547,5,male,60,COUNSELOR TO HEADMAN,,41,none,chewa
20508547,6,male,49,OTHER (SPECIFY),C MEMBER,44,pslc,chewa
20508547,7,male,29,OTHER (SPECIFY),STUDENT,9,msce,chewa
20508547,8,male,43,HEALTH WORKER,,16,jce,chewa
20508547,9,female,2,SPOUSE OF HEADMAN,,25,pslc,chewa
20508547,10,female,36,OTHER (SPECIFY),C MEMBER,21,pslc,chewa
20508547,11,female,21,OTHER (SPECIFY),C MEMBER,13,jce,chewa
20508547,12,female,31,OTHER (SPECIFY),C MEMBER,13,jce,chewa
20510584,1,male,53,headman,,49,none,chewa
20510584,2,male,44,BUSINESS MAN/WOMAN,,40,none,chewa
20510584,3,male,35,OTHER (SPECIFY),,35,pslc,chewa
20510584,4,female,26,OTHER (SPECIFY),VILLAGE MEMBER,26,pslc,chewa
20510584,5,male,38,BUSINESS MAN/WOMAN,,32,none,yao
20510584,6,female,33,OTHER (SPECIFY),VILLAGE MEMBER,33,none,chewa
20510584,7,male,40,OTHER (SPECIFY),VILLAGE MEMBER,38,pslc,chewa
20510584,8,male,27,BUSINESS MAN/WOMAN,,27,pslc,yao
20510584,9,female,31,SPOUSE OF HEADMAN,,31,none,yao
20510584,10,male,45,OTHER (SPECIFY),VILLAGE MEMBER,27,none,yao
20510584,11,female,27,OTHER (SPECIFY),VILLAGE MEMBER,27,none,yao
20510584,12,male,48,RELIGIOUS LEADER,,40,jce,chewa
20520255,1,male,27,BUSINESS MAN/WOMAN,,14,msce,chewa
20520255,2,male,32,HEALTH WORKER,,7,msce,chewa
20520255,3,male,44,BUSINESS MAN/WOMAN,,20,pslc,chewa
20520255,4,male,22,OTHER (SPECIFY),STUDENT,9,NON-UNIV. DIPLOMA,chewa
20520255,5,male,43,OTHER (SPECIFY),C MEMBER,11,jce,chewa
20520255,6,male,29,OTHER (SPECIFY),C MEMBER,6,jce,chewa
20520255,7,male,37,police,,5,msce,chewa
20520255,8,male,40,headman,,27,jce,chewa
20520255,9,female,22,OTHER (SPECIFY),STUDENT,11,msce,chewa
20520255,10,female,33,OTHER (SPECIFY),COMMUNITY MEMBER,33,pslc,chewa
20520255,11,female,26,HEALTH WORKER,,14,msce,chewa
20520255,12,female,34,RELIGIOUS LEADER,,4,jce,chewa
20520582,1,male,48,headman,,36,pslc,chewa
20520582,2,male,56,COUNSELOR TO HEADMAN,,43,pslc,chewa
20520582,3,male,38,OTHER (SPECIFY),C MEMBER,35,jce,chewa
20520582,4,male,29,OTHER (SPECIFY),C MEMBER,14,jce,chewa
20520582,5,male,20,OTHER (SPECIFY),C MEMBER,20,msce,chewa
20520582,6,female,25,HEALTH WORKER,,8,msce,chewa
20520582,7,female,33,HEALTH WORKER,,5,msce,chewa
20520582,8,male,36,BUSINESS MAN/WOMAN,,11,pslc,chewa
20520582,9,male,44,BUSINESS MAN/WOMAN,,13,jce,chewa
20520582,10,female,48,headman,C MEMBER,34,pslc,chewa
20520582,11,female,34,OTHER (SPECIFY),C MEMBER,34,pslc,chewa
20520582,12,male,23,OTHER (SPECIFY),C MEMBER,16,pslc,chewa
20601141,1,male,42,SCHOOL HEADMASTER,,11,msce,nyanja
20601141,2,male,47,SCHOOL HEADMASTER,,7,msce,nyanja
20601141,3,male,30,HEALTH WORKER,,4,msce,chewa
20601141,4,male,35,OTHER (SPECIFY),CHAIR,35,none,chewa
20601141,5,male,31,OTHER (SPECIFY),TREASURE,31,none,chewa
20601141,6,male,55,headman,,55,none,chewa
20601141,7,female,50,SPOUSE OF HEADMAN,,50,none,chewa
20601626,1,male,59,SCHOOL HEADMASTER,,8,msce,chewa
20601626,2,male,66,headman,,10,jce,chewa
20601626,3,male,44,COUNSELOR TO HEADMAN,,11,pslc,chewa
20601626,4,female,41,OTHER (SPECIFY),CHURCH TREASURE,24,pslc,chewa
20601626,5,male,44,OTHER (SPECIFY),VILLAGE DEVELOPMENT COMMITTEE,44,pslc,chewa
20601626,6,male,42,OTHER (SPECIFY),PASTOR,2,jce,chewa
20601658,1,male,39,OTHER (SPECIFY),DEPUTY HEAD TEACHER,6,msce,chewa
20601658,2,male,51,SCHOOL HEADMASTER,,0,msce,chewa
20601658,3,male,41,SCHOOL TEACHER,GVH,5,msce,chewa
20601658,4,male,63,OTHER (SPECIFY),GVH,62,none,chewa
20601658,5,male,30,OTHER (SPECIFY),CHURCH TREASURER,3,none,chewa
20601658,6,male,34,OTHER (SPECIFY),CITIZEN,34,none,chewa
20601658,7,male,40,OTHER (SPECIFY),COUNSELLOR,24,none,chewa
20601701,1,male,48,SCHOOL HEADMASTER,,5,msce,chewa
20601701,2,male,42,SCHOOL HEADMASTER,,9,msce,chewa
20601701,3,female,37,headman,,37,none,chewa
20601701,4,male,57,headman,,57,pslc,chewa
20601701,5,female,49,OTHER (SPECIFY),CHURCH LEADER,49,pslc,chewa
20601701,6,male,51,OTHER (SPECIFY),VDC MEMBER,51,pslc,chewa
20601701,7,male,35,OTHER (SPECIFY),HEALTH COMMITTEE MEMBER,35,none,chewa
20602363,1,male,58,COUNSELOR TO HEADMAN,,41,none,chewa
20602363,2,male,23,OTHER (SPECIFY),HEALTH COMMITTEE CHAIR,4,pslc,chewa
20602363,3,female,39,OTHER (SPECIFY),SECRETARY MAYI KHANDA,39,pslc,chewa
20602363,4,male,51,headman,,51,none,chewa
20602363,5,male,53,OTHER (SPECIFY),BONAFIDE CITIZEN,53,none,chewa
20602363,6,male,40,OTHER (SPECIFY),COMMUNITY POLICE CHAIR,40,none,chewa
20602363,7,male,38,OTHER (SPECIFY),HEALTH VOLUNTEER WORKER,38,none,chewa
20602363,8,male,42,OTHER (SPECIFY),DEPUTY H/T,11,NON-UNIV. DIPLOMA,chewa
20602479,1,male,57,SCHOOL HEADMASTER,,5,msce,chewa
20602479,2,male,33,headman,,12,msce,chewa
20602479,3,male,35,headman,,35,none,chewa
20602479,4,male,29,headman,,29,pslc,chewa
20602479,5,male,45,SCHOOL TEACHER,,5,msce,chewa
20602607,1,male,38,OTHER (SPECIFY),HEALTH VOLUNTEER WORKER,11,jce,chewa
20602607,2,male,53,OTHER (SPECIFY),VDC CHAIR,53,pslc,chewa
20602607,3,male,34,headman,,34,none,chewa
20602607,4,male,34,OTHER (SPECIFY),CITIZEN,33,none,chewa
20602607,5,male,52,OTHER (SPECIFY),SECRETARY CATHOLIC,52,none,chewa
20602617,1,male,55,headman,,55,none,chewa
20602617,2,female,50,COUNSELOR TO HEADMAN,,50,none,chewa
20602617,3,male,32,OTHER (SPECIFY),BOREHOLE COMMITTEE TREASURER,14,none,chewa
20602617,4,male,42,OTHER (SPECIFY),BONAFIDE CITIZEN,10,none,chewa
20602617,5,female,26,OTHER (SPECIFY),BOREHOLE COMMITTEE SECRETARY,26,jce,chewa
20602617,6,male,28,OTHER (SPECIFY),VDC CHAIR,28,none,chewa
20603090,1,male,43,OTHER (SPECIFY),CHURCH ELDER,43,pslc,chewa
20603090,2,male,42,OTHER (SPECIFY),HSA ASSISTANT,42,none,chewa
20603090,3,male,61,headman,,61,none,chewa
20603090,4,male,83,headman,,83,none,chewa
20603090,5,male,64,headman,,64,none,chewa
20603090,6,male,35,OTHER (SPECIFY),CBO VICE DIRECTOR,35,msce,chewa
20603090,7,male,48,OTHER (SPECIFY),SECRETARY OF VDC,48,pslc,chewa
20603121,1,male,38,OTHER (SPECIFY),CHAIR,38,none,chewa
20603121,2,male,35,OTHER (SPECIFY),CITIZEN,35,none,chewa
20603121,3,male,32,OTHER (SPECIFY),BONAFIDE CITIZEN,54,none,chewa
20603121,4,male,54,COUNSELOR TO HEADMAN,,54,none,chewa
20603121,5,female,74,OTHER (SPECIFY),BONAFIDE CITIZEN,74,none,chewa
20603121,6,female,78,OTHER (SPECIFY),BONAFIDE CITIZEN,78,none,chewa
20603133,1,male,56,headman,,56,none,chewa
20603133,2,male,48,OTHER (SPECIFY),CITIZEN,8,none,chewa
20603133,3,female,43,SPOUSE OF HEADMAN,,43,none,chewa
20603133,4,female,45,OTHER (SPECIFY),C.B.O. MEMBER,45,none,chewa
20603133,5,female,40,OTHER (SPECIFY),C.B.O. MEMBER,5,none,chewa
20603133,6,female,30,OTHER (SPECIFY),C.B.O. MEMBER,30,none,chewa
20603133,7,male,39,OTHER (SPECIFY),CENTRE CORDINATOR,16,jce,chewa
20603189,1,male,59,headman,,59,pslc,chewa
20603189,2,male,35,COUNSELOR TO HEADMAN,,35,none,chewa
20603189,3,female,50,BUSINESS MAN/WOMAN,,50,pslc,chewa
20603189,4,female,29,BUSINESS MAN/WOMAN,,29,none,chewa
20603189,5,female,28,OTHER (SPECIFY),HOUSEWIFE,28,pslc,chewa
20603189,6,male,56,headman,,56,pslc,chewa
20603189,7,female,42,SCHOOL HEADMASTER,,4,msce,chewa
20603189,8,male,46,SCHOOL HEADMASTER,,4,UNIVER. DIPLOMA,chewa
20603337,1,male,38,SCHOOL HEADMASTER,,0,jce,chewa
20603337,2,male,46,OTHER (SPECIFY),DEPUTY HEADMASTER,6,msce,chewa
20603337,3,female,70,headman,,70,none,chewa
20603337,4,male,37,COUNSELOR TO HEADMAN,,37,none,chewa
20603337,5,male,39,headman,,39,none,chewa
20603337,6,male,39,headman,,39,none,chewa
20603337,7,male,54,COUNSELOR TO HEADMAN,,54,none,chewa
20603337,8,male,54,COUNSELOR TO HEADMAN,,54,jce,chewa
20603337,9,male,43,headman,,43,none,chewa
20603337,10,male,37,headman,,37,jce,chewa
20603455,1,male,56,headman,,56,none,chewa
20603455,2,male,36,OTHER (SPECIFY),VDC CHAIR,11,none,chewa
20603455,3,female,38,OTHER (SPECIFY),CHURCH TREASURER,38,none,chewa
20603455,4,female,64,52,,64,pslc,chewa
20603455,5,male,52,SCHOOL HEADMASTER,,0,pslc,chewa
20603533,1,male,43,SCHOOL HEADMASTER,,1,UNIVER. DIPLOMA,chewa
20603533,2,male,48,SCHOOL HEADMASTER,,3,msce,chewa
20603533,3,female,29,HEALTH WORKER,,0,msce,chewa
