ea_id,com_cg35,com_cg35a,com_cg35a_os,com_cg36,com_cg37
20304164,BETTER OFF,DEVELOPMENT PROJECT,,2009,ALMOST ALL
20304164,BETTER OFF,DEVELOPMENT PROJECT,,2008,ALMOST ALL
20304285,WORSE OFF,OTHER BAD (SPECIFY),UNFAIR DISTRIBUTION OF SUBSIDY COUP,2010,3/4
20304285,BETTER OFF,DEVELOPMENT PROJECT,,2010,ALMOST ALL
20304285,BETTER OFF,NEW ROAD,,2006,1/2
20304285,BETTER OFF,OTHER GOOD (SPECIFY),TREE PLANTING,2008,1/2
20304314,WORSE OFF,drought,,2007,1/4
20304314,WORSE OFF,HUMAN EPIDEMIC DISEASE,,2007,1/2
20304314,WORSE OFF,SHARP CHANGE IN PRICES,,2007,1/4
20304314,BETTER OFF,DEVELOPMENT PROJECT,,2007,ALMOST ALL
20304314,BETTER OFF,OTHER GOOD (SPECIFY),GOOD/ FAIR RAINFALL,2008,ALMOST ALL
20304314,BETTER OFF,OTHER GOOD (SPECIFY),SUBSIDY PROGRAMME,2008,3/4
20304662,WORSE OFF,OTHER BAD (SPECIFY),PRIMARY SCHOOL TOO FAR,2002,ALMOST ALL
20304662,WORSE OFF,OTHER BAD (SPECIFY),LACK OF BOREHOLES,2010,ALMOST ALL
20304662,WORSE OFF,OTHER BAD (SPECIFY),INSECURITY/ THEFT,2008,ALMOST NONE
20304662,BETTER OFF,OTHER GOOD (SPECIFY),RECEIPT OF SUBSIDISED FARM INPUTS,2008,3/4
20304662,BETTER OFF,OTHER GOOD (SPECIFY),ROAD CONSTRUCTION,2007,ALMOST ALL
20304680,WORSE OFF,HUMAN EPIDEMIC DISEASE,,2010,3/4
20304680,WORSE OFF,OTHER BAD (SPECIFY),LIVESTOCK THEFT,2009,3/4
20304680,WORSE OFF,OTHER BAD (SPECIFY),LACK OF RELIABLE MARKETS FOR PRODUC,2010,ALMOST ALL
20304680,BETTER OFF,DEVELOPMENT PROJECT,,2008,ALMOST ALL
20304680,BETTER OFF,OTHER GOOD (SPECIFY),INPUT SUBSIDY PROGRAMME,2009,1/2
20305023,WORSE OFF,OTHER BAD (SPECIFY),COUPONS ARE NOT DISTRIBUTED FAIRLY,2010,3/4
20305023,WORSE OFF,OTHER BAD (SPECIFY),FAILURE TO INSTALL A BOREHOLE,2008,1/4
20305023,WORSE OFF,OTHER BAD (SPECIFY),LOWEST PRICES FOR FARM PRODUCE,2010,ALMOST ALL
20305023,BETTER OFF,DEVELOPMENT PROJECT,,2007,ALMOST ALL
20305023,BETTER OFF,OTHER GOOD (SPECIFY),SCHOOL BLOCK CONSTRUCTION {PRIMARY},2008,ALMOST ALL
20305023,BETTER OFF,OTHER GOOD (SPECIFY),FREE MAIZE DISTRIBUTION FOR 3 MONTH,2007,3/4
20305172,WORSE OFF,HUMAN EPIDEMIC DISEASE,,2003,1/4
20305172,WORSE OFF,OTHER BAD (SPECIFY),FAMINE,2002,ALMOST ALL
20305172,WORSE OFF,OTHER BAD (SPECIFY),ARMY WORM OUTBREAK,2006,1/4
20305172,BETTER OFF,DEVELOPMENT PROJECT,,2004,ALMOST ALL
20305172,BETTER OFF,OTHER GOOD (SPECIFY),ATTRACTIVE PRODUCE PRICES,2008,ALMOST ALL
20305172,BETTER OFF,OTHER GOOD (SPECIFY),SUBSIDISED INPUTS INTRODUCTION,2004,3/4
20305172,BETTER OFF,OTHER GOOD (SPECIFY),FREE FOOD DISTRIDUTION BY NGO- RED,2005,1/4
20305301,WORSE OFF,OTHER BAD (SPECIFY),DROUGHT,2009,3/4
20305301,WORSE OFF,OTHER BAD (SPECIFY),POOR COUPON DISTRIBUTION,2009,3/4
20305301,BETTER OFF,OTHER GOOD (SPECIFY),FREE FOOD DISTRIBUTION,2008,1/2
20305301,BETTER OFF,OTHER GOOD (SPECIFY),TIMELY SCHOOL MATERIAL SUPPLY,2009,ALMOST ALL
20305301,BETTER OFF,OTHER GOOD (SPECIFY),SURPLUS FOOD DUE TO IRRIGATION,2007,3/4
20305340,WORSE OFF,drought,,2009,3/4
20305340,WORSE OFF,OTHER GOOD (SPECIFY),POOR COUPON DISTRIBUTION,2007,1/2
20305382,BETTER OFF,DEVELOPMENT PROJECT,,2006,1/4
20305382,BETTER OFF,OTHER GOOD (SPECIFY),INPUT SUBSIDISED COUPONS DISTRIBUTE,2006,ALMOST ALL
20305382,BETTER OFF,OTHER GOOD (SPECIFY),FREE DISTRIBUTION OF FERTILIZER,2007,1/4
20305717,BETTER OFF,DEVELOPMENT PROJECT,,2007,ALMOST ALL
20305717,BETTER OFF,OTHER GOOD (SPECIFY),INPUT SUBSIDY,2009,3/4
20305717,WORSE OFF,OTHER GOOD (SPECIFY),FINCA  LOAN,2008,1/2
20305717,BETTER OFF,OTHER GOOD (SPECIFY),"MAIZE, OIL AND LEGUMES HANDOUT",2006,ALMOST NONE
20306272,WORSE OFF,OTHER BAD (SPECIFY),LOW PRICES OF INPUT FARM PRODUCE,2007,3/4
20306272,WORSE OFF,OTHER BAD (SPECIFY),HIGHER PRICES OF FERTLIZER,2006,3/4
20306272,BETTER OFF,IMPROVED TRANSPORTATION,,2006,ALMOST ALL
20306272,BETTER OFF,OTHER GOOD (SPECIFY),FAIR DISTRIBUTION OF COUPONS {SUBSI,2007,3/4
20306296,WORSE OFF,drought,,2008,1/2
20306296,WORSE OFF,HUMAN EPIDEMIC DISEASE,,2009,1/4
20306296,BETTER OFF,DEVELOPMENT PROJECT,,2006,1/4
20306296,BETTER OFF,DEVELOPMENT PROJECT,,2007,1/4
20306296,BETTER OFF,OTHER GOOD (SPECIFY),SUBSIDY PROGRAMME,2006,1/4
20306433,WORSE OFF,HUMAN EPIDEMIC DISEASE,,2009,1/2
20306433,WORSE OFF,SHARP CHANGE IN PRICES,,2009,3/4
20306433,WORSE OFF,OTHER BAD (SPECIFY),POOR COUPON DISTRIBUTION - LESS PEO,2009,3/4
20306433,BETTER OFF,DEVELOPMENT PROJECT,,2007,ALMOST ALL
20306433,BETTER OFF,OTHER GOOD (SPECIFY),SUBSIDY PROGRAMME,2006,ALMOST ALL
20306557,WORSE OFF,OTHER BAD (SPECIFY),COUPON DISTRIBUTION {POOR},2006,1/2
20306557,BETTER OFF,DEVELOPMENT PROJECT,,2007,ALMOST ALL
20320675,WORSE OFF,OTHER BAD (SPECIFY),WITCHCRAFT,2009,ALMOST NONE
20320675,BETTER OFF,DEVELOPMENT PROJECT,,2010,1/2
20320675,BETTER OFF,OTHER GOOD (SPECIFY),COUPON DISTRIBUTION { SUBSIDY PROGR,2009,1/2
20401171,WORSE OFF,HUMAN EPIDEMIC DISEASE,,2009,1/4
20401171,WORSE OFF,OTHER BAD (SPECIFY),(MATALALA) CROP DAMAGE BY HEAVY RAI,2008,ALMOST ALL
20401171,WORSE OFF,OTHER BAD (SPECIFY),BREAKDOWN OF SASAKAWA MAIZE MILL,2008,ALMOST ALL
20401171,WORSE OFF,OTHER BAD (SPECIFY),FAILURE OF ADMARC TO BUY FARM PRODU,2010,ALMOST ALL
20401171,BETTER OFF,OTHER GOOD (SPECIFY),INTRODUCTION OF ARV`S CLOSE TO AREA,2008,ALMOST ALL
20401171,BETTER OFF,OTHER GOOD (SPECIFY),INTRODUCTION OF NEW MAIZE MILL INTO,2009,ALMOST ALL
20401627,WORSE OFF,LIVESTOCK DISEASE,,2009,ALMOST ALL
20401627,WORSE OFF,HUMAN EPIDEMIC DISEASE,,2010,1/2
20401627,WORSE OFF,SHARP CHANGE IN PRICES,,2010,ALMOST ALL
20401627,WORSE OFF,OTHER BAD (SPECIFY),LACK OF CREDIT OPPORTUNITIES,2006,ALMOST ALL
20401627,BETTER OFF,NEW SCHOOL,,2007,ALMOST ALL
20401627,BETTER OFF,OTHER GOOD (SPECIFY),UNDER FIVE SERVICE INTRODUCED TO CO,2008,ALMOST ALL
20401627,BETTER OFF,OTHER GOOD (SPECIFY),BOREHOLE DRILLED BY E.U AT KANYIMBO,2009,ALMOST ALL
20401627,BETTER OFF,OTHER GOOD (SPECIFY),INTRODUCTION OF MAIZE MILL IN THE A,2006,ALMOST ALL
20401737,WORSE OFF,SHARP CHANGE IN PRICES,,2009,ALMOST ALL
20401737,WORSE OFF,SHARP CHANGE IN PRICES,,2005,ALMOST ALL
20401737,BETTER OFF,SHARP CHANGE IN PRICES,,2009,ALMOST ALL
20401737,WORSE OFF,OTHER BAD (SPECIFY),LACK OF WELL ESTABLISHED MARKET FOR,2007,ALMOST ALL
20401737,BETTER OFF,OTHER GOOD (SPECIFY),GOOD RAINS FOR CROPS,2010,ALMOST ALL
20402045,WORSE OFF,LIVESTOCK DISEASE,,2010,1/4
20402045,WORSE OFF,OTHER BAD (SPECIFY),ERATIC RAIN PATTERN,2010,ALMOST ALL
20402045,WORSE OFF,OTHER BAD (SPECIFY),LOW TOBACCO PRICES,2010,3/4
20402045,BETTER OFF,NEW HEALTH FACILITY,,2009,ALMOST ALL
20402045,BETTER OFF,OTHER GOOD (SPECIFY),OPENING OF A NEW MAIZE MILL IN THE,2010,ALMOST ALL
20402072,WORSE OFF,SHARP CHANGE IN PRICES,,2008,ALMOST ALL
20402072,BETTER OFF,SHARP CHANGE IN PRICES,,2009,ALMOST ALL
20402072,BETTER OFF,OTHER BAD (SPECIFY),FREE MEDICAL CARE IN RELIGIOUS HOSP,2006,ALMOST ALL
20402072,BETTER OFF,OTHER BAD (SPECIFY),IMPROVEMENT OF SECURTY,2007,ALMOST ALL
20402072,WORSE OFF,OTHER BAD (SPECIFY),LACK OF MEDICINES IN GOVERNMENT HOS,2009,ALMOST ALL
20402198,WORSE OFF,SHARP CHANGE IN PRICES,,2009,ALMOST ALL
20402198,WORSE OFF,OTHER BAD (SPECIFY),LACKY OF PROPER MARKETS FOR OTHER C,2009,ALMOST ALL
20402198,WORSE OFF,OTHER BAD (SPECIFY),LUCKY OF CLEAN PROTECTED WATER,2007,ALMOST ALL
20402198,WORSE OFF,OTHER BAD (SPECIFY),OUT BREAK OF MALARIA AND CHICKEN PO,2009,ALMOST ALL
20402198,BETTER OFF,OTHER GOOD (SPECIFY),REDUTION OF FERTILIZERS PRICES,2008,ALMOST ALL
20402198,BETTER OFF,OTHER GOOD (SPECIFY),SECURITY IN TOWNS AND VILLAGES,2008,ALMOST ALL
20402201,WORSE OFF,flood,,2007,ALMOST ALL
20402201,BETTER OFF,SHARP CHANGE IN PRICES,,2009,ALMOST ALL
20402201,WORSE OFF,SHARP CHANGE IN PRICES,,2008,ALMOST ALL
20402201,WORSE OFF,SHARP CHANGE IN PRICES,,2009,ALMOST ALL
20402201,BETTER OFF,OTHER GOOD (SPECIFY),IMPROVEMENT OF SECURITY,2006,ALMOST ALL
20402298,WORSE OFF,OTHER BAD (SPECIFY),LACK OF ELECTRICITY IN THE AREA,2006,ALMOST ALL
20402298,WORSE OFF,OTHER BAD (SPECIFY),LACK OF BUYERS FOR CROPS WHO CAN OF,2006,3/4
20402298,WORSE OFF,OTHER BAD (SPECIFY),M.P NOT VISITING THE COMMUNITY TO L,2010,ALMOST ALL
20402298,WORSE OFF,OTHER BAD (SPECIFY),NOT ENOUGH STAFF AT HEALTH CENTRE,2006,ALMOST ALL
20402298,BETTER OFF,OTHER GOOD (SPECIFY),BUMPER HARVESTS,2007,1/2
20402298,BETTER OFF,OTHER GOOD (SPECIFY),HSA `S RECRUITED BY THE GOVERNMENT,2006,ALMOST ALL
20402298,BETTER OFF,OTHER GOOD (SPECIFY),ROAD MAINTAINANCE,2009,ALMOST ALL
20403049,WORSE OFF,LIVESTOCK DISEASE,,2009,ALMOST ALL
20403049,WORSE OFF,SHARP CHANGE IN PRICES,,2009,ALMOST ALL
20403049,WORSE OFF,OTHER BAD (SPECIFY),FAILURE BY ADMARC TO BUY FARM PRODU,2007,ALMOST ALL
20403049,WORSE OFF,OTHER BAD (SPECIFY),ERATIC RAINFALL PATTERN,2008,1/4
20403049,BETTER OFF,NEW HEALTH FACILITY,,2007,ALMOST ALL
20403049,BETTER OFF,OTHER GOOD (SPECIFY),SMALL SCALE CREDITS INTRODUCED TO W,2010,ALMOST NONE
20403049,BETTER OFF,OTHER GOOD (SPECIFY),MAIZE MILL INTRODUCED IN THE COMMUN,2010,ALMOST ALL
20403668,WORSE OFF,HUMAN EPIDEMIC DISEASE,,2009,ALMOST ALL
20403668,WORSE OFF,SHARP CHANGE IN PRICES,,2009,ALMOST NONE
20403668,WORSE OFF,OTHER BAD (SPECIFY),GHOSTLOAN ORGANISATION WHO COLLECTE,2008,3/4
20403668,BETTER OFF,OTHER GOOD (SPECIFY),REDUCTION OF FERTILIZER PRICES,2009,ALMOST ALL
20403697,WORSE OFF,LIVESTOCK DISEASE,,2008,1/4
20403697,WORSE OFF,LIVESTOCK DISEASE,,2010,1/4
20403697,WORSE OFF,SHARP CHANGE IN PRICES,,2009,1/2
20403697,WORSE OFF,OTHER BAD (SPECIFY),LACK OF AGRICULTURAL CREDIT OPPORTU,2006,ALMOST ALL
20403697,BETTER OFF,DEVELOPMENT PROJECT,,2008,ALMOST ALL
20403697,BETTER OFF,OTHER GOOD (SPECIFY),NEW MAIZE MILL,2010,ALMOST ALL
20404032,WORSE OFF,HUMAN EPIDEMIC DISEASE,,2008,ALMOST ALL
20404032,WORSE OFF,SHARP CHANGE IN PRICES,,2009,ALMOST ALL
20404032,WORSE OFF,OTHER BAD (SPECIFY),NO FOOD FOR WORK AND MASAF PROJECTS,2007,ALMOST ALL
20404032,BETTER OFF,OTHER GOOD (SPECIFY),REDUCTION OF FARM INPUTS,2009,ALMOST ALL
20404032,BETTER OFF,OTHER GOOD (SPECIFY),RAIN DISTRIBUTION IS GOOD FOR MAIZE,2007,ALMOST ALL
20404509,WORSE OFF,LIVESTOCK DISEASE,,2006,3/4
20404509,WORSE OFF,HUMAN EPIDEMIC DISEASE,,2010,1/4
20404509,WORSE OFF,OTHER BAD (SPECIFY),LACK OF MARKET NEARBY TO SELL THEIR,2006,ALMOST ALL
20404509,BETTER OFF,OTHER GOOD (SPECIFY),TEACHER HOUSES BUILT AT PRIMARY SCH,2009,ALMOST ALL
20404509,BETTER OFF,OTHER GOOD (SPECIFY),INTRODUCTION OF MAIZE MILL WITHIN C,2009,ALMOST ALL
20404509,BETTER OFF,OTHER GOOD (SPECIFY),REDUCTIN OF AGRICULTURAL INPUTS PRI,2005,ALMOST ALL
20404509,BETTER OFF,OTHER GOOD (SPECIFY),UPGRADING OF ROAD WITHIN COMMUNITY,2009,ALMOST ALL
20404575,WORSE OFF,SHARP CHANGE IN PRICES,,2010,ALMOST ALL
20404575,WORSE OFF,OTHER BAD (SPECIFY),"LACKY OF PROPER MARKETS FOR G/NUTS,",2010,ALMOST ALL
20404575,BETTER OFF,OTHER BAD (SPECIFY),REDUCTIOM OF PRICESOF FERTILIZER,2009,ALMOST ALL
20404660,WORSE OFF,HUMAN EPIDEMIC DISEASE,,2010,1/4
20404660,WORSE OFF,OTHER BAD (SPECIFY),VERY FEW SUBSIDY COUPON FERTILIZER,2010,ALMOST ALL
20404660,WORSE OFF,OTHER BAD (SPECIFY),LACK OF PROPER MARKETS FOR CROPS SU,2007,ALMOST ALL
20404660,BETTER OFF,DEVELOPMENT PROJECT,,2010,ALMOST ALL
20404660,BETTER OFF,OTHER GOOD (SPECIFY),SUBSIDY INPUTS SELLUNG POINT INTROD,2008,1/2
20404660,BETTER OFF,OTHER GOOD (SPECIFY),LOCAL DEVELOPMENT FUND INTRODUCED A,2010,1/2
20405132,WORSE OFF,LIVESTOCK DISEASE,,2009,1/4
20405132,WORSE OFF,LIVESTOCK DISEASE,,2009,1/4
20405132,WORSE OFF,OTHER BAD (SPECIFY),THEFT OF LIVESTOCK IN THE AREA BECA,2008,1/4
20405132,WORSE OFF,OTHER BAD (SPECIFY),POOR PRICES OF FARM PRODUCE ALL YEA,2008,1/4
20405132,BETTER OFF,OTHER GOOD (SPECIFY),AVERAGE PRICES FOR FARM INPUTS,2009,ALMOST ALL
20405132,BETTER OFF,OTHER GOOD (SPECIFY),LAW PRICES OF MAIZE FOR CONSUMPTION,2009,3/4
20405132,BETTER OFF,OTHER GOOD (SPECIFY),MORE MAIZE MILLS INTRODUCED IN THE,2008,ALMOST ALL
20405366,BETTER OFF,SHARP CHANGE IN PRICES,,2009,ALMOST ALL
20405366,WORSE OFF,SHARP CHANGE IN PRICES,,2009,ALMOST ALL
20405704,WORSE OFF,HUMAN EPIDEMIC DISEASE,,2010,3/4
20405704,WORSE OFF,OTHER BAD (SPECIFY),REDUCED NUMBER OF SUBSIDY BENEFICIA,2008,3/4
20405704,WORSE OFF,OTHER BAD (SPECIFY),HIGH RATE OF LIVESTOCK AND GENERAL,2011,1/4
20405704,WORSE OFF,OTHER BAD (SPECIFY),LOW TOBACCO PRICES AT AUCTION FLOOR,2009,1/2
20405704,BETTER OFF,OTHER GOOD (SPECIFY),MORE GRAIN MILLS INTRODUCED CLOSE T,2010,ALMOST ALL
20405704,BETTER OFF,OTHER GOOD (SPECIFY),INTRODUCTION OF WEEKLY MARKET CLOSE,2010,ALMOST ALL
20406177,WORSE OFF,HUMAN EPIDEMIC DISEASE,,2010,ALMOST NONE
20406177,WORSE OFF,OTHER BAD (SPECIFY),DIFFICULT TO ACCESS PROTECTED WATER,2009,1/2
20406177,WORSE OFF,OTHER BAD (SPECIFY),FAILURE BY ADMARC TO BUY CROPS FROM,2010,ALMOST ALL
20406177,BETTER OFF,OTHER GOOD (SPECIFY),FINCA CREDIT FACILITY INTRODUCED &,2007,1/4
20406177,BETTER OFF,OTHER GOOD (SPECIFY),WEEKLYMARKET INTRODUCED(KABWANCHIRE,2009,ALMOST ALL
20406177,BETTER OFF,OTHER GOOD (SPECIFY),MAIZE MILL INTRODUCED,2007,ALMOST ALL
20406348,WORSE OFF,HUMAN EPIDEMIC DISEASE,,2010,ALMOST NONE
20406348,WORSE OFF,OTHER BAD (SPECIFY),CONFLICTS ON CHIEFTAINSHIPS SUCCESS,2007,1/4
20406348,WORSE OFF,OTHER BAD (SPECIFY),DECREASE IN NUMBER OF SUBSIDY COUPO,2009,1/2
20406348,BETTER OFF,OTHER GOOD (SPECIFY),SHALLOW  WELL DRILLED IN THE AREA,2010,1/4
20406348,BETTER OFF,OTHER GOOD (SPECIFY),EXTENSION SERVICES BY N.G.O. HAVE I,2009,1/4
20406598,WORSE OFF,OTHER BAD (SPECIFY),CORRUPTION AT ADMARC MSALANYAMA THE,2009,ALMOST ALL
20406598,WORSE OFF,OTHER BAD (SPECIFY),LACKY OF PROPER MARKETS FOR CROPS,2008,ALMOST ALL
20406598,BETTER OFF,DEVELOPMENT PROJECT,,2009,ALMOST ALL
20406598,BETTER OFF,OTHER GOOD (SPECIFY),REDUCTION OF FARM INPUTS E.G FERTIL,2008,ALMOST ALL
20407398,WORSE OFF,SHARP CHANGE IN PRICES,,2007,ALMOST ALL
20407398,WORSE OFF,OTHER BAD (SPECIFY),PEOPLE HAVE NO SAY ON PRICE OF CROP,2009,ALMOST ALL
20407398,WORSE OFF,OTHER BAD (SPECIFY),LACKY OF PROPER MARKETS FOR CROPS,2008,ALMOST ALL
20407398,BETTER OFF,OTHER GOOD (SPECIFY),IMPROVEMENT OF SECURITY,2006,ALMOST ALL
20407398,BETTER OFF,OTHER GOOD (SPECIFY),REDUCTION OF FERTILIZER PRICES,2009,ALMOST ALL
20407481,WORSE OFF,SHARP CHANGE IN PRICES,,2009,ALMOST NONE
20407481,WORSE OFF,SHARP CHANGE IN PRICES,,2009,ALMOST NONE
20407481,BETTER OFF,OTHER GOOD (SPECIFY),GOOD RAINS WHICH MAKE PEOPLE TO HAV,2009,ALMOST NONE
20407481,BETTER OFF,OTHER GOOD (SPECIFY),REDUCTION OF CRIMMINAL CAES OF COMM,2009,ALMOST NONE
20421229,WORSE OFF,OTHER BAD (SPECIFY),POOR PRICES OF AGRI PRODUCTS AND LA,2009,ALMOST ALL
20421229,WORSE OFF,OTHER BAD (SPECIFY),CORRUPTION IN THE SOCIETY,2009,ALMOST ALL
20421229,BETTER OFF,DEVELOPMENT PROJECT,,2010,ALMOST ALL
20421229,BETTER OFF,OTHER GOOD (SPECIFY),SECURITY HAVE IMPROVED,2009,ALMOST ALL
20501111,WORSE OFF,drought,,2009,1/4
20501111,WORSE OFF,LIVESTOCK DISEASE,,2009,1/4
20501111,BETTER OFF,DEVELOPMENT PROJECT,,2008,1/4
20501111,BETTER OFF,NEW SCHOOL,,2009,ALMOST ALL
20501330,WORSE OFF,flood,,2009,1/4
20501330,WORSE OFF,CROP DISEASE/PESTS,,2008,1/4
20501330,WORSE OFF,LIVESTOCK DISEASE,,2009,1/4
20501330,BETTER OFF,DEVELOPMENT PROJECT,,2010,ALMOST ALL
20501330,BETTER OFF,NEW SCHOOL,,2009,ALMOST ALL
20501330,BETTER OFF,IMPROVED TRANSPORTATION,,2009,ALMOST ALL
20501330,BETTER OFF,ON-GRID ELECTRICITY,,2010,ALMOST ALL
20501664,WORSE OFF,flood,,2008,1/4
20501664,WORSE OFF,CROP DISEASE/PESTS,,2008,1/4
20501664,WORSE OFF,SHARP CHANGE IN PRICES,,2009,1/4
20501664,BETTER OFF,DEVELOPMENT PROJECT,,2009,1/2
20501664,BETTER OFF,NEW SCHOOL,,2010,1/4
20501664,BETTER OFF,IMPROVED TRANSPORTATION,,2010,ALMOST ALL
20502159,WORSE OFF,CROP DISEASE/PESTS,,2008,1/4
20502159,WORSE OFF,LIVESTOCK DISEASE,,2009,1/4
20502159,BETTER OFF,DEVELOPMENT PROJECT,,2008,ALMOST ALL
20502159,BETTER OFF,NEW EMPLOYMENT OPPORTUNITIES,,2009,1/4
20502159,BETTER OFF,NEW SCHOOL,,2009,ALMOST ALL
20502240,WORSE OFF,flood,,2007,ALMOST ALL
20502240,WORSE OFF,LIVESTOCK DISEASE,,2008,3/4
20502240,WORSE OFF,SHARP CHANGE IN PRICES,,2008,3/4
20502740,WORSE OFF,LIVESTOCK DISEASE,,2010,3/4
20502740,WORSE OFF,HUMAN EPIDEMIC DISEASE,,2010,3/4
20502740,WORSE OFF,SHARP CHANGE IN PRICES,,2009,ALMOST ALL
20502740,WORSE OFF,SHARP CHANGE IN PRICES,,2010,ALMOST ALL
20502758,WORSE OFF,drought,,2007,1/4
20502758,WORSE OFF,MASSIVE JOB LAY-OFFS,,2006,1/2
20502758,BETTER OFF,DEVELOPMENT PROJECT,,2006,1/2
20502758,BETTER OFF,NEW SCHOOL,,2007,1/2
20503239,WORSE OFF,flood,,2008,1/2
20503239,WORSE OFF,LIVESTOCK DISEASE,,2007,1/4
20503239,BETTER OFF,DEVELOPMENT PROJECT,,2007,1/2
20503239,BETTER OFF,NEW SCHOOL,,2006,1/2
20503476,WORSE OFF,flood,,2009,1/2
20503476,WORSE OFF,CROP DISEASE/PESTS,,2008,1/4
20503476,WORSE OFF,SHARP CHANGE IN PRICES,,2008,1/4
20503476,BETTER OFF,DEVELOPMENT PROJECT,,2007,1/2
20503476,BETTER OFF,IMPROVED TRANSPORTATION,,2007,1/4
20503476,BETTER OFF,IMPROVED TRANSPORTATION,,2008,3/4
20504373,WORSE OFF,drought,,2009,1/4
20504373,WORSE OFF,LIVESTOCK DISEASE,,2009,1/4
20504373,BETTER OFF,DEVELOPMENT PROJECT,,2008,1/2
20504373,BETTER OFF,IMPROVED TRANSPORTATION,,2008,1/2
20504729,WORSE OFF,drought,,2009,1/2
20504729,WORSE OFF,CROP DISEASE/PESTS,,2000,1/4
20504729,WORSE OFF,LIVESTOCK DISEASE,,2009,1/4
20504729,BETTER OFF,DEVELOPMENT PROJECT,,2008,1/4
20504729,BETTER OFF,NEW SCHOOL,,2007,ALMOST ALL
20505317,WORSE OFF,drought,,2007,1/2
20505317,WORSE OFF,CROP DISEASE/PESTS,,2007,1/4
20505317,WORSE OFF,CROP DISEASE/PESTS,,2008,1/4
20505317,BETTER OFF,OTHER BAD (SPECIFY),TRANSPORTING,2004,1/4
20505317,BETTER OFF,DEVELOPMENT PROJECT,,2008,1/2
20505648,WORSE OFF,flood,,2008,3/4
20505648,WORSE OFF,LIVESTOCK DISEASE,,2007,ALMOST ALL
20505648,BETTER OFF,NEW SCHOOL,,2007,3/4
20505648,WORSE OFF,IMPROVED TRANSPORTATION,,2009,ALMOST ALL
20505648,WORSE OFF,IMPROVED TRANSPORTATION,,2009,ALMOST ALL
20506412,WORSE OFF,drought,,2009,1/2
20506412,WORSE OFF,flood,,2009,1/2
20506412,BETTER OFF,DEVELOPMENT PROJECT,,2009,1/2
20506412,BETTER OFF,NEW EMPLOYMENT OPPORTUNITIES,,2008,1/4
20506412,BETTER OFF,IMPROVED TRANSPORTATION,,2008,ALMOST ALL
20507089,WORSE OFF,drought,,2008,1/4
20507089,WORSE OFF,CROP DISEASE/PESTS,,2008,1/4
20507089,WORSE OFF,LIVESTOCK DISEASE,,2008,1/4
20507089,BETTER OFF,DEVELOPMENT PROJECT,,2009,1/2
20507089,BETTER OFF,NEW EMPLOYMENT OPPORTUNITIES,,2008,1/4
20507089,BETTER OFF,NEW SCHOOL,,2008,1/4
20507371,WORSE OFF,flood,,2008,1/4
20507371,WORSE OFF,CROP DISEASE/PESTS,,2009,1/4
20507371,WORSE OFF,SHARP CHANGE IN PRICES,,2008,ALMOST ALL
20507371,WORSE OFF,MASSIVE JOB LAY-OFFS,,2007,1/2
20507371,BETTER OFF,DEVELOPMENT PROJECT,,2009,3/4
20507371,BETTER OFF,IMPROVED TRANSPORTATION,,2009,1/2
20507422,WORSE OFF,CROP DISEASE/PESTS,,2009,1/4
20507422,WORSE OFF,LIVESTOCK DISEASE,,2010,1/4
20507422,BETTER OFF,DEVELOPMENT PROJECT,,2009,1/2
20507422,BETTER OFF,IMPROVED TRANSPORTATION,,2010,1/2
20507459,WORSE OFF,drought,,2008,1/4
20507459,WORSE OFF,CROP DISEASE/PESTS,,2007,1/4
20507459,WORSE OFF,LIVESTOCK DISEASE,,2004,1/4
20507459,BETTER OFF,NEW HEALTH FACILITY,,2005,ALMOST ALL
20507459,BETTER OFF,NEW SCHOOL,,2006,1/4
20507459,BETTER OFF,ON-GRID ELECTRICITY,,2007,1/4
20507571,WORSE OFF,LIVESTOCK DISEASE,,2006,1/4
20507571,WORSE OFF,SHARP CHANGE IN PRICES,,2007,1/4
20507571,BETTER OFF,DEVELOPMENT PROJECT,,2009,1/2
20507571,BETTER OFF,NEW HEALTH FACILITY,,2005,ALMOST ALL
20507571,BETTER OFF,IMPROVED TRANSPORTATION,,2009,ALMOST ALL
20508349,WORSE OFF,drought,,2006,1/2
20508349,WORSE OFF,flood,,2008,1/2
20508349,BETTER OFF,DEVELOPMENT PROJECT,,2009,1/4
20508349,BETTER OFF,NEW SCHOOL,,2006,1/4
20508547,WORSE OFF,drought,,2007,1/4
20508547,WORSE OFF,LIVESTOCK DISEASE,,2008,1/4
20508547,WORSE OFF,MASSIVE JOB LAY-OFFS,,2008,1/2
20508547,BETTER OFF,DEVELOPMENT PROJECT,,2009,1/4
20508547,BETTER OFF,NEW SCHOOL,,2008,1/4
20510584,WORSE OFF,drought,,2009,1/2
20510584,WORSE OFF,LIVESTOCK DISEASE,,2009,1/4
20510584,WORSE OFF,HUMAN EPIDEMIC DISEASE,,2010,1/4
20510584,BETTER OFF,NEW SCHOOL,,2008,
20520255,WORSE OFF,drought,,2007,1/4
20520255,WORSE OFF,LIVESTOCK DISEASE,,2008,1/4
20520255,WORSE OFF,MASSIVE JOB LAY-OFFS,,2008,1/2
20520255,BETTER OFF,DEVELOPMENT PROJECT,,2009,1/4
20520255,BETTER OFF,NEW SCHOOL,,2008,1/4
20520582,WORSE OFF,drought,,2009,1/2
20520582,WORSE OFF,CROP DISEASE/PESTS,,2008,1/4
