case_id,visit,ea_id,ag_s0a,ag_s0a_os,ag_s01,ag_s02,ag_s03a,ag_s03b,ag_s03b_os,ag_s04,ag_s05a,ag_s05b,ag_s05b_os,ag_s06,ag_s07a,ag_s07b,ag_s08a,ag_s08b,ag_s09a,ag_s09b,ag_s09b_os,ag_s10a,ag_s10b,ag_s10b_os,ag_s11a,ag_s11b,ag_s11b_os,ag_s12,ag_s13
102045860122,1,10204586,Chicken eggs,,Yes,4,15,Piece,,No,,,,,,,,,20,Litre,,0,,,0,,,No,
102045860122,1,10204586,Guinea fowl eggs,,No,,,,,,,,,,,,,,,,,,,,,,,,
102045860122,1,10204586,Meat,,No,,,,,,,,,,,,,,,,,,,,,,,,
102045860122,1,10204586,Honey,,No,,,,,,,,,,,,,,,,,,,,,,,,
102045860122,1,10204586,Skins and hides,,No,,,,,,,,,,,,,,,,,,,,,,,,
102045860122,1,10204586,Manure,,No,,,,,,,,,,,,,,,,,,,,,,,,
102045860122,1,10204586,Other (specify),,No,,,,,,,,,,,,,,,,,,,,,,,,
102045860123,1,10204586,Cow milk,,No,,,,,,,,,,,,,,,,,,,,,,,,
102045860123,1,10204586,Chicken eggs,,Yes,1,15,Piece,,No,,,,,,,,,3,Piece,,0,,,0,,,No,
102045860123,1,10204586,Guinea fowl eggs,,No,,,,,,,,,,,,,,,,,,,,,,,,
102045860123,1,10204586,Meat,,No,,,,,,,,,,,,,,,,,,,,,,,,
102045860123,1,10204586,Honey,,No,,,,,,,,,,,,,,,,,,,,,,,,
102045860123,1,10204586,Skins and hides,,No,,,,,,,,,,,,,,,,,,,,,,,,
102045860123,1,10204586,Manure,,No,,,,,,,,,,,,,,,,,,,,,,,,
102045860123,1,10204586,Other (specify),,No,,,,,,,,,,,,,,,,,,,,,,,,
102045860161,1,10204586,Cow milk,,No,,,,,,,,,,,,,,,,,,,,,,,,
102045860161,1,10204586,Chicken eggs,,Yes,4,22,Piece,,No,,,,,,,,,10,Piece,,0,,,0,,,No,
102045860161,1,10204586,Guinea fowl eggs,,No,,,,,,,,,,,,,,,,,,,,,,,,
102045860161,1,10204586,Meat,,No,,,,,,,,,,,,,,,,,,,,,,,,
102045860161,1,10204586,Honey,,No,,,,,,,,,,,,,,,,,,,,,,,,
102045860161,1,10204586,Skins and hides,,No,,,,,,,,,,,,,,,,,,,,,,,,
102045860161,1,10204586,Manure,,No,,,,,,,,,,,,,,,,,,,,,,,,
102045860161,1,10204586,Other (specify),,No,,,,,,,,,,,,,,,,,,,,,,,,
102045860164,1,10204586,Cow milk,,No,,,,,,,,,,,,,,,,,,,,,,,,
102045860164,1,10204586,Chicken eggs,,Yes,1,18,Piece,,No,,,,,,,,,3,Piece,,0,,,0,,,No,
102045860164,1,10204586,Guinea fowl eggs,,No,,,,,,,,,,,,,,,,,,,,,,,,
102045860164,1,10204586,Meat,,No,,,,,,,,,,,,,,,,,,,,,,,,
102045860164,1,10204586,Honey,,No,,,,,,,,,,,,,,,,,,,,,,,,
102045860164,1,10204586,Skins and hides,,No,,,,,,,,,,,,,,,,,,,,,,,,
102045860164,1,10204586,Manure,,No,,,,,,,,,,,,,,,,,,,,,,,,
102045860164,1,10204586,Other (specify),,No,,,,,,,,,,,,,,,,,,,,,,,,
102043220004,1,10204322,Cow milk,,No,,,,,,,,,,,,,,,,,,,,,,,,
102043220004,1,10204322,Chicken eggs,,No,,,,,,,,,,,,,,,,,,,,,,,,
102043220004,1,10204322,Guinea fowl eggs,,No,,,,,,,,,,,,,,,,,,,,,,,,
102043220004,1,10204322,Meat,,No,,,,,,,,,,,,,,,,,,,,,,,,
102043220004,1,10204322,Honey,,No,,,,,,,,,,,,,,,,,,,,,,,,
102043220004,1,10204322,Skins and hides,,No,,,,,,,,,,,,,,,,,,,,,,,,
102043220004,1,10204322,Manure,,No,,,,,,,,,,,,,,,,,,,,,,,,
102043220004,1,10204322,Other (specify),,No,,,,,,,,,,,,,,,,,,,,,,,,
102043220009,1,10204322,,,,,,,,,,,,,,,,,,,,,,,,,,,
102043220019,1,10204322,Cow milk,,No,,,,,,,,,,,,,,,,,,,,,,,,
102043220019,1,10204322,Chicken eggs,,No,,,,,,,,,,,,,,,,,,,,,,,,
102043220019,1,10204322,Guinea fowl eggs,,No,,,,,,,,,,,,,,,,,,,,,,,,
102043220019,1,10204322,Meat,,No,,,,,,,,,,,,,,,,,,,,,,,,
102043220019,1,10204322,Honey,,No,,,,,,,,,,,,,,,,,,,,,,,,
102043220019,1,10204322,Skins and hides,,No,,,,,,,,,,,,,,,,,,,,,,,,
102043220019,1,10204322,Manure,,No,,,,,,,,,,,,,,,,,,,,,,,,
102043220019,1,10204322,Other (specify),,No,,,,,,,,,,,,,,,,,,,,,,,,
102043220023,1,10204322,Cow milk,,No,,,,,,,,,,,,,,,,,,,,,,,,
102043220023,1,10204322,Chicken eggs,,No,,,,,,,,,,,,,,,,,,,,,,,,
102043220023,1,10204322,Guinea fowl eggs,,No,,,,,,,,,,,,,,,,,,,,,,,,
102043220023,1,10204322,Meat,,No,,,,,,,,,,,,,,,,,,,,,,,,
102043220023,1,10204322,Honey,,No,,,,,,,,,,,,,,,,,,,,,,,,
102043220023,1,10204322,Skins and hides,,No,,,,,,,,,,,,,,,,,,,,,,,,
102043220023,1,10204322,Manure,,No,,,,,,,,,,,,,,,,,,,,,,,,
102043220023,1,10204322,Other (specify),,No,,,,,,,,,,,,,,,,,,,,,,,,
102043220028,1,10204322,,,,,,,,,,,,,,,,,,,,,,,,,,,
102043220038,1,10204322,,,,,,,,,,,,,,,,,,,,,,,,,,,
102043220043,1,10204322,Cow milk,,No,,,,,,,,,,,,,,,,,,,,,,,,
102043220043,1,10204322,Chicken eggs,,No,,,,,,,,,,,,,,,,,,,,,,,,
102043220043,1,10204322,Guinea fowl eggs,,No,,,,,,,,,,,,,,,,,,,,,,,,
102043220043,1,10204322,Meat,,No,,,,,,,,,,,,,,,,,,,,,,,,
102043220043,1,10204322,Honey,,No,,,,,,,,,,,,,,,,,,,,,,,,
102043220043,1,10204322,Skins and hides,,No,,,,,,,,,,,,,,,,,,,,,,,,
102043220043,1,10204322,Manure,,No,,,,,,,,,,,,,,,,,,,,,,,,
102043220043,1,10204322,Other (specify),,No,,,,,,,,,,,,,,,,,,,,,,,,
102043220047,1,10204322,Cow milk,,No,,,,,,,,,,,,,,,,,,,,,,,,
102043220047,1,10204322,Chicken eggs,,Yes,1,8,Piece,,No,,,,,,,,,2,Piece,,0,,,0,,,No,
102043220047,1,10204322,Guinea fowl eggs,,No,,,,,,,,,,,,,,,,,,,,,,,,
102043220047,1,10204322,Meat,,No,,,,,,,,,,,,,,,,,,,,,,,,
102043220047,1,10204322,Honey,,No,,,,,,,,,,,,,,,,,,,,,,,,
102043220047,1,10204322,Skins and hides,,No,,,,,,,,,,,,,,,,,,,,,,,,
102043220047,1,10204322,Manure,,No,,,,,,,,,,,,,,,,,,,,,,,,
102043220047,1,10204322,Other (specify),,No,,,,,,,,,,,,,,,,,,,,,,,,
102043220057,1,10204322,Cow milk,,No,,,,,,,,,,,,,,,,,,,,,,,,
102043220057,1,10204322,Chicken eggs,,Yes,3,13,Piece,,No,,,,,,,,,12,Piece,,0,,,0,,,No,
102043220057,1,10204322,Guinea fowl eggs,,No,,,,,,,,,,,,,,,,,,,,,,,,
102043220057,1,10204322,Meat,,Yes,1,94,Kilogram,,Yes,86,Kilogram,,34400,1,2,N06,,3,Kilogram,,2,Kilogram,,0,,,Yes,800
102043220057,1,10204322,Honey,,No,,,,,,,,,,,,,,,,,,,,,,,,
102043220057,1,10204322,Skins and hides,,Yes,1,1,Piece,,No,,,,,,,,,0,,,0,,,0,,,No,
102043220057,1,10204322,Manure,,No,,,,,,,,,,,,,,,,,,,,,,,,
102043220057,1,10204322,Other (specify),,No,,,,,,,,,,,,,,,,,,,,,,,,
102043220062,1,10204322,Cow milk,,No,,,,,,,,,,,,,,,,,,,,,,,,
102043220062,1,10204322,Chicken eggs,,Yes,5,19,Piece,,No,,,,,,,,,45,Piece,,0,,,0,,,No,
102043220062,1,10204322,Guinea fowl eggs,,No,,,,,,,,,,,,,,,,,,,,,,,,
102043220062,1,10204322,Meat,,No,,,,,,,,,,,,,,,,,,,,,,,,
102043220062,1,10204322,Honey,,No,,,,,,,,,,,,,,,,,,,,,,,,
102043220062,1,10204322,Skins and hides,,No,,,,,,,,,,,,,,,,,,,,,,,,
102043220062,1,10204322,Manure,,No,,,,,,,,,,,,,,,,,,,,,,,,
102043220062,1,10204322,Other (specify),,No,,,,,,,,,,,,,,,,,,,,,,,,
102043220067,1,10204322,Cow milk,,No,,,,,,,,,,,,,,,,,,,,,,,,
102043220067,1,10204322,Chicken eggs,,Yes,4,14,Piece,,No,,,,,,,,,25,Piece,,0,,,0,,,No,
102043220067,1,10204322,Guinea fowl eggs,,No,,,,,,,,,,,,,,,,,,,,,,,,
102043220067,1,10204322,Meat,,Yes,1,15,Kilogram,,Yes,12,Kilogram,,4800,1,2,N05,,3,Kilogram,,0,,,0,,,No,
102043220067,1,10204322,Honey,,No,,,,,,,,,,,,,,,,,,,,,,,,
102043220067,1,10204322,Skins and hides,,No,,,,,,,,,,,,,,,,,,,,,,,,
102043220067,1,10204322,Manure,,Yes,1,2,Wheelbarrow,,No,,,,,,,,,1,Wheelbarrow,,0,,,0,,,No,
102043220067,1,10204322,Other (specify),,No,,,,,,,,,,,,,,,,,,,,,,,,
102043220081,1,10204322,Cow milk,,No,,,,,,,,,,,,,,,,,,,,,,,,
102043220081,1,10204322,Chicken eggs,,Yes,1,16,Piece,,No,,,,,,,,,8,Piece,,0,,,0,,,No,
102043220081,1,10204322,Guinea fowl eggs,,No,,,,,,,,,,,,,,,,,,,,,,,,
102043220081,1,10204322,Meat,,No,,,,,,,,,,,,,,,,,,,,,,,,
102043220081,1,10204322,Honey,,No,,,,,,,,,,,,,,,,,,,,,,,,
102043220081,1,10204322,Skins and hides,,No,,,,,,,,,,,,,,,,,,,,,,,,
102043220081,1,10204322,Manure,,No,,,,,,,,,,,,,,,,,,,,,,,,
102043220081,1,10204322,Other (specify),,No,,,,,,,,,,,,,,,,,,,,,,,,
102043220086,1,10204322,Cow milk,,No,,,,,,,,,,,,,,,,,,,,,,,,
102043220086,1,10204322,Chicken eggs,,Yes,5,25,Piece,,Yes,6,Piece,,120,1,2,N03,,15,Piece,,0,,,0,,,No,
102043220086,1,10204322,Guinea fowl eggs,,No,,,,,,,,,,,,,,,,,,,,,,,,
102043220086,1,10204322,Meat,,No,,,,,,,,,,,,,,,,,,,,,,,,
102043220086,1,10204322,Honey,,No,,,,,,,,,,,,,,,,,,,,,,,,
102043220086,1,10204322,Skins and hides,,No,,,,,,,,,,,,,,,,,,,,,,,,
102043220086,1,10204322,Manure,,No,,,,,,,,,,,,,,,,,,,,,,,,
102043220086,1,10204322,Other (specify),,No,,,,,,,,,,,,,,,,,,,,,,,,
102043220095,1,10204322,Cow milk,,No,,,,,,,,,,,,,,,,,,,,,,,,
102043220095,1,10204322,Chicken eggs,,Yes,3,16,Piece,,No,,,,,,,,,17,Piece,,0,,,0,,,No,
102043220095,1,10204322,Guinea fowl eggs,,No,,,,,,,,,,,,,,,,,,,,,,,,
102043220095,1,10204322,Meat,,No,,,,,,,,,,,,,,,,,,,,,,,,
102043220095,1,10204322,Honey,,No,,,,,,,,,,,,,,,,,,,,,,,,
102043220095,1,10204322,Skins and hides,,No,,,,,,,,,,,,,,,,,,,,,,,,
102043220095,1,10204322,Manure,,No,,,,,,,,,,,,,,,,,,,,,,,,
102043220095,1,10204322,Other (specify),,No,,,,,,,,,,,,,,,,,,,,,,,,
102043220100,1,10204322,Cow milk,,No,,,,,,,,,,,,,,,,,,,,,,,,
102043220100,1,10204322,Chicken eggs,,Yes,3,24,Piece,,Yes,10,Piece,,200,1,2,N03,,12,Piece,,0,,,0,,,No,
102043220100,1,10204322,Guinea fowl eggs,,No,,,,,,,,,,,,,,,,,,,,,,,,
102043220100,1,10204322,Meat,,No,,,,,,,,,,,,,,,,,,,,,,,,
102043220100,1,10204322,Honey,,No,,,,,,,,,,,,,,,,,,,,,,,,
102043220100,1,10204322,Skins and hides,,No,,,,,,,,,,,,,,,,,,,,,,,,
102043220100,1,10204322,Manure,,No,,,,,,,,,,,,,,,,,,,,,,,,
102043220100,1,10204322,Other (specify),,No,,,,,,,,,,,,,,,,,,,,,,,,
102047230006,1,10204723,Cow milk,,No,,,,,,,,,,,,,,,,,,,,,,,,
102047230006,1,10204723,Chicken eggs,,Yes,1,8,Piece,,No,,,,,,,,,4,Piece,,0,,,0,,,No,
102047230006,1,10204723,Guinea fowl eggs,,No,,,,,,,,,,,,,,,,,,,,,,,,
102047230006,1,10204723,Meat,,No,,,,,,,,,,,,,,,,,,,,,,,,
102047230006,1,10204723,Honey,,No,,,,,,,,,,,,,,,,,,,,,,,,
102047230006,1,10204723,Skins and hides,,No,,,,,,,,,,,,,,,,,,,,,,,,
102047230006,1,10204723,Manure,,No,,,,,,,,,,,,,,,,,,,,,,,,
102047230006,1,10204723,Other (specify),,No,,,,,,,,,,,,,,,,,,,,,,,,
102047230012,1,10204723,,,,,,,,,,,,,,,,,,,,,,,,,,,
102047230019,1,10204723,Cow milk,,No,,,,,,,,,,,,,,,,,,,,,,,,
102047230019,1,10204723,Chicken eggs,,No,,,,,,,,,,,,,,,,,,,,,,,,
102047230019,1,10204723,Guinea fowl eggs,,No,,,,,,,,,,,,,,,,,,,,,,,,
102047230019,1,10204723,Meat,,No,,,,,,,,,,,,,,,,,,,,,,,,
102047230019,1,10204723,Honey,,No,,,,,,,,,,,,,,,,,,,,,,,,
102047230019,1,10204723,Skins and hides,,No,,,,,,,,,,,,,,,,,,,,,,,,
102047230019,1,10204723,Manure,,No,,,,,,,,,,,,,,,,,,,,,,,,
102047230019,1,10204723,Other (specify),,No,,,,,,,,,,,,,,,,,,,,,,,,
102047230026,1,10204723,,,,,,,,,,,,,,,,,,,,,,,,,,,
102047230032,1,10204723,Cow milk,,No,,,,,,,,,,,,,,,,,,,,,,,,
102047230032,1,10204723,Chicken eggs,,Yes,1,12,Piece,,No,,,,,,,,,6,Piece,,0,,,0,,,No,
102047230032,1,10204723,Guinea fowl eggs,,No,,,,,,,,,,,,,,,,,,,,,,,,
102047230032,1,10204723,Meat,,No,,,,,,,,,,,,,,,,,,,,,,,,
102047230032,1,10204723,Honey,,No,,,,,,,,,,,,,,,,,,,,,,,,
102047230032,1,10204723,Skins and hides,,No,,,,,,,,,,,,,,,,,,,,,,,,
102047230032,1,10204723,Manure,,No,,,,,,,,,,,,,,,,,,,,,,,,
102047230032,1,10204723,Other (specify),,No,,,,,,,,,,,,,,,,,,,,,,,,
102047230046,1,10204723,,,,,,,,,,,,,,,,,,,,,,,,,,,
102047230052,1,10204723,Cow milk,,No,,,,,,,,,,,,,,,,,,,,,,,,
102047230052,1,10204723,Chicken eggs,,Yes,4,9,Piece,,No,,,,,,,,,12,Piece,,0,,,0,,,No,
102047230052,1,10204723,Guinea fowl eggs,,No,,,,,,,,,,,,,,,,,,,,,,,,
102047230052,1,10204723,Meat,,No,,,,,,,,,,,,,,,,,,,,,,,,
102047230052,1,10204723,Honey,,No,,,,,,,,,,,,,,,,,,,,,,,,
102047230052,1,10204723,Skins and hides,,No,,,,,,,,,,,,,,,,,,,,,,,,
102047230052,1,10204723,Manure,,No,,,,,,,,,,,,,,,,,,,,,,,,
102047230052,1,10204723,Other (specify),,No,,,,,,,,,,,,,,,,,,,,,,,,
102047230059,1,10204723,Cow milk,,No,,,,,,,,,,,,,,,,,,,,,,,,
102047230059,1,10204723,Chicken eggs,,Yes,1,12,Piece,,No,,,,,,,,,5,Piece,,0,,,0,,,No,
102047230059,1,10204723,Guinea fowl eggs,,No,,,,,,,,,,,,,,,,,,,,,,,,
102047230059,1,10204723,Meat,,No,,,,,,,,,,,,,,,,,,,,,,,,
102047230059,1,10204723,Honey,,No,,,,,,,,,,,,,,,,,,,,,,,,
102047230059,1,10204723,Skins and hides,,No,,,,,,,,,,,,,,,,,,,,,,,,
102047230059,1,10204723,Manure,,No,,,,,,,,,,,,,,,,,,,,,,,,
102047230059,1,10204723,Other (specify),,No,,,,,,,,,,,,,,,,,,,,,,,,
102047230065,1,10204723,Cow milk,,No,,,,,,,,,,,,,,,,,,,,,,,,
102047230065,1,10204723,Chicken eggs,,Yes,1,12,Piece,,No,,,,,,,,,5,Piece,,0,,,0,,,No,
102047230065,1,10204723,Guinea fowl eggs,,No,,,,,,,,,,,,,,,,,,,,,,,,
102047230065,1,10204723,Meat,,No,,,,,,,,,,,,,,,,,,,,,,,,
102047230065,1,10204723,Honey,,No,,,,,,,,,,,,,,,,,,,,,,,,
102047230065,1,10204723,Skins and hides,,No,,,,,,,,,,,,,,,,,,,,,,,,
102047230065,1,10204723,Manure,,No,,,,,,,,,,,,,,,,,,,,,,,,
102047230065,1,10204723,Other (specify),,No,,,,,,,,,,,,,,,,,,,,,,,,
102047230079,1,10204723,Cow milk,,No,,,,,,,,,,,,,,,,,,,,,,,,
102047230079,1,10204723,Chicken eggs,,Yes,2,9,Piece,,No,,,,,,,,,5,Piece,,0,,,0,,,No,
102047230079,1,10204723,Guinea fowl eggs,,No,,,,,,,,,,,,,,,,,,,,,,,,
102047230079,1,10204723,Meat,,No,,,,,,,,,,,,,,,,,,,,,,,,
102047230079,1,10204723,Honey,,No,,,,,,,,,,,,,,,,,,,,,,,,
102047230079,1,10204723,Skins and hides,,No,,,,,,,,,,,,,,,,,,,,,,,,
102047230079,1,10204723,Manure,,No,,,,,,,,,,,,,,,,,,,,,,,,
102047230079,1,10204723,Other (specify),,No,,,,,,,,,,,,,,,,,,,,,,,,
102047230085,1,10204723,Cow milk,,No,,,,,,,,,,,,,,,,,,,,,,,,
102047230085,1,10204723,Chicken eggs,,Yes,2,7,Piece,,No,,,,,,,,,5,Piece,,0,,,0,,,No,
102047230085,1,10204723,Guinea fowl eggs,,No,,,,,,,,,,,,,,,,,,,,,,,,
102047230085,1,10204723,Meat,,No,,,,,,,,,,,,,,,,,,,,,,,,
102047230085,1,10204723,Honey,,No,,,,,,,,,,,,,,,,,,,,,,,,
102047230085,1,10204723,Skins and hides,,No,,,,,,,,,,,,,,,,,,,,,,,,
102047230085,1,10204723,Manure,,No,,,,,,,,,,,,,,,,,,,,,,,,
102047230085,1,10204723,Other (specify),,No,,,,,,,,,,,,,,,,,,,,,,,,
102047230092,1,10204723,Cow milk,,No,,,,,,,,,,,,,,,,,,,,,,,,
102047230092,1,10204723,Chicken eggs,,Yes,2,12,Piece,,No,,,,,,,,,5,Piece,,0,,,0,,,No,
102047230092,1,10204723,Guinea fowl eggs,,No,,,,,,,,,,,,,,,,,,,,,,,,
102047230092,1,10204723,Meat,,No,,,,,,,,,,,,,,,,,,,,,,,,
102047230092,1,10204723,Honey,,No,,,,,,,,,,,,,,,,,,,,,,,,
102047230092,1,10204723,Skins and hides,,No,,,,,,,,,,,,,,,,,,,,,,,,
102047230092,1,10204723,Manure,,No,,,,,,,,,,,,,,,,,,,,,,,,
102047230092,1,10204723,Other (specify),,No,,,,,,,,,,,,,,,,,,,,,,,,
102047230099,1,10204723,,,,,,,,,,,,,,,,,,,,,,,,,,,
102047230112,1,10204723,Cow milk,,No,,,,,,,,,,,,,,,,,,,,,,,,
102047230112,1,10204723,Chicken eggs,,Yes,3,10,Piece,,No,,,,,,,,,10,Piece,,0,,,0,,,No,
102047230112,1,10204723,Guinea fowl eggs,,No,,,,,,,,,,,,,,,,,,,,,,,,
102047230112,1,10204723,Meat,,No,,,,,,,,,,,,,,,,,,,,,,,,
102047230112,1,10204723,Honey,,No,,,,,,,,,,,,,,,,,,,,,,,,
102047230112,1,10204723,Skins and hides,,No,,,,,,,,,,,,,,,,,,,,,,,,
102047230112,1,10204723,Manure,,No,,,,,,,,,,,,,,,,,,,,,,,,
102047230112,1,10204723,Other (specify),,No,,,,,,,,,,,,,,,,,,,,,,,,
102047230125,1,10204723,Cow milk,,No,,,,,,,,,,,,,,,,,,,,,,,,
102047230125,1,10204723,Chicken eggs,,Yes,1,5,Piece,,No,,,,,,,,,6,Piece,,0,,,0,,,No,
102047230125,1,10204723,Guinea fowl eggs,,No,,,,,,,,,,,,,,,,,,,,,,,,
102047230125,1,10204723,Meat,,No,,,,,,,,,,,,,,,,,,,,,,,,
102047230125,1,10204723,Honey,,No,,,,,,,,,,,,,,,,,,,,,,,,
102047230125,1,10204723,Skins and hides,,No,,,,,,,,,,,,,,,,,,,,,,,,
102047230125,1,10204723,Manure,,No,,,,,,,,,,,,,,,,,,,,,,,,
102047230125,1,10204723,Other (specify),,No,,,,,,,,,,,,,,,,,,,,,,,,
102047230138,1,10204723,Cow milk,,No,,,,,,,,,,,,,,,,,,,,,,,,
102047230138,1,10204723,Chicken eggs,,Yes,1,12,Piece,,No,,,,,,,,,2,Piece,,0,,,0,,,No,
102047230138,1,10204723,Guinea fowl eggs,,No,,,,,,,,,,,,,,,,,,,,,,,,
102047230138,1,10204723,Meat,,No,,,,,,,,,,,,,,,,,,,,,,,,
102047230138,1,10204723,Honey,,No,,,,,,,,,,,,,,,,,,,,,,,,
102047230138,1,10204723,Skins and hides,,No,,,,,,,,,,,,,,,,,,,,,,,,
102047230138,1,10204723,Manure,,No,,,,,,,,,,,,,,,,,,,,,,,,
102047230138,1,10204723,Other (specify),,No,,,,,,,,,,,,,,,,,,,,,,,,
102041010007,1,10204101,,,,,,,,,,,,,,,,,,,,,,,,,,,
102041010014,1,10204101,Cow milk,,No,,,,,,,,,,,,,,,,,,,,,,,,
102041010014,1,10204101,Chicken eggs,,Yes,3,13,Piece,,No,,,,,,,,,9,Piece,,0,,,0,,,No,
102041010014,1,10204101,Guinea fowl eggs,,No,,,,,,,,,,,,,,,,,,,,,,,,
102041010014,1,10204101,Meat,,No,,,,,,,,,,,,,,,,,,,,,,,,
102041010014,1,10204101,Honey,,No,,,,,,,,,,,,,,,,,,,,,,,,
102041010014,1,10204101,Skins and hides,,No,,,,,,,,,,,,,,,,,,,,,,,,
102041010014,1,10204101,Manure,,No,,,,,,,,,,,,,,,,,,,,,,,,
102041010014,1,10204101,Other (specify),,No,,,,,,,,,,,,,,,,,,,,,,,,
102041010022,1,10204101,Cow milk,,No,,,,,,,,,,,,,,,,,,,,,,,,
102041010022,1,10204101,Chicken eggs,,Yes,3,12,Piece,,No,,,,,,,,,16,Piece,,0,,,0,,,No,
102041010022,1,10204101,Guinea fowl eggs,,No,,,,,,,,,,,,,,,,,,,,,,,,
102041010022,1,10204101,Meat,,No,,,,,,,,,,,,,,,,,,,,,,,,
102041010022,1,10204101,Honey,,No,,,,,,,,,,,,,,,,,,,,,,,,
102041010022,1,10204101,Skins and hides,,No,,,,,,,,,,,,,,,,,,,,,,,,
102041010022,1,10204101,Manure,,No,,,,,,,,,,,,,,,,,,,,,,,,
102041010022,1,10204101,Other (specify),,No,,,,,,,,,,,,,,,,,,,,,,,,
102041010030,1,10204101,,,,,,,,,,,,,,,,,,,,,,,,,,,
102041010037,1,10204101,Cow milk,,No,,,,,,,,,,,,,,,,,,,,,,,,
102041010037,1,10204101,Chicken eggs,,Yes,3,11,Piece,,No,,,,,,,,,15,Piece,,0,,,0,,,No,
102041010037,1,10204101,Guinea fowl eggs,,No,,,,,,,,,,,,,,,,,,,,,,,,
102041010037,1,10204101,Meat,,No,,,,,,,,,,,,,,,,,,,,,,,,
102041010037,1,10204101,Honey,,No,,,,,,,,,,,,,,,,,,,,,,,,
102041010037,1,10204101,Skins and hides,,No,,,,,,,,,,,,,,,,,,,,,,,,
102041010037,1,10204101,Manure,,No,,,,,,,,,,,,,,,,,,,,,,,,
102041010037,1,10204101,Other (specify),,No,,,,,,,,,,,,,,,,,,,,,,,,
102041010068,1,10204101,Cow milk,,No,,,,,,,,,,,,,,,,,,,,,,,,
102041010068,1,10204101,Chicken eggs,,No,,,,,,,,,,,,,,,,,,,,,,,,
102041010068,1,10204101,Guinea fowl eggs,,No,,,,,,,,,,,,,,,,,,,,,,,,
102041010068,1,10204101,Meat,,No,,,,,,,,,,,,,,,,,,,,,,,,
102041010068,1,10204101,Honey,,No,,,,,,,,,,,,,,,,,,,,,,,,
102041010068,1,10204101,Skins and hides,,No,,,,,,,,,,,,,,,,,,,,,,,,
102041010068,1,10204101,Manure,,No,,,,,,,,,,,,,,,,,,,,,,,,
102041010068,1,10204101,Other (specify),,No,,,,,,,,,,,,,,,,,,,,,,,,
102041010076,1,10204101,Cow milk,,No,,,,,,,,,,,,,,,,,,,,,,,,
102041010076,1,10204101,Chicken eggs,,No,,,,,,,,,,,,,,,,,,,,,,,,
102041010076,1,10204101,Guinea fowl eggs,,No,,,,,,,,,,,,,,,,,,,,,,,,
102041010076,1,10204101,Meat,,No,,,,,,,,,,,,,,,,,,,,,,,,
102041010076,1,10204101,Honey,,No,,,,,,,,,,,,,,,,,,,,,,,,
102041010076,1,10204101,Skins and hides,,No,,,,,,,,,,,,,,,,,,,,,,,,
102041010076,1,10204101,Manure,,No,,,,,,,,,,,,,,,,,,,,,,,,
102041010076,1,10204101,Other (specify),,No,,,,,,,,,,,,,,,,,,,,,,,,
102041010091,1,10204101,,,,,,,,,,,,,,,,,,,,,,,,,,,
102041010099,1,10204101,Cow milk,,No,,,,,,,,,,,,,,,,,,,,,,,,
102041010099,1,10204101,Chicken eggs,,No,,,,,,,,,,,,,,,,,,,,,,,,
102041010099,1,10204101,Guinea fowl eggs,,No,,,,,,,,,,,,,,,,,,,,,,,,
102041010099,1,10204101,Meat,,No,,,,,,,,,,,,,,,,,,,,,,,,
102041010099,1,10204101,Honey,,No,,,,,,,,,,,,,,,,,,,,,,,,
102041010099,1,10204101,Skins and hides,,No,,,,,,,,,,,,,,,,,,,,,,,,
102041010099,1,10204101,Manure,,No,,,,,,,,,,,,,,,,,,,,,,,,
102041010099,1,10204101,Other (specify),,No,,,,,,,,,,,,,,,,,,,,,,,,
102041010106,1,10204101,Cow milk,,No,,,,,,,,,,,,,,,,,,,,,,,,
102041010106,1,10204101,Chicken eggs,,Yes,5,8,Piece,,No,,,,,,,,,20,Piece,,0,,,0,,,No,
102041010106,1,10204101,Guinea fowl eggs,,No,,,,,,,,,,,,,,,,,,,,,,,,
102041010106,1,10204101,Meat,,No,,,,,,,,,,,,,,,,,,,,,,,,
102041010106,1,10204101,Honey,,No,,,,,,,,,,,,,,,,,,,,,,,,
102041010106,1,10204101,Skins and hides,,No,,,,,,,,,,,,,,,,,,,,,,,,
102041010106,1,10204101,Manure,,No,,,,,,,,,,,,,,,,,,,,,,,,
102041010106,1,10204101,Other (specify),,No,,,,,,,,,,,,,,,,,,,,,,,,
102041010114,1,10204101,Cow milk,,No,,,,,,,,,,,,,,,,,,,,,,,,
102041010114,1,10204101,Chicken eggs,,No,,,,,,,,,,,,,,,,,,,,,,,,
102041010114,1,10204101,Guinea fowl eggs,,No,,,,,,,,,,,,,,,,,,,,,,,,
102041010114,1,10204101,Meat,,No,,,,,,,,,,,,,,,,,,,,,,,,
102041010114,1,10204101,Honey,,No,,,,,,,,,,,,,,,,,,,,,,,,
102041010114,1,10204101,Skins and hides,,No,,,,,,,,,,,,,,,,,,,,,,,,
102041010114,1,10204101,Manure,,No,,,,,,,,,,,,,,,,,,,,,,,,
102041010114,1,10204101,Other (specify),,No,,,,,,,,,,,,,,,,,,,,,,,,
102041010129,1,10204101,Cow milk,,No,,,,,,,,,,,,,,,,,,,,,,,,
102041010129,1,10204101,Chicken eggs,,No,,,,,,,,,,,,,,,,,,,,,,,,
102041010129,1,10204101,Guinea fowl eggs,,No,,,,,,,,,,,,,,,,,,,,,,,,
