case_id,visit,ea_id,ag_t0c,ag_t0e,ag_t05a,ag_t05b,ag_t05c,ag_t05d,ag_t06a,ag_t06b,ag_t07,ag_t08,ag_t09,ag_t10,ag_t11
203065570030,2,20306557,Lead Farmer,,,,,,,,,,,,
203065570030,2,20306557,Other Farmer (Neighbor/Relative),X,1,,,,,,,,no,,Useful
203065570030,2,20306557,"Electronic Media (TV, Radio, Etc…)",,,,,,,,,,,,
203065570030,2,20306557,Paper Media (Handouts / Flyers),,,,,,,,,,,,
203065570030,2,20306557,Other (Specify),,,,,,,,,,,,
203065570076,2,20306557,Gov. Agricultural Extension Service,X,1,,,,1,,1,,no,,Very useful
203065570076,2,20306557,Private Agricultural Extension Service,,,,,,,,,,,,
203065570076,2,20306557,Gov. Fishery Extension Service,,,,,,,,,,,,
203065570076,2,20306557,ngo,,,,,,,,,,,,
203065570076,2,20306557,Agricultural Coop/Farmers' Assoc,,,,,,,,,,,,
203065570076,2,20306557,Fishing Coop,,,,,,,,,,,,
203065570076,2,20306557,Farmer Field Days/Field School,,,,,,,,,,,,
203065570076,2,20306557,Village Agricultural Extension Meeting,,,,,,,,,,,,
203065570076,2,20306557,Agricultural Extension Course,,,,,,,,,,,,
203065570076,2,20306557,Lead Farmer,,,,,,,,,,,,
203065570076,2,20306557,Other Farmer (Neighbor/Relative),,,,,,,,,,,,
203065570076,2,20306557,"Electronic Media (TV, Radio, Etc…)",,,,,,,,,,,,
203065570076,2,20306557,Paper Media (Handouts / Flyers),,,,,,,,,,,,
203065570076,2,20306557,Other (Specify),,,,,,,,,,,,
203065570099,2,20306557,Gov. Agricultural Extension Service,,,,,,,,,,,,
203065570099,2,20306557,Private Agricultural Extension Service,,,,,,,,,,,,
203065570099,2,20306557,Gov. Fishery Extension Service,,,,,,,,,,,,
203065570099,2,20306557,ngo,,,,,,,,,,,,
203065570099,2,20306557,Agricultural Coop/Farmers' Assoc,,,,,,,,,,,,
203065570099,2,20306557,Fishing Coop,,,,,,,,,,,,
203065570099,2,20306557,Farmer Field Days/Field School,,,,,,,,,,,,
203065570099,2,20306557,Village Agricultural Extension Meeting,,,,,,,,,,,,
203065570099,2,20306557,Agricultural Extension Course,,,,,,,,,,,,
203065570099,2,20306557,Lead Farmer,,,,,,,,,,,,
203065570099,2,20306557,Other Farmer (Neighbor/Relative),,,,,,,,,,,,
203065570099,2,20306557,"Electronic Media (TV, Radio, Etc…)",,,,,,,,,,,,
203065570099,2,20306557,Paper Media (Handouts / Flyers),,,,,,,,,,,,
203065570099,2,20306557,Other (Specify),,,,,,,,,,,,
203065570122,2,20306557,Gov. Agricultural Extension Service,,,,,,,,,,,,
203065570122,2,20306557,Private Agricultural Extension Service,,,,,,,,,,,,
203065570122,2,20306557,Gov. Fishery Extension Service,,,,,,,,,,,,
203065570122,2,20306557,ngo,,,,,,,,,,,,
203065570122,2,20306557,Agricultural Coop/Farmers' Assoc,,,,,,,,,,,,
203065570122,2,20306557,Fishing Coop,,,,,,,,,,,,
203065570122,2,20306557,Farmer Field Days/Field School,,,,,,,,,,,,
203065570122,2,20306557,Village Agricultural Extension Meeting,,,,,,,,,,,,
203065570122,2,20306557,Agricultural Extension Course,,,,,,,,,,,,
203065570122,2,20306557,Lead Farmer,,,,,,,,,,,,
203065570122,2,20306557,Other Farmer (Neighbor/Relative),,,,,,,,,,,,
203065570122,2,20306557,"Electronic Media (TV, Radio, Etc…)",,,,,,,,,,,,
203065570122,2,20306557,Paper Media (Handouts / Flyers),,,,,,,,,,,,
203065570122,2,20306557,Other (Specify),,,,,,,,,,,,
203065570167,2,20306557,Gov. Agricultural Extension Service,X,1,,,,1,1,0,,no,,Very useful
203065570167,2,20306557,Private Agricultural Extension Service,,,,,,,,,,,,
203065570167,2,20306557,Gov. Fishery Extension Service,,,,,,,,,,,,
203065570167,2,20306557,ngo,,,,,,,,,,,,
203065570167,2,20306557,Agricultural Coop/Farmers' Assoc,,,,,,,,,,,,
203065570167,2,20306557,Fishing Coop,,,,,,,,,,,,
203065570167,2,20306557,Farmer Field Days/Field School,,,,,,,,,,,,
203065570167,2,20306557,Village Agricultural Extension Meeting,,,,,,,,,,,,
203065570167,2,20306557,Agricultural Extension Course,,,,,,,,,,,,
203065570167,2,20306557,Lead Farmer,,,,,,,,,,,,
203065570167,2,20306557,Other Farmer (Neighbor/Relative),,,,,,,,,,,,
203065570167,2,20306557,"Electronic Media (TV, Radio, Etc…)",X,1,,,,,,,,,,Useful
203065570167,2,20306557,Paper Media (Handouts / Flyers),,,,,,,,,,,,
203065570167,2,20306557,Other (Specify),,,,,,,,,,,,
203065570190,2,20306557,Gov. Agricultural Extension Service,,,,,,,,,,,,
203065570190,2,20306557,Private Agricultural Extension Service,,,,,,,,,,,,
203065570190,2,20306557,Gov. Fishery Extension Service,,,,,,,,,,,,
203065570190,2,20306557,ngo,,,,,,,,,,,,
203065570190,2,20306557,Agricultural Coop/Farmers' Assoc,,,,,,,,,,,,
203065570190,2,20306557,Fishing Coop,,,,,,,,,,,,
203065570190,2,20306557,Farmer Field Days/Field School,,,,,,,,,,,,
203065570190,2,20306557,Village Agricultural Extension Meeting,,,,,,,,,,,,
203065570190,2,20306557,Agricultural Extension Course,,,,,,,,,,,,
203065570190,2,20306557,Lead Farmer,,,,,,,,,,,,
203065570190,2,20306557,Other Farmer (Neighbor/Relative),,,,,,,,,,,,
203065570190,2,20306557,"Electronic Media (TV, Radio, Etc…)",,,,,,,,,,,,
203065570190,2,20306557,Paper Media (Handouts / Flyers),,,,,,,,,,,,
203065570190,2,20306557,Other (Specify),,,,,,,,,,,,
203065570213,2,20306557,Gov. Agricultural Extension Service,,,,,,,,,,,,
203065570213,2,20306557,Private Agricultural Extension Service,,,,,,,,,,,,
203065570213,2,20306557,Gov. Fishery Extension Service,,,,,,,,,,,,
203065570213,2,20306557,ngo,,,,,,,,,,,,
203065570213,2,20306557,Agricultural Coop/Farmers' Assoc,,,,,,,,,,,,
203065570213,2,20306557,Fishing Coop,,,,,,,,,,,,
203065570213,2,20306557,Farmer Field Days/Field School,,,,,,,,,,,,
203065570213,2,20306557,Village Agricultural Extension Meeting,,,,,,,,,,,,
203065570213,2,20306557,Agricultural Extension Course,,,,,,,,,,,,
203065570213,2,20306557,Lead Farmer,,,,,,,,,,,,
203065570213,2,20306557,Other Farmer (Neighbor/Relative),,,,,,,,,,,,
203065570213,2,20306557,"Electronic Media (TV, Radio, Etc…)",,,,,,,,,,,,
203065570213,2,20306557,Paper Media (Handouts / Flyers),,,,,,,,,,,,
203065570213,2,20306557,Other (Specify),,,,,,,,,,,,
203065570259,2,20306557,Gov. Agricultural Extension Service,X,1,,,,8,0,0,,no,,Very useful
203065570259,2,20306557,Private Agricultural Extension Service,,,,,,,,,,,,
203065570259,2,20306557,Gov. Fishery Extension Service,,,,,,,,,,,,
203065570259,2,20306557,ngo,,,,,,,,,,,,
203065570259,2,20306557,Agricultural Coop/Farmers' Assoc,,,,,,,,,,,,
203065570259,2,20306557,Fishing Coop,,,,,,,,,,,,
203065570259,2,20306557,Farmer Field Days/Field School,,,,,,,,,,,,
203065570259,2,20306557,Village Agricultural Extension Meeting,,,,,,,,,,,,
203065570259,2,20306557,Agricultural Extension Course,,,,,,,,,,,,
203065570259,2,20306557,Lead Farmer,,,,,,,,,,,,
203065570259,2,20306557,Other Farmer (Neighbor/Relative),,,,,,,,,,,,
203065570259,2,20306557,"Electronic Media (TV, Radio, Etc…)",,,,,,,,,,,,
203065570259,2,20306557,Paper Media (Handouts / Flyers),,,,,,,,,,,,
203065570259,2,20306557,Other (Specify),,,,,,,,,,,,
203065570282,2,20306557,Gov. Agricultural Extension Service,,,,,,,,,,,,
203065570282,2,20306557,Private Agricultural Extension Service,,,,,,,,,,,,
203065570282,2,20306557,Gov. Fishery Extension Service,,,,,,,,,,,,
203065570282,2,20306557,ngo,,,,,,,,,,,,
203065570282,2,20306557,Agricultural Coop/Farmers' Assoc,,,,,,,,,,,,
203065570282,2,20306557,Fishing Coop,,,,,,,,,,,,
203065570282,2,20306557,Farmer Field Days/Field School,,,,,,,,,,,,
203065570282,2,20306557,Village Agricultural Extension Meeting,,,,,,,,,,,,
203065570282,2,20306557,Agricultural Extension Course,,,,,,,,,,,,
203065570282,2,20306557,Lead Farmer,,,,,,,,,,,,
203065570282,2,20306557,Other Farmer (Neighbor/Relative),,,,,,,,,,,,
203065570282,2,20306557,"Electronic Media (TV, Radio, Etc…)",,,,,,,,,,,,
203065570282,2,20306557,Paper Media (Handouts / Flyers),,,,,,,,,,,,
203065570282,2,20306557,Other (Specify),,,,,,,,,,,,
203065570305,2,20306557,Gov. Agricultural Extension Service,,,,,,,,,,,,
203065570305,2,20306557,Private Agricultural Extension Service,,,,,,,,,,,,
203065570305,2,20306557,Gov. Fishery Extension Service,,,,,,,,,,,,
203065570305,2,20306557,ngo,,,,,,,,,,,,
203065570305,2,20306557,Agricultural Coop/Farmers' Assoc,,,,,,,,,,,,
203065570305,2,20306557,Fishing Coop,,,,,,,,,,,,
203065570305,2,20306557,Farmer Field Days/Field School,,,,,,,,,,,,
203065570305,2,20306557,Village Agricultural Extension Meeting,,,,,,,,,,,,
203065570305,2,20306557,Agricultural Extension Course,,,,,,,,,,,,
203065570305,2,20306557,Lead Farmer,,,,,,,,,,,,
203065570305,2,20306557,Other Farmer (Neighbor/Relative),,,,,,,,,,,,
203065570305,2,20306557,"Electronic Media (TV, Radio, Etc…)",,,,,,,,,,,,
203065570305,2,20306557,Paper Media (Handouts / Flyers),,,,,,,,,,,,
203065570305,2,20306557,Other (Specify),,,,,,,,,,,,
203065570350,2,20306557,Gov. Agricultural Extension Service,,,,,,,,,,,,
203065570350,2,20306557,Private Agricultural Extension Service,,,,,,,,,,,,
203065570350,2,20306557,Gov. Fishery Extension Service,,,,,,,,,,,,
203065570350,2,20306557,ngo,,,,,,,,,,,,
203065570350,2,20306557,Agricultural Coop/Farmers' Assoc,,,,,,,,,,,,
203065570350,2,20306557,Fishing Coop,,,,,,,,,,,,
203065570350,2,20306557,Farmer Field Days/Field School,,,,,,,,,,,,
203065570350,2,20306557,Village Agricultural Extension Meeting,,,,,,,,,,,,
203065570350,2,20306557,Agricultural Extension Course,,,,,,,,,,,,
203065570350,2,20306557,Lead Farmer,,,,,,,,,,,,
203065570350,2,20306557,Other Farmer (Neighbor/Relative),,,,,,,,,,,,
203065570350,2,20306557,"Electronic Media (TV, Radio, Etc…)",,,,,,,,,,,,
203065570350,2,20306557,Paper Media (Handouts / Flyers),,,,,,,,,,,,
203065570350,2,20306557,Other (Specify),,,,,,,,,,,,
203065570373,2,20306557,Gov. Agricultural Extension Service,X,1,,,,0,0,2,,no,,Useful
203065570373,2,20306557,Private Agricultural Extension Service,,,,,,,,,,,,
203065570373,2,20306557,Gov. Fishery Extension Service,,,,,,,,,,,,
203065570373,2,20306557,ngo,,,,,,,,,,,,
203065570373,2,20306557,Agricultural Coop/Farmers' Assoc,,,,,,,,,,,,
203065570373,2,20306557,Fishing Coop,,,,,,,,,,,,
203065570373,2,20306557,Farmer Field Days/Field School,,,,,,,,,,,,
203065570373,2,20306557,Village Agricultural Extension Meeting,,,,,,,,,,,,
203065570373,2,20306557,Agricultural Extension Course,,,,,,,,,,,,
203065570373,2,20306557,Lead Farmer,,,,,,,,,,,,
203065570373,2,20306557,Other Farmer (Neighbor/Relative),,,,,,,,,,,,
203065570373,2,20306557,"Electronic Media (TV, Radio, Etc…)",,,,,,,,,,,,
203065570373,2,20306557,Paper Media (Handouts / Flyers),,,,,,,,,,,,
203065570373,2,20306557,Other (Specify),,,,,,,,,,,,
203065570396,2,20306557,Gov. Agricultural Extension Service,,,,,,,,,,,,
203065570396,2,20306557,Private Agricultural Extension Service,,,,,,,,,,,,
203065570396,2,20306557,Gov. Fishery Extension Service,,,,,,,,,,,,
203065570396,2,20306557,ngo,,,,,,,,,,,,
203065570396,2,20306557,Agricultural Coop/Farmers' Assoc,,,,,,,,,,,,
203065570396,2,20306557,Fishing Coop,,,,,,,,,,,,
203065570396,2,20306557,Farmer Field Days/Field School,,,,,,,,,,,,
203065570396,2,20306557,Village Agricultural Extension Meeting,,,,,,,,,,,,
203065570396,2,20306557,Agricultural Extension Course,,,,,,,,,,,,
203065570396,2,20306557,Lead Farmer,,,,,,,,,,,,
203065570396,2,20306557,Other Farmer (Neighbor/Relative),X,2,,,,,,,,no,,Not very useful
203065570396,2,20306557,"Electronic Media (TV, Radio, Etc…)",X,1,,,,,,,,,,Useful
203065570396,2,20306557,Paper Media (Handouts / Flyers),,,,,,,,,,,,
203065570396,2,20306557,Other (Specify),,,,,,,,,,,,
203065570442,2,20306557,Gov. Agricultural Extension Service,,,,,,,,,,,,
203065570442,2,20306557,Private Agricultural Extension Service,,,,,,,,,,,,
203065570442,2,20306557,Gov. Fishery Extension Service,,,,,,,,,,,,
203065570442,2,20306557,ngo,,,,,,,,,,,,
203065570442,2,20306557,Agricultural Coop/Farmers' Assoc,,,,,,,,,,,,
203065570442,2,20306557,Fishing Coop,,,,,,,,,,,,
203065570442,2,20306557,Farmer Field Days/Field School,,,,,,,,,,,,
203065570442,2,20306557,Village Agricultural Extension Meeting,,,,,,,,,,,,
203065570442,2,20306557,Agricultural Extension Course,,,,,,,,,,,,
203065570442,2,20306557,Lead Farmer,,,,,,,,,,,,
203065570442,2,20306557,Other Farmer (Neighbor/Relative),,,,,,,,,,,,
203065570442,2,20306557,"Electronic Media (TV, Radio, Etc…)",,,,,,,,,,,,
203065570442,2,20306557,Paper Media (Handouts / Flyers),,,,,,,,,,,,
203065570442,2,20306557,Other (Specify),,,,,,,,,,,,
203065570465,2,20306557,Gov. Agricultural Extension Service,,,,,,,,,,,,
203065570465,2,20306557,Private Agricultural Extension Service,,,,,,,,,,,,
203065570465,2,20306557,Gov. Fishery Extension Service,,,,,,,,,,,,
203065570465,2,20306557,ngo,,,,,,,,,,,,
203065570465,2,20306557,Agricultural Coop/Farmers' Assoc,,,,,,,,,,,,
203065570465,2,20306557,Fishing Coop,,,,,,,,,,,,
203065570465,2,20306557,Farmer Field Days/Field School,,,,,,,,,,,,
203065570465,2,20306557,Village Agricultural Extension Meeting,,,,,,,,,,,,
203065570465,2,20306557,Agricultural Extension Course,,,,,,,,,,,,
203065570465,2,20306557,Lead Farmer,,,,,,,,,,,,
203065570465,2,20306557,Other Farmer (Neighbor/Relative),,,,,,,,,,,,
203065570465,2,20306557,"Electronic Media (TV, Radio, Etc…)",,,,,,,,,,,,
203065570465,2,20306557,Paper Media (Handouts / Flyers),,,,,,,,,,,,
203065570465,2,20306557,Other (Specify),,,,,,,,,,,,
204021980014,2,20402198,Gov. Agricultural Extension Service,,,,,,,,,,,,
204021980014,2,20402198,Private Agricultural Extension Service,,,,,,,,,,,,
204021980014,2,20402198,Gov. Fishery Extension Service,,,,,,,,,,,,
204021980014,2,20402198,ngo,X,1,,,,0,0,1,,no,,Useless
204021980014,2,20402198,Agricultural Coop/Farmers' Assoc,,,,,,,,,,,,
204021980014,2,20402198,Fishing Coop,,,,,,,,,,,,
204021980014,2,20402198,Farmer Field Days/Field School,,,,,,,,,,,,
204021980014,2,20402198,Village Agricultural Extension Meeting,,,,,,,,,,,,
204021980014,2,20402198,Agricultural Extension Course,,,,,,,,,,,,
204021980014,2,20402198,Lead Farmer,,,,,,,,,,,,
204021980014,2,20402198,Other Farmer (Neighbor/Relative),,,,,,,,,,,,
204021980014,2,20402198,"Electronic Media (TV, Radio, Etc…)",,,,,,,,,,,,
204021980014,2,20402198,Paper Media (Handouts / Flyers),,,,,,,,,,,,
204021980014,2,20402198,Other (Specify),,,,,,,,,,,,
204021980022,2,20402198,Gov. Agricultural Extension Service,,,,,,,,,,,,
204021980022,2,20402198,Private Agricultural Extension Service,,,,,,,,,,,,
204021980022,2,20402198,Gov. Fishery Extension Service,,,,,,,,,,,,
204021980022,2,20402198,ngo,,,,,,,,,,,,
204021980022,2,20402198,Agricultural Coop/Farmers' Assoc,,,,,,,,,,,,
204021980022,2,20402198,Fishing Coop,,,,,,,,,,,,
204021980022,2,20402198,Farmer Field Days/Field School,,,,,,,,,,,,
204021980022,2,20402198,Village Agricultural Extension Meeting,,,,,,,,,,,,
204021980022,2,20402198,Agricultural Extension Course,,,,,,,,,,,,
204021980022,2,20402198,Lead Farmer,,,,,,,,,,,,
204021980022,2,20402198,Other Farmer (Neighbor/Relative),,,,,,,,,,,,
204021980022,2,20402198,"Electronic Media (TV, Radio, Etc…)",,,,,,,,,,,,
204021980022,2,20402198,Paper Media (Handouts / Flyers),,,,,,,,,,,,
204021980022,2,20402198,Other (Specify),,,,,,,,,,,,
204021980031,2,20402198,Gov. Agricultural Extension Service,X,,,,,0,0,1,,no,,Useful
204021980031,2,20402198,Private Agricultural Extension Service,,,,,,,,,,,,
204021980031,2,20402198,Gov. Fishery Extension Service,,,,,,,,,,,,
204021980031,2,20402198,ngo,,,,,,,,,,,,
204021980031,2,20402198,Agricultural Coop/Farmers' Assoc,,,,,,,,,,,,
204021980031,2,20402198,Fishing Coop,,,,,,,,,,,,
204021980031,2,20402198,Farmer Field Days/Field School,,,,,,,,,,,,
204021980031,2,20402198,Village Agricultural Extension Meeting,,,,,,,,,,,,
204021980031,2,20402198,Agricultural Extension Course,,,,,,,,,,,,
204021980031,2,20402198,Lead Farmer,,,,,,,,,,,,
204021980031,2,20402198,Other Farmer (Neighbor/Relative),,,,,,,,,,,,
204021980031,2,20402198,"Electronic Media (TV, Radio, Etc…)",,,,,,,,,,,,
204021980031,2,20402198,Paper Media (Handouts / Flyers),,,,,,,,,,,,
204021980031,2,20402198,Other (Specify),,,,,,,,,,,,
204021980039,2,20402198,Gov. Agricultural Extension Service,,,,,,,,,,,,
204021980039,2,20402198,Private Agricultural Extension Service,,,,,,,,,,,,
204021980039,2,20402198,Gov. Fishery Extension Service,,,,,,,,,,,,
204021980039,2,20402198,ngo,,,,,,,,,,,,
204021980039,2,20402198,Agricultural Coop/Farmers' Assoc,,,,,,,,,,,,
204021980039,2,20402198,Fishing Coop,,,,,,,,,,,,
204021980039,2,20402198,Farmer Field Days/Field School,,,,,,,,,,,,
204021980039,2,20402198,Village Agricultural Extension Meeting,,,,,,,,,,,,
204021980039,2,20402198,Agricultural Extension Course,,,,,,,,,,,,
204021980039,2,20402198,Lead Farmer,,,,,,,,,,,,
204021980039,2,20402198,Other Farmer (Neighbor/Relative),,,,,,,,,,,,
204021980039,2,20402198,"Electronic Media (TV, Radio, Etc…)",,,,,,,,,,,,
204021980039,2,20402198,Paper Media (Handouts / Flyers),,,,,,,,,,,,
204021980039,2,20402198,Other (Specify),,,,,,,,,,,,
204021980056,2,20402198,Gov. Agricultural Extension Service,,,,,,,,,,,,
204021980056,2,20402198,Private Agricultural Extension Service,,,,,,,,,,,,
204021980056,2,20402198,Gov. Fishery Extension Service,,,,,,,,,,,,
204021980056,2,20402198,ngo,,,,,,,,,,,,
204021980056,2,20402198,Agricultural Coop/Farmers' Assoc,,,,,,,,,,,,
204021980056,2,20402198,Fishing Coop,,,,,,,,,,,,
204021980056,2,20402198,Farmer Field Days/Field School,,,,,,,,,,,,
204021980056,2,20402198,Village Agricultural Extension Meeting,,,,,,,,,,,,
204021980056,2,20402198,Agricultural Extension Course,,,,,,,,,,,,
204021980056,2,20402198,Lead Farmer,,,,,,,,,,,,
204021980056,2,20402198,Other Farmer (Neighbor/Relative),,,,,,,,,,,,
204021980056,2,20402198,"Electronic Media (TV, Radio, Etc…)",,,,,,,,,,,,
204021980056,2,20402198,Paper Media (Handouts / Flyers),,,,,,,,,,,,
204021980056,2,20402198,Other (Specify),,,,,,,,,,,,
204021980064,2,20402198,Gov. Agricultural Extension Service,,,,,,,,,,,,
204021980064,2,20402198,Private Agricultural Extension Service,,,,,,,,,,,,
204021980064,2,20402198,Gov. Fishery Extension Service,,,,,,,,,,,,
204021980064,2,20402198,ngo,,,,,,,,,,,,
204021980064,2,20402198,Agricultural Coop/Farmers' Assoc,,,,,,,,,,,,
204021980064,2,20402198,Fishing Coop,,,,,,,,,,,,
204021980064,2,20402198,Farmer Field Days/Field School,,,,,,,,,,,,
204021980064,2,20402198,Village Agricultural Extension Meeting,,,,,,,,,,,,
204021980064,2,20402198,Agricultural Extension Course,,,,,,,,,,,,
204021980064,2,20402198,Lead Farmer,,,,,,,,,,,,
204021980064,2,20402198,Other Farmer (Neighbor/Relative),,,,,,,,,,,,
204021980064,2,20402198,"Electronic Media (TV, Radio, Etc…)",,,,,,,,,,,,
204021980064,2,20402198,Paper Media (Handouts / Flyers),,,,,,,,,,,,
204021980064,2,20402198,Other (Specify),,,,,,,,,,,,
204021980072,2,20402198,Gov. Agricultural Extension Service,,,,,,,,,,,,
204021980072,2,20402198,Private Agricultural Extension Service,,,,,,,,,,,,
204021980072,2,20402198,Gov. Fishery Extension Service,,,,,,,,,,,,
204021980072,2,20402198,ngo,,,,,,,,,,,,
204021980072,2,20402198,Agricultural Coop/Farmers' Assoc,,,,,,,,,,,,
204021980072,2,20402198,Fishing Coop,,,,,,,,,,,,
204021980072,2,20402198,Farmer Field Days/Field School,,,,,,,,,,,,
204021980072,2,20402198,Village Agricultural Extension Meeting,,,,,,,,,,,,
204021980072,2,20402198,Agricultural Extension Course,,,,,,,,,,,,
204021980072,2,20402198,Lead Farmer,,,,,,,,,,,,
204021980072,2,20402198,Other Farmer (Neighbor/Relative),,,,,,,,,,,,
204021980072,2,20402198,"Electronic Media (TV, Radio, Etc…)",,,,,,,,,,,,
204021980072,2,20402198,Paper Media (Handouts / Flyers),,,,,,,,,,,,
204021980072,2,20402198,Other (Specify),,,,,,,,,,,,
204021980081,2,20402198,Gov. Agricultural Extension Service,,,,,,,,,,,,
204021980081,2,20402198,Private Agricultural Extension Service,,,,,,,,,,,,
204021980081,2,20402198,Gov. Fishery Extension Service,,,,,,,,,,,,
204021980081,2,20402198,ngo,,,,,,,,,,,,
204021980081,2,20402198,Agricultural Coop/Farmers' Assoc,,,,,,,,,,,,
204021980081,2,20402198,Fishing Coop,,,,,,,,,,,,
204021980081,2,20402198,Farmer Field Days/Field School,,,,,,,,,,,,
204021980081,2,20402198,Village Agricultural Extension Meeting,,,,,,,,,,,,
204021980081,2,20402198,Agricultural Extension Course,,,,,,,,,,,,
204021980081,2,20402198,Lead Farmer,,,,,,,,,,,,
204021980081,2,20402198,Other Farmer (Neighbor/Relative),,,,,,,,,,,,
204021980081,2,20402198,"Electronic Media (TV, Radio, Etc…)",,,,,,,,,,,,
204021980081,2,20402198,Paper Media (Handouts / Flyers),,,,,,,,,,,,
204021980081,2,20402198,Other (Specify),,,,,,,,,,,,
204021980097,2,20402198,Gov. Agricultural Extension Service,,,,,,,,,,,,
204021980097,2,20402198,Private Agricultural Extension Service,,,,,,,,,,,,
204021980097,2,20402198,Gov. Fishery Extension Service,,,,,,,,,,,,
204021980097,2,20402198,ngo,,,,,,,,,,,,
204021980097,2,20402198,Agricultural Coop/Farmers' Assoc,,,,,,,,,,,,
204021980097,2,20402198,Fishing Coop,,,,,,,,,,,,
204021980097,2,20402198,Farmer Field Days/Field School,,,,,,,,,,,,
204021980097,2,20402198,Village Agricultural Extension Meeting,,,,,,,,,,,,
204021980097,2,20402198,Agricultural Extension Course,,,,,,,,,,,,
204021980097,2,20402198,Lead Farmer,,,,,,,,,,,,
204021980097,2,20402198,Other Farmer (Neighbor/Relative),,,,,,,,,,,,
204021980097,2,20402198,"Electronic Media (TV, Radio, Etc…)",,,,,,,,,,,,
204021980097,2,20402198,Paper Media (Handouts / Flyers),,,,,,,,,,,,
204021980097,2,20402198,Other (Specify),,,,,,,,,,,,
204021980106,2,20402198,Gov. Agricultural Extension Service,,,,,,,,,,,,
204021980106,2,20402198,Private Agricultural Extension Service,,,,,,,,,,,,
204021980106,2,20402198,Gov. Fishery Extension Service,,,,,,,,,,,,
204021980106,2,20402198,ngo,,,,,,,,,,,,
204021980106,2,20402198,Agricultural Coop/Farmers' Assoc,,,,,,,,,,,,
204021980106,2,20402198,Fishing Coop,,,,,,,,,,,,
204021980106,2,20402198,Farmer Field Days/Field School,,,,,,,,,,,,
204021980106,2,20402198,Village Agricultural Extension Meeting,,,,,,,,,,,,
204021980106,2,20402198,Agricultural Extension Course,,,,,,,,,,,,
204021980106,2,20402198,Lead Farmer,,,,,,,,,,,,
204021980106,2,20402198,Other Farmer (Neighbor/Relative),,,,,,,,,,,,
204021980106,2,20402198,"Electronic Media (TV, Radio, Etc…)",,,,,,,,,,,,
204021980106,2,20402198,Paper Media (Handouts / Flyers),,,,,,,,,,,,
204021980106,2,20402198,Other (Specify),,,,,,,,,,,,
204021980114,2,20402198,Gov. Agricultural Extension Service,,,,,,,,,,,,
204021980114,2,20402198,Private Agricultural Extension Service,,,,,,,,,,,,
204021980114,2,20402198,Gov. Fishery Extension Service,,,,,,,,,,,,
204021980114,2,20402198,ngo,X,2,,,,0,0,1,,no,,Useful
204021980114,2,20402198,Agricultural Coop/Farmers' Assoc,,,,,,,,,,,,
204021980114,2,20402198,Fishing Coop,,,,,,,,,,,,
204021980114,2,20402198,Farmer Field Days/Field School,,,,,,,,,,,,
204021980114,2,20402198,Village Agricultural Extension Meeting,,,,,,,,,,,,
204021980114,2,20402198,Agricultural Extension Course,,,,,,,,,,,,
204021980114,2,20402198,Lead Farmer,,,,,,,,,,,,
204021980114,2,20402198,Other Farmer (Neighbor/Relative),,,,,,,,,,,,
204021980114,2,20402198,"Electronic Media (TV, Radio, Etc…)",,,,,,,,,,,,
204021980114,2,20402198,Paper Media (Handouts / Flyers),,,,,,,,,,,,
204021980114,2,20402198,Other (Specify),,,,,,,,,,,,
204021980122,2,20402198,Gov. Agricultural Extension Service,,,,,,,,,,,,
204021980122,2,20402198,Private Agricultural Extension Service,,,,,,,,,,,,
204021980122,2,20402198,Gov. Fishery Extension Service,,,,,,,,,,,,
204021980122,2,20402198,ngo,,,,,,,,,,,,
204021980122,2,20402198,Agricultural Coop/Farmers' Assoc,,,,,,,,,,,,
204021980122,2,20402198,Fishing Coop,,,,,,,,,,,,
204021980122,2,20402198,Farmer Field Days/Field School,,,,,,,,,,,,
204021980122,2,20402198,Village Agricultural Extension Meeting,,,,,,,,,,,,
204021980122,2,20402198,Agricultural Extension Course,,,,,,,,,,,,
204021980122,2,20402198,Lead Farmer,,,,,,,,,,,,
204021980122,2,20402198,Other Farmer (Neighbor/Relative),,,,,,,,,,,,
204021980122,2,20402198,"Electronic Media (TV, Radio, Etc…)",,,,,,,,,,,,
204021980122,2,20402198,Paper Media (Handouts / Flyers),,,,,,,,,,,,
204021980122,2,20402198,Other (Specify),,,,,,,,,,,,
204021980139,2,20402198,Gov. Agricultural Extension Service,X,1,,,,2,0,0,,no,,Useless
204021980139,2,20402198,Private Agricultural Extension Service,,,,,,,,,,,,
204021980139,2,20402198,Gov. Fishery Extension Service,,,,,,,,,,,,
204021980139,2,20402198,ngo,,,,,,,,,,,,
204021980139,2,20402198,Agricultural Coop/Farmers' Assoc,,,,,,,,,,,,
204021980139,2,20402198,Fishing Coop,,,,,,,,,,,,
204021980139,2,20402198,Farmer Field Days/Field School,,,,,,,,,,,,
204021980139,2,20402198,Village Agricultural Extension Meeting,,,,,,,,,,,,
204021980139,2,20402198,Agricultural Extension Course,,,,,,,,,,,,
204021980139,2,20402198,Lead Farmer,,,,,,,,,,,,
204021980139,2,20402198,Other Farmer (Neighbor/Relative),,,,,,,,,,,,
204021980139,2,20402198,"Electronic Media (TV, Radio, Etc…)",,,,,,,,,,,,
204021980139,2,20402198,Paper Media (Handouts / Flyers),,,,,,,,,,,,
204021980139,2,20402198,Other (Specify),,,,,,,,,,,,
