case_id,visit,ea_id,hh_n09a,hh_n09b,hh_n09c,hh_n10a,hh_n10b,hh_n11,hh_n12a,hh_n12b,hh_n13a,hh_n13b,hh_n14,hh_n15a,hh_n15b,hh_n16a,hh_n16a_os,hh_n16b,hh_n16b_os,hh_n17,hh_n18,hh_n19,hh_n20a,hh_n20b,hh_n21a,hh_n21b,hh_n21c,hh_n22,hh_n23,hh_n24,hh_n24_os,hh_n25a,hh_n25b,hh_n25c,hh_n25d,hh_n25e,hh_n25f,hh_n25g,hh_n25h,hh_n25i,hh_n25j,hh_n25k,hh_n25l,hh_n25m,hh_n25n,hh_n25o,hh_n25p,hh_n25q,hh_n25r,hh_n25s,hh_n25t,hh_n25u,hh_n25v,hh_n25w,hh_n25x,hh_n25y,hh_n26a,hh_n26a_os,hh_n26b,hh_n26b_os,hh_n27,hh_n28,hh_n29a,hh_n29a_os,hh_n29b,hh_n29b_os,hh_n30a1,hh_n30a2,hh_n30a3,hh_n30a4,hh_n30b1,hh_n30b2,hh_n30b3,hh_n30b4,hh_n30c1,hh_n30c2,hh_n30c3,hh_n30c4,hh_n30d1,hh_n30d2,hh_n30d3,hh_n30d4,hh_n31a1,hh_n31a2,hh_n31a3,hh_n31a4,hh_n31b1,hh_n31b2,hh_n31b3,hh_n31b4,hh_n31c1,hh_n31c2,hh_n31c3,hh_n31c4,hh_n32,hh_n33,hh_n34,hh_n35,hh_n36,hh_n37,hh_n38,hh_n39,hh_n40,hh_n41a,hh_n41b,hh_n41c,hh_n41d,hh_n41e,hh_n41f,hh_n41g,hh_n41h
107361740005,1,10736174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107361740008,1,10736174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107361740009,1,10736174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107361740011,1,10736174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107361740012,1,10736174,1,SELLING TIMBER,62,2,,1,1,,0,0,,4,2009,Own-savings from non-agriculture,,,,Traditional market place,,,Final consumers,,No,No,No,No,Yes,Forest/wild park reserve,,,,,,,,,,high,low,low,low,low,average,average,high,high,high,high,high,,,,,,,,,,Yes,,,,,,2,30,42,12,,,,,,,,,,,,,1,10,20,6000,0,,,,0,,,,25300,High sales,,,,,12000,13500,11200,0,25000,5000,0,0,0,0,4000
107361740015,1,10736174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107361740016,1,10736174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107361740017,1,10736174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107361740019,1,10736174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107361740021,1,10736174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107361740023,1,10736174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107361740024,1,10736174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107361740027,1,10736174,1,SELLING TIMBER,62,1,,1,1,,0,0,,5,2008,Own-savings from non-agriculture,,,,Traditional market place,,,Final consumers,,No,No,No,No,No,,,,,,,,,,,high,average,average,average,average,high,high,high,high,high,high,high,,,,,,,,,,Yes,,,,,,1,24,32,12,,,,,,,,,,,,,2,20,59,7500,0,,,,0,,,,40000,High sales,,,,,10000,30000,22000,0,45000,10000,0,0,0,0,6000
107363770001,1,10736377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107363770002,1,10736377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107363770003,1,10736377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107363770004,1,10736377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107363770005,1,10736377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107363770006,1,10736377,1,HAWKER,62,2,,1,1,,0,0,,3,2010,Own-savings from agriculture,,,,Home (outside residence),,,Final consumers,,No,No,No,No,No,,,,,,,,,,,,,,,average,,,,,,,,,,,,,,,,,Yes,,,,,,2,20,240,1,,,,,,,,,,,,,0,,,,0,,,,0,,,,22000,Average sales,,,0,0,,,7000,0,15000,50,0,700,0,0,0
107363770006,1,10736377,2,SELLING SECOND HAND CLOTH,62,1,,1,1,,0,0,,12,2008,Own-savings from agriculture,,,,Roadside,,,Final consumers,,No,No,No,No,No,,,,high,high,high,average,low,low,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,low,,,,,,,,,,,,,Other (Specify),WENT TO RSA,,,Yes,,,,,,1,24,120,7,,,,,,,,,,,,,0,,,,0,,,,0,,,,9000,Low sales,12000,15000,,,,,2000,0,7000,0,0,0,0,0,0
107363770008,1,10736377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107363770009,1,10736377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107363770010,1,10736377,1,SALES IRISH POTATOES,62,1,,1,1,,0,0,Almost all,11,2005,Own-savings from agriculture,,,,Traditional market place,No,,Final consumers,,No,No,No,No,No,,,,low,average,average,high,high,high,high,average,average,low,low,low,,,,,,,,,,,,,,,,,Yes,,,,,,1,6,30,11,,,,,,,,,,,,,0,,,,0,,,,0,,,,30000,Low sales,40000,60000,,,,,3000,0,20000,7000,0,0,0,0,0
107363770011,1,10736377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107363770012,1,10736377,1,GROCERY,62,1,2,1,1,,0,0,,12,1995,Own-savings from non-agriculture,,,,Home (inside residence),,,Final consumers,,No,No,Yes,No,No,,,average,average,average,average,average,high,high,high,high,high,average,average,average,average,,,,,,,,,,,,,,,,Yes,,,,,,1,30,40,12,2,30,28,4,,,,,,,,,0,,,,0,,,,0,,,,15000,Average sales,,,7000,16000,,,6500,0,12000,400,0,0,0,0,0
107363770012,1,10736377,2,WORKSHOP/CARPENTER,33,1,,1,1,,0,0,,7,1987,Gift from family/friends,,,,Home (outside residence),,,Final consumers,,No,No,No,No,Yes,Purchased from someone else,,average,average,average,average,average,high,high,high,high,high,average,average,average,low,,,,,,,,,,,,,,,,Yes,,,,,,1,30,24,12,,,,,,,,,,,,,0,,,,0,,,,0,,,,15000,Average sales,,,2500,12800,,,7500,4000,5000,300,0,0,0,0,0
107363770013,1,10736377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107363770014,1,10736377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107363770015,1,10736377,1,BUTCHER MAN,31,1,,2,1,,0,0,,8,2004,Own-savings from agriculture,,,,Roadside,,,Final consumers,,No,No,No,No,No,,,,average,average,average,average,average,average,high,high,high,low,low,low,,,,,,,,,,,,,,,,,Yes,,,,,,1,6,5,12,,,,,,,,,,,,,6,24,8,9000,0,,,,0,,,,60000,Low sales,75000,10000,,,,,0,0,75000,3500,0,0,0,0,0
107363770015,1,10736377,2,VIDIO OPERATOR,94,3,8,3,1,,0,0,,6,2001,Own-savings from non-agriculture,,,,Home (outside residence),,,Final consumers,,No,No,No,No,No,,,average,average,high,low,high,average,low,high,high,high,average,low,low,,,,,,,,,,,,,,,,,Yes,,,,,,3,7,12,10,8,7,12,12,,,,,,,,,0,,,,0,,,,0,,,,10000,Low sales,15500,22000,,,,,6500,0,0,0,0,1675,0,0,0
107363770015,1,10736377,3,BARBER SHOP,95,3,,3,1,,0,0,,1,2005,Own-savings from non-agriculture,,,,Home (outside residence),,,Final consumers,,No,No,No,No,No,,,low,low,average,average,average,low,high,high,high,high,high,high,high,,,,,,,,,,,,,,,,,Yes,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30,9,3000,0,,,,0,,,,17000,High sales,,,,,5000,12000,8000,0,0,0,0,700,0,0,0
107363770016,1,10736377,1,CARPENTER,33,1,2,1,1,2,0,0,,9,2009,Own-savings from non-agriculture,,,,Home (outside residence),,,Final consumers,,No,No,No,No,No,,,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,high,high,high,high,high,high,high,,,,,,,,,,,,,Lack of credit,,,,Yes,,,,,,1,21,80,7,2,21,80,7,,,,,,,,,0,,,,0,,,,0,,,,73000,High sales,,,,,0,0,28000,15000,25000,5000,0,0,0,0,0
107363770017,1,10736377,1,BEER SELLING (CHIBUKU),62,1,,2,1,,0,0,,3,2003,Gift from family/friends,,,,Home (outside residence),,,Final consumers,,No,No,Yes,No,No,,,low,low,average,low,average,average,high,high,high,high,low,low,average,average,,,,,,,,,,,,,,,,Yes,,,,,,1,25,175,12,,,,,,,,,,,,,0,,,,0,,,,0,,,,13000,Average sales,,,7000,22000,,,1000,0,12000,0,0,1500,200,0,0
107364660001,1,10736466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107364660008,1,10736466,1,BUYING AND SELLING RICE,62,2,,2,2,,0,0,,8,2005,Own-savings from agriculture,,,,Industrial site,No,,Final consumers,,No,Yes,No,No,No,,,,,,,,,,,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,high,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,high,,,,,,Other (Specify),BUSINESS JUST STARTED,,,Yes,,,,,,1,6,12,12,,,,,,,,,,,,,0,,,,0,,,,0,,,,90000,High sales,,,,,350000,380000,100000,0,30000,10000,0,0,0,0,2000
107364660015,1,10736466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107364660022,1,10736466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107364660028,1,10736466,1,SELLING CONTSRUCTION TIMB,62,1,2,1,1,,0,0,,5,1998,Own-savings from non-agriculture,,,,Other fixed place,No,,Final consumers,,No,No,Yes,No,Yes,Purchased from someone else,,,,,,,,,,average,average,low,low,average,average,high,high,high,high,high,high,,,,,,,,,,Yes,,,,,,2,24,180,12,,,,,,,,,,,,,0,,,,0,,,,0,,,,90000,High sales,,,,,80000,120000,192000,0,50000,5000,0,0,0,1200,0
107364660042,1,10736466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107364660055,1,10736466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107364660062,1,10736466,1,SALES GROCERIES,62,2,1,2,1,2,0,0,,10,2009,Loan from family/friends,,,,Home (outside residence),,,Final consumers,,No,No,No,No,No,,,,,,,,,,,average,low,low,low,low,high,high,high,high,high,high,high,,,,,,,,,,Yes,,,,,,1,5,3,10,2,7,7,12,5,7,4,11,,,,,0,,,,0,,,,0,,,,25000,High sales,,,,,12000,18000,10000,0,15000,150,0,0,0,0,0
107364660076,1,10736466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107364660082,1,10736466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107364660089,1,10736466,1,GROCERY,62,1,,2,1,2,0,0,,12,2009,Proceeds from another business,,,,Traditional market place,,,Final consumers,,No,No,No,No,No,,,,,,,,,,,,average,low,low,low,low,high,high,high,high,high,average,average,,,,,,,,,Yes,,,,,,1,6,8,7,2,1,6,1,,,,,,,,,0,,,,0,,,,0,,,,16000,Average sales,,,11500,21000,,,6000,0,10000,100,0,0,0,0,0
107364660096,1,10736466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107364660110,1,10736466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107364660116,1,10736466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107364660123,1,10736466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107364660137,1,10736466,1,CONTRACTO (BUILDING),50,1,,1,1,,0,0,,5,1999,Proceeds from another business,,,,Mobile,,,Final consumers,,Yes,Yes,No,Yes,No,,,,,,,,,,,low,low,low,low,low,average,average,average,high,high,high,high,,,,,,,,,,Yes,,,,,,1,6,36,11,,,,,,,,,,,,,0,,,,0,,,,0,,,,85000,High sales,,,,,700000,950000,500000,10000,0,5000,5000,0,0,10000,0
107365960001,2,10736596,1,PREPARES & SELL CHIPS,63,1,,2,1,,0,0,,11,2009,Own-savings from non-agriculture,,,,Traditional market place,,,Final consumers,,No,No,No,No,No,,,,,,,,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,high,high,low,high,high,high,high,high,high,,,,,,,,,Lack of credit,,,,Yes,,,,,,1,6,48,9,,,,,,,,,,,,,0,,,,0,,,,0,,,,6000,High sales,,,,,2000,3000,2000,4000,0,0,0,0,0,0,0
107365960002,2,10736596,1,FLITTERS (SELLS),31,2,,2,2,,0,0,,8,2006,Own-savings from non-agriculture,,,,Traditional market place,,,Final consumers,,No,No,Yes,No,No,,,,,,,,low,low,low,average,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,low,low,low,high,high,low,,,,,,,,,Lack of cash,,,,Yes,,,,,,2,20,30,12,,,,,,,,,,,,,0,,,,0,,,,0,,,,10000,Low sales,15000,18000,,,,,6000,2000,0,300,1700,0,0,0,0
107365960002,2,10736596,2,VENDOR(CHIPS),63,3,,3,3,,0,0,,6,2010,Own-savings from non-agriculture,,,,Roadside,,,Final consumers,,No,No,Yes,No,No,,,,,,,,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,high,high,,,,,,,,,Lack of cash,,,,Yes,,,,,,3,20,30,2,,,,,,,,,,,,,0,,,,0,,,,0,,,,11000,High sales,,,,,0,0,6000,4200,0,140,3400,0,0,0,0
107365960002,2,10736596,3,VENDOR(CHIPS),63,10,,10,10,,0,0,,5,2010,Own-savings from non-agriculture,,,,Roadside,,,Final consumers,,No,No,Yes,No,No,,,,,,,,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,low,average,high,,,,,,,,,Lack of cash,,,,Yes,,,,,,10,20,30,3,,,,,,,,,,,,,0,,,,0,,,,0,,,,11500,High sales,,,,,6000,8000,5500,4200,0,140,5100,0,0,0,0
107365960003,2,10736596,1,SALE OF PARAFFIN,62,1,,1,1,,0,0,,3,2010,Own-savings from non-agriculture,,,,Traditional market place,,,Final consumers,,No,No,No,No,No,,,,,,,,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,high,high,low,low,high,,,,,,,,,Lack of credit,,,,Yes,,,,,,1,14,3,5,,,,,,,,,,,,,0,,,,0,,,,0,,,,12000,High sales,,,,,1400,1500,2000,0,6000,0,0,0,0,0,0
107365960004,2,10736596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107365960005,2,10736596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107365960006,2,10736596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107365960008,2,10736596,1,VIDEO SHOW,94,1,,1,1,,0,0,,12,2009,Own-savings from non-agriculture,,,,Home (outside residence),,,Final consumers,,No,No,No,No,No,,,,,,,,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,high,high,low,low,average,average,high,high,,,,,,,,,Other (Specify),OUT OF THE COUNTRY,,,Yes,,,,,,1,24,144,8,,,,,,,,,,,,,1,24,6,1500,0,,,,0,,,,9000,High sales,,,,,3000,5000,4000,1500,0,160,0,100,0,0,0
107365960008,2,10736596,2,BARBER SHOP,95,1,,1,1,,0,0,,12,2009,Own-savings from non-agriculture,,,,Home (outside residence),,,Final consumers,,No,No,No,No,No,,,,,,,,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,high,high,low,low,average,average,average,average,,,,,,,,,Other (Specify),WAS SOUTH AFRICA,,,Yes,,,,,,1,24,96,8,,,,,,,,,,,,,0,,,,0,,,,0,,,,3000,Average sales,,,2500,7000,,,1500,0,0,0,0,100,0,0,0
107365960009,2,10736596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107365960010,2,10736596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107365960011,2,10736596,1,COSMETIC SHOP,62,2,,2,2,,0,0,,6,2010,Non-agricultural credit from bank or other institution,,,,Other fixed place,No,,Final consumers,,No,No,No,No,No,,,,,,,,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,high,average,,,,,,,,,Other (Specify),BUSINESS JUST STARTED,,,Yes,,,,,,2,48,240,2,,,,,,,,,,,,,0,,,,0,,,,0,,,,25000,Average sales,,,0,30000,,,5000,0,50000,150,0,0,0,0,2400
107365960012,2,10736596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107365960013,2,10736596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107365960014,2,10736596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107365960015,2,10736596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107365960016,2,10736596,1,SELLINGSECONDARYHANDCLOTH,62,1,2,2,1,2,0,0,,6,2004,Loan from family/friends,,,,Traditional market place,,,Final consumers,,No,No,No,No,No,,,,,,,,high,high,high,high,high,low,low,average,average,low,low,average,,,,,,,,,,,,,Yes,,,,,,2,26,312,12,,,,,,,,,,,,,0,,,,0,,,,0,,,,15000,Average sales,,,8000,20000,,,3000,0,18500,2600,0,0,0,0,1300
107365960017,2,10736596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107371990010,1,10737199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107371990017,1,10737199,1,SELLING MANDAZI,31,2,,2,2,,0,0,,6,2009,Own-savings from non-agriculture,,,,Traditional market place,,,Final consumers,,No,No,No,No,No,,,,,,,,,,,,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,low,low,low,low,low,NONE:NOT IN OPERATION,,,,,Lack of cash,,,,No,No,Lack of cash,,Seasonal work,,2,30,44,5,,,,,,,,,,,,,0,,,,0,,,,0,,,,1000,Low sales,800,1000,,,,,600,700,0,0,500,0,0,0,0
107371990024,1,10737199,1,HAWKER,62,1,2,1,1,2,0,0,,11,2009,Loan from family/friends,,,,Traditional market place,,,Final consumers,,No,No,No,No,No,,,,,,,,,,,,average,low,low,low,low,high,high,high,high,high,average,average,,,,,,,,,Yes,,,,,,1,4,7,11,2,6,10,11,,,,,,,,,0,,,,0,,,,0,,,,39000,Average sales,,,26000,48500,,,14000,0,25000,1000,0,0,0,0,0
107371990030,1,10737199,1,SELLING TIMBER,62,1,,1,1,,0,0,,6,2005,Own-savings from non-agriculture,,,,Traditional market place,,,Final consumers,Traders,No,No,No,No,Yes,Forest/wild park reserve,,,,,,,,,,,low,low,low,low,high,high,high,high,high,high,average,average,,,,,,,,,Yes,,,,,,1,10,20,12,,,,,,,,,,,,,6,20,10,20000,0,,,,0,,,,70000,Average sales,,,10000,18000,,,42000,0,70000,7000,0,0,0,0,0
107371990030,1,10737199,2,SELLING CLOTHES,62,2,,1,2,,0,0,,8,2009,Proceeds from another business,,,,Traditional market place,,,Final consumers,,No,No,No,No,No,,,,,,,,,,,,average,average,average,average,high,high,high,high,high,average,average,average,,,,,,,,,Yes,,,,,,2,15,32,12,,,,,,,,,,,,,0,,,,0,,,,0,,,,30000,Average sales,,,7000,10000,,,23000,0,30000,4400,0,0,0,0,0
107371990043,1,10737199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107371990050,1,10737199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107371990056,1,10737199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
