case_id,visit,ea_id,hh_s01,hh_s02,hh_s03,hh_s04,hh_s05a,hh_s05b,hh_s06,hh_s06_os,hh_s07,hh_s08a,hh_s08b,hh_s09,hh_s10a,hh_s10b,hh_s11
105053100048,2,10505310,No,,,,,,,,,,,,,,
105053100054,2,10505310,No,,,,,,,,,,,,,,
105053100065,2,10505310,No,,,,,,,,,,,,,,
105053100071,2,10505310,No,,,,,,,,,,,,,,
105053100076,2,10505310,No,,,,,,,,,,,,,,
105053100088,2,10505310,No,,,,,,,,,,,,,,
105053100093,2,10505310,No,,,,,,,,,,,,,,
105053100099,2,10505310,No,,,,,,,,,,,,,,
105053100110,2,10505310,No,,,,,,,,,,,,,,
105053100116,2,10505310,No,,,,,,,,,,,,,,
105055080001,2,10505508,No,,,,,,,,,,,,,,
105055080010,2,10505508,No,,,,,,,,,,,,,,
105055080021,2,10505508,No,,,,,,,,,,,,,,
105055080031,2,10505508,No,,,,,,,,,,,,,,
105055080041,2,10505508,No,,,,,,,,,,,,,,
105055080061,2,10505508,No,,,,,,,,,,,,,,
105055080072,2,10505508,Yes,1,FINCA,Other (specify),1,,Business start-up capital,,20000,Aug,2010,No,11,2010,24000
105055080082,2,10505508,No,,,,,,,,,,,,,,
105055080092,2,10505508,No,,,,,,,,,,,,,,
105055080113,2,10505508,No,,,,,,,,,,,,,,
105055080123,2,10505508,No,,,,,,,,,,,,,,
105055080133,2,10505508,No,,,,,,,,,,,,,,
105055080164,2,10505508,No,,,,,,,,,,,,,,
105055080174,2,10505508,No,,,,,,,,,,,,,,
105055080195,2,10505508,No,,,,,,,,,,,,,,
105055080205,2,10505508,No,,,,,,,,,,,,,,
105061270015,1,10506127,No,,,,,,,,,,,,,,
105061270029,1,10506127,No,,,,,,,,,,,,,,
105061270043,1,10506127,No,,,,,,,,,,,,,,
105061270056,1,10506127,Yes,1,SACCO,Sacco,1,2,"Other, specify",SCHOOL FEES/EDUCATION,150000,Aug,2010,No,12,2011,198000
105061270084,1,10506127,No,,,,,,,,,,,,,,
105061270098,1,10506127,No,,,,,,,,,,,,,,
105061270112,1,10506127,No,,,,,,,,,,,,,,
105061270125,1,10506127,No,,,,,,,,,,,,,,
105061270153,1,10506127,No,,,,,,,,,,,,,,
105061270167,1,10506127,No,,,,,,,,,,,,,,
105061270181,1,10506127,Yes,1,OIBM,Bank (commercial),1,,Business start-up capital,,62000,Oct,2010,Yes,,,73000
105061270194,1,10506127,No,,,,,,,,,,,,,,
105061270222,1,10506127,No,,,,,,,,,,,,,,
105061270236,1,10506127,No,,,,,,,,,,,,,,
105061270250,1,10506127,No,,,,,,,,,,,,,,
105061270277,1,10506127,No,,,,,,,,,,,,,,
105065480003,1,10506548,No,,,,,,,,,,,,,,
105065480008,1,10506548,No,,,,,,,,,,,,,,
105065480013,1,10506548,No,,,,,,,,,,,,,,
105065480018,1,10506548,Yes,1,OIBM,Bank (commercial),1,,Business start-up capital,,20000,Oct,2010,No,2,2011,22448
105065480023,1,10506548,Yes,1,SACCO,Sacco,1,,Purchase agricultural inputs for food crops,,20000,Sep,2010,No,3,2011,25000
105065480033,1,10506548,No,,,,,,,,,,,,,,
105065480039,1,10506548,No,,,,,,,,,,,,,,
105065480044,1,10506548,No,,,,,,,,,,,,,,
105065480049,1,10506548,No,,,,,,,,,,,,,,
105065480059,1,10506548,No,,,,,,,,,,,,,,
105065480069,1,10506548,No,,,,,,,,,,,,,,
105065480074,1,10506548,No,,,,,,,,,,,,,,
105065480084,1,10506548,No,,,,,,,,,,,,,,
105065480089,1,10506548,No,,,,,,,,,,,,,,
105065480095,1,10506548,No,,,,,,,,,,,,,,
105065480105,1,10506548,No,,,,,,,,,,,,,,
105071750010,2,10507175,No,,,,,,,,,,,,,,
105071750022,2,10507175,No,,,,,,,,,,,,,,
105071750033,2,10507175,No,,,,,,,,,,,,,,
105071750045,2,10507175,No,,,,,,,,,,,,,,
105071750069,2,10507175,No,,,,,,,,,,,,,,
105071750081,2,10507175,No,,,,,,,,,,,,,,
105071750093,2,10507175,No,,,,,,,,,,,,,,
105071750104,2,10507175,No,,,,,,,,,,,,,,
105071750116,2,10507175,No,,,,,,,,,,,,,,
105071750128,2,10507175,Yes,1,CADECOM,Sacco,2,,Business start-up capital,,10000,Jul,2010,No,10,2010,12000
105071750152,2,10507175,No,,,,,,,,,,,,,,
105071750163,2,10507175,No,,,,,,,,,,,,,,
105071750175,2,10507175,No,,,,,,,,,,,,,,
105071750199,2,10507175,No,,,,,,,,,,,,,,
105071750211,2,10507175,No,,,,,,,,,,,,,,
105071750246,2,10507175,No,,,,,,,,,,,,,,
105073440008,1,10507344,Yes,1,CHIVUNGA,Neighbour,1,,"Other, specify",SCHOOL FEES/EDUCATION,2000,Jun,2010,No,9,2010,2000
105073440016,1,10507344,No,,,,,,,,,,,,,,
105073440027,1,10507344,No,,,,,,,,,,,,,,
105073440033,1,10507344,No,,,,,,,,,,,,,,
105073440041,1,10507344,No,,,,,,,,,,,,,,
105073440053,1,10507344,Yes,1,ALLIANCE ONE,Other (specify),1,,Purchase inputs for tobacco,,120000,Oct,2009,No,8,2010,165000
105073440060,1,10507344,No,,,,,,,,,,,,,,
105073440081,1,10507344,Yes,1,LEONARD NKHATA,Relative,1,,"Other, specify",SCHOOL FEES/EDUCATION,3000,May,2010,No,7,2010,3000
105073440103,1,10507344,Yes,1,TIMOTHY MVULA,Money lender (katapila),1,,Puchase non-farm inputs,,5000,Mar,2010,No,7,2010,6000
105073440103,1,10507344,Yes,2,FINCA,Other (specify),1,,Business start-up capital,,20000,Mar,2010,Yes,,,24000
105073440106,1,10507344,Yes,1,FINCA,Other (specify),2,,Business start-up capital,,25000,Apr,2010,Yes,,,30000
105073440115,1,10507344,No,,,,,,,,,,,,,,
105073440121,1,10507344,No,,,,,,,,,,,,,,
105073440126,1,10507344,No,,,,,,,,,,,,,,
105073440131,1,10507344,No,,,,,,,,,,,,,,
105073440136,1,10507344,No,,,,,,,,,,,,,,
105073440152,1,10507344,No,,,,,,,,,,,,,,
105083690005,1,10508369,No,,,,,,,,,,,,,,
105083690015,1,10508369,No,,,,,,,,,,,,,,
105083690025,1,10508369,No,,,,,,,,,,,,,,
105083690045,1,10508369,No,,,,,,,,,,,,,,
105083690055,1,10508369,No,,,,,,,,,,,,,,
105083690065,1,10508369,No,,,,,,,,,,,,,,
105083690094,1,10508369,No,,,,,,,,,,,,,,
105083690104,1,10508369,No,,,,,,,,,,,,,,
105083690119,1,10508369,No,,,,,,,,,,,,,,
105083690124,1,10508369,No,,,,,,,,,,,,,,
105083690134,1,10508369,No,,,,,,,,,,,,,,
105083690143,1,10508369,No,,,,,,,,,,,,,,
105083690163,1,10508369,No,,,,,,,,,,,,,,
105083690173,1,10508369,No,,,,,,,,,,,,,,
105083690183,1,10508369,No,,,,,,,,,,,,,,
105083690203,1,10508369,No,,,,,,,,,,,,,,
105093190002,1,10509319,No,,,,,,,,,,,,,,
105093190013,1,10509319,No,,,,,,,,,,,,,,
105093190021,1,10509319,No,,,,,,,,,,,,,,
105093190045,1,10509319,No,,,,,,,,,,,,,,
105093190056,1,10509319,No,,,,,,,,,,,,,,
105093190058,1,10509319,No,,,,,,,,,,,,,,
105093190062,1,10509319,No,,,,,,,,,,,,,,
105093190116,1,10509319,No,,,,,,,,,,,,,,
105093190129,1,10509319,No,,,,,,,,,,,,,,
105093190148,1,10509319,Yes,1,LIMBE LEAF,Other (specify),1,,Business start-up capital,,49500,Aug,2009,No,9,2010,59000
105093190150,1,10509319,No,,,,,,,,,,,,,,
105093190189,1,10509319,No,,,,,,,,,,,,,,
105093190205,1,10509319,No,,,,,,,,,,,,,,
105093190214,1,10509319,No,,,,,,,,,,,,,,
105093190217,1,10509319,No,,,,,,,,,,,,,,
105093190245,1,10509319,Yes,1,NBS,Bank (commercial),1,,Purchase inputs for tobacco,,108000,Nov,2009,No,4,2010,122000
105094740012,1,10509474,No,,,,,,,,,,,,,,
105094740019,1,10509474,No,,,,,,,,,,,,,,
105094740026,1,10509474,No,,,,,,,,,,,,,,
105094740033,1,10509474,No,,,,,,,,,,,,,,
105094740047,1,10509474,No,,,,,,,,,,,,,,
105094740054,1,10509474,No,,,,,,,,,,,,,,
105094740061,1,10509474,No,,,,,,,,,,,,,,
105094740068,1,10509474,No,,,,,,,,,,,,,,
105094740082,1,10509474,No,,,,,,,,,,,,,,
105094740089,1,10509474,No,,,,,,,,,,,,,,
105094740096,1,10509474,No,,,,,,,,,,,,,,
105094740103,1,10509474,No,,,,,,,,,,,,,,
105094740117,1,10509474,No,,,,,,,,,,,,,,
105094740124,1,10509474,No,,,,,,,,,,,,,,
105094740131,1,10509474,No,,,,,,,,,,,,,,
105094740146,1,10509474,No,,,,,,,,,,,,,,
105103880009,2,10510388,Yes,1,FINCA,Other (specify),2,,Business start-up capital,,20000,Oct,2009,Yes,,,25000
105103880018,2,10510388,Yes,1,MR MUNYENYEMBE,Money lender (katapila),2,,Business start-up capital,,2000,Aug,2009,Yes,,,4800
105103880027,2,10510388,No,,,,,,,,,,,,,,
105103880036,2,10510388,No,,,,,,,,,,,,,,
105103880054,2,10510388,No,,,,,,,,,,,,,,
105103880062,2,10510388,No,,,,,,,,,,,,,,
105103880071,2,10510388,No,,,,,,,,,,,,,,
105103880080,2,10510388,No,,,,,,,,,,,,,,
105103880098,2,10510388,No,,,,,,,,,,,,,,
105103880107,2,10510388,No,,,,,,,,,,,,,,
105103880116,2,10510388,No,,,,,,,,,,,,,,
105103880124,2,10510388,No,,,,,,,,,,,,,,
105103880142,2,10510388,No,,,,,,,,,,,,,,
105103880151,2,10510388,No,,,,,,,,,,,,,,
105103880160,2,10510388,No,,,,,,,,,,,,,,
105103880178,2,10510388,No,,,,,,,,,,,,,,
107320470015,1,10732047,No,,,,,,,,,,,,,,
107320470025,1,10732047,No,,,,,,,,,,,,,,
107320470034,1,10732047,No,,,,,,,,,,,,,,
107320470043,1,10732047,No,,,,,,,,,,,,,,
107320470062,1,10732047,No,,,,,,,,,,,,,,
107320470072,1,10732047,No,,,,,,,,,,,,,,
107320470081,1,10732047,No,,,,,,,,,,,,,,
107320470090,1,10732047,No,,,,,,,,,,,,,,
107320470109,1,10732047,No,,,,,,,,,,,,,,
107320470118,1,10732047,No,,,,,,,,,,,,,,
107320470128,1,10732047,No,,,,,,,,,,,,,,
107320470137,1,10732047,Yes,1,STANDARD BANK,Bank (commercial),1,,"Other, specify",SCHOOL FEES/EDUCATION,80000,Jun,2010,No,3,2011,120000
107320470156,1,10732047,Yes,1,NBS,Bank (commercial),1,,Puchase non-farm inputs,,50000,Dec,2010,No,6,2011,56000
107320470165,1,10732047,No,,,,,,,,,,,,,,
107320470175,1,10732047,No,,,,,,,,,,,,,,
107320470194,1,10732047,No,,,,,,,,,,,,,,
107320700012,1,10732070,No,,,,,,,,,,,,,,
107320700018,1,10732070,No,,,,,,,,,,,,,,
107320700023,1,10732070,No,,,,,,,,,,,,,,
107320700029,1,10732070,No,,,,,,,,,,,,,,
107320700041,1,10732070,No,,,,,,,,,,,,,,
107320700047,1,10732070,No,,,,,,,,,,,,,,
107320700053,1,10732070,No,,,,,,,,,,,,,,
107320700059,1,10732070,No,,,,,,,,,,,,,,
107320700071,1,10732070,No,,,,,,,,,,,,,,
107320700077,1,10732070,No,,,,,,,,,,,,,,
107320700083,1,10732070,No,,,,,,,,,,,,,,
107320700089,1,10732070,No,,,,,,,,,,,,,,
107320700101,1,10732070,No,,,,,,,,,,,,,,
107320700107,1,10732070,No,,,,,,,,,,,,,,
107320700113,1,10732070,No,,,,,,,,,,,,,,
107320700125,1,10732070,No,,,,,,,,,,,,,,
107321920007,1,10732192,Yes,1,NYAMYIRENDA,Neighbour,1,,Consumption,,2000,Nov,2009,Yes,,,2000
107321920007,1,10732192,Yes,2,NYAKASANGA,Neighbour,1,,Consumption,,1000,Jan,2010,Yes,,,1000
107321920048,1,10732192,No,,,,,,,,,,,,,,
107321920084,1,10732192,No,,,,,,,,,,,,,,
107321920111,1,10732192,Yes,1,SIRE COOPERATIVE,Other (specify),1,,"Other, specify",TO USE AS BRIDE PRICE,20000,Mar,2010,No,8,2010,29400
107321920134,1,10732192,Yes,1,KONDWANI KAUTSA,Neighbour,1,,Consumption,,1000,Oct,2009,Yes,,,1000
107321920171,1,10732192,No,,,,,,,,,,,,,,
107321920194,1,10732192,No,,,,,,,,,,,,,,
107321920240,1,10732192,No,,,,,,,,,,,,,,
107321920241,1,10732192,No,,,,,,,,,,,,,,
107321920255,1,10732192,No,,,,,,,,,,,,,,
107321920258,1,10732192,No,,,,,,,,,,,,,,
107321920281,1,10732192,No,,,,,,,,,,,,,,
107321920285,1,10732192,No,,,,,,,,,,,,,,
107321920288,1,10732192,No,,,,,,,,,,,,,,
107321920320,1,10732192,No,,,,,,,,,,,,,,
107321920404,1,10732192,Yes,1,FINCA,Other (specify),2,,Business start-up capital,,20000,Jan,2010,No,5,2010,25000
107334650013,1,10733465,No,,,,,,,,,,,,,,
107334650019,1,10733465,No,,,,,,,,,,,,,,
107334650026,1,10733465,No,,,,,,,,,,,,,,
107334650033,1,10733465,No,,,,,,,,,,,,,,
107334650046,1,10733465,No,,,,,,,,,,,,,,
107334650053,1,10733465,No,,,,,,,,,,,,,,
107334650059,1,10733465,No,,,,,,,,,,,,,,
107334650066,1,10733465,No,,,,,,,,,,,,,,
107334650079,1,10733465,Yes,1,FINCA,Other (specify),1,,Business start-up capital,,10000,Dec,2009,Yes,,,10000
107334650086,1,10733465,No,,,,,,,,,,,,,,
107334650092,1,10733465,No,,,,,,,,,,,,,,
107334650100,1,10733465,No,,,,,,,,,,,,,,
107334650112,1,10733465,No,,,,,,,,,,,,,,
107334650119,1,10733465,No,,,,,,,,,,,,,,
107334650125,1,10733465,No,,,,,,,,,,,,,,
107334650138,1,10733465,No,,,,,,,,,,,,,,
107336400005,2,10733640,No,,,,,,,,,,,,,,
107336400010,2,10733640,No,,,,,,,,,,,,,,
107336400015,2,10733640,No,,,,,,,,,,,,,,
107336400020,2,10733640,No,,,,,,,,,,,,,,
107336400031,2,10733640,Yes,1,STANDARD BANK,Bank (commercial),2,,"Other, specify",HOSPITAL BILLS/MOTOR VEHICLE MAITENANCE,50000,Jul,2010,No,8,2011,58000
107336400036,2,10733640,No,,,,,,,,,,,,,,
107336400041,2,10733640,No,,,,,,,,,,,,,,
107336400047,2,10733640,No,,,,,,,,,,,,,,
107336400056,2,10733640,No,,,,,,,,,,,,,,
107336400067,2,10733640,No,,,,,,,,,,,,,,
107336400072,2,10733640,No,,,,,,,,,,,,,,
107336400077,2,10733640,No,,,,,,,,,,,,,,
107336400087,2,10733640,No,,,,,,,,,,,,,,
107336400092,2,10733640,No,,,,,,,,,,,,,,
107336400097,2,10733640,No,,,,,,,,,,,,,,
107336400107,2,10733640,No,,,,,,,,,,,,,,
107343700017,2,10734370,No,,,,,,,,,,,,,,
107343700036,2,10734370,No,,,,,,,,,,,,,,
107343700075,2,10734370,No,,,,,,,,,,,,,,
107343700094,2,10734370,No,,,,,,,,,,,,,,
107343700114,2,10734370,No,,,,,,,,,,,,,,
107343700152,2,10734370,Yes,1,OPPORTUNITY BANK,Bank (commercial),1,,Business start-up capital,,20000,Apr,2010,No,10,2010,24000
107343700172,2,10734370,No,,,,,,,,,,,,,,
107343700191,2,10734370,No,,,,,,,,,,,,,,
107343700230,2,10734370,No,,,,,,,,,,,,,,
107343700249,2,10734370,No,,,,,,,,,,,,,,
107343700269,2,10734370,Yes,1,OPPORTUNITY BANK,Bank (commercial),1,,Purchase land,,50000,Jun,2010,Yes,,,70000
107343700307,2,10734370,No,,,,,,,,,,,,,,
107343700327,2,10734370,No,,,,,,,,,,,,,,
107343700346,2,10734370,No,,,,,,,,,,,,,,
107343700385,2,10734370,No,,,,,,,,,,,,,,
107343700404,2,10734370,No,,,,,,,,,,,,,,
107343930007,1,10734393,No,,,,,,,,,,,,,,
107343930016,1,10734393,No,,,,,,,,,,,,,,
107343930025,1,10734393,No,,,,,,,,,,,,,,
107343930033,1,10734393,No,,,,,,,,,,,,,,
107343930042,1,10734393,No,,,,,,,,,,,,,,
107343930060,1,10734393,No,,,,,,,,,,,,,,
107343930068,1,10734393,No,,,,,,,,,,,,,,
107343930077,1,10734393,No,,,,,,,,,,,,,,
107343930086,1,10734393,No,,,,,,,,,,,,,,
107343930103,1,10734393,No,,,,,,,,,,,,,,
107343930112,1,10734393,No,,,,,,,,,,,,,,
107343930117,1,10734393,No,,,,,,,,,,,,,,
107343930121,1,10734393,No,,,,,,,,,,,,,,
107343930129,1,10734393,No,,,,,,,,,,,,,,
107343930155,1,10734393,No,,,,,,,,,,,,,,
107343930182,1,10734393,No,,,,,,,,,,,,,,
107344070010,1,10734407,No,,,,,,,,,,,,,,
107344070017,1,10734407,No,,,,,,,,,,,,,,
107344070024,1,10734407,No,,,,,,,,,,,,,,
107344070031,1,10734407,No,,,,,,,,,,,,,,
107344070044,1,10734407,No,,,,,,,,,,,,,,
107344070051,1,10734407,No,,,,,,,,,,,,,,
107344070058,1,10734407,No,,,,,,,,,,,,,,
107344070065,1,10734407,No,,,,,,,,,,,,,,
107344070078,1,10734407,No,,,,,,,,,,,,,,
107344070085,1,10734407,No,,,,,,,,,,,,,,
107344070092,1,10734407,No,,,,,,,,,,,,,,
107344070099,1,10734407,No,,,,,,,,,,,,,,
107344070112,1,10734407,No,,,,,,,,,,,,,,
107344070119,1,10734407,No,,,,,,,,,,,,,,
107344070126,1,10734407,No,,,,,,,,,,,,,,
107344070140,1,10734407,Yes,1,OIBM,Bank (commercial),2,,Business start-up capital,,15000,Jul,2010,No,12,2010,18000
107347620013,1,10734762,No,,,,,,,,,,,,,,
107347620016,1,10734762,Yes,1,KHUMBO SHABA,Relative,1,,Business start-up capital,,1000,Jun,2010,No,7,2010,1300
107347620030,1,10734762,No,,,,,,,,,,,,,,
107347620031,1,10734762,No,,,,,,,,,,,,,,
107347620049,1,10734762,No,,,,,,,,,,,,,,
107347620061,1,10734762,Yes,1,MARDEF,Mardef,2,,Business start-up capital,,10000,Jun,2010,No,11,2010,11500
107347620073,1,10734762,No,,,,,,,,,,,,,,
107347620104,1,10734762,No,,,,,,,,,,,,,,
107347620143,1,10734762,No,,,,,,,,,,,,,,
107347620169,1,10734762,No,,,,,,,,,,,,,,
107347620222,1,10734762,No,,,,,,,,,,,,,,
107347620237,1,10734762,Yes,1,NBS BANK,Bank (commercial),1,,"Other, specify",BOOST BUSINESS,40000,Mar,2010,No,8,2010,46500
107347620278,1,10734762,No,,,,,,,,,,,,,,
107347620281,1,10734762,No,,,,,,,,,,,,,,
107347620318,1,10734762,No,,,,,,,,,,,,,,
107347620346,1,10734762,No,,,,,,,,,,,,,,
107351300004,1,10735130,No,,,,,,,,,,,,,,
107351300011,1,10735130,Yes,1,NBS,Bank (commercial),1,,Purchase land,,80000,Apr,2010,No,11,2010,92000
107351300018,1,10735130,No,,,,,,,,,,,,,,
107351300026,1,10735130,No,,,,,,,,,,,,,,
107351300033,1,10735130,No,,,,,,,,,,,,,,
107351300040,1,10735130,No,,,,,,,,,,,,,,
107351300047,1,10735130,No,,,,,,,,,,,,,,
107351300055,1,10735130,Yes,1,NBS,Bank (commercial),1,,Business start-up capital,,90000,Jan,2011,No,4,2011,115000
107351300062,1,10735130,No,,,,,,,,,,,,,,
107351300084,1,10735130,No,,,,,,,,,,,,,,
107351300091,1,10735130,No,,,,,,,,,,,,,,
107351300098,1,10735130,No,,,,,,,,,,,,,,
107351300105,1,10735130,No,,,,,,,,,,,,,,
107351300127,1,10735130,No,,,,,,,,,,,,,,
107351300134,1,10735130,No,,,,,,,,,,,,,,
107351300149,1,10735130,No,,,,,,,,,,,,,,
107351730002,1,10735173,No,,,,,,,,,,,,,,
107351730020,1,10735173,No,,,,,,,,,,,,,,
107351730052,1,10735173,No,,,,,,,,,,,,,,
107351730077,1,10735173,No,,,,,,,,,,,,,,
107351730088,1,10735173,No,,,,,,,,,,,,,,
107351730095,1,10735173,No,,,,,,,,,,,,,,
107351730115,1,10735173,No,,,,,,,,,,,,,,
107351730116,1,10735173,No,,,,,,,,,,,,,,
107351730125,1,10735173,No,,,,,,,,,,,,,,
107351730128,1,10735173,No,,,,,,,,,,,,,,
107351730133,1,10735173,No,,,,,,,,,,,,,,
107351730145,1,10735173,No,,,,,,,,,,,,,,
107351730156,1,10735173,Yes,1,OPPORTUNITY BANK,Bank (commercial),2,,Business start-up capital,,30000,Sep,2009,Yes,,,36000
107351730159,1,10735173,No,,,,,,,,,,,,,,
107351730166,1,10735173,No,,,,,,,,,,,,,,
107351730175,1,10735173,No,,,,,,,,,,,,,,
107360530002,1,10736053,No,,,,,,,,,,,,,,
107360530007,1,10736053,No,,,,,,,,,,,,,,
107360530012,1,10736053,No,,,,,,,,,,,,,,
107360530017,1,10736053,No,,,,,,,,,,,,,,
107360530023,1,10736053,No,,,,,,,,,,,,,,
107360530033,1,10736053,No,,,,,,,,,,,,,,
107360530038,1,10736053,No,,,,,,,,,,,,,,
107360530043,1,10736053,No,,,,,,,,,,,,,,
107360530048,1,10736053,No,,,,,,,,,,,,,,
107360530059,1,10736053,No,,,,,,,,,,,,,,
107360530064,1,10736053,No,,,,,,,,,,,,,,
107360530069,1,10736053,No,,,,,,,,,,,,,,
107360530074,1,10736053,No,,,,,,,,,,,,,,
107360530084,1,10736053,Yes,1,MAI BUSA,Neighbour,1,,Business start-up capital,,5500,Jan,2010,Yes,,,1500
107360530089,1,10736053,No,,,,,,,,,,,,,,
107360530095,1,10736053,No,,,,,,,,,,,,,,
107361740002,1,10736174,No,,,,,,,,,,,,,,
107361740003,1,10736174,No,,,,,,,,,,,,,,
107361740004,1,10736174,No,,,,,,,,,,,,,,
107361740005,1,10736174,No,,,,,,,,,,,,,,
107361740008,1,10736174,Yes,1,ADMARC,Other (specify),1,,"Other, specify",SCHOOL FEES/EDUCATION,10000,Jan,2010,No,10,2011,12000
107361740009,1,10736174,No,,,,,,,,,,,,,,
107361740011,1,10736174,No,,,,,,,,,,,,,,
107361740012,1,10736174,No,,,,,,,,,,,,,,
107361740015,1,10736174,No,,,,,,,,,,,,,,
107361740016,1,10736174,No,,,,,,,,,,,,,,
107361740017,1,10736174,No,,,,,,,,,,,,,,
107361740019,1,10736174,No,,,,,,,,,,,,,,
107361740021,1,10736174,No,,,,,,,,,,,,,,
107361740023,1,10736174,No,,,,,,,,,,,,,,
107361740024,1,10736174,No,,,,,,,,,,,,,,
107361740027,1,10736174,No,,,,,,,,,,,,,,
107363770001,1,10736377,No,,,,,,,,,,,,,,
107363770002,1,10736377,No,,,,,,,,,,,,,,
107363770003,1,10736377,No,,,,,,,,,,,,,,
107363770004,1,10736377,No,,,,,,,,,,,,,,
107363770005,1,10736377,No,,,,,,,,,,,,,,
107363770006,1,10736377,No,,,,,,,,,,,,,,
107363770008,1,10736377,No,,,,,,,,,,,,,,
107363770009,1,10736377,Yes,1,FINCA,Other (specify),2,,Business start-up capital,,20000,Nov,2009,Yes,,,26000
107363770010,1,10736377,No,,,,,,,,,,,,,,
107363770011,1,10736377,No,,,,,,,,,,,,,,
107363770012,1,10736377,No,,,,,,,,,,,,,,
107363770013,1,10736377,No,,,,,,,,,,,,,,
107363770014,1,10736377,No,,,,,,,,,,,,,,
107363770015,1,10736377,Yes,1,OPPORTUNITY BANK,Bank (commercial),2,,Business start-up capital,,40000,Dec,2009,No,7,2010,57000
107363770016,1,10736377,No,,,,,,,,,,,,,,
107363770017,1,10736377,No,,,,,,,,,,,,,,
107364660001,1,10736466,No,,,,,,,,,,,,,,
107364660008,1,10736466,No,,,,,,,,,,,,,,
107364660015,1,10736466,No,,,,,,,,,,,,,,
107364660022,1,10736466,No,,,,,,,,,,,,,,
107364660028,1,10736466,No,,,,,,,,,,,,,,
107364660042,1,10736466,No,,,,,,,,,,,,,,
107364660055,1,10736466,No,,,,,,,,,,,,,,
107364660062,1,10736466,No,,,,,,,,,,,,,,
107364660076,1,10736466,No,,,,,,,,,,,,,,
107364660082,1,10736466,No,,,,,,,,,,,,,,
107364660089,1,10736466,No,,,,,,,,,,,,,,
107364660096,1,10736466,No,,,,,,,,,,,,,,
107364660110,1,10736466,No,,,,,,,,,,,,,,
107364660116,1,10736466,No,,,,,,,,,,,,,,
107364660123,1,10736466,No,,,,,,,,,,,,,,
107364660137,1,10736466,Yes,1,GREEN WING,Bank (commercial),1,,Purchase land,,40000,Feb,2010,No,2,2011,42000
107365960001,2,10736596,No,,,,,,,,,,,,,,
107365960002,2,10736596,No,,,,,,,,,,,,,,
107365960003,2,10736596,No,,,,,,,,,,,,,,
107365960004,2,10736596,No,,,,,,,,,,,,,,
107365960005,2,10736596,No,,,,,,,,,,,,,,
107365960006,2,10736596,No,,,,,,,,,,,,,,
107365960008,2,10736596,No,,,,,,,,,,,,,,
107365960009,2,10736596,No,,,,,,,,,,,,,,
107365960010,2,10736596,No,,,,,,,,,,,,,,
107365960011,2,10736596,Yes,1,OPPORTUNITY BANK,Bank (commercial),2,,Business start-up capital,,60000,Jan,2010,No,8,2010,72000
107365960011,2,10736596,Yes,2,MICRO LOAN FOUNDATIO,Ngo,2,,"Other, specify",BOOST BUSINESS,15000,Jun,2010,No,10,2010,18600
107365960012,2,10736596,No,,,,,,,,,,,,,,
107365960013,2,10736596,Yes,1,OIBM,Bank (commercial),1,,"Other, specify",TO BUILD HOUSE,180000,Jul,2009,No,11,2010,289000
107365960014,2,10736596,No,,,,,,,,,,,,,,
107365960015,2,10736596,No,,,,,,,,,,,,,,
107365960016,2,10736596,No,,,,,,,,,,,,,,
107365960017,2,10736596,No,,,,,,,,,,,,,,
107371990010,1,10737199,No,,,,,,,,,,,,,,
107371990017,1,10737199,Yes,1,MICRO-LOAN,Ngo,2,,Business start-up capital,,15000,Aug,2010,Yes,,,20000
107371990024,1,10737199,Yes,1,NEIGHBOUR,Neighbour,1,,Business start-up capital,,50000,Nov,2009,Yes,,,62800
107371990030,1,10737199,No,,,,,,,,,,,,,,
107371990043,1,10737199,No,,,,,,,,,,,,,,
107371990050,1,10737199,No,,,,,,,,,,,,,,
107371990056,1,10737199,No,,,,,,,,,,,,,,
107371990063,1,10737199,Yes,1,FINCA,Ngo,2,,Business start-up capital,,30000,Nov,2010,No,2,2011,36000
107371990076,1,10737199,No,,,,,,,,,,,,,,
107371990083,1,10737199,No,,,,,,,,,,,,,,
107371990089,1,10737199,No,,,,,,,,,,,,,,
107371990096,1,10737199,No,,,,,,,,,,,,,,
107371990109,1,10737199,No,,,,,,,,,,,,,,
107371990116,1,10737199,No,,,,,,,,,,,,,,
107371990122,1,10737199,Yes,1,MR KACHALI,Relative,1,,Purchase inputs for tobacco,,20000,Jun,2009,Yes,,,20000
107371990135,1,10737199,No,,,,,,,,,,,,,,
107393090012,1,10739309,No,,,,,,,,,,,,,,
107393090020,1,10739309,No,,,,,,,,,,,,,,
107393090028,1,10739309,No,,,,,,,,,,,,,,
107393090036,1,10739309,No,,,,,,,,,,,,,,
107393090052,1,10739309,Yes,1,OIBM,Bank (commercial),1,,Business start-up capital,,60000,Jun,2010,No,3,2011,7200
107393090060,1,10739309,No,,,,,,,,,,,,,,
107393090068,1,10739309,No,,,,,,,,,,,,,,
107393090076,1,10739309,Yes,1,STANDARD BANK,Bank (commercial),1,,Business start-up capital,,100000,Feb,2010,No,2,2012,120000
107393090092,1,10739309,No,,,,,,,,,,,,,,
107393090101,1,10739309,No,,,,,,,,,,,,,,
107393090109,1,10739309,No,,,,,,,,,,,,,,
107393090117,1,10739309,No,,,,,,,,,,,,,,
107393090133,1,10739309,No,,,,,,,,,,,,,,
107393090141,1,10739309,No,,,,,,,,,,,,,,
